date,donald trump ill
2016-11-15,5.0
2016-11-16,11.0
2016-11-17,22.0
2016-11-18,5.0
2016-11-19,0.0
2016-11-20,6.0
2016-11-21,5.0
2016-11-22,16.0
2016-11-23,5.0
2016-11-24,11.0
2016-11-25,11.0
2016-11-26,12.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,21.0
2016-11-30,5.0
2016-12-01,5.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,18.0
2016-12-05,10.0
2016-12-06,5.0
2016-12-07,5.0
2016-12-08,0.0
2016-12-09,6.0
2016-12-10,7.0
2016-12-11,6.0
2016-12-12,10.0
2016-12-13,16.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,11.0
2016-12-17,6.0
2016-12-18,6.0
2016-12-19,16.0
2016-12-20,0.0
2016-12-21,6.0
2016-12-22,6.0
2016-12-23,0.0
2016-12-24,13.0
2016-12-25,7.0
2016-12-26,0.0
2016-12-27,11.0
2016-12-28,0.0
2016-12-29,6.0
2016-12-30,0.0
2016-12-31,13.0
2017-01-01,7.0
2017-01-02,11.0
2017-01-03,0.0
2017-01-04,5.0
2017-01-05,5.0
2017-01-06,5.0
2017-01-07,0.0
2017-01-08,6.0
2017-01-09,16.0
2017-01-10,5.0
2017-01-11,15.0
2017-01-12,5.0
2017-01-13,11.0
2017-01-14,0.0
2017-01-15,18.0
2017-01-16,5.0
2017-01-17,15.0
2017-01-18,0.0
2017-01-19,10.0
2017-01-20,43.0
2017-01-21,30.0
2017-01-22,18.0
2017-01-23,10.0
2017-01-24,10.0
2017-01-25,20.0
2017-01-26,21.0
2017-01-27,60.0
2017-01-28,12.0
2017-01-29,35.0
2017-01-30,31.0
2017-01-31,41.0
2017-02-01,15.0
2017-02-02,25.0
2017-02-03,32.0
2017-02-04,24.0
2017-02-05,6.0
2017-02-06,20.0
2017-02-07,35.0
2017-02-08,20.0
2017-02-09,25.0
2017-02-10,11.0
2017-02-11,12.0
2017-02-12,29.0
2017-02-13,35.0
2017-02-14,15.0
2017-02-15,21.0
2017-02-16,36.0
2017-02-17,43.0
2017-02-18,18.0
2017-02-19,18.0
2017-02-20,20.0
2017-02-21,10.0
2017-02-22,25.0
2017-02-23,15.0
2017-02-24,16.0
2017-02-25,24.0
2017-02-26,23.0
2017-02-27,10.0
2017-02-28,16.0
2017-03-01,6.77292576419214
2017-03-02,9.808951965065502
2017-03-03,7.308951965065502
2017-03-04,10.696506550218341
2017-03-05,35.23908296943232
2017-03-06,23.237991266375545
2017-03-07,16.427947598253276
2017-03-08,9.27292576419214
2017-03-09,31.04585152838428
2017-03-10,5.0
2017-03-11,0.0
2017-03-12,5.616812227074236
2017-03-13,19.118995633187772
2017-03-14,4.808951965065502
2017-03-15,9.463973799126638
2017-03-16,2.5
2017-03-17,2.308951965065502
2017-03-18,26.893013100436683
2017-03-19,5.616812227074236
2017-03-20,7.308951965065502
2017-03-21,7.308951965065502
2017-03-22,4.463973799126638
2017-03-23,6.963973799126638
2017-03-24,12.73471615720524
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,4.808951965065502
2017-03-29,2.308951965065502
2017-03-30,0.0
2017-03-31,4.962882096069869
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,4.617903930131004
2017-04-05,0.0
2017-04-06,13.853711790393014
2017-04-07,9.543668122270741
2017-04-08,5.541484716157205
2017-04-09,0.0
2017-04-10,4.617903930131004
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,5.541484716157205
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,8.927947598253276
2017-04-19,0.0
2017-04-20,4.617903930131004
2017-04-21,9.543668122270741
2017-04-22,27.09170305676856
2017-04-23,5.2336244541484715
2017-04-24,9.235807860262009
2017-04-25,4.617903930131004
2017-04-26,8.927947598253276
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,5.541484716157205
2017-04-30,0.0
2017-05-01,4.925764192139738
2017-05-02,4.617903930131004
2017-05-03,4.617903930131004
2017-05-04,0.0
2017-05-05,4.617903930131004
2017-05-06,5.2336244541484715
2017-05-07,0.0
2017-05-08,4.617903930131004
2017-05-09,0.0
2017-05-10,4.617903930131004
2017-05-11,9.235807860262009
2017-05-12,19.087336244541483
2017-05-13,21.55021834061135
2017-05-14,5.541484716157205
2017-05-15,9.235807860262009
2017-05-16,0.0
2017-05-17,4.617903930131004
2017-05-18,9.235807860262009
2017-05-19,4.925764192139738
2017-05-20,16.316593886462883
2017-05-21,5.541484716157205
2017-05-22,9.235807860262009
2017-05-23,18.163755458515283
2017-05-24,4.617903930131004
2017-05-25,9.543668122270741
2017-05-26,0.0
2017-05-27,5.541484716157205
2017-05-28,5.541484716157205
2017-05-29,4.925764192139738
2017-05-30,4.617903930131004
2017-05-31,4.617903930131004
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,5.541484716157205
