date,hillary clinton emails
2016-05-01,2.994500458295142
2016-05-02,2.994500458295142
2016-05-03,2.994500458295142
2016-05-04,5.989000916590284
2016-05-05,6.987167736021998
2016-05-06,6.987167736021998
2016-05-07,5.989000916590284
2016-05-08,3.992667277726856
2016-05-09,3.992667277726856
2016-05-10,7.985334555453712
2016-05-11,5.989000916590284
2016-05-12,4.9908340971585705
2016-05-13,4.9908340971585705
2016-05-14,3.992667277726856
2016-05-15,3.992667277726856
2016-05-16,3.992667277726856
2016-05-17,2.994500458295142
2016-05-18,4.9908340971585705
2016-05-19,1.996333638863428
2016-05-20,4.9908340971585705
2016-05-21,1.996333638863428
2016-05-22,2.994500458295142
2016-05-23,2.994500458295142
2016-05-24,2.994500458295142
2016-05-25,9.981668194317141
2016-05-26,38.92850595783685
2016-05-27,9.981668194317141
2016-05-28,5.989000916590284
2016-05-29,6.987167736021998
2016-05-30,6.987167736021998
2016-05-31,6.987167736021998
2016-06-01,5.989000916590284
2016-06-02,5.989000916590284
2016-06-03,4.9908340971585705
2016-06-04,5.989000916590284
2016-06-05,4.9908340971585705
2016-06-06,3.992667277726856
2016-06-07,6.987167736021998
2016-06-08,8.983501374885426
2016-06-09,9.981668194317141
2016-06-10,44.91750687442713
2016-06-11,36.93217231897342
2016-06-12,14.97250229147571
2016-06-13,9.981668194317141
2016-06-14,10.979835013748854
2016-06-15,7.985334555453712
2016-06-16,11.978001833180569
2016-06-17,7.985334555453712
2016-06-18,8.983501374885426
2016-06-19,9.981668194317141
2016-06-20,8.983501374885426
2016-06-21,5.989000916590284
2016-06-22,8.983501374885426
2016-06-23,7.985334555453712
2016-06-24,7.985334555453712
2016-06-25,3.992667277726856
2016-06-26,5.989000916590284
2016-06-27,6.987167736021998
2016-06-28,7.985334555453712
2016-06-29,4.9908340971585705
2016-06-30,5.989000916590284
2016-07-01,7.985334555453712
2016-07-02,8.983501374885426
2016-07-03,10.979835013748854
2016-07-04,7.985334555453712
2016-07-05,30.943171402383136
2016-07-06,25.952337305224564
2016-07-07,21.959670027497708
2016-07-08,14.97250229147571
2016-07-09,6.987167736021998
2016-07-10,4.9908340971585705
2016-07-11,5.989000916590284
2016-07-12,4.9908340971585705
2016-07-13,3.992667277726856
2016-07-14,4.9908340971585705
2016-07-15,2.994500458295142
2016-07-16,3.992667277726856
2016-07-17,2.994500458295142
2016-07-18,1.996333638863428
2016-07-19,5.989000916590284
2016-07-20,6.987167736021998
2016-07-21,5.989000916590284
2016-07-22,8.983501374885426
2016-07-23,12.976168652612282
2016-07-24,10.979835013748854
2016-07-25,24.95417048579285
2016-07-26,22.95783684692942
2016-07-27,23.956003666361138
2016-07-28,22.95783684692942
2016-07-29,19.963336388634282
2016-07-30,11.978001833180569
2016-07-31,8.983501374885426
2016-08-01,9.981668194317141
2016-08-02,8.983501374885426
2016-08-03,8.983501374885426
2016-08-04,6.987167736021998
2016-08-05,4.9908340971585705
2016-08-06,6.987167736021998
2016-08-07,5.989000916590284
2016-08-08,5.989000916590284
2016-08-09,4.9908340971585705
2016-08-10,13.974335472043997
2016-08-11,8.983501374885426
2016-08-12,8.983501374885426
2016-08-13,5.989000916590284
2016-08-14,7.985334555453712
2016-08-15,3.992667277726856
2016-08-16,5.989000916590284
2016-08-17,4.9908340971585705
2016-08-18,2.994500458295142
2016-08-19,2.994500458295142
2016-08-20,3.992667277726856
2016-08-21,1.996333638863428
2016-08-22,58.89184234647113
2016-08-23,34.93583868010999
2016-08-24,12.976168652612282
2016-08-25,9.981668194317141
2016-08-26,10.979835013748854
2016-08-27,3.992667277726856
2016-08-28,3.992667277726856
2016-08-29,3.992667277726856
2016-08-30,5.989000916590284
2016-08-31,7.985334555453712
2016-09-01,6.987167736021998
2016-09-02,6.987167736021998
2016-09-03,6.987167736021998
2016-09-04,5.989000916590284
2016-09-05,6.987167736021998
2016-09-06,6.987167736021998
2016-09-07,7.985334555453712
2016-09-08,7.985334555453712
2016-09-09,7.985334555453712
2016-09-10,3.992667277726856
2016-09-11,3.992667277726856
2016-09-12,4.9908340971585705
2016-09-13,5.989000916590284
2016-09-14,7.985334555453712
2016-09-15,7.985334555453712
2016-09-16,5.989000916590284
2016-09-17,3.992667277726856
2016-09-18,3.992667277726856
2016-09-19,3.992667277726856
2016-09-20,7.985334555453712
2016-09-21,5.989000916590284
2016-09-22,4.9908340971585705
2016-09-23,6.987167736021998
2016-09-24,6.987167736021998
2016-09-25,4.9908340971585705
2016-09-26,5.989000916590284
2016-09-27,51.90467461044913
2016-09-28,15.970669110907425
2016-09-29,9.981668194317141
2016-09-30,10.979835013748854
2016-10-01,6.993583868010999
2016-10-02,5.994500458295143
2016-10-03,6.993583868010999
2016-10-04,7.993583868010999
2016-10-05,8.492667277726856
2016-10-06,7.992667277726856
2016-10-07,9.491750687442714
2016-10-08,31.971585701191568
2016-10-09,33.96791934005499
2016-10-10,69.93675527039414
2016-10-11,37.96333638863428
2016-10-12,49.95417048579285
2016-10-13,51.95233730522456
2016-10-14,43.958753437213566
2016-10-15,36.465169569202565
2016-10-16,33.96883593033914
2016-10-17,28.973418881759855
