date,donald trump bankruptcy
2016-11-06,8.0
2016-11-07,19.0
2016-11-08,43.0
2016-11-09,100.0
2016-11-10,49.0
2016-11-11,27.0
2016-11-12,28.0
2016-11-13,19.0
2016-11-14,12.0
2016-11-15,11.0
2016-11-16,13.0
2016-11-17,6.0
2016-11-18,5.0
2016-11-19,8.0
2016-11-20,4.0
2016-11-21,4.0
2016-11-22,7.0
2016-11-23,6.0
2016-11-24,10.0
2016-11-25,5.0
2016-11-26,5.0
2016-11-27,5.0
2016-11-28,9.0
2016-11-29,2.0
2016-11-30,4.0
2016-12-01,4.0
2016-12-02,2.0
2016-12-03,5.0
2016-12-04,5.0
2016-12-05,7.0
2016-12-06,2.0
2016-12-07,5.0
2016-12-08,2.0
2016-12-09,3.0
2016-12-10,6.0
2016-12-11,14.0
2016-12-12,2.0
2016-12-13,5.0
2016-12-14,5.0
2016-12-15,5.0
2016-12-16,5.0
2016-12-17,3.0
2016-12-18,3.0
2016-12-19,4.0
2016-12-20,4.0
2016-12-21,2.0
2016-12-22,3.0
2016-12-23,5.0
2016-12-24,8.0
2016-12-25,6.0
2016-12-26,3.0
2016-12-27,3.0
2016-12-28,4.0
2016-12-29,5.0
2016-12-30,0.0
2016-12-31,10.0
2017-01-01,0.0
2017-01-02,3.0
2017-01-03,2.0
2017-01-04,7.0
2017-01-05,0.0
2017-01-06,4.0
2017-01-07,5.0
2017-01-08,3.0
2017-01-09,8.0
2017-01-10,20.0
2017-01-11,11.0
2017-01-12,8.0
2017-01-13,5.0
2017-01-14,3.0
2017-01-15,4.0
2017-01-16,9.0
2017-01-17,8.0
2017-01-18,9.0
2017-01-19,8.0
2017-01-20,19.0
2017-01-21,21.0
2017-01-22,10.0
2017-01-23,11.0
2017-01-24,10.0
2017-01-25,13.0
2017-01-26,9.0
2017-01-27,11.0
2017-01-28,4.0
2017-01-29,7.0
2017-01-30,9.0
2017-01-31,14.0
2017-02-01,8.0
2017-02-02,6.0
2017-02-03,7.0
2017-02-04,3.0
2017-02-05,8.0
2017-02-06,3.0
2017-02-07,4.0
2017-02-08,7.0
2017-02-09,5.0
2017-02-10,6.0
2017-02-11,3.0
2017-02-12,5.0
2017-02-13,3.0
2017-02-14,5.0
2017-02-15,7.0
2017-02-16,2.0
2017-02-17,7.0
2017-02-18,3.0
2017-02-19,5.0
2017-02-20,3.0
2017-02-21,7.0
2017-02-22,2.0
2017-02-23,7.0
2017-02-24,5.0
2017-02-25,8.0
2017-02-26,3.0
2017-02-27,2.0
2017-02-28,5.0
2017-03-01,5.071043165467626
2017-03-02,2.057553956834532
2017-03-03,5.557553956834532
2017-03-04,2.5
2017-03-05,5.025179856115107
2017-03-06,1.0134892086330936
2017-03-07,1.0134892086330936
2017-03-08,3.071043165467626
2017-03-09,2.557553956834532
2017-03-10,3.1591726618705036
2017-03-11,2.6897482014388485
2017-03-12,1.1897482014388487
2017-03-13,6.055755395683454
2017-03-14,6.58453237410072
2017-03-15,7.58453237410072
2017-03-16,4.571043165467626
2017-03-17,1.1016187050359711
2017-03-18,7.142086330935252
2017-03-19,2.6897482014388485
2017-03-20,2.057553956834532
2017-03-21,4.513489208633094
2017-03-22,1.0134892086330936
2017-03-23,0.0
2017-03-24,3.2032374100719423
2017-03-25,2.7338129496402876
2017-03-26,1.2338129496402876
2017-03-27,4.513489208633094
2017-03-28,1.0134892086330936
2017-03-29,0.0
2017-03-30,1.0575539568345322
2017-03-31,2.101618705035971
2017-04-01,3.9235611510791366
2017-04-02,0.0
2017-04-03,2.1151079136690645
2017-04-04,2.1151079136690645
2017-04-05,4.142086330935252
2017-04-06,2.1151079136690645
2017-04-07,8.81294964028777
2017-04-08,4.935251798561151
2017-04-09,5.111510791366906
2017-04-10,4.318345323741007
2017-04-11,2.1151079136690645
2017-04-12,2.1151079136690645
2017-04-13,3.348920863309352
2017-04-14,0.0
2017-04-15,5.111510791366906
2017-04-16,5.111510791366906
2017-04-17,3.348920863309352
2017-04-18,4.142086330935252
2017-04-19,2.1151079136690645
2017-04-20,0.0
2017-04-21,6.609712230215827
2017-04-22,2.4676258992805753
2017-04-23,2.3794964028776975
2017-04-24,2.1151079136690645
2017-04-25,2.1151079136690645
2017-04-26,4.142086330935252
2017-04-27,4.230215827338129
2017-04-28,2.2032374100719423
2017-04-29,2.4676258992805753
2017-04-30,2.555755395683453
2017-05-01,0.0
2017-05-02,2.1151079136690645
2017-05-03,4.142086330935252
2017-05-04,0.0
2017-05-05,5.375899280575539
2017-05-06,3.701438848920863
2017-05-07,0.0
2017-05-08,2.1151079136690645
2017-05-09,6.345323741007194
2017-05-10,6.345323741007194
2017-05-11,4.230215827338129
2017-05-12,4.406474820143885
2017-05-13,0.0
2017-05-14,5.023381294964028
2017-05-15,5.287769784172662
2017-05-16,3.172661870503597
2017-05-17,2.1151079136690645
2017-05-18,3.172661870503597
2017-05-19,4.318345323741007
2017-05-20,0.0
2017-05-21,6.2571942446043165
2017-05-22,2.1151079136690645
2017-05-23,2.1151079136690645
2017-05-24,2.1151079136690645
2017-05-25,2.2032374100719423
2017-05-26,2.29136690647482
2017-05-27,2.555755395683453
2017-05-28,2.555755395683453
2017-05-29,2.2032374100719423
2017-05-30,0.0
2017-05-31,3.172661870503597
2017-06-01,4.318345323741007
2017-06-02,6.697841726618704
2017-06-03,2.4676258992805753
