date,hillary stupid
2016-05-01,2.7682926829268295
2016-05-02,4.745644599303136
2016-05-03,2.372822299651568
2016-05-04,10.282229965156795
2016-05-05,5.93205574912892
2016-05-06,4.745644599303136
2016-05-07,2.7682926829268295
2016-05-08,8.304878048780488
2016-05-09,9.491289198606273
2016-05-10,10.282229965156795
2016-05-11,6.722996515679443
2016-05-12,7.118466898954704
2016-05-13,2.372822299651568
2016-05-14,5.536585365853659
2016-05-15,5.536585365853659
2016-05-16,5.93205574912892
2016-05-17,7.909407665505227
2016-05-18,9.095818815331011
2016-05-19,2.372822299651568
2016-05-20,4.745644599303136
2016-05-21,0.0
2016-05-22,6.722996515679443
2016-05-23,4.745644599303136
2016-05-24,5.93205574912892
2016-05-25,3.559233449477352
2016-05-26,3.559233449477352
2016-05-27,3.559233449477352
2016-05-28,5.536585365853659
2016-05-29,5.536585365853659
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,5.93205574912892
2016-06-02,2.372822299651568
2016-06-03,9.886759581881535
2016-06-04,8.304878048780488
2016-06-05,5.536585365853659
2016-06-06,7.118466898954704
2016-06-07,7.909407665505227
2016-06-08,7.118466898954704
2016-06-09,11.86411149825784
2016-06-10,15.818815331010454
2016-06-11,9.491289198606273
2016-06-12,3.9547038327526134
2016-06-13,9.095818815331011
2016-06-14,4.745644599303136
2016-06-15,5.93205574912892
2016-06-16,10.677700348432056
2016-06-17,7.118466898954704
2016-06-18,5.536585365853659
2016-06-19,6.722996515679443
2016-06-20,7.909407665505227
2016-06-21,8.304878048780488
2016-06-22,4.745644599303136
2016-06-23,5.93205574912892
2016-06-24,2.372822299651568
2016-06-25,8.304878048780488
2016-06-26,5.536585365853659
2016-06-27,4.745644599303136
2016-06-28,4.745644599303136
2016-06-29,2.372822299651568
2016-06-30,7.118466898954704
2016-07-01,3.559233449477352
2016-07-02,7.118466898954704
2016-07-03,8.70034843205575
2016-07-04,5.141114982578397
2016-07-05,11.073170731707318
2016-07-06,12.259581881533101
2016-07-07,9.886759581881535
2016-07-08,6.327526132404182
2016-07-09,7.118466898954704
2016-07-10,5.536585365853659
2016-07-11,8.304878048780488
2016-07-12,8.304878048780488
2016-07-13,13.050522648083625
2016-07-14,5.93205574912892
2016-07-15,11.073170731707318
2016-07-16,9.886759581881535
2016-07-17,12.655052264808363
2016-07-18,8.304878048780488
2016-07-19,8.304878048780488
2016-07-20,11.86411149825784
2016-07-21,17.00522648083624
2016-07-22,17.4006968641115
2016-07-23,15.423344947735192
2016-07-24,20.959930313588853
2016-07-25,22.541811846689896
2016-07-26,24.914634146341466
2016-07-27,14.236933797909408
2016-07-28,22.93728222996516
2016-07-29,23.72822299651568
2016-07-30,20.16898954703833
2016-07-31,11.073170731707318
2016-08-01,9.491289198606273
2016-08-02,10.677700348432056
2016-08-03,15.423344947735192
2016-08-04,19.378048780487806
2016-08-05,18.587108013937282
2016-08-06,9.886759581881535
2016-08-07,9.886759581881535
2016-08-08,10.677700348432056
2016-08-09,13.050522648083625
2016-08-10,14.236933797909408
2016-08-11,9.886759581881535
2016-08-12,9.886759581881535
2016-08-13,9.886759581881535
2016-08-14,12.655052264808363
2016-08-15,7.513937282229966
2016-08-16,8.304878048780488
2016-08-17,14.236933797909408
2016-08-18,7.118466898954704
2016-08-19,12.259581881533101
2016-08-20,9.491289198606273
2016-08-21,11.073170731707318
2016-08-22,9.491289198606273
2016-08-23,7.118466898954704
2016-08-24,11.86411149825784
2016-08-25,14.236933797909408
2016-08-26,7.513937282229966
2016-08-27,9.491289198606273
2016-08-28,9.491289198606273
2016-08-29,7.118466898954704
2016-08-30,7.909407665505227
2016-08-31,4.745644599303136
2016-09-01,3.559233449477352
2016-09-02,7.118466898954704
2016-09-03,12.259581881533101
2016-09-04,10.677700348432056
2016-09-05,4.745644599303136
2016-09-06,7.909407665505227
2016-09-07,7.909407665505227
2016-09-08,11.46864111498258
2016-09-09,7.118466898954704
2016-09-10,7.909407665505227
2016-09-11,19.77351916376307
2016-09-12,20.959930313588853
2016-09-13,17.00522648083624
2016-09-14,16.214285714285715
2016-09-15,9.491289198606273
2016-09-16,14.236933797909408
2016-09-17,11.86411149825784
2016-09-18,10.282229965156795
2016-09-19,12.259581881533101
2016-09-20,12.259581881533101
2016-09-21,26.10104529616725
2016-09-22,37.96515679442509
2016-09-23,21.355400696864113
2016-09-24,13.050522648083625
2016-09-25,11.86411149825784
2016-09-26,13.445993031358887
2016-09-27,37.96515679442509
