date,hillary stupid
2016-09-28,22.541811846689896
2016-09-29,21.355400696864113
2016-09-30,17.796167247386762
2016-10-01,18.59581881533101
2016-10-02,10.32752613240418
2016-10-03,15.118466898954704
2016-10-04,13.386759581881535
2016-10-05,19.222996515679444
2016-10-06,10.62979094076655
2016-10-07,6.861498257839722
2016-10-08,22.957317073170735
2016-10-09,25.479965156794428
2016-10-10,38.27351916376307
2016-10-11,30.027874564459932
2016-10-12,18.1890243902439
2016-10-13,26.13240418118467
2016-10-14,30.06184668989547
2016-10-15,29.121080139372822
2016-10-16,19.39808362369338
2016-10-17,16.96864111498258
2016-10-18,21.875435540069688
2016-10-19,25.29355400696864
2016-10-20,36.91202090592334
2016-10-21,25.46864111498258
2016-10-22,21.375435540069688
2016-10-23,15.118466898954704
2016-10-24,26.748257839721255
2016-10-25,16.711672473867594
2016-10-26,12.943379790940767
2016-10-27,26.121080139372822
2016-10-28,31.330139372822302
2016-10-29,22.957317073170735
2016-10-30,17.375435540069688
2016-10-31,16.09581881533101
2016-11-01,13.920731707317074
2016-11-02,25.0
2016-11-03,14.0
2016-11-04,21.0
2016-11-05,21.0
2016-11-06,31.0
2016-11-07,42.0
2016-11-08,60.0
2016-11-09,100.0
2016-11-10,41.0
2016-11-11,33.0
2016-11-12,18.0
2016-11-13,15.0
2016-11-14,11.0
2016-11-15,9.0
2016-11-16,20.0
2016-11-17,5.0
2016-11-18,2.0
2016-11-19,5.0
2016-11-20,13.0
2016-11-21,2.0
2016-11-22,4.0
2016-11-23,2.0
2016-11-24,2.0
2016-11-25,2.0
2016-11-26,3.0
2016-11-27,3.0
2016-11-28,7.0
2016-11-29,2.0
2016-11-30,0.0
2016-12-01,2.0
2016-12-02,2.0
2016-12-03,3.0
2016-12-04,8.0
2016-12-05,9.0
2016-12-06,4.0
2016-12-07,2.0
2016-12-08,9.0
2016-12-09,0.0
2016-12-10,6.0
2016-12-11,3.0
2016-12-12,7.0
2016-12-13,4.0
2016-12-14,2.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,3.0
2016-12-19,9.0
2016-12-20,2.0
2016-12-21,9.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,9.0
2016-12-26,8.0
2016-12-27,0.0
2016-12-28,10.0
2016-12-29,2.0
2016-12-30,5.0
2016-12-31,3.0
2017-01-01,0.0
2017-01-02,2.0
2017-01-03,2.0
2017-01-04,2.0
2017-01-05,2.0
2017-01-06,5.0
2017-01-07,8.0
2017-01-08,7.0
2017-01-09,4.0
2017-01-10,2.0
2017-01-11,7.0
2017-01-12,6.0
2017-01-13,4.0
2017-01-14,0.0
2017-01-15,5.0
2017-01-16,4.0
2017-01-17,4.0
2017-01-18,6.0
2017-01-19,2.0
2017-01-20,11.0
2017-01-21,5.0
2017-01-22,2.0
2017-01-23,2.0
2017-01-24,4.0
2017-01-25,2.0
2017-01-26,2.0
2017-01-27,0.0
2017-01-28,5.0
2017-01-29,3.0
2017-01-30,0.0
2017-01-31,4.0
2017-02-01,2.0
2017-02-02,0.0
2017-02-03,2.0
2017-02-04,2.0
2017-02-05,2.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,2.0
2017-02-09,2.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,2.0
2017-02-13,2.0
2017-02-14,6.0
2017-02-15,0.0
2017-02-16,6.0
2017-02-17,7.0
2017-02-18,0.0
2017-02-19,2.0
2017-02-20,0.0
2017-02-21,2.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,4.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,2.0
2017-02-28,2.0
2017-03-01,1.6243243243243244
2017-03-02,0.6243243243243244
2017-03-03,1.654054054054054
2017-03-04,3.6
2017-03-05,2.0702702702702704
2017-03-06,0.6243243243243244
2017-03-07,3.2486486486486488
2017-03-08,1.6243243243243244
2017-03-09,1.6243243243243244
2017-03-10,0.0
2017-03-11,2.486486486486487
2017-03-12,2.140540540540541
2017-03-13,3.2486486486486488
2017-03-14,0.6243243243243244
2017-03-15,0.0
2017-03-16,1.9513513513513514
2017-03-17,0.654054054054054
2017-03-18,2.1
2017-03-19,1.7135135135135136
2017-03-20,0.0
2017-03-21,2.2486486486486488
2017-03-22,1.6243243243243244
2017-03-23,1.9513513513513514
2017-03-24,1.6837837837837837
2017-03-25,1.5162162162162163
2017-03-26,2.6
2017-03-27,0.6243243243243244
2017-03-28,1.6243243243243244
2017-03-29,1.9513513513513514
2017-03-30,5.481081081081081
2017-03-31,1.337837837837838
2017-04-01,0.7432432432432433
2017-04-02,0.0
2017-04-03,2.556756756756757
2017-04-04,0.0
2017-04-05,2.556756756756757
2017-04-06,1.308108108108108
2017-04-07,2.675675675675676
2017-04-08,1.4864864864864866
2017-04-09,4.637837837837838
2017-04-10,1.308108108108108
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,1.3675675675675676
2017-04-14,5.9459459459459465
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,2.021621621621622
2017-04-18,1.2486486486486488
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,1.4864864864864866
2017-04-23,0.0
2017-04-24,1.308108108108108
2017-04-25,0.0
2017-04-26,1.2486486486486488
2017-04-27,1.9621621621621623
2017-04-28,0.0
2017-04-29,1.4864864864864866
2017-04-30,1.5459459459459461
2017-05-01,1.427027027027027
2017-05-02,1.9027027027027028
2017-05-03,1.2486486486486488
2017-05-04,1.308108108108108
2017-05-05,2.021621621621622
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,1.308108108108108
2017-05-09,3.864864864864865
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,2.021621621621622
2017-05-13,0.0
2017-05-14,1.5459459459459461
2017-05-15,1.308108108108108
2017-05-16,3.864864864864865
2017-05-17,2.556756756756757
2017-05-18,1.308108108108108
2017-05-19,2.675675675675676
2017-05-20,1.5459459459459461
2017-05-21,4.578378378378378
2017-05-22,1.2486486486486488
2017-05-23,1.2486486486486488
2017-05-24,1.9621621621621623
2017-05-25,1.3675675675675676
2017-05-26,2.794594594594595
2017-05-27,3.1513513513513516
2017-05-28,2.3783783783783785
2017-05-29,1.3675675675675676
2017-05-30,1.9621621621621623
2017-05-31,1.9621621621621623
2017-06-01,2.616216216216216
2017-06-02,3.448648648648649
2017-06-03,0.0
