date,fisa
2016-11-28,14.870813397129186
2016-11-29,8.364832535885167
2016-11-30,6.505980861244019
2016-12-01,7.435406698564593
2016-12-02,6.505980861244019
2016-12-03,5.576555023923445
2016-12-04,6.505980861244019
2016-12-05,11.15311004784689
2016-12-06,10.223684210526315
2016-12-07,13.941387559808613
2016-12-08,12.082535885167465
2016-12-09,8.364832535885167
2016-12-10,4.6471291866028706
2016-12-11,6.505980861244019
2016-12-12,10.223684210526315
2016-12-13,12.082535885167465
2016-12-14,12.082535885167465
2016-12-15,10.223684210526315
2016-12-16,8.364832535885167
2016-12-17,4.6471291866028706
2016-12-18,5.576555023923445
2016-12-19,7.435406698564593
2016-12-20,8.364832535885167
2016-12-21,7.435406698564593
2016-12-22,7.435406698564593
2016-12-23,4.6471291866028706
2016-12-24,2.7882775119617227
2016-12-25,1.8588516746411483
2016-12-26,2.7882775119617227
2016-12-27,5.576555023923445
2016-12-28,6.505980861244019
2016-12-29,5.576555023923445
2016-12-30,3.7177033492822966
2016-12-31,2.7882775119617227
2017-01-01,4.6471291866028706
2017-01-02,5.576555023923445
2017-01-03,7.435406698564593
2017-01-04,11.15311004784689
2017-01-05,10.223684210526315
2017-01-06,8.364832535885167
2017-01-07,5.576555023923445
2017-01-08,8.364832535885167
2017-01-09,12.082535885167465
2017-01-10,12.082535885167465
2017-01-11,17.65909090909091
2017-01-12,12.082535885167465
2017-01-13,10.223684210526315
2017-01-14,5.576555023923445
2017-01-15,10.223684210526315
2017-01-16,15.80023923444976
2017-01-17,13.941387559808613
2017-01-18,14.870813397129186
2017-01-19,14.870813397129186
2017-01-20,12.082535885167465
2017-01-21,6.505980861244019
2017-01-22,6.505980861244019
2017-01-23,10.223684210526315
2017-01-24,13.941387559808613
2017-01-25,18.588516746411482
2017-01-26,16.729665071770334
2017-01-27,13.011961722488039
2017-01-28,7.435406698564593
2017-01-29,12.082535885167465
2017-01-30,17.65909090909091
2017-01-31,22.30622009569378
2017-02-01,14.870813397129186
2017-02-02,11.15311004784689
2017-02-03,13.941387559808613
2017-02-04,6.505980861244019
2017-02-05,6.505980861244019
2017-02-06,11.15311004784689
2017-02-07,10.223684210526315
2017-02-08,9.294258373205741
2017-02-09,11.15311004784689
2017-02-10,9.294258373205741
2017-02-11,9.294258373205741
2017-02-12,8.364832535885167
2017-02-13,14.870813397129186
2017-02-14,15.80023923444976
2017-02-15,16.729665071770334
2017-02-16,19.517942583732058
2017-02-17,14.870813397129186
2017-02-18,10.223684210526315
2017-02-19,12.082535885167465
2017-02-20,15.80023923444976
2017-02-21,14.870813397129186
2017-02-22,12.082535885167465
2017-02-23,13.011961722488039
2017-02-24,12.082535885167465
2017-02-25,6.505980861244019
2017-02-26,5.576555023923445
2017-02-27,14.870813397129186
2017-02-28,14.870813397129186
2017-03-01,12.541267942583733
2017-03-02,12.541267942583733
2017-03-03,13.041267942583733
2017-03-04,73.14174641148325
2017-03-05,96.47129186602871
2017-03-06,86.57715311004785
2017-03-07,53.48863636363636
2017-03-08,26.976674641148325
2017-03-09,34.194377990430624
2017-03-10,20.723684210526315
2017-03-11,12.970693779904305
2017-03-12,11.576555023923445
2017-03-13,18.794258373205743
2017-03-14,18.25897129186603
2017-03-15,19.25897129186603
2017-03-16,16.864832535885167
2017-03-17,16.364832535885167
2017-03-18,6.75299043062201
2017-03-19,12.50598086124402
2017-03-20,41.48265550239235
2017-03-21,21.188397129186605
2017-03-22,23.582535885167466
2017-03-23,21.188397129186605
2017-03-24,11.576555023923445
2017-03-25,7.682416267942584
2017-03-26,11.076555023923445
2017-03-27,15.900119617224881
2017-03-28,14.935406698564593
2017-03-29,14.470693779904305
2017-03-30,13.970693779904305
2017-03-31,10.611842105263158
2017-04-01,6.288277511961723
2017-04-02,8.0
2017-04-03,15.0
2017-04-04,16.0
2017-04-05,17.0
2017-04-06,16.0
2017-04-07,13.0
2017-04-08,7.0
2017-04-09,8.0
2017-04-10,13.0
2017-04-11,15.0
2017-04-12,62.0
2017-04-13,17.0
2017-04-14,12.0
2017-04-15,8.0
2017-04-16,6.0
2017-04-17,6.0
2017-04-18,10.0
2017-04-19,11.0
2017-04-20,12.0
2017-04-21,9.0
2017-04-22,6.0
2017-04-23,6.0
2017-04-24,12.0
2017-04-25,11.0
2017-04-26,10.0
2017-04-27,10.0
2017-04-28,8.0
2017-04-29,6.0
2017-04-30,5.0
2017-05-01,8.0
2017-05-02,13.0
2017-05-03,16.0
2017-05-04,14.0
2017-05-05,11.0
2017-05-06,7.0
2017-05-07,8.0
2017-05-08,15.0
2017-05-09,14.0
2017-05-10,15.0
2017-05-11,14.0
2017-05-12,10.0
2017-05-13,7.0
2017-05-14,33.0
2017-05-15,19.0
2017-05-16,13.0
2017-05-17,12.0
2017-05-18,13.0
2017-05-19,8.0
2017-05-20,7.0
2017-05-21,8.0
2017-05-22,12.0
2017-05-23,12.0
2017-05-24,14.0
2017-05-25,17.0
2017-05-26,14.0
2017-05-27,8.0
2017-05-28,10.0
2017-05-29,13.0
2017-05-30,12.0
2017-05-31,11.0
2017-06-01,7.0
2017-06-02,6.0
2017-06-03,4.0
