date,donald trump hate
2016-05-01,4.718923198733175
2016-05-02,4.954869358669834
2016-05-03,3.3032462391132222
2016-05-04,8.376088677751385
2016-05-05,7.668250197941409
2016-05-06,7.55027711797308
2016-05-07,3.8931116389548692
2016-05-08,2.7133808392715757
2016-05-09,4.129057798891528
2016-05-10,2.8313539192399046
2016-05-11,3.185273159144893
2016-05-12,4.011084718923199
2016-05-13,2.949326999208234
2016-05-14,2.477434679334917
2016-05-15,3.8931116389548692
2016-05-16,2.949326999208234
2016-05-17,3.185273159144893
2016-05-18,2.241488519398258
2016-05-19,3.0673000791765634
2016-05-20,3.185273159144893
2016-05-21,3.539192399049881
2016-05-22,2.7133808392715757
2016-05-23,1.88756927949327
2016-05-24,2.5954077593032463
2016-05-25,2.7133808392715757
2016-05-26,2.1235154394299287
2016-05-27,3.8931116389548692
2016-05-28,4.482977038796516
2016-05-29,3.539192399049881
2016-05-30,2.477434679334917
2016-05-31,2.477434679334917
2016-06-01,4.011084718923199
2016-06-02,3.6571654790182104
2016-06-03,2.5954077593032463
2016-06-04,3.185273159144893
2016-06-05,3.3032462391132222
2016-06-06,2.5954077593032463
2016-06-07,3.185273159144893
2016-06-08,5.3087885985748215
2016-06-09,2.3594615993665875
2016-06-10,3.77513855898654
2016-06-11,3.77513855898654
2016-06-12,4.836896278701504
2016-06-13,4.718923198733175
2016-06-14,5.072842438638163
2016-06-15,4.129057798891528
2016-06-16,2.477434679334917
2016-06-17,2.5954077593032463
2016-06-18,4.954869358669834
2016-06-19,2.477434679334917
2016-06-20,1.88756927949327
2016-06-21,2.241488519398258
2016-06-22,2.8313539192399046
2016-06-23,1.88756927949327
2016-06-24,4.600950118764845
2016-06-25,4.954869358669834
2016-06-26,3.77513855898654
2016-06-27,2.1235154394299287
2016-06-28,2.241488519398258
2016-06-29,7.078384798099762
2016-06-30,1.5336500395882817
2016-07-01,2.0055423594615993
2016-07-02,2.241488519398258
2016-07-03,2.3594615993665875
2016-07-04,2.477434679334917
2016-07-05,2.3594615993665875
2016-07-06,2.241488519398258
2016-07-07,2.241488519398258
2016-07-08,2.477434679334917
2016-07-09,3.0673000791765634
2016-07-10,1.4156769596199523
2016-07-11,2.7133808392715757
2016-07-12,1.2977038796516231
2016-07-13,2.3594615993665875
2016-07-14,0.943784639746635
2016-07-15,2.949326999208234
2016-07-16,2.0055423594615993
2016-07-17,2.3594615993665875
2016-07-18,3.0673000791765634
2016-07-19,6.4885193982581155
2016-07-20,6.016627078384798
2016-07-21,5.54473475851148
2016-07-22,11.20744259699129
2016-07-23,6.6064924782264445
2016-07-24,4.365003958828186
2016-07-25,4.011084718923199
2016-07-26,3.6571654790182104
2016-07-27,4.482977038796516
2016-07-28,7.078384798099762
2016-07-29,6.134600158353127
2016-07-30,6.4885193982581155
2016-07-31,4.836896278701504
2016-08-01,3.0673000791765634
2016-08-02,3.8931116389548692
2016-08-03,5.426761678543151
2016-08-04,2.7133808392715757
2016-08-05,3.0673000791765634
2016-08-06,3.3032462391132222
2016-08-07,3.4212193190815516
2016-08-08,1.7695961995249405
2016-08-09,3.8931116389548692
2016-08-10,4.011084718923199
2016-08-11,3.539192399049881
2016-08-12,2.0055423594615993
2016-08-13,2.949326999208234
2016-08-14,3.185273159144893
2016-08-15,2.241488519398258
2016-08-16,2.7133808392715757
2016-08-17,2.3594615993665875
2016-08-18,2.3594615993665875
2016-08-19,1.4156769596199523
2016-08-20,2.0055423594615993
2016-08-21,1.2977038796516231
2016-08-22,1.1797307996832938
2016-08-23,3.8931116389548692
2016-08-24,2.1235154394299287
2016-08-25,2.949326999208234
2016-08-26,1.6516231195566111
2016-08-27,2.7133808392715757
2016-08-28,2.8313539192399046
2016-08-29,1.88756927949327
2016-08-30,3.185273159144893
2016-08-31,2.0055423594615993
2016-09-01,1.1797307996832938
2016-09-02,3.539192399049881
2016-09-03,2.241488519398258
2016-09-04,2.241488519398258
2016-09-05,2.1235154394299287
2016-09-06,1.6516231195566111
2016-09-07,2.949326999208234
2016-09-08,2.1235154394299287
2016-09-09,2.7133808392715757
2016-09-10,3.0673000791765634
2016-09-11,1.88756927949327
2016-09-12,1.5336500395882817
2016-09-13,2.241488519398258
2016-09-14,1.0617577197149644
2016-09-15,1.5336500395882817
2016-09-16,2.3594615993665875
2016-09-17,2.3594615993665875
2016-09-18,2.5954077593032463
2016-09-19,1.2977038796516231
2016-09-20,2.1235154394299287
2016-09-21,1.88756927949327
2016-09-22,1.88756927949327
2016-09-23,3.0673000791765634
2016-09-24,3.0673000791765634
2016-09-25,1.88756927949327
2016-09-26,4.247030878859857
2016-09-27,11.797307996832936
2016-09-28,8.022169437846397
2016-09-29,6.134600158353127
2016-09-30,6.960411718131433
2016-10-01,3.5926365795724466
2016-10-02,5.477434679334917
2016-10-03,3.2106096595407756
2016-10-04,4.241488519398258
2016-10-05,3.5055423594615993
2016-10-06,3.8285827395091054
2016-10-07,2.120744259699129
2016-10-08,6.5083135391923985
2016-10-09,7.480205859065716
2016-10-10,10.631828978622327
2016-10-11,7.747030878859857
2016-10-12,5.713380839271576
2016-10-13,4.477434679334917
2016-10-14,4.859461599366588
2016-10-15,4.359461599366588
2016-10-16,4.064528899445763
2016-10-17,4.2695961995249405
2016-10-18,4.241488519398258
2016-10-19,3.5336500395882817
2016-10-20,8.806017418844021
2016-10-21,5.949326999208234
2016-10-22,3.38756927949327
2016-10-23,3.38756927949327
2016-10-24,3.4465558194774344
2016-10-25,4.210609659540776
2016-10-26,2.856690419635788
2016-10-27,4.713380839271576
2016-10-28,3.5336500395882817
2016-10-29,3.8285827395091054
2016-10-30,3.2695961995249405
2016-10-31,4.418448139350752
2016-11-01,3.3285827395091054
2016-11-02,5.0
2016-11-03,5.0
2016-11-04,5.0
2016-11-05,5.0
2016-11-06,7.0
2016-11-07,8.0
2016-11-08,16.0
2016-11-09,100.0
2016-11-10,55.0
2016-11-11,41.0
2016-11-12,27.0
2016-11-13,18.0
2016-11-14,15.0
2016-11-15,11.0
2016-11-16,8.0
2016-11-17,9.0
2016-11-18,9.0
2016-11-19,4.0
2016-11-20,7.0
2016-11-21,6.0
2016-11-22,7.0
2016-11-23,4.0
2016-11-24,3.0
2016-11-25,3.0
2016-11-26,4.0
2016-11-27,2.0
2016-11-28,4.0
2016-11-29,5.0
2016-11-30,3.0
2016-12-01,4.0
2016-12-02,3.0
2016-12-03,5.0
2016-12-04,3.0
2016-12-05,3.0
2016-12-06,3.0
2016-12-07,2.0
2016-12-08,3.0
2016-12-09,3.0
2016-12-10,1.0
2016-12-11,2.0
2016-12-12,2.0
2016-12-13,3.0
2016-12-14,4.0
2016-12-15,3.0
2016-12-16,2.0
2016-12-17,2.0
2016-12-18,4.0
2016-12-19,2.0
2016-12-20,4.0
2016-12-21,3.0
2016-12-22,3.0
2016-12-23,2.0
2016-12-24,2.0
2016-12-25,2.0
2016-12-26,3.0
2016-12-27,2.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,2.0
2017-01-01,3.0
2017-01-02,1.0
2017-01-03,2.0
2017-01-04,2.0
2017-01-05,6.0
2017-01-06,7.0
2017-01-07,4.0
2017-01-08,3.0
2017-01-09,5.0
2017-01-10,5.0
2017-01-11,6.0
2017-01-12,6.0
2017-01-13,6.0
2017-01-14,4.0
2017-01-15,5.0
2017-01-16,4.0
2017-01-17,3.0
2017-01-18,7.0
2017-01-19,5.0
2017-01-20,15.0
2017-01-21,19.0
2017-01-22,20.0
2017-01-23,11.0
2017-01-24,7.0
2017-01-25,9.0
2017-01-26,8.0
2017-01-27,9.0
2017-01-28,8.0
2017-01-29,9.0
2017-01-30,10.0
2017-01-31,8.0
2017-02-01,7.0
2017-02-02,8.0
2017-02-03,8.0
2017-02-04,8.0
2017-02-05,6.0
2017-02-06,5.0
