date,hillary clinton fraud
2016-11-04,25.0
2016-11-05,42.0
2016-11-06,19.0
2016-11-07,24.0
2016-11-08,47.0
2016-11-09,100.0
2016-11-10,58.0
2016-11-11,18.0
2016-11-12,14.0
2016-11-13,27.0
2016-11-14,5.0
2016-11-15,14.0
2016-11-16,10.0
2016-11-17,17.0
2016-11-18,10.0
2016-11-19,11.0
2016-11-20,16.0
2016-11-21,14.0
2016-11-22,9.0
2016-11-23,24.0
2016-11-24,22.0
2016-11-25,12.0
2016-11-26,16.0
2016-11-27,16.0
2016-11-28,26.0
2016-11-29,14.0
2016-11-30,19.0
2016-12-01,10.0
2016-12-02,5.0
2016-12-03,6.0
2016-12-04,5.0
2016-12-05,24.0
2016-12-06,5.0
2016-12-07,19.0
2016-12-08,10.0
2016-12-09,5.0
2016-12-10,9.0
2016-12-11,11.0
2016-12-12,7.0
2016-12-13,0.0
2016-12-14,5.0
2016-12-15,10.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,6.0
2016-12-19,15.0
2016-12-20,5.0
2016-12-21,0.0
2016-12-22,8.0
2016-12-23,5.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,11.0
2016-12-27,0.0
2016-12-28,5.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,6.0
2017-01-01,0.0
2017-01-02,5.0
2017-01-03,0.0
2017-01-04,5.0
2017-01-05,5.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,5.0
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,5.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,5.0
2017-01-20,5.0
2017-01-21,11.0
2017-01-22,11.0
2017-01-23,5.0
2017-01-24,5.0
2017-01-25,7.0
2017-01-26,14.0
2017-01-27,7.0
2017-01-28,5.0
2017-01-29,11.0
2017-01-30,5.0
2017-01-31,9.0
2017-02-01,9.0
2017-02-02,5.0
2017-02-03,0.0
2017-02-04,5.0
2017-02-05,5.0
2017-02-06,5.0
2017-02-07,9.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,11.0
2017-02-12,0.0
2017-02-13,13.0
2017-02-14,5.0
2017-02-15,5.0
2017-02-16,7.0
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,5.0
2017-02-20,0.0
2017-02-21,5.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,5.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,5.0
2017-02-28,0.0
2017-03-01,2.2192028985507246
2017-03-02,0.0
2017-03-03,0.0
2017-03-04,0.0
2017-03-05,4.990942028985508
2017-03-06,2.1739130434782608
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,4.7644927536231885
2017-03-11,6.536231884057971
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,4.673913043478261
2017-03-17,0.0
2017-03-18,2.5
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,7.893115942028985
2017-03-22,2.1739130434782608
2017-03-23,0.0
2017-03-24,2.3550724637681157
2017-03-25,2.5
2017-03-26,0.0
2017-03-27,4.719202898550725
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,2.5
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,5.253623188405797
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,5.163043478260869
2017-04-24,4.528985507246377
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,4.528985507246377
2017-05-11,9.057971014492754
2017-05-12,0.0
2017-05-13,5.253623188405797
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,4.528985507246377
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,4.891304347826087
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,4.619565217391305
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
