date,donald trump healthy
2016-11-24,9.0
2016-11-25,9.0
2016-11-26,0.0
2016-11-27,5.0
2016-11-28,4.0
2016-11-29,6.0
2016-11-30,9.0
2016-12-01,13.0
2016-12-02,7.0
2016-12-03,5.0
2016-12-04,8.0
2016-12-05,7.0
2016-12-06,4.0
2016-12-07,7.0
2016-12-08,7.0
2016-12-09,5.0
2016-12-10,0.0
2016-12-11,10.0
2016-12-12,0.0
2016-12-13,7.0
2016-12-14,9.0
2016-12-15,9.0
2016-12-16,5.0
2016-12-17,8.0
2016-12-18,13.0
2016-12-19,7.0
2016-12-20,7.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,10.0
2016-12-27,5.0
2016-12-28,5.0
2016-12-29,5.0
2016-12-30,10.0
2016-12-31,11.0
2017-01-01,6.0
2017-01-02,9.0
2017-01-03,4.0
2017-01-04,4.0
2017-01-05,7.0
2017-01-06,5.0
2017-01-07,0.0
2017-01-08,5.0
2017-01-09,9.0
2017-01-10,15.0
2017-01-11,17.0
2017-01-12,13.0
2017-01-13,13.0
2017-01-14,10.0
2017-01-15,17.0
2017-01-16,17.0
2017-01-17,4.0
2017-01-18,11.0
2017-01-19,15.0
2017-01-20,35.0
2017-01-21,30.0
2017-01-22,19.0
2017-01-23,17.0
2017-01-24,17.0
2017-01-25,13.0
2017-01-26,13.0
2017-01-27,11.0
2017-01-28,10.0
2017-01-29,12.0
2017-01-30,19.0
2017-01-31,11.0
2017-02-01,21.0
2017-02-02,13.0
2017-02-03,7.0
2017-02-04,10.0
2017-02-05,12.0
2017-02-06,13.0
2017-02-07,12.0
2017-02-08,10.0
2017-02-09,8.0
2017-02-10,11.0
2017-02-11,0.0
2017-02-12,5.0
2017-02-13,4.0
2017-02-14,8.0
2017-02-15,19.0
2017-02-16,13.0
2017-02-17,0.0
2017-02-18,7.0
2017-02-19,10.0
2017-02-20,8.0
2017-02-21,10.0
2017-02-22,8.0
2017-02-23,6.0
2017-02-24,9.0
2017-02-25,10.0
2017-02-26,10.0
2017-02-27,9.0
2017-02-28,13.0
2017-03-01,13.794117647058822
2017-03-02,2.0
2017-03-03,6.411764705882353
2017-03-04,9.779411764705882
2017-03-05,4.742647058823529
2017-03-06,12.176470588235293
2017-03-07,6.088235294117647
2017-03-08,7.1911764705882355
2017-03-09,16.897058823529413
2017-03-10,6.705882352941177
2017-03-11,13.139705882352942
2017-03-12,7.352941176470588
2017-03-13,6.095588235294118
2017-03-14,6.1911764705882355
2017-03-15,9.301470588235293
2017-03-16,4.095588235294118
2017-03-17,6.705882352941177
2017-03-18,4.852941176470588
2017-03-19,9.426470588235293
2017-03-20,6.198529411764706
2017-03-21,8.183823529411764
2017-03-22,10.191176470588236
2017-03-23,6.095588235294118
2017-03-24,6.522058823529411
2017-03-25,6.036764705882353
2017-03-26,7.463235294117647
2017-03-27,2.0955882352941178
2017-03-28,9.294117647058822
2017-03-29,6.595588235294118
2017-03-30,4.205882352941177
2017-03-31,6.705882352941177
2017-04-01,7.463235294117647
2017-04-02,0.0
2017-04-03,10.808823529411764
2017-04-04,4.1911764705882355
2017-04-05,8.602941176470589
2017-04-06,0.0
2017-04-07,6.838235294117647
2017-04-08,0.0
2017-04-09,10.367647058823529
2017-04-10,6.617647058823529
2017-04-11,6.617647058823529
2017-04-12,4.411764705882353
2017-04-13,4.63235294117647
2017-04-14,5.073529411764706
2017-04-15,0.0
2017-04-16,5.294117647058823
2017-04-17,4.63235294117647
2017-04-18,8.382352941176471
2017-04-19,0.0
2017-04-20,4.411764705882353
2017-04-21,4.411764705882353
2017-04-22,5.073529411764706
2017-04-23,7.5
2017-04-24,13.01470588235294
2017-04-25,4.1911764705882355
2017-04-26,8.602941176470589
2017-04-27,0.0
2017-04-28,4.411764705882353
2017-04-29,5.073529411764706
2017-04-30,5.073529411764706
2017-05-01,9.26470588235294
2017-05-02,6.397058823529411
2017-05-03,6.397058823529411
2017-05-04,8.602941176470589
2017-05-05,0.0
2017-05-06,5.073529411764706
2017-05-07,0.0
2017-05-08,4.411764705882353
2017-05-09,4.1911764705882355
2017-05-10,4.411764705882353
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,5.073529411764706
2017-05-14,5.073529411764706
2017-05-15,6.397058823529411
2017-05-16,8.602941176470589
2017-05-17,12.794117647058822
2017-05-18,4.411764705882353
2017-05-19,4.411764705882353
2017-05-20,7.720588235294118
2017-05-21,5.073529411764706
2017-05-22,8.602941176470589
2017-05-23,6.397058823529411
2017-05-24,4.411764705882353
2017-05-25,4.63235294117647
2017-05-26,0.0
2017-05-27,7.9411764705882355
2017-05-28,5.294117647058823
2017-05-29,4.63235294117647
2017-05-30,0.0
2017-05-31,6.617647058823529
2017-06-01,22.058823529411764
2017-06-02,4.63235294117647
2017-06-03,5.073529411764706
