date,obama russia
2016-05-01,1.3595100864553313
2016-05-02,1.1195965417867435
2016-05-03,0.47982708933717577
2016-05-04,0.5597982708933718
2016-05-05,0.7997118155619597
2016-05-06,0.7197406340057637
2016-05-07,1.1995677233429396
2016-05-08,0.7997118155619597
2016-05-09,0.9596541786743515
2016-05-10,1.4394812680115274
2016-05-11,1.3595100864553313
2016-05-12,1.1995677233429396
2016-05-13,1.9992795389048992
2016-05-14,0.47982708933717577
2016-05-15,1.8393371757925072
2016-05-16,1.1195965417867435
2016-05-17,0.9596541786743515
2016-05-18,1.2795389048991355
2016-05-19,0.7997118155619597
2016-05-20,1.5194524495677233
2016-05-21,0.47982708933717577
2016-05-22,1.1995677233429396
2016-05-23,1.0396253602305476
2016-05-24,1.1195965417867435
2016-05-25,1.0396253602305476
2016-05-26,0.7197406340057637
2016-05-27,1.2795389048991355
2016-05-28,0.9596541786743515
2016-05-29,0.15994236311239193
2016-05-30,0.8796829971181557
2016-05-31,0.9596541786743515
2016-06-01,0.5597982708933718
2016-06-02,0.6397694524495677
2016-06-03,0.39985590778097985
2016-06-04,0.9596541786743515
2016-06-05,0.5597982708933718
2016-06-06,0.9596541786743515
2016-06-07,0.7997118155619597
2016-06-08,0.7997118155619597
2016-06-09,0.5597982708933718
2016-06-10,0.5597982708933718
2016-06-11,1.4394812680115274
2016-06-12,1.2795389048991355
2016-06-13,0.8796829971181557
2016-06-14,1.4394812680115274
2016-06-15,1.3595100864553313
2016-06-16,0.7997118155619597
2016-06-17,0.9596541786743515
2016-06-18,0.7197406340057637
2016-06-19,0.7197406340057637
2016-06-20,0.7997118155619597
2016-06-21,0.5597982708933718
2016-06-22,1.1195965417867435
2016-06-23,0.47982708933717577
2016-06-24,0.9596541786743515
2016-06-25,0.5597982708933718
2016-06-26,0.47982708933717577
2016-06-27,0.7197406340057637
2016-06-28,1.0396253602305476
2016-06-29,0.39985590778097985
2016-06-30,0.6397694524495677
2016-07-01,0.7197406340057637
2016-07-02,0.39985590778097985
2016-07-03,0.7997118155619597
2016-07-04,0.23991354466858789
