date,trump dementia
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,8.047959568846203
2016-05-04,8.52136895524892
2016-05-05,12.78205343287338
2016-05-06,8.994778341651637
2016-05-07,25.09069747934404
2016-05-08,9.941597114457073
2016-05-09,4.26068447762446
2016-05-10,8.52136895524892
2016-05-11,8.52136895524892
2016-05-12,0.0
2016-05-13,8.52136895524892
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,8.52136895524892
2016-05-20,8.52136895524892
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,4.26068447762446
2016-05-27,0.0
2016-05-28,5.2075032504298955
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,8.52136895524892
2016-06-02,0.0
2016-06-03,22.250241160927736
2016-06-04,5.2075032504298955
2016-06-05,0.0
2016-06-06,4.26068447762446
2016-06-07,4.26068447762446
2016-06-08,12.78205343287338
2016-06-09,0.0
2016-06-10,0.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,4.26068447762446
2016-06-14,4.26068447762446
2016-06-15,4.26068447762446
2016-06-16,4.26068447762446
2016-06-17,0.0
2016-06-18,9.941597114457073
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,4.26068447762446
2016-06-22,4.26068447762446
2016-06-23,0.0
2016-06-24,4.26068447762446
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,4.26068447762446
2016-06-29,4.26068447762446
2016-06-30,4.26068447762446
2016-07-01,4.26068447762446
2016-07-02,5.2075032504298955
2016-07-03,0.0
2016-07-04,8.994778341651637
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,8.994778341651637
2016-07-08,0.0
2016-07-09,5.2075032504298955
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,4.26068447762446
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,12.78205343287338
2016-07-19,0.0
2016-07-20,4.26068447762446
2016-07-21,4.26068447762446
2016-07-22,13.255462819276097
2016-07-23,15.149100364886968
2016-07-24,15.149100364886968
2016-07-25,0.0
2016-07-26,4.26068447762446
2016-07-27,12.78205343287338
2016-07-28,0.0
2016-07-29,17.989556683303274
2016-07-30,5.2075032504298955
2016-07-31,40.71320723063373
2016-08-01,12.78205343287338
2016-08-02,47.34093864027177
2016-08-03,26.03751625214948
2016-08-04,17.516147296900556
2016-08-05,31.71842888898209
2016-08-06,35.97911336660655
2016-08-07,41.18661661703644
2016-08-08,12.78205343287338
2016-08-09,17.04273791049784
2016-08-10,8.52136895524892
2016-08-11,26.510925638552195
2016-08-12,13.255462819276097
2016-08-13,20.356603615316864
2016-08-14,15.149100364886968
2016-08-15,0.0
2016-08-16,17.04273791049784
2016-08-17,4.26068447762446
2016-08-18,8.52136895524892
2016-08-19,8.994778341651637
2016-08-20,9.941597114457073
2016-08-21,4.7340938640271775
2016-08-22,8.52136895524892
2016-08-23,8.52136895524892
2016-08-24,4.26068447762446
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,12.308644046470663
2016-08-30,4.26068447762446
2016-08-31,0.0
2016-09-01,12.78205343287338
2016-09-02,4.26068447762446
2016-09-03,4.7340938640271775
2016-09-04,0.0
2016-09-05,4.26068447762446
2016-09-06,0.0
2016-09-07,8.52136895524892
2016-09-08,4.26068447762446
2016-09-09,4.26068447762446
2016-09-10,0.0
2016-09-11,14.202281592081532
2016-09-12,8.52136895524892
2016-09-13,8.047959568846203
2016-09-14,4.26068447762446
2016-09-15,8.52136895524892
2016-09-16,0.0
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,8.047959568846203
2016-09-20,4.26068447762446
2016-09-21,0.0
2016-09-22,8.047959568846203
2016-09-23,4.26068447762446
2016-09-24,4.7340938640271775
2016-09-25,4.7340938640271775
2016-09-26,0.0
2016-09-27,16.095919137692405
2016-09-28,12.308644046470663
2016-09-29,12.308644046470663
2016-09-30,0.0
2016-10-01,11.18749038851375
2016-10-02,17.47556934949461
2016-10-03,7.852584266521271
2016-10-04,0.0
2016-10-05,1.893637545610871
2016-10-06,0.0
2016-10-07,0.0
2016-10-08,13.225405080456877
2016-10-09,6.782528764557032
2016-10-10,19.348917921402506
2016-10-11,7.328076724125879
2016-10-12,4.023979784423101
2016-10-13,9.458418962938108
2016-10-14,9.798071411595297
2016-10-15,17.959498944484054
2016-10-16,12.978180178668792
2016-10-17,7.4205042709949804
2016-10-18,1.893637545610871
2016-10-19,3.5918997888968107
2016-10-20,7.760156719652168
2016-10-21,7.852584266521271
2016-10-22,6.442876315899844
2016-10-23,4.404961623956717
2016-10-24,1.6982622432859398
2016-10-25,5.29016203218275
2016-10-26,3.7361769352290675
2016-10-27,0.0
2016-10-28,2.13034223881223
2016-10-29,0.0
2016-10-30,8.82044345650016
2016-10-31,3.7361769352290675
2016-11-01,9.890498958464399
2016-11-02,3.3965244865718796
2016-11-03,7.472353870458135
2016-11-04,3.3965244865718796
2016-11-05,0.0
2016-11-06,16.303317535545023
2016-11-07,10.868878357030015
2016-11-08,14.265402843601894
2016-11-09,16.303317535545023
2016-11-10,31.92733017377567
2016-11-11,26.492890995260662
2016-11-12,4.075829383886256
2016-11-13,24.454976303317533
2016-11-14,21.058451816745652
2016-11-15,17.661927330173775
2016-11-16,14.265402843601894
2016-11-17,3.3965244865718796
2016-11-18,10.868878357030015
2016-11-19,16.303317535545023
2016-11-20,4.075829383886256
2016-11-21,10.868878357030015
2016-11-22,6.793048973143759
2016-11-23,6.793048973143759
2016-11-24,7.472353870458135
2016-11-25,3.3965244865718796
2016-11-26,4.075829383886256
2016-11-27,0.0
2016-11-28,3.3965244865718796
2016-11-29,10.189573459715639
2016-11-30,10.189573459715639
2016-12-01,6.793048973143759
2016-12-02,7.472353870458135
2016-12-03,0.0
2016-12-04,4.075829383886256
2016-12-05,17.661927330173775
2016-12-06,3.3965244865718796
2016-12-07,6.793048973143759
2016-12-08,0.0
2016-12-09,7.472353870458135
2016-12-10,9.510268562401263
2016-12-11,4.075829383886256
2016-12-12,0.0
2016-12-13,3.3965244865718796
2016-12-14,6.793048973143759
2016-12-15,3.3965244865718796
2016-12-16,11.54818325434439
2016-12-17,8.151658767772512
2016-12-18,8.151658767772512
2016-12-19,14.265402843601894
2016-12-20,7.472353870458135
2016-12-21,7.472353870458135
2016-12-22,11.54818325434439
2016-12-23,4.075829383886256
2016-12-24,0.0
2016-12-25,9.510268562401263
2016-12-26,4.075829383886256
2016-12-27,7.472353870458135
2016-12-28,0.0
