date,putin hate
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,19.952271966060067
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,20.949885564363072
2016-05-13,20.949885564363072
2016-05-14,23.942726359272083
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,19.952271966060067
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,21.947499162666077
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,41.899771128726144
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,19.952271966060067
2016-06-08,20.949885564363072
2016-06-09,0.0
2016-06-10,0.0
2016-06-11,47.885452718544165
2016-06-12,0.0
2016-06-13,39.904543932120134
2016-06-14,0.0
2016-06-15,39.904543932120134
2016-06-16,20.949885564363072
2016-06-17,20.949885564363072
2016-06-18,0.0
2016-06-19,95.77090543708833
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,20.949885564363072
2016-06-24,0.0
2016-06-25,24.940339957575087
2016-06-26,0.0
2016-06-27,40.90215753042314
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,24.940339957575087
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,20.949885564363072
2016-07-07,0.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,20.949885564363072
2016-07-15,21.947499162666077
2016-07-16,0.0
2016-07-17,24.940339957575087
2016-07-18,20.949885564363072
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,0.0
2016-07-24,23.942726359272083
2016-07-25,61.85204309478621
2016-07-26,40.90215753042314
2016-07-27,62.849656693089216
2016-07-28,62.849656693089216
2016-07-29,43.89499832533215
2016-07-30,99.76135983030035
2016-07-31,73.82340627442225
2016-08-01,20.949885564363072
2016-08-02,20.949885564363072
2016-08-03,20.949885564363072
2016-08-04,20.949885564363072
2016-08-05,21.947499162666077
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,20.949885564363072
2016-08-09,0.0
2016-08-10,20.949885564363072
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,24.940339957575087
2016-08-14,24.940339957575087
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,20.949885564363072
2016-08-18,0.0
2016-08-19,21.947499162666077
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,21.947499162666077
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,20.949885564363072
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,19.952271966060067
2016-09-07,0.0
2016-09-08,40.90215753042314
2016-09-09,62.849656693089216
2016-09-10,0.0
2016-09-11,22.945112760969078
2016-09-12,19.952271966060067
2016-09-13,19.952271966060067
2016-09-14,39.904543932120134
2016-09-15,40.90215753042314
2016-09-16,0.0
2016-09-17,0.0
2016-09-18,22.945112760969078
2016-09-19,19.952271966060067
2016-09-20,58.859202299877204
2016-09-21,19.952271966060067
2016-09-22,19.952271966060067
2016-09-23,0.0
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.0
2016-09-27,18.954658367757066
2016-09-28,19.952271966060067
2016-09-29,0.0
2016-09-30,20.949885564363072
2016-10-01,37.625809422797815
2016-10-02,18.314097912247405
2016-10-03,6.476777939042091
2016-10-04,21.999099866026572
2016-10-05,31.97523584905661
2016-10-06,25.93024310595066
2016-10-07,6.476777939042091
2016-10-08,26.153253042313278
2016-10-09,7.340348330914369
2016-10-10,22.929691861114218
2016-10-11,25.45338143351569
2016-10-12,12.953555878084183
2016-10-13,28.974684604220165
2016-10-14,46.29116891816457
2016-10-15,37.3796681366529
2016-10-16,25.654446243161775
2016-10-17,44.475061404488116
2016-10-18,37.521421793011065
2016-10-19,15.954107122920623
2016-10-20,57.47369375907113
2016-10-21,36.36010941163337
2016-10-22,25.654446243161775
2016-10-23,14.680696661828739
2016-10-24,9.477329183878533
2016-10-25,15.522321926984484
2016-10-26,6.044992743105952
2016-10-27,6.476777939042091
2016-10-28,16.452913922072124
2016-10-29,18.812904711398907
2016-10-30,0.0
2016-10-31,19.952271966060067
2016-11-01,19.4754102936251
2016-11-02,25.043541364296086
2016-11-03,12.089985486211903
2016-11-04,12.953555878084183
2016-11-05,36.26995645863571
2016-11-06,35.406386066763424
2016-11-07,31.088534107402037
2016-11-08,24.179970972423806
2016-11-09,86.35703918722787
2016-11-10,69.0856313497823
2016-11-11,25.907111756168366
2016-11-12,14.680696661828739
2016-11-13,42.31494920174166
2016-11-14,31.088534107402037
2016-11-15,37.13352685050799
2016-11-16,12.089985486211903
2016-11-17,12.953555878084183
2016-11-18,25.907111756168366
2016-11-19,28.4978229317852
2016-11-20,13.81712626995646
2016-11-21,37.13352685050799
2016-11-22,12.089985486211903
2016-11-23,12.953555878084183
2016-11-24,12.953555878084183
2016-11-25,25.907111756168366
2016-11-26,28.4978229317852
2016-11-27,69.94920174165459
2016-11-28,0.0
2016-11-29,12.089985486211903
2016-11-30,12.089985486211903
2016-12-01,12.089985486211903
2016-12-02,25.907111756168366
2016-12-03,13.81712626995646
2016-12-04,13.81712626995646
2016-12-05,18.134978229317856
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,12.953555878084183
2016-12-09,12.953555878084183
2016-12-10,16.407837445573296
2016-12-11,22.452830188679247
2016-12-12,37.13352685050799
2016-12-13,30.224963715529757
2016-12-14,31.088534107402037
2016-12-15,12.953555878084183
2016-12-16,52.677793904209004
2016-12-17,58.722786647314955
2016-12-18,21.589259796806967
2016-12-19,25.043541364296086
2016-12-20,50.950653120464445
2016-12-21,12.953555878084183
2016-12-22,52.677793904209004
2016-12-23,34.54281567489115
2016-12-24,39.72423802612482
2016-12-25,16.407837445573296
2016-12-26,13.81712626995646
2016-12-27,25.907111756168366
2016-12-28,0.0
2016-12-29,12.953555878084183
2016-12-30,34.54281567489115
2016-12-31,38.86066763425255
2017-01-01,15.544267053701018
2017-01-02,12.953555878084183
2017-01-03,25.043541364296086
2017-01-04,12.089985486211903
2017-01-05,25.043541364296086
