date,barack obama burger
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,100.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,43.0
2017-02-15,43.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-18,50.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,41.861111111111114
2017-03-13,14.930555555555555
2017-03-14,14.930555555555555
2017-03-15,21.5
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,58.72222222222222
2017-03-20,0.0
2017-03-21,36.27777777777778
2017-03-22,0.0
2017-03-23,36.77777777777778
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,31.944444444444443
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,31.944444444444443
2017-04-13,32.638888888888886
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,37.5
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,30.555555555555554
2017-04-20,31.25
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,31.25
2017-04-25,30.555555555555554
2017-04-26,30.555555555555554
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,30.555555555555554
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,30.555555555555554
2017-05-09,31.25
2017-05-10,0.0
2017-05-11,46.52777777777778
2017-05-12,0.0
2017-05-13,36.11111111111111
2017-05-14,36.80555555555556
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,30.555555555555554
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,31.25
2017-05-25,31.944444444444443
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,37.5
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,31.25
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
