date,clinton email
2016-05-01,6.908646003262643
2016-05-02,7.895595432300163
2016-05-03,5.921696574225122
2016-05-04,12.830342577487764
2016-05-05,16.778140293637847
2016-05-06,14.804241435562805
2016-05-07,10.856443719412724
2016-05-08,6.908646003262643
2016-05-09,6.908646003262643
2016-05-10,11.843393148450245
2016-05-11,10.856443719412724
2016-05-12,9.869494290375204
2016-05-13,8.882544861337683
2016-05-14,6.908646003262643
2016-05-15,5.921696574225122
2016-05-16,7.895595432300163
2016-05-17,6.908646003262643
2016-05-18,7.895595432300163
2016-05-19,7.895595432300163
2016-05-20,7.895595432300163
2016-05-21,5.921696574225122
2016-05-22,4.934747145187602
2016-05-23,6.908646003262643
2016-05-24,8.882544861337683
2016-05-25,26.64763458401305
2016-05-26,28.62153344208809
2016-05-27,20.725938009787928
2016-05-28,13.817292006525285
2016-05-29,13.817292006525285
2016-05-30,10.856443719412724
2016-05-31,13.817292006525285
2016-06-01,14.804241435562805
2016-06-02,13.817292006525285
2016-06-03,11.843393148450245
2016-06-04,8.882544861337683
2016-06-05,8.882544861337683
2016-06-06,10.856443719412724
2016-06-07,12.830342577487764
2016-06-08,17.765089722675366
2016-06-09,15.791190864600326
2016-06-10,23.68678629690049
2016-06-11,21.712887438825447
2016-06-12,13.817292006525285
2016-06-13,12.830342577487764
2016-06-14,11.843393148450245
2016-06-15,11.843393148450245
2016-06-16,12.830342577487764
2016-06-17,9.869494290375204
2016-06-18,10.856443719412724
2016-06-19,10.856443719412724
2016-06-20,10.856443719412724
2016-06-21,10.856443719412724
2016-06-22,10.856443719412724
2016-06-23,9.869494290375204
2016-06-24,10.856443719412724
2016-06-25,8.882544861337683
2016-06-26,9.869494290375204
2016-06-27,9.869494290375204
2016-06-28,13.817292006525285
2016-06-29,9.869494290375204
2016-06-30,10.856443719412724
2016-07-01,16.778140293637847
2016-07-02,18.752039151712886
2016-07-03,19.73898858075041
2016-07-04,12.830342577487764
2016-07-05,46.386623164763456
2016-07-06,47.37357259380098
2016-07-07,37.50407830342577
2016-07-08,26.64763458401305
2016-07-09,15.791190864600326
2016-07-10,7.895595432300163
2016-07-11,8.882544861337683
2016-07-12,6.908646003262643
2016-07-13,5.921696574225122
2016-07-14,4.934747145187602
2016-07-15,4.934747145187602
2016-07-16,4.934747145187602
2016-07-17,3.9477977161500815
2016-07-18,4.934747145187602
2016-07-19,6.908646003262643
2016-07-20,6.908646003262643
2016-07-21,5.921696574225122
2016-07-22,8.882544861337683
2016-07-23,9.869494290375204
2016-07-24,9.869494290375204
2016-07-25,14.804241435562805
2016-07-26,15.791190864600326
2016-07-27,12.830342577487764
2016-07-28,13.817292006525285
2016-07-29,14.804241435562805
2016-07-30,10.856443719412724
2016-07-31,5.921696574225122
2016-08-01,7.895595432300163
2016-08-02,6.908646003262643
2016-08-03,5.921696574225122
2016-08-04,3.9477977161500815
2016-08-05,5.921696574225122
2016-08-06,5.921696574225122
2016-08-07,4.934747145187602
2016-08-08,5.921696574225122
2016-08-09,5.921696574225122
2016-08-10,6.908646003262643
2016-08-11,6.908646003262643
2016-08-12,5.921696574225122
2016-08-13,5.921696574225122
2016-08-14,4.934747145187602
2016-08-15,4.934747145187602
2016-08-16,3.9477977161500815
2016-08-17,3.9477977161500815
2016-08-18,2.960848287112561
2016-08-19,4.934747145187602
2016-08-20,3.9477977161500815
2016-08-21,2.960848287112561
2016-08-22,7.895595432300163
2016-08-23,8.882544861337683
2016-08-24,6.908646003262643
2016-08-25,7.895595432300163
2016-08-26,5.921696574225122
2016-08-27,4.934747145187602
2016-08-28,3.9477977161500815
2016-08-29,4.934747145187602
2016-08-30,4.934747145187602
2016-08-31,5.921696574225122
2016-09-01,5.921696574225122
2016-09-02,8.882544861337683
2016-09-03,8.882544861337683
2016-09-04,5.921696574225122
2016-09-05,5.921696574225122
2016-09-06,4.934747145187602
2016-09-07,5.921696574225122
2016-09-08,9.869494290375204
2016-09-09,6.908646003262643
2016-09-10,4.934747145187602
2016-09-11,4.934747145187602
2016-09-12,5.921696574225122
2016-09-13,7.895595432300163
2016-09-14,8.882544861337683
