date,limo
2016-05-01,45.865225390984364
2016-05-02,53.79254829806808
2016-05-03,51.52759889604416
2016-05-04,53.79254829806808
2016-05-05,52.66007359705612
2016-05-06,54.358785648574056
2016-05-07,49.262649494020245
2016-05-08,41.335326586936525
2016-05-09,53.79254829806808
2016-05-10,51.52759889604416
2016-05-11,53.79254829806808
2016-05-12,50.3951241950322
2016-05-13,52.66007359705612
2016-05-14,51.52759889604416
2016-05-15,50.96136154553818
2016-05-16,56.62373505059798
2016-05-17,55.49126034958602
2016-05-18,52.09383624655014
2016-05-19,50.3951241950322
2016-05-20,46.99770009199632
2016-05-21,48.69641214351426
2016-05-22,47.5639374425023
2016-05-23,46.43146274149034
2016-05-24,50.96136154553818
2016-05-25,48.69641214351426
2016-05-26,45.865225390984364
2016-05-27,43.60027598896044
2016-05-28,40.769089236430545
2016-05-29,39.63661453541859
2016-05-30,38.50413983440662
2016-05-31,46.43146274149034
2016-06-01,47.5639374425023
2016-06-02,48.13017479300828
2016-06-03,46.99770009199632
2016-06-04,46.43146274149034
2016-06-05,43.03403863845446
2016-06-06,46.43146274149034
2016-06-07,49.262649494020245
2016-06-08,46.43146274149034
2016-06-09,47.5639374425023
2016-06-10,44.16651333946643
2016-06-11,39.07037718491261
2016-06-12,37.93790248390064
2016-06-13,43.60027598896044
2016-06-14,44.732750689972406
2016-06-15,44.16651333946643
2016-06-16,44.16651333946643
2016-06-17,44.16651333946643
2016-06-18,43.03403863845446
2016-06-19,37.93790248390064
2016-06-20,44.16651333946643
2016-06-21,44.16651333946643
2016-06-22,48.13017479300828
2016-06-23,45.298988040478385
2016-06-24,41.335326586936525
2016-06-25,40.20285188592457
2016-06-26,43.03403863845446
2016-06-27,41.9015639374425
2016-06-28,46.99770009199632
2016-06-29,43.03403863845446
2016-06-30,41.9015639374425
2016-07-01,39.07037718491261
2016-07-02,41.335326586936525
2016-07-03,34.54047838086477
2016-07-04,33.408003679852804
2016-07-05,45.298988040478385
2016-07-06,43.60027598896044
2016-07-07,44.16651333946643
2016-07-08,41.335326586936525
2016-07-09,41.9015639374425
2016-07-10,41.335326586936525
2016-07-11,44.16651333946643
2016-07-12,41.335326586936525
2016-07-13,44.732750689972406
2016-07-14,43.03403863845446
2016-07-15,40.20285188592457
2016-07-16,41.9015639374425
2016-07-17,39.63661453541859
2016-07-18,46.99770009199632
2016-07-19,45.865225390984364
2016-07-20,44.16651333946643
2016-07-21,42.46780128794848
2016-07-22,38.50413983440662
2016-07-23,41.335326586936525
2016-07-24,39.07037718491261
2016-07-25,45.298988040478385
2016-07-26,44.732750689972406
2016-07-27,42.46780128794848
2016-07-28,45.298988040478385
2016-07-29,40.769089236430545
2016-07-30,38.50413983440662
2016-07-31,37.93790248390064
2016-08-01,43.03403863845446
2016-08-02,43.03403863845446
2016-08-03,43.03403863845446
2016-08-04,43.03403863845446
2016-08-05,40.769089236430545
2016-08-06,38.50413983440662
2016-08-07,36.239190432382706
2016-08-08,41.335326586936525
2016-08-09,40.20285188592457
2016-08-10,40.769089236430545
2016-08-11,41.335326586936525
2016-08-12,39.63661453541859
2016-08-13,37.93790248390064
2016-08-14,35.67295308187673
2016-08-15,43.60027598896044
2016-08-16,41.335326586936525
2016-08-17,40.20285188592457
2016-08-18,39.63661453541859
2016-08-19,41.9015639374425
2016-08-20,39.63661453541859
2016-08-21,40.20285188592457
2016-08-22,40.769089236430545
2016-08-23,42.46780128794848
2016-08-24,43.03403863845446
2016-08-25,43.03403863845446
2016-08-26,40.769089236430545
2016-08-27,39.63661453541859
2016-08-28,39.63661453541859
2016-08-29,44.16651333946643
2016-08-30,44.732750689972406
2016-08-31,40.769089236430545
2016-09-01,39.63661453541859
2016-09-02,39.07037718491261
2016-09-03,37.93790248390064
2016-09-04,37.371665133394664
2016-09-05,37.371665133394664
2016-09-06,42.46780128794848
2016-09-07,40.769089236430545
2016-09-08,41.9015639374425
2016-09-09,44.16651333946643
2016-09-10,41.9015639374425
2016-09-11,40.20285188592457
2016-09-12,45.865225390984364
2016-09-13,43.60027598896044
2016-09-14,39.07037718491261
2016-09-15,45.865225390984364
2016-09-16,40.20285188592457
2016-09-17,43.03403863845446
2016-09-18,41.335326586936525
2016-09-19,44.732750689972406
2016-09-20,46.43146274149034
2016-09-21,42.46780128794848
2016-09-22,43.03403863845446
2016-09-23,43.60027598896044
2016-09-24,40.769089236430545
2016-09-25,38.50413983440662
2016-09-26,41.335326586936525
2016-09-27,40.769089236430545
2016-09-28,41.335326586936525
2016-09-29,41.335326586936525
2016-09-30,39.63661453541859
2016-10-01,37.18583256669733
2016-10-02,37.68583256669733
2016-10-03,40.03518859245631
2016-10-04,40.38454461821527
2016-10-05,40.38454461821527
2016-10-06,41.23390064397424
2016-10-07,37.68583256669733
2016-10-08,37.68583256669733
2016-10-09,33.63776448942042
2016-10-10,37.40271389144434
2016-10-11,40.60142594296228
2016-10-12,42.167663293468266
2016-10-13,43.23390064397424
2016-10-14,38.252069917203315
2016-10-15,38.752069917203315
2016-10-16,39.818307267709294
2016-10-17,36.90271389144434
2016-10-18,42.73390064397424
2016-10-19,41.23390064397424
2016-10-20,41.73390064397424
2016-10-21,39.10142594296228
2016-10-22,37.68583256669733
2016-10-23,35.96895124195032
2016-10-24,38.03518859245631
2016-10-25,37.96895124195032
2016-10-26,38.46895124195032
2016-10-27,37.11959521619136
2016-10-28,34.55335786568537
2016-10-29,34.42088316467341
2016-10-30,34.270239190432385
2016-10-31,36.96895124195032
2016-11-01,37.68583256669733
2016-11-02,40.0
2016-11-03,37.0
2016-11-04,37.0
2016-11-05,35.0
2016-11-06,37.0
2016-11-07,51.0
2016-11-08,45.0
2016-11-09,35.0
2016-11-10,38.0
2016-11-11,39.0
2016-11-12,42.0
2016-11-13,43.0
2016-11-14,46.0
2016-11-15,43.0
2016-11-16,39.0
2016-11-17,39.0
2016-11-18,36.0
2016-11-19,37.0
