date,kek
2016-11-03,55.0
2016-11-04,62.0
2016-11-05,71.0
2016-11-06,67.0
2016-11-07,56.0
2016-11-08,55.0
2016-11-09,60.0
2016-11-10,63.0
2016-11-11,67.0
2016-11-12,72.0
2016-11-13,75.0
2016-11-14,54.0
2016-11-15,62.0
2016-11-16,62.0
2016-11-17,60.0
2016-11-18,59.0
2016-11-19,73.0
2016-11-20,75.0
2016-11-21,60.0
2016-11-22,61.0
2016-11-23,68.0
2016-11-24,63.0
2016-11-25,61.0
2016-11-26,74.0
2016-11-27,74.0
2016-11-28,59.0
2016-11-29,64.0
2016-11-30,68.0
2016-12-01,65.0
2016-12-02,69.0
2016-12-03,77.0
2016-12-04,80.0
2016-12-05,59.0
2016-12-06,65.0
2016-12-07,65.0
2016-12-08,68.0
2016-12-09,68.0
2016-12-10,76.0
2016-12-11,74.0
2016-12-12,63.0
2016-12-13,74.0
2016-12-14,69.0
2016-12-15,76.0
2016-12-16,74.0
2016-12-17,84.0
2016-12-18,84.0
2016-12-19,66.0
2016-12-20,71.0
2016-12-21,75.0
2016-12-22,77.0
2016-12-23,78.0
2016-12-24,100.0
2016-12-25,91.0
2016-12-26,70.0
2016-12-27,68.0
2016-12-28,68.0
2016-12-29,71.0
2016-12-30,75.0
2016-12-31,90.0
2017-01-01,69.0
2017-01-02,58.0
2017-01-03,57.0
2017-01-04,58.0
2017-01-05,62.0
2017-01-06,65.0
2017-01-07,86.0
2017-01-08,83.0
2017-01-09,71.0
2017-01-10,68.0
2017-01-11,65.0
2017-01-12,63.0
2017-01-13,65.0
2017-01-14,73.0
2017-01-15,81.0
2017-01-16,62.0
2017-01-17,65.0
2017-01-18,63.0
2017-01-19,63.0
2017-01-20,61.0
2017-01-21,77.0
2017-01-22,73.0
2017-01-23,63.0
2017-01-24,67.0
2017-01-25,71.0
2017-01-26,79.0
2017-01-27,76.0
2017-01-28,88.0
2017-01-29,80.0
2017-01-30,69.0
2017-01-31,73.0
2017-02-01,70.0
2017-02-02,68.0
2017-02-03,71.0
2017-02-04,79.0
2017-02-05,77.0
2017-02-06,62.0
2017-02-07,62.0
2017-02-08,63.0
2017-02-09,70.0
2017-02-10,68.0
2017-02-11,87.0
2017-02-12,88.0
2017-02-13,64.0
2017-02-14,68.0
2017-02-15,67.0
2017-02-16,69.0
2017-02-17,69.0
2017-02-18,82.0
2017-02-19,81.0
2017-02-20,60.0
2017-02-21,62.0
2017-02-22,64.0
2017-02-23,65.0
2017-02-24,66.0
2017-02-25,82.0
2017-02-26,81.0
2017-02-27,62.0
2017-02-28,62.0
2017-03-01,61.02658074909384
2017-03-02,63.27768828030608
2017-03-03,64.02879581151832
2017-03-04,81.36951268626662
2017-03-05,68.69693918646799
2017-03-06,56.35843737414418
2017-03-07,58.2754732178816
2017-03-08,58.10954490535642
2017-03-09,63.61175996778091
2017-03-10,65.52879581151832
2017-03-11,83.70358437374145
2017-03-12,80.9524768425292
2017-03-13,60.86065243656867
2017-03-14,64.94583165525574
2017-03-15,59.60954490535642
2017-03-16,60.52658074909384
2017-03-17,65.52879581151832
2017-03-18,73.19915424889247
2017-03-19,72.61619009262989
2017-03-20,59.02658074909384
2017-03-21,60.943616592831255
2017-03-22,58.2754732178816
2017-03-23,60.10954490535642
2017-03-24,59.86065243656867
2017-03-25,69.77990334273056
2017-03-26,72.69915424889247
2017-03-27,58.692509061619006
2017-03-28,58.692509061619006
2017-03-29,56.85843737414418
2017-03-30,56.85843737414418
2017-03-31,61.443616592831255
2017-04-01,75.5332259363673
2017-04-02,72.5642368103101
2017-04-03,60.05316149818768
2017-04-04,61.721304873137335
2017-04-05,58.38501812323802
2017-04-06,64.22351993556182
2017-04-07,60.88723318566251
2017-04-08,78.4027386226339
2017-04-09,75.90052356020942
2017-04-10,55.88280306081353
2017-04-11,56.71687474828836
2017-04-12,60.88723318566251
2017-04-13,64.22351993556182
2017-04-14,65.89166331051148
2017-04-15,73.39830849778494
2017-04-16,64.22351993556182
2017-04-17,63.38944824808699
2017-04-18,58.38501812323802
2017-04-19,54.21465968586388
2017-04-20,54.21465968586388
2017-04-21,61.721304873137335
2017-04-22,70.89609343536046
2017-04-23,72.5642368103101
2017-04-24,52.546516310914214
2017-04-25,51.71244462343939
2017-04-26,51.71244462343939
2017-04-27,53.380587998389046
2017-04-28,54.21465968586388
2017-04-29,60.88723318566251
2017-04-30,61.721304873137335
2017-05-01,63.38944824808699
2017-05-02,53.380587998389046
2017-05-03,53.380587998389046
2017-05-04,53.380587998389046
2017-05-05,57.550946435763194
2017-05-06,71.73016512283527
2017-05-07,68.39387837293597
2017-05-08,55.048731373338704
2017-05-09,56.71687474828836
2017-05-10,56.71687474828836
2017-05-11,54.21465968586388
2017-05-12,56.71687474828836
2017-05-13,60.88723318566251
2017-05-14,59.219089810712845
2017-05-15,53.380587998389046
2017-05-16,52.546516310914214
2017-05-17,53.380587998389046
2017-05-18,50.87837293596456
2017-05-19,60.88723318566251
2017-05-20,61.721304873137335
2017-05-21,61.721304873137335
2017-05-22,48.37615787354007
2017-05-23,51.71244462343939
2017-05-24,52.546516310914214
2017-05-25,54.21465968586388
2017-05-26,42.53765606121627
2017-05-27,56.71687474828836
2017-05-28,61.721304873137335
2017-05-29,43.3717277486911
2017-05-30,47.54208618606525
2017-05-31,45.03987112364076
2017-06-01,46.708014498590416
2017-06-02,47.54208618606525
2017-06-03,54.21465968586388
