date,medicare
2016-11-03,75.0
2016-11-04,70.0
2016-11-05,37.0
2016-11-06,37.0
2016-11-07,75.0
2016-11-08,73.0
2016-11-09,74.0
2016-11-10,80.0
2016-11-11,78.0
2016-11-12,47.0
2016-11-13,40.0
2016-11-14,84.0
2016-11-15,90.0
2016-11-16,89.0
2016-11-17,83.0
2016-11-18,78.0
2016-11-19,40.0
2016-11-20,39.0
2016-11-21,78.0
2016-11-22,70.0
2016-11-23,61.0
2016-11-24,30.0
2016-11-25,43.0
2016-11-26,33.0
2016-11-27,38.0
2016-11-28,79.0
2016-11-29,92.0
2016-11-30,92.0
2016-12-01,86.0
2016-12-02,79.0
2016-12-03,40.0
2016-12-04,42.0
2016-12-05,88.0
2016-12-06,100.0
2016-12-07,93.0
2016-12-08,73.0
2016-12-09,56.0
2016-12-10,31.0
2016-12-11,31.0
2016-12-12,64.0
2016-12-13,66.0
2016-12-14,65.0
2016-12-15,64.0
2016-12-16,55.0
2016-12-17,26.0
2016-12-18,27.0
2016-12-19,56.0
2016-12-20,63.0
2016-12-21,53.0
2016-12-22,51.0
2016-12-23,38.0
2016-12-24,21.0
2016-12-25,15.0
2016-12-26,26.0
2016-12-27,49.0
2016-12-28,60.0
2016-12-29,59.0
2016-12-30,52.0
2016-12-31,26.0
2017-01-01,25.0
2017-01-02,44.0
2017-01-03,72.0
2017-01-04,79.0
2017-01-05,73.0
2017-01-06,65.0
2017-01-07,35.0
2017-01-08,31.0
2017-01-09,71.0
2017-01-10,73.0
2017-01-11,68.0
2017-01-12,70.0
2017-01-13,69.0
2017-01-14,36.0
2017-01-15,34.0
2017-01-16,65.0
2017-01-17,71.0
2017-01-18,74.0
2017-01-19,73.0
2017-01-20,61.0
2017-01-21,37.0
2017-01-22,38.0
2017-01-23,74.0
2017-01-24,78.0
2017-01-25,66.0
2017-01-26,67.0
2017-01-27,64.0
2017-01-28,34.0
2017-01-29,33.0
2017-01-30,68.0
2017-01-31,74.0
2017-02-01,68.0
2017-02-02,69.0
2017-02-03,59.0
2017-02-04,35.0
2017-02-05,32.0
2017-02-06,67.0
2017-02-07,67.0
2017-02-08,70.0
2017-02-09,66.0
2017-02-10,63.0
2017-02-11,31.0
2017-02-12,31.0
2017-02-13,61.0
2017-02-14,62.0
2017-02-15,66.0
2017-02-16,66.0
2017-02-17,60.0
2017-02-18,32.0
2017-02-19,31.0
2017-02-20,61.0
2017-02-21,69.0
2017-02-22,67.0
2017-02-23,66.0
2017-02-24,61.0
2017-02-25,33.0
2017-02-26,33.0
2017-02-27,64.0
2017-02-28,70.0
2017-03-01,66.55033840947547
2017-03-02,65.05033840947547
2017-03-03,59.2072758037225
2017-03-04,31.640862944162436
2017-03-05,30.48794416243655
2017-03-06,65.43464467005076
2017-03-07,77.43062605752961
2017-03-08,68.81895093062606
2017-03-09,70.24048223350255
2017-03-10,61.74450084602368
2017-03-11,35.17808798646362
2017-03-12,34.79378172588832
2017-03-13,67.81895093062606
2017-03-14,74.77770727580372
2017-03-15,70.85617597292725
2017-03-16,65.66603214890017
2017-03-17,57.2072758037225
2017-03-18,30.756556683587142
2017-03-19,34.79378172588832
2017-03-20,65.43464467005076
2017-03-21,67.05033840947547
2017-03-22,66.55033840947547
2017-03-23,66.31895093062606
2017-03-24,63.89741962774958
2017-03-25,35.29378172588832
2017-03-26,35.17808798646362
2017-03-27,66.81895093062606
2017-03-28,70.31895093062606
2017-03-29,64.66603214890017
2017-03-30,64.28172588832487
2017-03-31,53.517131979695435
2017-04-01,29.219331641285955
2017-04-02,29.207275803722503
2017-04-03,64.56345177664974
2017-04-04,65.33206429780034
2017-04-05,62.25761421319797
2017-04-06,60.72038917089678
2017-04-07,54.57148900169204
2017-04-08,27.67005076142132
2017-04-09,25.364213197969544
2017-04-10,57.64593908629441
2017-04-11,63.02622673434856
2017-04-12,59.95177664974619
2017-04-13,59.1831641285956
2017-04-14,47.65397631133671
2017-04-15,26.132825719120135
2017-04-16,22.289763113367172
2017-04-17,56.877326565143825
2017-04-18,63.794839255499156
2017-04-19,63.02622673434856
2017-04-20,59.95177664974619
2017-04-21,53.80287648054146
2017-04-22,27.67005076142132
2017-04-23,25.364213197969544
2017-04-24,59.95177664974619
2017-04-25,59.95177664974619
2017-04-26,61.489001692047374
2017-04-27,61.489001692047374
2017-04-28,51.497038917089675
2017-04-29,26.132825719120135
2017-04-30,28.438663282571913
2017-05-01,64.56345177664974
2017-05-02,63.02622673434856
2017-05-03,59.95177664974619
2017-05-04,70.71235194585448
2017-05-05,70.71235194585448
2017-05-06,32.28172588832487
2017-05-07,30.744500846023687
2017-05-08,65.33206429780034
2017-05-09,70.71235194585448
2017-05-10,64.56345177664974
2017-05-11,57.64593908629441
2017-05-12,53.03426395939086
2017-05-13,23.058375634517766
2017-05-14,23.058375634517766
2017-05-15,61.489001692047374
2017-05-16,64.56345177664974
2017-05-17,58.414551607445006
2017-05-18,59.95177664974619
2017-05-19,50.72842639593909
2017-05-20,26.90143824027073
2017-05-21,24.59560067681895
2017-05-22,62.25761421319797
2017-05-23,65.33206429780034
2017-05-24,59.95177664974619
2017-05-25,58.414551607445006
2017-05-26,49.1912013536379
2017-05-27,23.826988155668356
2017-05-28,23.826988155668356
2017-05-29,33.050338409475465
2017-05-30,59.95177664974619
2017-05-31,63.02622673434856
2017-06-01,58.414551607445006
2017-06-02,54.57148900169204
2017-06-03,24.59560067681895
