date,authoritarian
2016-11-03,62.0
2016-11-04,52.0
2016-11-05,37.0
2016-11-06,33.0
2016-11-07,62.0
2016-11-08,43.0
2016-11-09,80.0
2016-11-10,64.0
2016-11-11,53.0
2016-11-12,47.0
2016-11-13,46.0
2016-11-14,54.0
2016-11-15,58.0
2016-11-16,69.0
2016-11-17,53.0
2016-11-18,47.0
2016-11-19,29.0
2016-11-20,39.0
2016-11-21,47.0
2016-11-22,52.0
2016-11-23,35.0
2016-11-24,24.0
2016-11-25,30.0
2016-11-26,33.0
2016-11-27,49.0
2016-11-28,57.0
2016-11-29,47.0
2016-11-30,54.0
2016-12-01,57.0
2016-12-02,44.0
2016-12-03,22.0
2016-12-04,43.0
2016-12-05,58.0
2016-12-06,46.0
2016-12-07,60.0
2016-12-08,51.0
2016-12-09,51.0
2016-12-10,26.0
2016-12-11,43.0
2016-12-12,52.0
2016-12-13,55.0
2016-12-14,43.0
2016-12-15,46.0
2016-12-16,48.0
2016-12-17,21.0
2016-12-18,27.0
2016-12-19,29.0
2016-12-20,23.0
2016-12-21,25.0
2016-12-22,22.0
2016-12-23,19.0
2016-12-24,18.0
2016-12-25,13.0
2016-12-26,22.0
2016-12-27,11.0
2016-12-28,22.0
2016-12-29,18.0
2016-12-30,20.0
2016-12-31,23.0
2017-01-01,25.0
2017-01-02,29.0
2017-01-03,25.0
2017-01-04,32.0
2017-01-05,34.0
2017-01-06,32.0
2017-01-07,21.0
2017-01-08,25.0
2017-01-09,33.0
2017-01-10,39.0
2017-01-11,51.0
2017-01-12,45.0
2017-01-13,45.0
2017-01-14,30.0
2017-01-15,27.0
2017-01-16,33.0
2017-01-17,71.0
2017-01-18,46.0
2017-01-19,42.0
2017-01-20,46.0
2017-01-21,52.0
2017-01-22,59.0
2017-01-23,53.0
2017-01-24,56.0
2017-01-25,64.0
2017-01-26,79.0
2017-01-27,53.0
2017-01-28,38.0
2017-01-29,57.0
2017-01-30,58.0
2017-01-31,100.0
2017-02-01,70.0
2017-02-02,78.0
2017-02-03,48.0
2017-02-04,46.0
2017-02-05,62.0
2017-02-06,67.0
2017-02-07,75.0
2017-02-08,78.0
2017-02-09,58.0
2017-02-10,49.0
2017-02-11,38.0
2017-02-12,43.0
2017-02-13,56.0
2017-02-14,50.0
2017-02-15,63.0
2017-02-16,65.0
2017-02-17,43.0
2017-02-18,27.0
2017-02-19,40.0
2017-02-20,60.0
2017-02-21,59.0
2017-02-22,62.0
2017-02-23,50.0
2017-02-24,55.0
2017-02-25,36.0
2017-02-26,41.0
2017-02-27,61.0
2017-02-28,61.0
2017-03-01,56.505070993914806
2017-03-02,53.82657200811359
2017-03-03,50.96348884381339
2017-03-04,28.16024340770791
2017-03-05,46.189655172413794
2017-03-06,51.60040567951319
2017-03-07,55.409736308316425
2017-03-08,41.55882352941177
2017-03-09,48.91582150101419
2017-03-10,39.38032454361055
2017-03-11,28.975659229208922
2017-03-12,34.606490872210955
2017-03-13,46.73732251521298
2017-03-14,48.69574036511156
2017-03-15,49.189655172413794
2017-03-16,51.05273833671399
2017-03-17,42.332657200811354
2017-03-18,26.66024340770791
2017-03-19,31.838742393509126
2017-03-20,48.91582150101419
2017-03-21,54.2789046653144
2017-03-22,50.32048681541582
2017-03-23,56.683569979716026
2017-03-24,45.73732251521298
2017-03-25,26.297160243407706
2017-03-26,35.20182555780933
2017-03-27,54.59432048681541
2017-03-28,56.95740365111561
2017-03-29,50.05273833671399
2017-03-30,54.005070993914806
2017-03-31,39.106490872210955
2017-04-01,27.24949290060852
2017-04-02,31.95131845841785
2017-04-03,53.73630831643002
2017-04-04,52.283975659229206
2017-04-05,50.83164300202839
2017-04-06,50.10547667342799
2017-04-07,35.58215010141988
2017-04-08,29.772819472616632
2017-04-09,23.963488843813387
2017-04-10,44.29614604462474
2017-04-11,31.22515212981744
2017-04-12,47.20081135902637
2017-04-13,41.39148073022312
2017-04-14,34.129817444219064
2017-04-15,29.772819472616632
2017-04-16,24.689655172413794
2017-04-17,54.462474645030426
2017-04-18,50.10547667342799
2017-04-19,58.09330628803245
2017-04-20,43.569979716024335
2017-04-21,46.47464503042596
2017-04-22,34.85598377281947
2017-04-23,34.129817444219064
2017-04-24,43.569979716024335
2017-04-25,60.99797160243408
2017-04-26,50.83164300202839
2017-04-27,50.10547667342799
2017-04-28,37.7606490872211
2017-04-29,21.784989858012167
2017-04-30,21.784989858012167
2017-05-01,57.367139959432045
2017-05-02,49.37931034482759
2017-05-03,47.20081135902637
2017-05-04,55.188640973630825
2017-05-05,45.748478701825555
2017-05-06,36.308316430020284
2017-05-07,23.23732251521298
2017-05-08,58.09330628803245
2017-05-09,43.569979716024335
2017-05-10,72.61663286004057
2017-05-11,56.64097363083164
2017-05-12,38.486815415821496
2017-05-13,25.415821501014197
2017-05-14,37.7606490872211
2017-05-15,32.67748478701825
2017-05-16,56.64097363083164
2017-05-17,39.2129817444219
2017-05-18,39.2129817444219
2017-05-19,26.141987829614603
2017-05-20,21.784989858012167
2017-05-21,19.60649087221095
2017-05-22,39.2129817444219
2017-05-23,42.11764705882353
2017-05-24,31.95131845841785
2017-05-25,41.39148073022312
2017-05-26,23.963488843813387
2017-05-27,18.88032454361055
2017-05-28,18.88032454361055
2017-05-29,23.23732251521298
2017-05-30,32.67748478701825
2017-05-31,26.86815415821501
2017-06-01,26.141987829614603
2017-06-02,26.86815415821501
2017-06-03,24.689655172413794
