date,trump sick
2016-05-01,2.450879007238883
2016-05-02,5.391933815925543
2016-05-03,3.4312306101344365
2016-05-04,10.783867631851086
2016-05-05,5.882109617373319
2016-05-06,2.9410548086866597
2016-05-07,6.862461220268873
2016-05-08,5.391933815925543
2016-05-09,2.9410548086866597
2016-05-10,5.882109617373319
2016-05-11,0.0
2016-05-12,5.391933815925543
2016-05-13,4.411582213029989
2016-05-14,1.9607032057911065
2016-05-15,1.9607032057911065
2016-05-16,8.823164426059979
2016-05-17,3.4312306101344365
2016-05-18,1.9607032057911065
2016-05-19,1.4705274043433298
2016-05-20,6.372285418821096
2016-05-21,2.450879007238883
2016-05-22,3.4312306101344365
2016-05-23,1.9607032057911065
2016-05-24,4.901758014477766
2016-05-25,5.391933815925543
2016-05-26,4.411582213029989
2016-05-27,3.921406411582213
2016-05-28,1.9607032057911065
2016-05-29,2.450879007238883
2016-05-30,1.4705274043433298
2016-05-31,3.921406411582213
2016-06-01,3.921406411582213
2016-06-02,1.4705274043433298
2016-06-03,2.9410548086866597
2016-06-04,4.411582213029989
2016-06-05,5.882109617373319
2016-06-06,4.411582213029989
2016-06-07,1.4705274043433298
2016-06-08,7.3526370217166495
2016-06-09,2.9410548086866597
2016-06-10,5.391933815925543
2016-06-11,2.450879007238883
2016-06-12,4.411582213029989
2016-06-13,2.9410548086866597
2016-06-14,1.9607032057911065
2016-06-15,5.882109617373319
2016-06-16,4.411582213029989
2016-06-17,2.9410548086866597
2016-06-18,5.391933815925543
2016-06-19,1.9607032057911065
2016-06-20,1.4705274043433298
2016-06-21,4.411582213029989
2016-06-22,2.9410548086866597
2016-06-23,2.450879007238883
2016-06-24,3.921406411582213
2016-06-25,6.862461220268873
2016-06-26,1.9607032057911065
2016-06-27,2.9410548086866597
2016-06-28,2.9410548086866597
2016-06-29,2.9410548086866597
2016-06-30,4.411582213029989
2016-07-01,4.901758014477766
2016-07-02,3.4312306101344365
2016-07-03,3.4312306101344365
2016-07-04,2.450879007238883
2016-07-05,1.4705274043433298
2016-07-06,1.4705274043433298
2016-07-07,2.9410548086866597
2016-07-08,1.4705274043433298
2016-07-09,2.9410548086866597
2016-07-10,5.391933815925543
2016-07-11,5.391933815925543
2016-07-12,4.411582213029989
2016-07-13,2.450879007238883
2016-07-14,2.9410548086866597
2016-07-15,6.862461220268873
2016-07-16,3.4312306101344365
2016-07-17,7.3526370217166495
2016-07-18,3.921406411582213
2016-07-19,20.58738366080662
2016-07-20,8.332988624612202
2016-07-21,9.803516028955531
2016-07-22,18.62668045501551
2016-07-23,7.3526370217166495
2016-07-24,6.862461220268873
2016-07-25,3.921406411582213
2016-07-26,6.862461220268873
2016-07-27,12.744570837642192
2016-07-28,13.724922440537746
2016-07-29,17.646328852119957
2016-07-30,11.764219234746639
2016-07-31,5.391933815925543
2016-08-01,10.783867631851086
2016-08-02,8.332988624612202
2016-08-03,9.313340227507755
2016-08-04,8.332988624612202
2016-08-05,6.372285418821096
2016-08-06,4.411582213029989
2016-08-07,5.391933815925543
2016-08-08,4.411582213029989
2016-08-09,7.3526370217166495
2016-08-10,9.313340227507755
2016-08-11,6.862461220268873
2016-08-12,4.901758014477766
2016-08-13,8.823164426059979
2016-08-14,5.391933815925543
2016-08-15,2.450879007238883
2016-08-16,5.882109617373319
2016-08-17,8.823164426059979
2016-08-18,4.411582213029989
2016-08-19,6.372285418821096
2016-08-20,8.823164426059979
2016-08-21,7.842812823164426
2016-08-22,10.29369183040331
2016-08-23,12.254395036194415
2016-08-24,8.332988624612202
2016-08-25,2.450879007238883
2016-08-26,2.9410548086866597
2016-08-27,6.862461220268873
2016-08-28,6.862461220268873
2016-08-29,6.372285418821096
2016-08-30,9.313340227507755
2016-08-31,9.313340227507755
2016-09-01,6.862461220268873
2016-09-02,6.862461220268873
2016-09-03,2.450879007238883
2016-09-04,3.4312306101344365
2016-09-05,5.391933815925543
2016-09-06,8.823164426059979
2016-09-07,8.823164426059979
2016-09-08,5.391933815925543
2016-09-09,5.391933815925543
2016-09-10,4.901758014477766
2016-09-11,28.430196483971045
2016-09-12,49.01758014477766
2016-09-13,30.881075491209927
2016-09-14,24.018614270941054
2016-09-15,18.62668045501551
2016-09-16,18.136504653567734
2016-09-17,20.097207859358843
2016-09-18,13.234746639089968
2016-09-19,5.882109617373319
2016-09-20,13.234746639089968
2016-09-21,17.15615305067218
2016-09-22,12.254395036194415
2016-09-23,9.803516028955531
2016-09-24,10.783867631851086
2016-09-25,7.3526370217166495
2016-09-26,15.685625646328852
2016-09-27,43.135470527404344
2016-09-28,19.116856256463286
2016-09-29,19.116856256463286
2016-09-30,11.274043433298862
2016-10-01,9.88210961737332
2016-10-02,20.274043433298864
2016-10-03,9.646845915201656
2016-10-04,11.401758014477766
2016-10-05,5.4312306101344365
2016-10-06,11.372285418821097
2016-10-07,17.832988624612202
2016-10-08,19.558428128231643
2016-10-09,17.07807652533609
2016-10-10,30.18562564632885
2016-10-11,22.754395036194417
2016-10-12,18.313340227507755
2016-10-13,14.85263702171665
2016-10-14,14.627197518097208
2016-10-15,16.332988624612202
2016-10-16,15.823164426059979
2016-10-17,13.372285418821097
2016-10-18,16.862461220268873
2016-10-19,9.166494312306101
2016-10-20,45.30299896587384
2016-10-21,14.372285418821097
2016-10-22,8.176318510858325
2016-10-23,10.891933815925544
2016-10-24,11.137021716649432
2016-10-25,8.176318510858325
2016-10-26,11.862461220268873
2016-10-27,13.117373319544985
2016-10-28,11.88210961737332
2016-10-29,11.901758014477766
2016-10-30,10.901758014477766
2016-10-31,10.646845915201656
2016-11-01,10.862461220268873
2016-11-02,21.0
2016-11-03,15.0
2016-11-04,11.0
2016-11-05,19.0
2016-11-06,15.0
2016-11-07,26.0
2016-11-08,29.0
2016-11-09,100.0
2016-11-10,67.0
2016-11-11,49.0
2016-11-12,28.0
2016-11-13,32.0
2016-11-14,28.0
2016-11-15,15.0
2016-11-16,21.0
2016-11-17,13.0
2016-11-18,15.0
2016-11-19,14.0
2016-11-20,8.0
2016-11-21,6.0
2016-11-22,14.0
2016-11-23,9.0
2016-11-24,6.0
2016-11-25,8.0
2016-11-26,6.0
2016-11-27,9.0
2016-11-28,4.0
2016-11-29,6.0
2016-11-30,11.0
2016-12-01,5.0
2016-12-02,8.0
2016-12-03,5.0
2016-12-04,4.0
2016-12-05,6.0
2016-12-06,9.0
2016-12-07,3.0
2016-12-08,7.0
2016-12-09,4.0
2016-12-10,5.0
2016-12-11,10.0
2016-12-12,7.0
2016-12-13,4.0
2016-12-14,5.0
2016-12-15,7.0
2016-12-16,14.0
2016-12-17,7.0
2016-12-18,3.0
2016-12-19,7.0
2016-12-20,6.0
2016-12-21,5.0
2016-12-22,11.0
2016-12-23,5.0
2016-12-24,4.0
2016-12-25,6.0
2016-12-26,6.0
2016-12-27,8.0
2016-12-28,5.0
2016-12-29,6.0
2016-12-30,5.0
2016-12-31,6.0
2017-01-01,9.0
2017-01-02,3.0
2017-01-03,7.0
2017-01-04,9.0
2017-01-05,12.0
2017-01-06,9.0
2017-01-07,12.0
2017-01-08,5.0
2017-01-09,13.0
2017-01-10,13.0
2017-01-11,19.0
2017-01-12,9.0
2017-01-13,15.0
2017-01-14,9.0
2017-01-15,8.0
2017-01-16,9.0
2017-01-17,11.0
2017-01-18,14.0
2017-01-19,20.0
2017-01-20,62.0
2017-01-21,62.0
2017-01-22,44.0
2017-01-23,31.0
2017-01-24,31.0
2017-01-25,34.0
2017-01-26,29.0
2017-01-27,24.0
2017-01-28,27.0
2017-01-29,26.0
2017-01-30,21.0
2017-01-31,28.0
2017-02-01,13.0
2017-02-02,17.0
2017-02-03,17.0
2017-02-04,20.0
2017-02-05,16.0
2017-02-06,15.0
2017-02-07,15.0
2017-02-08,9.0
2017-02-09,13.0
2017-02-10,10.0
2017-02-11,10.0
2017-02-12,12.0
2017-02-13,15.0
2017-02-14,6.0
2017-02-15,5.0
2017-02-16,13.0
2017-02-17,13.0
2017-02-18,13.0
2017-02-19,14.0
2017-02-20,10.0
2017-02-21,10.0
2017-02-22,13.0
2017-02-23,6.0
2017-02-24,9.0
2017-02-25,10.0
2017-02-26,10.0
2017-02-27,9.0
2017-02-28,9.0
2017-03-01,12.543478260869566
2017-03-02,12.369565217391305
2017-03-03,6.3478260869565215
2017-03-04,14.73913043478261
2017-03-05,16.586956521739133
2017-03-06,21.673913043478258
2017-03-07,13.086956521739129
2017-03-08,11.369565217391305
2017-03-09,9.891304347826086
2017-03-10,6.260869565217391
2017-03-11,6.586956521739131
2017-03-12,9.282608695652174
2017-03-13,9.956521739130434
2017-03-14,8.304347826086957
2017-03-15,9.956521739130434
2017-03-16,8.804347826086957
2017-03-17,9.608695652173914
2017-03-18,9.717391304347826
2017-03-19,6.586956521739131
2017-03-20,11.130434782608695
2017-03-21,8.956521739130434
2017-03-22,7.217391304347826
2017-03-23,10.543478260869566
2017-03-24,10.021739130434781
2017-03-25,5.934782608695652
2017-03-26,5.5
2017-03-27,6.304347826086957
2017-03-28,6.804347826086957
2017-03-29,4.326086956521739
2017-03-30,5.326086956521739
2017-03-31,6.934782608695652
2017-04-01,7.326086956521739
2017-04-02,5.0
2017-04-03,6.304347826086956
2017-04-04,5.6521739130434785
2017-04-05,9.130434782608695
2017-04-06,2.8260869565217392
2017-04-07,9.565217391304348
2017-04-08,2.391304347826087
2017-04-09,5.869565217391304
2017-04-10,3.6956521739130435
2017-04-11,5.0
2017-04-12,5.869565217391304
2017-04-13,3.6956521739130435
2017-04-14,5.0
2017-04-15,5.217391304347826
2017-04-16,6.739130434782608
2017-04-17,9.782608695652174
2017-04-18,4.782608695652174
2017-04-19,4.782608695652174
2017-04-20,6.521739130434782
2017-04-21,7.391304347826087
2017-04-22,3.260869565217391
2017-04-23,3.260869565217391
2017-04-24,6.304347826086956
2017-04-25,4.782608695652174
2017-04-26,6.956521739130435
2017-04-27,5.6521739130434785
2017-04-28,5.217391304347826
2017-04-29,4.130434782608695
2017-04-30,4.130434782608695
2017-05-01,10.0
2017-05-02,12.608695652173912
2017-05-03,9.782608695652174
2017-05-04,6.304347826086956
2017-05-05,6.521739130434782
2017-05-06,5.869565217391304
2017-05-07,9.130434782608695
2017-05-08,7.826086956521739
2017-05-09,6.304347826086956
2017-05-10,6.956521739130435
2017-05-11,3.4782608695652173
2017-05-12,12.391304347826086
2017-05-13,5.0
2017-05-14,5.0
2017-05-15,6.304347826086956
2017-05-16,9.782608695652174
2017-05-17,12.608695652173912
2017-05-18,5.6521739130434785
2017-05-19,7.391304347826087
2017-05-20,4.130434782608695
2017-05-21,6.739130434782608
2017-05-22,21.73913043478261
2017-05-23,6.304347826086956
2017-05-24,6.304347826086956
2017-05-25,9.565217391304348
2017-05-26,5.434782608695652
2017-05-27,8.695652173913043
2017-05-28,8.695652173913043
2017-05-29,7.391304347826087
2017-05-30,7.826086956521739
2017-05-31,21.52173913043478
2017-06-01,15.217391304347826
2017-06-02,19.565217391304348
2017-06-03,6.739130434782608
