date,barack hussein obama
2016-11-03,15.0
2016-11-04,24.0
2016-11-05,16.0
2016-11-06,18.0
2016-11-07,25.0
2016-11-08,34.0
2016-11-09,66.0
2016-11-10,81.0
2016-11-11,57.0
2016-11-12,47.0
2016-11-13,37.0
2016-11-14,25.0
2016-11-15,43.0
2016-11-16,35.0
2016-11-17,37.0
2016-11-18,22.0
2016-11-19,20.0
2016-11-20,31.0
2016-11-21,25.0
2016-11-22,19.0
2016-11-23,21.0
2016-11-24,14.0
2016-11-25,6.0
2016-11-26,11.0
2016-11-27,11.0
2016-11-28,13.0
2016-11-29,7.0
2016-11-30,17.0
2016-12-01,11.0
2016-12-02,4.0
2016-12-03,18.0
2016-12-04,13.0
2016-12-05,6.0
2016-12-06,13.0
2016-12-07,0.0
2016-12-08,18.0
2016-12-09,12.0
2016-12-10,13.0
2016-12-11,11.0
2016-12-12,9.0
2016-12-13,17.0
2016-12-14,8.0
2016-12-15,10.0
2016-12-16,16.0
2016-12-17,30.0
2016-12-18,18.0
2016-12-19,15.0
2016-12-20,26.0
2016-12-21,8.0
2016-12-22,14.0
2016-12-23,15.0
2016-12-24,22.0
2016-12-25,23.0
2016-12-26,19.0
2016-12-27,24.0
2016-12-28,12.0
2016-12-29,35.0
2016-12-30,19.0
2016-12-31,5.0
2017-01-01,12.0
2017-01-02,16.0
2017-01-03,23.0
2017-01-04,13.0
2017-01-05,25.0
2017-01-06,8.0
2017-01-07,15.0
2017-01-08,13.0
2017-01-09,9.0
2017-01-10,36.0
2017-01-11,86.0
2017-01-12,19.0
2017-01-13,25.0
2017-01-14,19.0
2017-01-15,17.0
2017-01-16,19.0
2017-01-17,24.0
2017-01-18,32.0
2017-01-19,38.0
2017-01-20,100.0
2017-01-21,76.0
2017-01-22,26.0
2017-01-23,28.0
2017-01-24,18.0
2017-01-25,28.0
2017-01-26,23.0
2017-01-27,23.0
2017-01-28,24.0
2017-01-29,23.0
2017-01-30,19.0
2017-01-31,17.0
2017-02-01,18.0
2017-02-02,17.0
2017-02-03,25.0
2017-02-04,19.0
2017-02-05,27.0
2017-02-06,7.0
2017-02-07,9.0
2017-02-08,7.0
2017-02-09,9.0
2017-02-10,19.0
2017-02-11,15.0
2017-02-12,11.0
2017-02-13,11.0
2017-02-14,17.0
2017-02-15,15.0
2017-02-16,13.0
2017-02-17,19.0
2017-02-18,22.0
2017-02-19,11.0
2017-02-20,9.0
2017-02-21,13.0
2017-02-22,11.0
2017-02-23,11.0
2017-02-24,12.0
2017-02-25,13.0
2017-02-26,13.0
2017-02-27,9.0
2017-02-28,13.0
2017-03-01,6.971305595408896
2017-03-02,11.471305595408896
2017-03-03,6.6571018651362985
2017-03-04,13.956958393113343
2017-03-05,10.456958393113343
2017-03-06,13.548780487804878
2017-03-07,8.69583931133429
2017-03-08,5.314203730272597
2017-03-09,12.128407460545194
2017-03-10,21.336441893830703
2017-03-11,12.287661406025824
2017-03-12,15.850789096126256
2017-03-13,3.5
2017-03-14,10.814203730272597
2017-03-15,12.785509325681492
2017-03-16,15.010043041606886
2017-03-17,8.208034433285508
2017-03-18,12.350789096126256
2017-03-19,7.893830703012912
2017-03-20,7.1571018651362985
2017-03-21,6.814203730272597
2017-03-22,14.510043041606886
2017-03-23,12.128407460545194
2017-03-24,4.775466284074605
2017-03-25,14.205882352941176
2017-03-26,10.406025824964132
2017-03-27,13.128407460545194
2017-03-28,7.1571018651362985
2017-03-29,5.432568149210904
2017-03-30,7.432568149210904
2017-03-31,8.208034433285508
2017-04-01,9.406025824964132
2017-04-02,11.836441893830703
2017-04-03,3.3142037302725966
2017-04-04,6.628407460545193
2017-04-05,0.0
2017-04-06,6.865136298421808
2017-04-07,17.517934002869442
2017-04-08,15.860832137733142
2017-04-09,4.024390243902439
2017-04-10,6.865136298421808
2017-04-11,10.179340028694405
2017-04-12,0.0
2017-04-13,17.754662840746054
2017-04-14,3.787661406025825
2017-04-15,12.073170731707316
2017-04-16,12.309899569583932
2017-04-17,10.652797704447632
2017-04-18,13.256814921090387
2017-04-19,0.0
2017-04-20,3.3142037302725966
2017-04-21,17.517934002869442
2017-04-22,0.0
2017-04-23,3.787661406025825
2017-04-24,3.3142037302725966
2017-04-25,3.3142037302725966
2017-04-26,3.3142037302725966
2017-04-27,6.628407460545193
2017-04-28,3.5509325681492108
2017-04-29,0.0
2017-04-30,8.048780487804878
2017-05-01,18.22812051649928
2017-05-02,3.3142037302725966
2017-05-03,3.3142037302725966
2017-05-04,13.493543758967002
2017-05-05,6.865136298421808
2017-05-06,7.8120516499282635
2017-05-07,11.836441893830703
2017-05-08,16.8077474892396
2017-05-09,13.256814921090387
2017-05-10,6.628407460545193
2017-05-11,10.179340028694405
2017-05-12,3.5509325681492108
2017-05-13,0.0
2017-05-14,4.024390243902439
2017-05-15,0.0
2017-05-16,16.571018651362984
2017-05-17,6.628407460545193
2017-05-18,0.0
2017-05-19,6.865136298421808
2017-05-20,7.8120516499282635
2017-05-21,0.0
2017-05-22,16.8077474892396
2017-05-23,13.256814921090387
2017-05-24,3.3142037302725966
2017-05-25,3.5509325681492108
2017-05-26,3.5509325681492108
2017-05-27,4.024390243902439
2017-05-28,4.024390243902439
2017-05-29,10.652797704447632
2017-05-30,13.730272596843616
2017-05-31,6.865136298421808
2017-06-01,3.3142037302725966
2017-06-02,10.652797704447632
2017-06-03,4.024390243902439
