date,donald trump nazi
2016-05-01,3.402061855670103
2016-05-02,3.118556701030928
2016-05-03,7.371134020618556
2016-05-04,13.324742268041236
2016-05-05,10.773195876288659
2016-05-06,12.757731958762886
2016-05-07,7.087628865979381
2016-05-08,3.402061855670103
2016-05-09,11.907216494845361
2016-05-10,5.953608247422681
2016-05-11,10.206185567010309
2016-05-12,11.907216494845361
2016-05-13,4.536082474226804
2016-05-14,7.087628865979381
2016-05-15,8.505154639175258
2016-05-16,7.371134020618556
2016-05-17,4.252577319587629
2016-05-18,5.953608247422681
2016-05-19,9.072164948453608
2016-05-20,7.654639175257731
2016-05-21,3.402061855670103
2016-05-22,7.087628865979381
2016-05-23,5.953608247422681
2016-05-24,10.206185567010309
2016-05-25,7.371134020618556
2016-05-26,10.773195876288659
2016-05-27,4.819587628865979
2016-05-28,7.087628865979381
2016-05-29,7.087628865979381
2016-05-30,3.118556701030928
2016-05-31,5.953608247422681
2016-06-01,7.371134020618556
2016-06-02,4.536082474226804
2016-06-03,6.237113402061856
2016-06-04,9.072164948453608
2016-06-05,8.788659793814432
2016-06-06,9.072164948453608
2016-06-07,7.371134020618556
2016-06-08,5.953608247422681
2016-06-09,9.072164948453608
2016-06-10,9.355670103092784
2016-06-11,3.402061855670103
2016-06-12,6.804123711340206
2016-06-13,4.536082474226804
2016-06-14,7.371134020618556
2016-06-15,8.788659793814432
2016-06-16,9.072164948453608
2016-06-17,6.237113402061856
2016-06-18,8.788659793814432
2016-06-19,8.788659793814432
2016-06-20,7.371134020618556
2016-06-21,5.953608247422681
2016-06-22,3.118556701030928
2016-06-23,5.953608247422681
2016-06-24,17.29381443298969
2016-06-25,14.175257731958762
2016-06-26,10.489690721649485
2016-06-27,8.788659793814432
2016-06-28,5.953608247422681
2016-06-29,7.654639175257731
2016-06-30,0.0
2016-07-01,3.118556701030928
2016-07-02,5.386597938144329
2016-07-03,11.056701030927835
2016-07-04,7.938144329896907
2016-07-05,9.355670103092784
2016-07-06,4.819587628865979
2016-07-07,7.938144329896907
2016-07-08,3.118556701030928
2016-07-09,3.685567010309278
2016-07-10,5.386597938144329
2016-07-11,5.953608247422681
2016-07-12,7.371134020618556
2016-07-13,3.118556701030928
2016-07-14,6.237113402061856
2016-07-15,10.773195876288659
2016-07-16,3.685567010309278
2016-07-17,10.773195876288659
2016-07-18,3.118556701030928
2016-07-19,12.190721649484535
2016-07-20,10.773195876288659
2016-07-21,18.711340206185568
2016-07-22,28.350515463917525
2016-07-23,16.15979381443299
2016-07-24,10.773195876288659
2016-07-25,7.654639175257731
2016-07-26,12.190721649484535
2016-07-27,9.072164948453608
2016-07-28,12.190721649484535
2016-07-29,14.458762886597938
2016-07-30,5.386597938144329
2016-07-31,18.144329896907216
2016-08-01,0.0
2016-08-02,9.072164948453608
2016-08-03,9.355670103092784
2016-08-04,4.536082474226804
2016-08-05,6.520618556701031
2016-08-06,7.371134020618556
2016-08-07,9.072164948453608
2016-08-08,15.025773195876289
2016-08-09,10.489690721649485
2016-08-10,4.536082474226804
2016-08-11,17.010309278350515
2016-08-12,3.118556701030928
2016-08-13,10.773195876288659
2016-08-14,7.371134020618556
2016-08-15,12.474226804123711
2016-08-16,3.118556701030928
2016-08-17,3.118556701030928
2016-08-18,9.072164948453608
2016-08-19,3.118556701030928
2016-08-20,3.402061855670103
2016-08-21,5.103092783505154
2016-08-22,7.371134020618556
2016-08-23,4.536082474226804
2016-08-24,5.953608247422681
2016-08-25,3.118556701030928
2016-08-26,6.237113402061856
2016-08-27,10.489690721649485
2016-08-28,3.402061855670103
2016-08-29,5.953608247422681
2016-08-30,5.953608247422681
2016-08-31,5.953608247422681
2016-09-01,5.953608247422681
2016-09-02,4.536082474226804
2016-09-03,6.804123711340206
2016-09-04,5.103092783505154
2016-09-05,3.118556701030928
2016-09-06,11.623711340206185
2016-09-07,5.953608247422681
2016-09-08,7.371134020618556
2016-09-09,4.536082474226804
2016-09-10,3.402061855670103
2016-09-11,6.804123711340206
2016-09-12,5.953608247422681
2016-09-13,8.788659793814432
2016-09-14,4.252577319587629
2016-09-15,8.788659793814432
2016-09-16,4.536082474226804
2016-09-17,10.206185567010309
2016-09-18,6.520618556701031
2016-09-19,5.6701030927835046
2016-09-20,12.757731958762886
2016-09-21,8.505154639175258
2016-09-22,7.371134020618556
2016-09-23,7.654639175257731
2016-09-24,8.505154639175258
2016-09-25,5.103092783505154
2016-09-26,10.206185567010309
2016-09-27,17.010309278350515
2016-09-28,13.041237113402062
2016-09-29,5.953608247422681
2016-09-30,7.654639175257731
2016-10-01,7.961340206185567
2016-10-02,4.760309278350515
2016-10-03,7.043814432989691
2016-10-04,5.335051546391752
2016-10-05,5.626288659793815
2016-10-06,5.126288659793815
2016-10-07,5.47680412371134
2016-10-08,8.402061855670103
2016-10-09,6.760309278350515
2016-10-10,12.811855670103093
2016-10-11,4.626288659793815
2016-10-12,3.917525773195876
2016-10-13,9.378865979381443
2016-10-14,3.0
2016-10-15,8.811855670103093
2016-10-16,7.409793814432989
2016-10-17,7.335051546391752
2016-10-18,5.126288659793815
2016-10-19,4.626288659793815
2016-10-20,17.572164948453608
2016-10-21,8.894329896907216
2016-10-22,7.760309278350515
2016-10-23,6.760309278350515
2016-10-24,9.461340206185568
2016-10-25,4.626288659793815
2016-10-26,3.417525773195876
2016-10-27,13.29639175257732
2016-10-28,5.47680412371134
2016-10-29,1.7010309278350515
2016-10-30,1.5
2016-10-31,8.685567010309278
2016-11-01,7.311855670103093
2016-11-02,5.0
2016-11-03,6.0
2016-11-04,8.0
2016-11-05,4.0
2016-11-06,11.0
2016-11-07,12.0
2016-11-08,25.0
2016-11-09,100.0
2016-11-10,49.0
2016-11-11,32.0
2016-11-12,26.0
2016-11-13,22.0
2016-11-14,16.0
2016-11-15,18.0
2016-11-16,16.0
2016-11-17,14.0
2016-11-18,22.0
2016-11-19,7.0
2016-11-20,6.0
2016-11-21,11.0
2016-11-22,36.0
2016-11-23,30.0
2016-11-24,14.0
2016-11-25,10.0
2016-11-26,10.0
2016-11-27,7.0
2016-11-28,8.0
2016-11-29,6.0
2016-11-30,5.0
2016-12-01,6.0
2016-12-02,9.0
2016-12-03,8.0
2016-12-04,8.0
2016-12-05,2.0
2016-12-06,2.0
2016-12-07,12.0
2016-12-08,8.0
2016-12-09,8.0
2016-12-10,6.0
2016-12-11,6.0
2016-12-12,5.0
2016-12-13,5.0
2016-12-14,5.0
2016-12-15,5.0
2016-12-16,0.0
2016-12-17,4.0
2016-12-18,3.0
2016-12-19,7.0
2016-12-20,8.0
2016-12-21,6.0
2016-12-22,3.0
2016-12-23,3.0
2016-12-24,5.0
2016-12-25,6.0
2016-12-26,7.0
2016-12-27,3.0
2016-12-28,3.0
2016-12-29,5.0
2016-12-30,8.0
2016-12-31,9.0
2017-01-01,9.0
2017-01-02,0.0
2017-01-03,5.0
2017-01-04,5.0
2017-01-05,2.0
2017-01-06,5.0
2017-01-07,6.0
2017-01-08,3.0
2017-01-09,6.0
2017-01-10,5.0
2017-01-11,30.0
2017-01-12,26.0
2017-01-13,10.0
2017-01-14,4.0
2017-01-15,13.0
2017-01-16,7.0
2017-01-17,8.0
2017-01-18,11.0
2017-01-19,12.0
2017-01-20,43.0
2017-01-21,25.0
2017-01-22,20.0
2017-01-23,16.0
2017-01-24,21.0
2017-01-25,15.0
2017-01-26,18.0
2017-01-27,16.0
2017-01-28,18.0
2017-01-29,37.0
2017-01-30,33.0
2017-01-31,31.0
2017-02-01,29.0
2017-02-02,19.0
2017-02-03,17.0
2017-02-04,18.0
2017-02-05,12.0
2017-02-06,15.0
2017-02-07,8.0
2017-02-08,13.0
2017-02-09,13.0
2017-02-10,13.0
2017-02-11,8.0
2017-02-12,11.0
2017-02-13,9.0
2017-02-14,9.0
2017-02-15,6.0
2017-02-16,18.0
2017-02-17,9.0
2017-02-18,5.0
2017-02-19,11.0
2017-02-20,11.0
2017-02-21,8.0
2017-02-22,13.0
2017-02-23,8.0
2017-02-24,6.0
2017-02-25,0.0
2017-02-26,7.0
2017-02-27,4.0
2017-02-28,7.0
2017-03-01,7.526791694574682
2017-03-02,7.317816476892164
2017-03-03,7.2176825184192905
