date,donald trump burger
2016-11-09,100.0
2016-11-10,35.0
2016-11-11,33.0
2016-11-12,23.0
2016-11-13,23.0
2016-11-14,20.0
2016-11-15,31.0
2016-11-16,16.0
2016-11-17,19.0
2016-11-18,26.0
2016-11-19,19.0
2016-11-20,13.0
2016-11-21,11.0
2016-11-22,11.0
2016-11-23,4.0
2016-11-24,8.0
2016-11-25,6.0
2016-11-26,4.0
2016-11-27,8.0
2016-11-28,4.0
2016-11-29,4.0
2016-11-30,5.0
2016-12-01,7.0
2016-12-02,11.0
2016-12-03,4.0
2016-12-04,4.0
2016-12-05,0.0
2016-12-06,4.0
2016-12-07,7.0
2016-12-08,9.0
2016-12-09,8.0
2016-12-10,5.0
2016-12-11,15.0
2016-12-12,5.0
2016-12-13,5.0
2016-12-14,4.0
2016-12-15,6.0
2016-12-16,8.0
2016-12-17,6.0
2016-12-18,9.0
2016-12-19,11.0
2016-12-20,6.0
2016-12-21,10.0
2016-12-22,14.0
2016-12-23,6.0
2016-12-24,5.0
2016-12-25,10.0
2016-12-26,0.0
2016-12-27,8.0
2016-12-28,0.0
2016-12-29,8.0
2016-12-30,10.0
2016-12-31,5.0
2017-01-01,9.0
2017-01-02,4.0
2017-01-03,4.0
2017-01-04,7.0
2017-01-05,4.0
2017-01-06,9.0
2017-01-07,6.0
2017-01-08,8.0
2017-01-09,12.0
2017-01-10,18.0
2017-01-11,19.0
2017-01-12,7.0
2017-01-13,7.0
2017-01-14,0.0
2017-01-15,8.0
2017-01-16,4.0
2017-01-17,9.0
2017-01-18,12.0
2017-01-19,13.0
2017-01-20,24.0
2017-01-21,27.0
2017-01-22,18.0
2017-01-23,24.0
2017-01-24,14.0
2017-01-25,12.0
2017-01-26,7.0
2017-01-27,9.0
2017-01-28,12.0
2017-01-29,16.0
2017-01-30,16.0
2017-01-31,11.0
2017-02-01,3.0
2017-02-02,12.0
2017-02-03,11.0
2017-02-04,12.0
2017-02-05,8.0
2017-02-06,5.0
2017-02-07,10.0
2017-02-08,3.0
2017-02-09,12.0
2017-02-10,9.0
2017-02-11,6.0
2017-02-12,8.0
2017-02-13,5.0
2017-02-14,7.0
2017-02-15,11.0
2017-02-16,5.0
2017-02-17,6.0
2017-02-18,8.0
2017-02-19,10.0
2017-02-20,5.0
2017-02-21,7.0
2017-02-22,9.0
2017-02-23,4.0
2017-02-24,6.0
2017-02-25,6.0
2017-02-26,4.0
2017-02-27,0.0
2017-02-28,9.0
2017-03-01,19.035303776683087
2017-03-02,6.819376026272578
2017-03-03,5.38752052545156
2017-03-04,6.088669950738916
2017-03-05,8.059113300492612
2017-03-06,5.2159277504105095
2017-03-07,6.931855500821018
2017-03-08,8.819376026272579
2017-03-09,10.319376026272579
2017-03-10,3.88752052545156
2017-03-11,4.059113300492611
2017-03-12,10.005747126436782
2017-03-13,6.931855500821018
2017-03-14,5.2159277504105095
2017-03-15,6.073891625615763
2017-03-16,6.7159277504105095
2017-03-17,4.745484400656815
2017-03-18,10.177339901477833
2017-03-19,5.088669950738916
2017-03-20,4.461412151067324
2017-03-21,6.103448275862069
2017-03-22,3.431855500821018
2017-03-23,4.2159277504105095
2017-03-24,8.245484400656814
2017-03-25,8.319376026272579
2017-03-26,0.0
2017-03-27,3.215927750410509
2017-03-28,7.103448275862069
2017-03-29,7.103448275862069
2017-03-30,3.88752052545156
2017-03-31,6.245484400656815
2017-04-01,7.088669950738916
2017-04-02,8.579638752052546
2017-04-03,3.7750410509031203
2017-04-04,7.206896551724139
2017-04-05,7.206896551724139
2017-04-06,0.0
2017-04-07,11.325123152709361
2017-04-08,6.5205254515599345
2017-04-09,4.461412151067324
2017-04-10,10.981937602627259
2017-04-11,7.206896551724139
2017-04-12,10.981937602627259
2017-04-13,34.31855500821018
2017-04-14,4.118226600985222
2017-04-15,4.461412151067324
2017-04-16,8.579638752052546
2017-04-17,7.893267651888342
2017-04-18,3.431855500821018
2017-04-19,5.490968801313629
2017-04-20,5.490968801313629
2017-04-21,3.7750410509031203
2017-04-22,6.177339901477833
2017-04-23,4.118226600985222
2017-04-24,5.490968801313629
2017-04-25,7.206896551724139
2017-04-26,3.431855500821018
2017-04-27,3.7750410509031203
2017-04-28,11.325123152709361
2017-04-29,8.579638752052546
2017-04-30,8.579638752052546
2017-05-01,4.118226600985222
2017-05-02,3.431855500821018
2017-05-03,7.206896551724139
2017-05-04,5.490968801313629
2017-05-05,9.266009852216749
2017-05-06,4.118226600985222
2017-05-07,0.0
2017-05-08,5.490968801313629
2017-05-09,7.206896551724139
2017-05-10,3.7750410509031203
2017-05-11,14.413793103448278
2017-05-12,5.490968801313629
2017-05-13,4.118226600985222
2017-05-14,8.579638752052546
2017-05-15,7.206896551724139
2017-05-16,10.638752052545156
2017-05-17,3.7750410509031203
2017-05-18,3.7750410509031203
2017-05-19,9.266009852216749
2017-05-20,8.579638752052546
2017-05-21,12.697865353037768
2017-05-22,8.922824302134648
2017-05-23,8.922824302134648
2017-05-24,0.0
2017-05-25,9.609195402298852
2017-05-26,7.893267651888342
2017-05-27,8.922824302134648
2017-05-28,8.922824302134648
2017-05-29,11.668308702791462
2017-05-30,7.206896551724139
2017-05-31,14.756978653530378
2017-06-01,7.5500821018062405
2017-06-02,11.325123152709361
2017-06-03,4.118226600985222
