date,assange
2016-10-30,10.369413407821229
2016-10-31,11.35754189944134
2016-11-01,9.881284916201118
2016-11-02,10.0
2016-11-03,10.0
2016-11-04,15.0
2016-11-05,20.0
2016-11-06,16.0
2016-11-07,16.0
2016-11-08,12.0
2016-11-09,19.0
2016-11-10,11.0
2016-11-11,9.0
2016-11-12,7.0
2016-11-13,6.0
2016-11-14,13.0
2016-11-15,10.0
2016-11-16,10.0
2016-11-17,7.0
2016-11-18,7.0
2016-11-19,8.0
2016-11-20,9.0
2016-11-21,8.0
2016-11-22,8.0
2016-11-23,8.0
2016-11-24,8.0
2016-11-25,7.0
2016-11-26,12.0
2016-11-27,13.0
2016-11-28,8.0
2016-11-29,10.0
2016-11-30,12.0
2016-12-01,11.0
2016-12-02,8.0
2016-12-03,6.0
2016-12-04,6.0
2016-12-05,7.0
2016-12-06,6.0
2016-12-07,7.0
2016-12-08,6.0
2016-12-09,4.0
2016-12-10,6.0
2016-12-11,6.0
2016-12-12,6.0
2016-12-13,5.0
2016-12-14,5.0
2016-12-15,5.0
2016-12-16,10.0
2016-12-17,6.0
2016-12-18,4.0
2016-12-19,4.0
2016-12-20,3.0
2016-12-21,3.0
2016-12-22,3.0
2016-12-23,2.0
2016-12-24,3.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,2.0
2016-12-28,3.0
2016-12-29,3.0
2016-12-30,4.0
2016-12-31,3.0
2017-01-01,4.0
2017-01-02,3.0
2017-01-03,11.0
2017-01-04,41.0
2017-01-05,40.0
2017-01-06,17.0
2017-01-07,10.0
2017-01-08,8.0
2017-01-09,9.0
2017-01-10,11.0
2017-01-11,7.0
2017-01-12,4.0
2017-01-13,6.0
2017-01-14,5.0
2017-01-15,6.0
2017-01-16,4.0
2017-01-17,11.0
2017-01-18,26.0
2017-01-19,11.0
2017-01-20,6.0
2017-01-21,3.0
2017-01-22,3.0
2017-01-23,3.0
2017-01-24,4.0
2017-01-25,3.0
2017-01-26,3.0
2017-01-27,2.0
2017-01-28,2.0
2017-01-29,3.0
2017-01-30,2.0
2017-01-31,2.0
2017-02-01,2.0
2017-02-02,2.0
2017-02-03,2.0
2017-02-04,2.0
2017-02-05,2.0
2017-02-06,3.0
2017-02-07,4.0
2017-02-08,4.0
2017-02-09,2.0
2017-02-10,2.0
2017-02-11,3.0
2017-02-12,2.0
2017-02-13,3.0
2017-02-14,3.0
2017-02-15,4.0
2017-02-16,3.0
2017-02-17,3.0
2017-02-18,2.0
2017-02-19,3.0
2017-02-20,3.0
2017-02-21,2.0
2017-02-22,3.0
2017-02-23,4.0
2017-02-24,6.0
2017-02-25,4.0
2017-02-26,3.0
2017-02-27,2.0
2017-02-28,1.0
2017-03-01,1.3
2017-03-02,1.8
2017-03-03,1.8
2017-03-04,1.8
2017-03-05,2.2
2017-03-06,1.8
2017-03-07,6.2
2017-03-08,7.6
2017-03-09,12.0
2017-03-10,11.100000000000001
2017-03-11,7.6
2017-03-12,6.2
2017-03-13,4.0
2017-03-14,3.6
2017-03-15,3.1
2017-03-16,2.2
2017-03-17,1.8
2017-03-18,1.8
2017-03-19,1.8
2017-03-20,2.2
2017-03-21,4.4
2017-03-22,3.1
2017-03-23,2.7
2017-03-24,1.8
2017-03-25,1.3
2017-03-26,1.8
2017-03-27,0.9
2017-03-28,1.3
2017-03-29,1.3
2017-03-30,1.8
2017-03-31,8.8
2017-04-01,4.9
2017-04-02,4.800000000000001
2017-04-03,4.800000000000001
2017-04-04,3.2
2017-04-05,2.4000000000000004
2017-04-06,3.2
2017-04-07,3.2
2017-04-08,2.4000000000000004
2017-04-09,2.4000000000000004
2017-04-10,1.6
2017-04-11,1.6
2017-04-12,1.6
2017-04-13,2.4000000000000004
2017-04-14,4.0
2017-04-15,2.4000000000000004
2017-04-16,1.6
2017-04-17,1.6
2017-04-18,1.6
2017-04-19,1.6
2017-04-20,6.4
2017-04-21,18.400000000000002
2017-04-22,5.6000000000000005
2017-04-23,4.0
2017-04-24,3.2
2017-04-25,3.2
2017-04-26,2.4000000000000004
2017-04-27,1.6
2017-04-28,2.4000000000000004
2017-04-29,2.4000000000000004
2017-04-30,2.4000000000000004
2017-05-01,1.6
2017-05-02,1.6
2017-05-03,2.4000000000000004
2017-05-04,1.6
2017-05-05,2.4000000000000004
2017-05-06,3.2
2017-05-07,2.4000000000000004
2017-05-08,2.4000000000000004
2017-05-09,3.2
2017-05-10,2.4000000000000004
2017-05-11,2.4000000000000004
2017-05-12,2.4000000000000004
2017-05-13,1.6
2017-05-14,1.6
2017-05-15,1.6
2017-05-16,2.4000000000000004
2017-05-17,3.2
2017-05-18,2.4000000000000004
2017-05-19,80.0
2017-05-20,28.0
2017-05-21,8.8
2017-05-22,5.6000000000000005
2017-05-23,4.0
2017-05-24,2.4000000000000004
2017-05-25,2.4000000000000004
2017-05-26,2.4000000000000004
2017-05-27,1.6
2017-05-28,1.6
2017-05-29,2.4000000000000004
2017-05-30,2.4000000000000004
2017-05-31,1.6
2017-06-01,2.4000000000000004
2017-06-02,1.6
2017-06-03,1.6
