date,donald trump intelligent
2017-02-02,19.763473053892213
2017-02-03,30.934131736526943
2017-02-04,45.54191616766467
2017-02-05,22.34131736526946
2017-02-06,19.763473053892213
2017-02-07,19.763473053892213
2017-02-08,29.215568862275447
2017-02-09,59.290419161676645
2017-02-10,41.24550898203593
2017-02-11,23.20059880239521
2017-02-12,22.34131736526946
2017-02-13,38.66766467065868
2017-02-14,19.763473053892213
2017-02-15,0.0
2017-02-16,19.763473053892213
2017-02-17,51.55688622754491
2017-02-18,23.20059880239521
2017-02-19,45.54191616766467
2017-02-20,0.0
2017-02-21,38.66766467065868
2017-02-22,0.0
2017-02-23,19.763473053892213
2017-02-24,20.622754491017965
2017-02-25,0.0
2017-02-26,23.20059880239521
2017-02-27,39.526946107784426
2017-02-28,19.763473053892213
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,10.268571712663235
2017-03-04,0.0
2017-03-05,22.244608568840178
2017-03-06,28.998370417835915
2017-03-07,9.664538082506574
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,19.94896369622379
2017-03-11,22.445953112225734
2017-03-12,0.0
2017-03-13,9.664538082506574
2017-03-14,9.664538082506574
2017-03-15,0.0
2017-03-16,9.881736526946106
2017-03-17,10.268571712663235
2017-03-18,11.17065868263473
2017-03-19,11.17065868263473
2017-03-20,19.747619152838233
2017-03-21,9.881736526946106
2017-03-22,19.11663389088981
2017-03-23,9.881736526946106
2017-03-24,20.78129350155777
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,9.881736526946106
2017-03-28,9.865882625892128
2017-03-29,0.0
2017-03-30,10.067227169277682
2017-03-31,31.092670747066755
2017-04-01,11.677983516362112
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,20.134454338555365
2017-04-05,0.0
2017-04-06,20.134454338555365
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,19.731765251784257
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,20.134454338555365
2017-04-25,0.0
2017-04-26,19.731765251784257
2017-04-27,0.0
2017-04-28,20.939832512097578
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,39.46353050356851
2017-05-03,19.731765251784257
2017-05-04,19.731765251784257
2017-05-05,0.0
2017-05-06,23.355967032724223
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,40.26890867711073
2017-05-12,0.0
2017-05-13,23.355967032724223
2017-05-14,0.0
2017-05-15,20.134454338555365
2017-05-16,0.0
2017-05-17,20.134454338555365
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,23.758656119495328
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,19.731765251784257
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,24.564034293037544
2017-05-28,0.0
2017-05-29,21.342521598868686
2017-05-30,20.53714342532647
2017-05-31,0.0
2017-06-01,20.53714342532647
2017-06-02,21.342521598868686
2017-06-03,0.0
