date,food stamps
2016-11-03,72.0
2016-11-04,62.0
2016-11-05,45.0
2016-11-06,43.0
2016-11-07,79.0
2016-11-08,68.0
2016-11-09,92.0
2016-11-10,89.0
2016-11-11,68.0
2016-11-12,44.0
2016-11-13,43.0
2016-11-14,79.0
2016-11-15,74.0
2016-11-16,72.0
2016-11-17,66.0
2016-11-18,59.0
2016-11-19,37.0
2016-11-20,34.0
2016-11-21,58.0
2016-11-22,55.0
2016-11-23,46.0
2016-11-24,22.0
2016-11-25,27.0
2016-11-26,33.0
2016-11-27,33.0
2016-11-28,65.0
2016-11-29,65.0
2016-11-30,60.0
2016-12-01,67.0
2016-12-02,64.0
2016-12-03,45.0
2016-12-04,41.0
2016-12-05,68.0
2016-12-06,69.0
2016-12-07,71.0
2016-12-08,71.0
2016-12-09,54.0
2016-12-10,44.0
2016-12-11,37.0
2016-12-12,66.0
2016-12-13,65.0
2016-12-14,65.0
2016-12-15,60.0
2016-12-16,54.0
2016-12-17,35.0
2016-12-18,27.0
2016-12-19,59.0
2016-12-20,54.0
2016-12-21,46.0
2016-12-22,50.0
2016-12-23,41.0
2016-12-24,26.0
2016-12-25,18.0
2016-12-26,35.0
2016-12-27,53.0
2016-12-28,61.0
2016-12-29,56.0
2016-12-30,57.0
2016-12-31,38.0
2017-01-01,37.0
2017-01-02,61.0
2017-01-03,79.0
2017-01-04,75.0
2017-01-05,74.0
2017-01-06,73.0
2017-01-07,46.0
2017-01-08,51.0
2017-01-09,81.0
2017-01-10,72.0
2017-01-11,74.0
2017-01-12,71.0
2017-01-13,70.0
2017-01-14,47.0
2017-01-15,45.0
2017-01-16,60.0
2017-01-17,80.0
2017-01-18,76.0
2017-01-19,70.0
2017-01-20,67.0
2017-01-21,52.0
2017-01-22,45.0
2017-01-23,73.0
2017-01-24,69.0
2017-01-25,68.0
2017-01-26,66.0
2017-01-27,65.0
2017-01-28,41.0
2017-01-29,45.0
2017-01-30,79.0
2017-01-31,75.0
2017-02-01,75.0
2017-02-02,74.0
2017-02-03,64.0
2017-02-04,47.0
2017-02-05,42.0
2017-02-06,69.0
2017-02-07,74.0
2017-02-08,67.0
2017-02-09,67.0
2017-02-10,62.0
2017-02-11,40.0
2017-02-12,40.0
2017-02-13,63.0
2017-02-14,51.0
2017-02-15,59.0
2017-02-16,61.0
2017-02-17,51.0
2017-02-18,36.0
2017-02-19,33.0
2017-02-20,51.0
2017-02-21,67.0
2017-02-22,59.0
2017-02-23,55.0
2017-02-24,49.0
2017-02-25,34.0
2017-02-26,30.0
2017-02-27,55.0
2017-02-28,62.0
2017-03-01,65.87562688064193
2017-03-02,58.97743229689067
2017-03-03,54.878635907723165
2017-03-04,38.78585757271816
2017-03-05,38.68555667001003
2017-03-06,63.6765295887663
2017-03-07,61.1765295887663
2017-03-08,54.88014042126379
2017-03-09,57.07923771313942
2017-03-10,51.98044132397192
2017-03-11,36.78585757271816
2017-03-12,33.3876629889669
2017-03-13,58.178034102306924
2017-03-14,56.278335005015045
2017-03-15,52.98044132397192
2017-03-16,55.17953861584755
2017-03-17,53.07923771313942
2017-03-18,35.586760280842526
2017-03-19,32.8876629889669
2017-03-20,55.57923771313942
2017-03-21,56.278335005015045
2017-03-22,50.98044132397192
2017-03-23,52.67953861584755
2017-03-24,48.781344032096285
2017-03-25,29.688565697091274
2017-03-26,31.487963891675026
2017-03-27,55.67953861584755
2017-03-28,54.67953861584755
2017-03-29,51.580742226680044
2017-03-30,50.38164493480441
2017-03-31,51.77983951855567
2017-04-01,44.083751253761285
2017-04-02,35.972918756268804
2017-04-03,59.954864593781345
2017-04-04,57.55667001003009
2017-04-05,58.35606820461384
2017-04-06,59.954864593781345
2017-04-07,51.16148445336008
2017-04-08,34.37412236710131
2017-04-09,35.17352056168506
2017-04-10,60.7542627883651
2017-04-11,61.55366098294885
2017-04-12,63.15245737211635
2017-04-13,53.55967903711134
2017-04-14,51.16148445336008
2017-04-15,34.37412236710131
2017-04-16,27.179538615847544
2017-04-17,51.96088264794383
2017-04-18,52.760280842527585
2017-04-19,56.75727181544634
2017-04-20,47.963891675025074
2017-04-21,44.766298896690074
2017-04-22,32.775325977933804
2017-04-23,29.577733199598796
2017-04-24,56.75727181544634
2017-04-25,57.55667001003009
2017-04-26,53.55967903711134
2017-04-27,55.95787362086259
2017-04-28,49.56268806419258
2017-04-29,29.577733199598796
2017-04-30,32.775325977933804
2017-05-01,71.14643931795386
2017-05-02,61.55366098294885
2017-05-03,58.35606820461384
2017-05-04,56.75727181544634
2017-05-05,52.760280842527585
2017-05-06,35.17352056168506
2017-05-07,34.37412236710131
2017-05-08,63.15245737211635
2017-05-09,67.94884653961886
2017-05-10,57.55667001003009
2017-05-11,55.15847542627884
2017-05-12,51.16148445336008
2017-05-13,33.574724172517556
2017-05-14,28.778335005015045
2017-05-15,56.75727181544634
2017-05-16,55.15847542627884
2017-05-17,56.75727181544634
2017-05-18,51.16148445336008
2017-05-19,48.763289869608826
2017-05-20,34.37412236710131
2017-05-21,29.577733199598796
2017-05-22,73.54463390170511
2017-05-23,79.93981945837513
2017-05-24,73.54463390170511
2017-05-25,65.55065195586761
2017-05-26,55.15847542627884
2017-05-27,36.772316950852556
2017-05-28,35.17352056168506
2017-05-29,31.1765295887663
2017-05-30,63.951855566700104
2017-05-31,58.35606820461384
2017-06-01,70.34704112337012
2017-06-02,61.55366098294885
2017-06-03,39.96990972918756
