date,special prosecutor
2016-08-16,0.46331449548374626
2016-08-17,0.1853257981934985
2016-08-18,0.2779886972902478
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.370651596386997
2016-08-23,1.853257981934985
2016-08-24,1.5752692846447374
2016-08-25,1.0192918900642418
2016-08-26,0.6486402936772449
2016-08-27,0.0
2016-08-28,0.1853257981934985
2016-08-29,0.1853257981934985
2016-08-30,0.370651596386997
2016-08-31,0.5559773945804956
2016-09-01,0.2779886972902478
2016-09-02,0.2779886972902478
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.1853257981934985
2016-09-06,0.1853257981934985
2016-09-07,0.0
2016-09-08,0.1853257981934985
2016-09-09,0.1853257981934985
2016-09-10,0.1853257981934985
2016-09-11,0.1853257981934985
2016-09-12,0.5559773945804956
2016-09-13,0.0
2016-09-14,0.370651596386997
2016-09-15,0.8339660918707433
2016-09-16,0.370651596386997
2016-09-17,0.0
2016-09-18,0.1853257981934985
2016-09-19,0.370651596386997
2016-09-20,0.2779886972902478
2016-09-21,0.1853257981934985
2016-09-22,0.370651596386997
2016-09-23,0.46331449548374626
2016-09-24,0.0
2016-09-25,0.46331449548374626
2016-09-26,0.741303192773994
2016-09-27,0.1853257981934985
2016-09-28,0.370651596386997
2016-09-29,0.5559773945804956
2016-09-30,0.1853257981934985
2016-10-01,0.44864995411293046
2016-10-02,0.2813891706515964
2016-10-03,0.49158093029995653
2016-10-04,0.1638603100999855
2016-10-05,0.09266289909674925
2016-10-06,0.4452494807515818
2016-10-07,0.4203835192967203
2016-10-08,0.09266289909674925
2016-10-09,0.23165724774187313
2016-10-10,9.759358547070473
2016-10-11,4.527092691880403
2016-10-12,1.9731246679225234
2016-10-13,0.8904989615031637
2016-10-14,1.385480365164469
2016-10-15,0.8656330000483022
2016-10-16,0.49158093029995653
2016-10-17,0.4452494807515818
2016-10-18,0.349186108293484
2016-10-19,0.5627783413031928
2016-10-20,0.39891803120320724
2016-10-21,0.23505772110322173
2016-10-22,0.306255132106458
2016-10-23,0.23165724774187313
2016-10-24,0.306255132106458
2016-10-25,0.4452494807515818
2016-10-26,0.5164468917548181
2016-10-27,0.5379123798483312
2016-10-28,0.7266386514031782
2016-10-29,0.5627783413031928
2016-10-30,0.8690334734096506
2016-10-31,1.0758247596966624
2016-11-01,0.9119644495966768
2016-11-02,0.7119741100323624
2016-11-03,2.705501618122977
2016-11-04,0.7119741100323624
2016-11-05,0.9967637540453075
2016-11-06,1.70873786407767
2016-11-07,0.56957928802589
2016-11-08,0.0
2016-11-09,6.26537216828479
2016-11-10,2.563106796116505
2016-11-11,0.7119741100323624
2016-11-12,1.4239482200647249
2016-11-13,0.9967637540453075
2016-11-14,5.268608414239482
2016-11-15,0.1423948220064725
2016-11-16,0.56957928802589
2016-11-17,0.854368932038835
2016-11-18,0.854368932038835
2016-11-19,0.284789644012945
2016-11-20,0.9967637540453075
2016-11-21,0.854368932038835
2016-11-22,2.1359223300970873
2016-11-23,2.27831715210356
2016-11-24,1.13915857605178
2016-11-25,0.4271844660194175
2016-11-26,0.0
2016-11-27,0.4271844660194175
2016-11-28,0.56957928802589
2016-11-29,0.4271844660194175
2016-11-30,0.9967637540453075
2016-12-01,0.4271844660194175
2016-12-02,0.4271844660194175
2016-12-03,0.284789644012945
2016-12-04,0.0
2016-12-05,0.1423948220064725
2016-12-06,0.56957928802589
2016-12-07,0.0
2016-12-08,0.4271844660194175
2016-12-09,0.284789644012945
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,0.1423948220064725
2016-12-13,0.1423948220064725
2016-12-14,0.4271844660194175
2016-12-15,0.7119741100323624
2016-12-16,0.284789644012945
2016-12-17,0.0
2016-12-18,0.284789644012945
2016-12-19,0.0
2016-12-20,0.284789644012945
2016-12-21,0.4271844660194175
2016-12-22,0.284789644012945
2016-12-23,0.284789644012945
2016-12-24,0.56957928802589
2016-12-25,0.0
2016-12-26,0.284789644012945
2016-12-27,0.0
2016-12-28,0.284789644012945
2016-12-29,0.0
2016-12-30,0.284789644012945
2016-12-31,0.56957928802589
2017-01-01,2.563106796116505
2017-01-02,0.4271844660194175
2017-01-03,0.854368932038835
2017-01-04,1.2815533980582525
2017-01-05,0.854368932038835
2017-01-06,0.4271844660194175
2017-01-07,0.0
2017-01-08,0.4271844660194175
2017-01-09,0.854368932038835
2017-01-10,0.56957928802589
2017-01-11,0.9967637540453075
2017-01-12,0.0
2017-01-13,0.1423948220064725
2017-01-14,0.284789644012945
2017-01-15,0.284789644012945
2017-01-16,0.56957928802589
2017-01-17,0.0
2017-01-18,0.56957928802589
2017-01-19,0.1423948220064725
2017-01-20,0.1423948220064725
2017-01-21,0.9967637540453075
2017-01-22,0.0
2017-01-23,0.0
2017-01-24,0.4271844660194175
2017-01-25,0.854368932038835
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,0.284789644012945
2017-01-29,0.0
2017-01-30,0.56957928802589
2017-01-31,2.27831715210356
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.4271844660194175
2017-02-04,0.4271844660194175
2017-02-05,0.854368932038835
2017-02-06,0.0
2017-02-07,0.56957928802589
2017-02-08,0.4271844660194175
2017-02-09,0.56957928802589
2017-02-10,0.4271844660194175
2017-02-11,0.4271844660194175
2017-02-12,0.4271844660194175
2017-02-13,0.4271844660194175
2017-02-14,0.9967637540453075
2017-02-15,0.56957928802589
2017-02-16,0.1423948220064725
2017-02-17,1.8511326860841424
2017-02-18,0.284789644012945
2017-02-19,0.284789644012945
2017-02-20,0.1423948220064725
2017-02-21,0.4271844660194175
2017-02-22,0.1423948220064725
2017-02-23,0.1423948220064725
2017-02-24,0.9967637540453075
2017-02-25,2.8478964401294498
2017-02-26,4.414239482200648
2017-02-27,14.239482200647249
2017-02-28,2.27831715210356
2017-03-01,0.4271844660194175
2017-03-02,6.2038834951456305
2017-03-03,6.275080906148867
2017-03-04,1.925566343042071
2017-03-05,1.9967637540453076
2017-03-06,3.279935275080906
2017-03-07,2.4967637540453076
2017-03-08,2.4951456310679614
2017-03-09,1.0695792880258899
2017-03-10,0.284789644012945
2017-03-11,0.8559870550161812
2017-03-12,0.3559870550161812
2017-03-13,0.07119741100323625
2017-03-14,0.21359223300970875
2017-03-15,0.284789644012945
2017-03-16,0.07119741100323625
2017-03-17,0.07119741100323625
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.7847896440129449
2017-03-21,0.9983818770226538
2017-03-22,1.2831715210355987
2017-03-23,2.1391585760517797
2017-03-24,1.1407766990291264
2017-03-25,0.8559870550161812
2017-03-26,0.6423948220064725
2017-03-27,0.7847896440129449
2017-03-28,1.7119741100323624
2017-03-29,1.4983818770226538
2017-03-30,1.4271844660194175
2017-03-31,1.7119741100323624
2017-04-01,0.6423948220064725
2017-04-02,1.0
2017-04-03,1.0
2017-04-04,1.0
2017-04-05,1.0
2017-04-06,1.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,1.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,1.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,1.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,1.0
2017-04-26,0.0
2017-04-27,1.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,1.0
2017-05-03,1.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,9.0
2017-05-10,52.0
2017-05-11,17.0
2017-05-12,12.0
2017-05-13,10.0
2017-05-14,5.0
2017-05-15,6.0
2017-05-16,5.0
2017-05-17,63.0
2017-05-18,100.0
2017-05-19,20.0
2017-05-20,8.0
2017-05-21,4.0
2017-05-22,2.0
2017-05-23,1.0
2017-05-24,1.0
2017-05-25,2.0
2017-05-26,2.0
2017-05-27,1.0
2017-05-28,1.0
2017-05-29,1.0
2017-05-30,1.0
2017-05-31,2.0
2017-06-01,2.0
2017-06-02,2.0
2017-06-03,1.0
