date,special prosecutor
2016-05-01,0.0
2016-05-02,0.370651596386997
2016-05-03,0.370651596386997
2016-05-04,0.370651596386997
2016-05-05,0.8339660918707433
2016-05-06,0.1853257981934985
2016-05-07,0.1853257981934985
2016-05-08,0.1853257981934985
2016-05-09,0.5559773945804956
2016-05-10,0.370651596386997
2016-05-11,0.370651596386997
2016-05-12,0.46331449548374626
2016-05-13,0.0
2016-05-14,0.370651596386997
2016-05-15,0.1853257981934985
2016-05-16,0.1853257981934985
2016-05-17,0.370651596386997
2016-05-18,0.2779886972902478
2016-05-19,0.2779886972902478
2016-05-20,0.370651596386997
2016-05-21,0.1853257981934985
2016-05-22,0.1853257981934985
2016-05-23,0.1853257981934985
2016-05-24,0.2779886972902478
2016-05-25,0.2779886972902478
2016-05-26,0.2779886972902478
2016-05-27,0.370651596386997
2016-05-28,0.1853257981934985
2016-05-29,0.1853257981934985
2016-05-30,0.1853257981934985
2016-05-31,0.370651596386997
2016-06-01,0.1853257981934985
2016-06-02,0.370651596386997
2016-06-03,0.6486402936772449
2016-06-04,0.6486402936772449
2016-06-05,0.0
2016-06-06,0.370651596386997
2016-06-07,0.370651596386997
2016-06-08,0.1853257981934985
2016-06-09,0.6486402936772449
2016-06-10,0.6486402936772449
2016-06-11,0.1853257981934985
2016-06-12,0.5559773945804956
2016-06-13,0.2779886972902478
2016-06-14,0.370651596386997
2016-06-15,0.1853257981934985
2016-06-16,0.1853257981934985
2016-06-17,0.1853257981934985
2016-06-18,0.1853257981934985
2016-06-19,0.46331449548374626
2016-06-20,0.370651596386997
2016-06-21,0.0
2016-06-22,0.1853257981934985
2016-06-23,0.0
2016-06-24,0.370651596386997
2016-06-25,0.1853257981934985
2016-06-26,0.1853257981934985
2016-06-27,0.2779886972902478
2016-06-28,0.5559773945804956
2016-06-29,0.370651596386997
2016-06-30,1.0192918900642418
2016-07-01,1.2972805873544897
2016-07-02,0.5559773945804956
2016-07-03,0.2779886972902478
2016-07-04,0.1853257981934985
2016-07-05,0.46331449548374626
2016-07-06,1.2046176882577404
2016-07-07,0.741303192773994
2016-07-08,0.2779886972902478
2016-07-09,0.0
2016-07-10,0.1853257981934985
2016-07-11,0.1853257981934985
2016-07-12,0.2779886972902478
2016-07-13,0.2779886972902478
2016-07-14,0.6486402936772449
2016-07-15,0.1853257981934985
2016-07-16,0.1853257981934985
2016-07-17,0.46331449548374626
2016-07-18,0.1853257981934985
2016-07-19,0.370651596386997
2016-07-20,0.6486402936772449
2016-07-21,0.1853257981934985
2016-07-22,0.1853257981934985
2016-07-23,0.0
2016-07-24,0.1853257981934985
2016-07-25,0.370651596386997
2016-07-26,0.741303192773994
2016-07-27,0.370651596386997
2016-07-28,0.370651596386997
2016-07-29,0.1853257981934985
2016-07-30,0.2779886972902478
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.1853257981934985
2016-08-03,0.46331449548374626
2016-08-04,0.6486402936772449
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,0.1853257981934985
2016-08-08,0.1853257981934985
2016-08-09,0.0
2016-08-10,0.370651596386997
2016-08-11,0.1853257981934985
2016-08-12,0.370651596386997
2016-08-13,0.1853257981934985
2016-08-14,0.2779886972902478
2016-08-15,0.370651596386997
