date,president obama impeach
2016-05-01,0.0
2016-05-02,6.666666666666667
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,6.530612244897959
2016-05-17,0.0
2016-05-18,6.530612244897959
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,6.530612244897959
2016-05-24,6.530612244897959
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,6.938775510204082
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,6.802721088435375
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,7.891156462585035
2016-06-05,0.0
2016-06-06,6.530612244897959
2016-06-07,0.0
2016-06-08,6.530612244897959
2016-06-09,13.469387755102042
2016-06-10,0.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,9.795918367346939
2016-06-15,6.530612244897959
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,7.891156462585035
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,7.891156462585035
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,6.666666666666667
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,8.027210884353742
2016-07-03,8.027210884353742
2016-07-04,0.0
2016-07-05,6.802721088435375
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,7.891156462585035
2016-07-11,0.0
2016-07-12,6.530612244897959
2016-07-13,6.802721088435375
2016-07-14,6.802721088435375
2016-07-15,0.0
2016-07-16,7.891156462585035
2016-07-17,7.891156462585035
2016-07-18,6.666666666666667
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-28,6.802721088435375
2016-07-29,7.07482993197279
2016-07-30,0.0
2016-07-31,7.891156462585035
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,6.802721088435375
2016-08-05,0.0
2016-08-06,8.027210884353742
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,6.666666666666667
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,7.755102040816327
2016-08-21,0.0
2016-08-22,6.530612244897959
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,13.60544217687075
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,6.666666666666667
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,6.666666666666667
2016-09-16,6.666666666666667
2016-09-17,0.0
2016-09-18,7.346938775510205
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,6.258503401360545
2016-09-22,0.0
2016-09-23,0.0
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,6.258503401360545
2016-09-27,0.0
2016-09-28,6.258503401360545
2016-09-29,6.394557823129253
2016-09-30,0.0
2016-10-01,0.0
2016-10-02,3.537414965986395
2016-10-03,6.129251700680273
2016-10-04,0.0
2016-10-05,0.0
2016-10-06,0.0
2016-10-07,6.26530612244898
2016-10-08,0.0
2016-10-09,3.5
2016-10-10,0.0
2016-10-11,3.0
2016-10-12,6.197278911564626
2016-10-13,9.197278911564627
2016-10-14,0.0
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,6.129251700680273
2016-10-18,3.1292517006802725
2016-10-19,0.0
2016-10-20,6.061224489795919
2016-10-21,6.26530612244898
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,0.0
2016-10-25,6.061224489795919
2016-10-26,0.0
2016-10-27,3.0
2016-10-28,3.1972789115646263
2016-10-29,0.0
2016-10-30,3.5
2016-10-31,0.0
2016-11-01,4.829931972789116
2016-11-02,0.0
2016-11-03,6.0
2016-11-04,6.0
2016-11-05,0.0
2016-11-06,7.0
2016-11-07,0.0
2016-11-08,6.0
2016-11-09,100.0
2016-11-10,56.0
2016-11-11,37.0
2016-11-12,7.0
2016-11-13,20.0
2016-11-14,14.0
2016-11-15,6.0
2016-11-16,6.0
2016-11-17,0.0
2016-11-18,6.0
2016-11-19,7.0
2016-11-20,7.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,6.0
2016-11-26,0.0
2016-11-27,7.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,6.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,6.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,6.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,6.0
2016-12-21,6.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,6.0
2016-12-29,12.0
2016-12-30,7.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,6.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,7.0
2017-01-08,0.0
2017-01-09,6.0
2017-01-10,6.0
2017-01-11,9.0
2017-01-12,0.0
2017-01-13,6.0
2017-01-14,7.0
2017-01-15,6.0
2017-01-16,6.0
2017-01-17,0.0
2017-01-18,6.0
2017-01-19,0.0
2017-01-20,9.0
2017-01-21,7.0
2017-01-22,6.0
2017-01-23,8.0
2017-01-24,6.0
2017-01-25,17.0
2017-01-26,6.0
2017-01-27,0.0
2017-01-28,7.0
2017-01-29,26.0
2017-01-30,17.0
2017-01-31,17.0
2017-02-01,8.0
2017-02-02,11.0
2017-02-03,6.0
2017-02-04,19.0
2017-02-05,6.0
2017-02-06,0.0
2017-02-07,11.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,12.0
2017-02-11,7.0
2017-02-12,0.0
2017-02-13,5.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,6.0
2017-02-17,12.0
2017-02-18,7.0
2017-02-19,7.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,6.0
2017-02-24,6.0
2017-02-25,0.0
2017-02-26,6.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,3.0
2017-03-03,8.213644524236983
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,7.49640933572711
2017-03-07,2.5
2017-03-08,0.0
2017-03-09,10.49640933572711
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,12.99281867145422
2017-03-15,3.0
2017-03-16,3.0
2017-03-17,11.32226211849192
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,10.49640933572711
2017-03-21,12.994614003590664
2017-03-22,9.885996409335728
2017-03-23,3.0
2017-03-24,3.0
2017-03-25,3.5
2017-03-26,0.0
2017-03-27,4.99640933572711
