date,coma
2016-11-03,80.0
2016-11-04,100.0
2016-11-05,81.0
2016-11-06,72.0
2016-11-07,76.0
2016-11-08,69.0
2016-11-09,62.0
2016-11-10,67.0
2016-11-11,64.0
2016-11-12,64.0
2016-11-13,64.0
2016-11-14,70.0
2016-11-15,69.0
2016-11-16,68.0
2016-11-17,67.0
2016-11-18,62.0
2016-11-19,59.0
2016-11-20,59.0
2016-11-21,66.0
2016-11-22,66.0
2016-11-23,71.0
2016-11-24,77.0
2016-11-25,72.0
2016-11-26,55.0
2016-11-27,66.0
2016-11-28,68.0
2016-11-29,63.0
2016-11-30,65.0
2016-12-01,67.0
2016-12-02,63.0
2016-12-03,57.0
2016-12-04,60.0
2016-12-05,65.0
2016-12-06,59.0
2016-12-07,63.0
2016-12-08,58.0
2016-12-09,56.0
2016-12-10,53.0
2016-12-11,63.0
2016-12-12,60.0
2016-12-13,62.0
2016-12-14,64.0
2016-12-15,63.0
2016-12-16,56.0
2016-12-17,54.0
2016-12-18,59.0
2016-12-19,57.0
2016-12-20,53.0
2016-12-21,55.0
2016-12-22,56.0
2016-12-23,50.0
2016-12-24,50.0
2016-12-25,58.0
2016-12-26,57.0
2016-12-27,62.0
2016-12-28,61.0
2016-12-29,58.0
2016-12-30,55.0
2016-12-31,56.0
2017-01-01,60.0
2017-01-02,61.0
2017-01-03,60.0
2017-01-04,60.0
2017-01-05,61.0
2017-01-06,61.0
2017-01-07,60.0
2017-01-08,60.0
2017-01-09,59.0
2017-01-10,65.0
2017-01-11,63.0
2017-01-12,65.0
2017-01-13,58.0
2017-01-14,58.0
2017-01-15,60.0
2017-01-16,61.0
2017-01-17,66.0
2017-01-18,61.0
2017-01-19,65.0
2017-01-20,61.0
2017-01-21,60.0
2017-01-22,67.0
2017-01-23,61.0
2017-01-24,63.0
2017-01-25,65.0
2017-01-26,65.0
2017-01-27,66.0
2017-01-28,61.0
2017-01-29,71.0
2017-01-30,64.0
2017-01-31,65.0
2017-02-01,65.0
2017-02-02,63.0
2017-02-03,65.0
2017-02-04,59.0
2017-02-05,59.0
2017-02-06,62.0
2017-02-07,67.0
2017-02-08,68.0
2017-02-09,64.0
2017-02-10,63.0
2017-02-11,57.0
2017-02-12,63.0
2017-02-13,68.0
2017-02-14,62.0
2017-02-15,64.0
2017-02-16,67.0
2017-02-17,63.0
2017-02-18,59.0
2017-02-19,67.0
2017-02-20,69.0
2017-02-21,67.0
2017-02-22,68.0
2017-02-23,62.0
2017-02-24,59.0
2017-02-25,59.0
2017-02-26,63.0
2017-02-27,63.0
2017-02-28,69.0
2017-03-01,68.49153225806452
2017-03-02,69.85483870967741
2017-03-03,69.94596774193548
2017-03-04,77.67258064516129
2017-03-05,91.94354838709677
2017-03-06,81.44475806451612
2017-03-07,74.30927419354839
2017-03-08,70.44596774193548
2017-03-09,67.17379032258064
2017-03-10,72.35483870967741
2017-03-11,64.26491935483871
2017-03-12,70.44596774193548
2017-03-13,70.49153225806452
2017-03-14,72.35483870967741
2017-03-15,69.94596774193548
2017-03-16,62.49274193548387
2017-03-17,67.17379032258064
2017-03-18,68.03709677419354
2017-03-19,65.62822580645161
2017-03-20,68.58266129032258
2017-03-21,74.21814516129032
2017-03-22,70.44596774193548
2017-03-23,70.40040322580646
2017-03-24,67.17379032258064
2017-03-25,67.12822580645161
2017-03-26,67.12822580645161
2017-03-27,74.26370967741934
2017-03-28,74.26370967741934
2017-03-29,73.80927419354839
2017-03-30,69.12822580645161
2017-03-31,62.49274193548387
2017-04-01,60.49274193548387
2017-04-02,69.07419354838709
2017-04-03,68.16532258064515
2017-04-04,68.16532258064515
2017-04-05,63.62096774193548
2017-04-06,67.25645161290322
2017-04-07,60.894354838709674
2017-04-08,57.258870967741935
2017-04-09,61.80322580645161
2017-04-10,68.16532258064515
2017-04-11,60.894354838709674
2017-04-12,60.894354838709674
2017-04-13,65.43870967741935
2017-04-14,59.0766129032258
2017-04-15,60.894354838709674
2017-04-16,61.80322580645161
2017-04-17,73.61854838709677
2017-04-18,66.34758064516129
2017-04-19,69.07419354838709
2017-04-20,62.71209677419355
2017-04-21,64.52983870967742
2017-04-22,64.52983870967742
2017-04-23,68.16532258064515
2017-04-24,69.07419354838709
2017-04-25,66.34758064516129
2017-04-26,63.62096774193548
2017-04-27,67.25645161290322
2017-04-28,56.349999999999994
2017-04-29,59.98548387096774
2017-04-30,63.62096774193548
2017-05-01,71.8008064516129
2017-05-02,67.25645161290322
2017-05-03,69.07419354838709
2017-05-04,65.43870967741935
2017-05-05,69.07419354838709
2017-05-06,62.71209677419355
2017-05-07,68.16532258064515
2017-05-08,76.34516129032258
2017-05-09,71.8008064516129
2017-05-10,69.98306451612903
2017-05-11,68.16532258064515
2017-05-12,65.43870967741935
2017-05-13,60.894354838709674
2017-05-14,61.80322580645161
2017-05-15,66.34758064516129
2017-05-16,70.89193548387097
2017-05-17,69.98306451612903
2017-05-18,71.8008064516129
2017-05-19,67.25645161290322
2017-05-20,61.80322580645161
2017-05-21,68.16532258064515
2017-05-22,70.89193548387097
2017-05-23,75.43629032258065
2017-05-24,66.34758064516129
2017-05-25,76.34516129032258
2017-05-26,65.43870967741935
2017-05-27,60.894354838709674
2017-05-28,65.43870967741935
2017-05-29,71.8008064516129
2017-05-30,67.25645161290322
2017-05-31,70.89193548387097
2017-06-01,68.16532258064515
2017-06-02,69.07419354838709
2017-06-03,60.894354838709674
