date,trump campaign
2016-05-01,5.2856159669649
2016-05-02,4.93324156916724
2016-05-03,4.93324156916724
2016-05-04,16.20922229869236
2016-05-05,11.27598072952512
2016-05-06,8.45698554714384
2016-05-07,5.63799036476256
2016-05-08,3.87611837577426
2016-05-09,7.0474879559531995
2016-05-10,6.69511355815554
2016-05-11,5.63799036476256
2016-05-12,4.22849277357192
2016-05-13,3.87611837577426
2016-05-14,3.17136958017894
2016-05-15,4.22849277357192
2016-05-16,4.22849277357192
2016-05-17,4.58086717136958
2016-05-18,3.87611837577426
2016-05-19,3.17136958017894
2016-05-20,2.81899518238128
2016-05-21,3.17136958017894
2016-05-22,3.17136958017894
2016-05-23,3.17136958017894
2016-05-24,4.22849277357192
2016-05-25,5.2856159669649
2016-05-26,5.99036476256022
2016-05-27,3.87611837577426
2016-05-28,5.99036476256022
2016-05-29,5.99036476256022
2016-05-30,4.58086717136958
2016-05-31,4.22849277357192
2016-06-01,3.87611837577426
2016-06-02,3.5237439779765998
2016-06-03,3.5237439779765998
2016-06-04,2.81899518238128
2016-06-05,3.17136958017894
2016-06-06,4.22849277357192
2016-06-07,5.99036476256022
2016-06-08,7.75223675154852
2016-06-09,3.87611837577426
2016-06-10,4.22849277357192
2016-06-11,7.39986235375086
2016-06-12,3.17136958017894
2016-06-13,4.58086717136958
2016-06-14,3.5237439779765998
2016-06-15,3.5237439779765998
2016-06-16,3.17136958017894
2016-06-17,3.87611837577426
2016-06-18,4.22849277357192
2016-06-19,3.87611837577426
2016-06-20,22.19958706125258
2016-06-21,22.19958706125258
2016-06-22,17.26634549208534
2016-06-23,8.8093599449415
2016-06-24,6.34273916035788
2016-06-25,5.63799036476256
2016-06-26,5.2856159669649
2016-06-27,5.63799036476256
2016-06-28,5.99036476256022
2016-06-29,4.22849277357192
2016-06-30,5.63799036476256
2016-07-01,5.99036476256022
2016-07-02,5.2856159669649
2016-07-03,3.87611837577426
2016-07-04,3.5237439779765998
2016-07-05,4.93324156916724
2016-07-06,5.99036476256022
2016-07-07,4.58086717136958
2016-07-08,3.17136958017894
2016-07-09,3.17136958017894
2016-07-10,2.46662078458362
2016-07-11,2.46662078458362
2016-07-12,3.5237439779765998
2016-07-13,4.93324156916724
2016-07-14,4.22849277357192
2016-07-15,5.63799036476256
2016-07-16,8.45698554714384
2016-07-17,8.10461114934618
2016-07-18,6.34273916035788
2016-07-19,15.50447350309704
2016-07-20,14.094975911906399
2016-07-21,11.98072952512044
2016-07-22,15.50447350309704
2016-07-23,8.10461114934618
2016-07-24,7.39986235375086
2016-07-25,9.51410874053682
2016-07-26,9.16173434273916
2016-07-27,8.45698554714384
2016-07-28,9.16173434273916
2016-07-29,10.21885753613214
2016-07-30,11.27598072952512
2016-07-31,10.21885753613214
2016-08-01,9.51410874053682
2016-08-02,9.86648313833448
2016-08-03,17.97109428768066
2016-08-04,15.15209910529938
2016-08-05,11.62835512732278
2016-08-06,7.39986235375086
2016-08-07,9.16173434273916
2016-08-08,9.51410874053682
2016-08-09,7.0474879559531995
2016-08-10,6.69511355815554
2016-08-11,8.45698554714384
2016-08-12,7.0474879559531995
2016-08-13,5.99036476256022
2016-08-14,7.39986235375086
2016-08-15,11.62835512732278
2016-08-16,9.51410874053682
2016-08-17,22.9043358568479
2016-08-18,17.618719889883
2016-08-19,31.00894700619408
2016-08-20,14.44735030970406
2016-08-21,11.27598072952512
2016-08-22,11.27598072952512
2016-08-23,14.094975911906399
2016-08-24,10.92360633172746
2016-08-25,11.62835512732278
2016-08-26,12.68547832071576
2016-08-27,8.8093599449415
2016-08-28,6.69511355815554
2016-08-29,5.99036476256022
2016-08-30,6.34273916035788
2016-08-31,7.75223675154852
2016-09-01,7.0474879559531995
2016-09-02,7.0474879559531995
2016-09-03,14.44735030970406
2016-09-04,5.63799036476256
2016-09-05,4.58086717136958
2016-09-06,6.69511355815554
2016-09-07,6.69511355815554
2016-09-08,6.69511355815554
2016-09-09,7.75223675154852
2016-09-10,6.69511355815554
2016-09-11,4.58086717136958
2016-09-12,5.99036476256022
2016-09-13,7.0474879559531995
2016-09-14,7.0474879559531995
2016-09-15,7.75223675154852
2016-09-16,8.10461114934618
2016-09-17,6.34273916035788
2016-09-18,4.93324156916724
2016-09-19,5.99036476256022
2016-09-20,6.34273916035788
2016-09-21,7.75223675154852
2016-09-22,8.8093599449415
2016-09-23,12.3331039229181
2016-09-24,8.45698554714384
2016-09-25,7.39986235375086
2016-09-26,8.10461114934618
2016-09-27,21.49483826565726
2016-09-28,10.5712319339298
2016-09-29,11.62835512732278
2016-09-30,12.68547832071576
2016-10-01,11.81417756366139
2016-10-02,10.43324156916724
2016-10-03,12.84273916035788
2016-10-04,8.55230557467309
2016-10-05,9.43324156916724
2016-10-06,8.22849277357192
2016-10-07,8.55230557467309
2016-10-08,22.45216792842395
2016-10-09,25.39022711631108
2016-10-10,34.618719889882996
2016-10-11,20.39504473503097
2016-10-12,22.12835512732278
2016-10-13,21.21885753613214
2016-10-14,17.48554714384033
2016-10-15,15.42842395044735
2016-10-16,13.51892635925671
2016-10-17,14.19511355815554
2016-10-18,13.34273916035788
2016-10-19,13.371300757054371
2016-10-20,31.00447350309704
2016-10-21,21.21885753613214
2016-10-22,15.42842395044735
2016-10-23,12.31417756366139
2016-10-24,14.19511355815554
2016-10-25,15.42842395044735
2016-10-26,14.19511355815554
2016-10-27,13.871300757054371
2016-10-28,15.25223675154852
2016-10-29,12.51892635925671
2016-10-30,12.69511355815554
2016-10-31,14.89986235375086
2016-11-01,15.576049552649689
2016-11-02,14.0
2016-11-03,17.0
2016-11-04,19.0
2016-11-05,15.0
2016-11-06,24.0
2016-11-07,28.0
2016-11-08,31.0
2016-11-09,100.0
2016-11-10,51.0
2016-11-11,38.0
2016-11-12,25.0
2016-11-13,19.0
2016-11-14,18.0
2016-11-15,13.0
2016-11-16,11.0
2016-11-17,10.0
2016-11-18,8.0
2016-11-19,6.0
2016-11-20,6.0
2016-11-21,5.0
2016-11-22,7.0
2016-11-23,8.0
2016-11-24,4.0
2016-11-25,4.0
2016-11-26,4.0
2016-11-27,4.0
2016-11-28,4.0
2016-11-29,4.0
2016-11-30,4.0
2016-12-01,5.0
2016-12-02,7.0
2016-12-03,4.0
2016-12-04,3.0
2016-12-05,4.0
2016-12-06,3.0
2016-12-07,3.0
2016-12-08,3.0
2016-12-09,3.0
2016-12-10,4.0
2016-12-11,4.0
2016-12-12,3.0
2016-12-13,4.0
2016-12-14,3.0
2016-12-15,3.0
2016-12-16,3.0
2016-12-17,4.0
2016-12-18,4.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,3.0
2016-12-22,3.0
2016-12-23,3.0
2016-12-24,3.0
2016-12-25,3.0
2016-12-26,2.0
2016-12-27,1.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,2.0
2017-01-01,1.0
2017-01-02,2.0
2017-01-03,2.0
2017-01-04,1.0
2017-01-05,2.0
2017-01-06,3.0
2017-01-07,3.0
2017-01-08,2.0
2017-01-09,3.0
2017-01-10,3.0
2017-01-11,5.0
2017-01-12,4.0
2017-01-13,3.0
2017-01-14,4.0
2017-01-15,2.0
2017-01-16,3.0
2017-01-17,3.0
2017-01-18,3.0
2017-01-19,5.0
2017-01-20,12.0
2017-01-21,10.0
2017-01-22,8.0
2017-01-23,7.0
2017-01-24,5.0
2017-01-25,6.0
2017-01-26,5.0
2017-01-27,4.0
2017-01-28,4.0
2017-01-29,6.0
2017-01-30,7.0
2017-01-31,8.0
2017-02-01,5.0
2017-02-02,5.0
2017-02-03,5.0
2017-02-04,4.0
2017-02-05,4.0
2017-02-06,3.0
2017-02-07,4.0
2017-02-08,4.0
2017-02-09,4.0
2017-02-10,4.0
2017-02-11,3.0
2017-02-12,3.0
2017-02-13,3.0
2017-02-14,4.0
2017-02-15,21.0
2017-02-16,8.0
2017-02-17,6.0
2017-02-18,7.0
2017-02-19,9.0
2017-02-20,4.0
2017-02-21,3.0
2017-02-22,3.0
2017-02-23,3.0
2017-02-24,3.0
2017-02-25,3.0
2017-02-26,2.0
2017-02-27,3.0
2017-02-28,2.0
2017-03-01,3.3665231431646934
2017-03-02,5.189989235737352
2017-03-03,4.586114101184069
2017-03-04,4.031216361679225
2017-03-05,2.982238966630786
2017-03-06,2.927341227125942
2017-03-07,2.372443487621098
2017-03-08,3.092034445640474
2017-03-09,2.872443487621098
2017-03-10,2.372443487621098
2017-03-11,2.0430570505920347
2017-03-12,1.9881593110871905
2017-03-13,1.9881593110871905
2017-03-14,2.5430570505920347
2017-03-15,3.8665231431646934
2017-03-16,3.8665231431646934
2017-03-17,3.1469321851453174
2017-03-18,2.872443487621098
2017-03-19,1.9332615715823467
2017-03-20,4.860602798708289
2017-03-21,5.354682454251884
2017-03-22,6.129171151776103
2017-03-23,5.909580193756728
2017-03-24,3.8116254036598494
2017-03-25,2.927341227125942
2017-03-26,1.8783638320775027
2017-03-27,2.0979547900968782
2017-03-28,2.6528525296017222
2017-03-29,2.1528525296017222
2017-03-30,1.9332615715823467
2017-03-31,2.1528525296017222
2017-04-01,2.0979547900968782
2017-04-02,1.6469321851453176
2017-04-03,2.086114101184069
2017-04-04,2.52529601722282
2017-04-05,1.8665231431646931
2017-04-06,1.6469321851453176
2017-04-07,2.52529601722282
2017-04-08,1.6469321851453176
2017-04-09,1.6469321851453176
2017-04-10,1.7567276641550054
2017-04-11,1.2077502691065662
2017-04-12,10.979547900968784
2017-04-13,3.0742734122712596
2017-04-14,2.086114101184069
2017-04-15,1.976318622174381
2017-04-16,1.4273412271259418
2017-04-17,1.6469321851453176
2017-04-18,2.52529601722282
2017-04-19,1.4273412271259418
2017-04-20,1.8665231431646931
2017-04-21,1.8665231431646931
2017-04-22,2.4155005382131325
2017-04-23,3.6232508073196987
2017-04-24,2.52529601722282
2017-04-25,1.7567276641550054
2017-04-26,1.976318622174381
2017-04-27,2.4155005382131325
2017-04-28,1.4273412271259418
2017-04-29,1.2077502691065662
2017-04-30,1.6469321851453176
2017-05-01,1.976318622174381
2017-05-02,1.6469321851453176
2017-05-03,1.976318622174381
2017-05-04,2.086114101184069
2017-05-05,1.8665231431646931
