date,president obama campaign
2016-11-10,34.0
2016-11-11,11.0
2016-11-12,18.0
2016-11-13,21.0
2016-11-14,5.0
2016-11-15,16.0
2016-11-16,8.0
2016-11-17,16.0
2016-11-18,5.0
2016-11-19,0.0
2016-11-20,18.0
2016-11-21,10.0
2016-11-22,5.0
2016-11-23,5.0
2016-11-24,5.0
2016-11-25,5.0
2016-11-26,6.0
2016-11-27,6.0
2016-11-28,5.0
2016-11-29,8.0
2016-11-30,5.0
2016-12-01,16.0
2016-12-02,14.0
2016-12-03,6.0
2016-12-04,12.0
2016-12-05,5.0
2016-12-06,10.0
2016-12-07,11.0
2016-12-08,0.0
2016-12-09,6.0
2016-12-10,7.0
2016-12-11,6.0
2016-12-12,21.0
2016-12-13,5.0
2016-12-14,10.0
2016-12-15,5.0
2016-12-16,6.0
2016-12-17,6.0
2016-12-18,12.0
2016-12-19,0.0
2016-12-20,5.0
2016-12-21,8.0
2016-12-22,0.0
2016-12-23,9.0
2016-12-24,7.0
2016-12-25,7.0
2016-12-26,0.0
2016-12-27,11.0
2016-12-28,0.0
2016-12-29,6.0
2016-12-30,24.0
2016-12-31,7.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,8.0
2017-01-04,5.0
2017-01-05,5.0
2017-01-06,11.0
2017-01-07,0.0
2017-01-08,6.0
2017-01-09,10.0
2017-01-10,5.0
2017-01-11,28.0
2017-01-12,5.0
2017-01-13,5.0
2017-01-14,6.0
2017-01-15,6.0
2017-01-16,0.0
2017-01-17,15.0
2017-01-18,10.0
2017-01-19,13.0
2017-01-20,16.0
2017-01-21,21.0
2017-01-22,15.0
2017-01-23,0.0
2017-01-24,8.0
2017-01-25,15.0
2017-01-26,8.0
2017-01-27,11.0
2017-01-28,0.0
2017-01-29,12.0
2017-01-30,10.0
2017-01-31,15.0
2017-02-01,5.0
2017-02-02,5.0
2017-02-03,8.0
2017-02-04,6.0
2017-02-05,11.0
2017-02-06,8.0
2017-02-07,5.0
2017-02-08,8.0
2017-02-09,5.0
2017-02-10,0.0
2017-02-11,6.0
2017-02-12,6.0
2017-02-13,7.0
2017-02-14,10.0
2017-02-15,13.0
2017-02-16,15.0
2017-02-17,13.0
2017-02-18,15.0
2017-02-19,9.0
2017-02-20,0.0
2017-02-21,5.0
2017-02-22,13.0
2017-02-23,8.0
2017-02-24,5.0
2017-02-25,6.0
2017-02-26,6.0
2017-02-27,10.0
2017-02-28,8.0
2017-03-01,19.43103448275862
2017-03-02,2.5
2017-03-03,2.5
2017-03-04,3.0
2017-03-05,9.943965517241379
2017-03-06,5.586206896551724
2017-03-07,2.5
2017-03-08,0.0
2017-03-09,8.086206896551724
2017-03-10,7.5
2017-03-11,3.549137931034483
2017-03-12,6.549137931034483
2017-03-13,8.086206896551724
2017-03-14,0.0
2017-03-15,5.586206896551724
2017-03-16,16.60431034482759
2017-03-17,5.74051724137931
2017-03-18,3.549137931034483
2017-03-19,0.0
2017-03-20,3.5
2017-03-21,8.672413793103448
2017-03-22,3.086206896551724
2017-03-23,5.586206896551724
2017-03-24,7.24051724137931
2017-03-25,6.0
2017-03-26,3.703448275862069
2017-03-27,2.5
2017-03-28,6.586206896551724
2017-03-29,7.086206896551724
2017-03-30,8.826724137931034
2017-03-31,2.5
2017-04-01,3.0
2017-04-02,7.406896551724138
2017-04-03,6.172413793103448
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,15.122413793103448
2017-04-10,0.0
2017-04-11,6.481034482758621
2017-04-12,6.481034482758621
2017-04-13,6.789655172413793
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,7.7155172413793105
2017-04-17,13.579310344827586
2017-04-18,0.0
2017-04-19,6.172413793103448
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,12.344827586206897
2017-04-26,0.0
2017-04-27,6.172413793103448
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,20.677586206896553
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,6.481034482758621
2017-05-06,7.406896551724138
2017-05-07,0.0
2017-05-08,6.172413793103448
2017-05-09,12.653448275862068
2017-05-10,6.172413793103448
2017-05-11,18.825862068965517
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,6.172413793103448
2017-05-18,19.134482758620692
2017-05-19,6.481034482758621
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,6.481034482758621
2017-06-02,6.789655172413793
2017-06-03,0.0
