date,hand
2016-11-30,71.73149546827794
2016-12-01,69.96034743202416
2016-12-02,68.18919939577039
2016-12-03,69.96034743202416
2016-12-04,73.50264350453172
2016-12-05,71.73149546827794
2016-12-06,70.84592145015105
2016-12-07,70.84592145015105
2016-12-08,73.50264350453172
2016-12-09,67.3036253776435
2016-12-10,67.3036253776435
2016-12-11,72.61706948640483
2016-12-12,71.73149546827794
2016-12-13,71.73149546827794
2016-12-14,69.96034743202416
2016-12-15,69.96034743202416
2016-12-16,69.07477341389728
2016-12-17,69.07477341389728
2016-12-18,70.84592145015105
2016-12-19,68.18919939577039
2016-12-20,68.18919939577039
2016-12-21,69.96034743202416
2016-12-22,67.3036253776435
2016-12-23,64.64690332326283
2016-12-24,64.64690332326283
2016-12-25,61.990181268882175
2016-12-26,65.53247734138972
2016-12-27,66.41805135951661
2016-12-28,68.18919939577039
2016-12-29,68.18919939577039
2016-12-30,70.84592145015105
2016-12-31,65.53247734138972
2017-01-01,67.3036253776435
2017-01-02,69.07477341389728
2017-01-03,69.07477341389728
2017-01-04,72.61706948640483
2017-01-05,71.73149546827794
2017-01-06,69.96034743202416
2017-01-07,72.61706948640483
2017-01-08,75.2737915407855
2017-01-09,70.84592145015105
2017-01-10,70.84592145015105
2017-01-11,74.3882175226586
2017-01-12,71.73149546827794
2017-01-13,70.84592145015105
2017-01-14,72.61706948640483
2017-01-15,74.3882175226586
2017-01-16,69.96034743202416
2017-01-17,72.61706948640483
2017-01-18,72.61706948640483
2017-01-19,72.61706948640483
2017-01-20,70.84592145015105
2017-01-21,77.04493957703927
2017-01-22,77.93051359516616
2017-01-23,72.61706948640483
2017-01-24,79.70166163141994
2017-01-25,72.61706948640483
2017-01-26,77.04493957703927
2017-01-27,74.3882175226586
2017-01-28,77.04493957703927
2017-01-29,88.55740181268882
2017-01-30,75.2737915407855
2017-01-31,73.50264350453172
2017-02-01,71.73149546827794
2017-02-02,71.73149546827794
2017-02-03,70.84592145015105
2017-02-04,73.50264350453172
2017-02-05,72.61706948640483
2017-02-06,71.73149546827794
2017-02-07,72.61706948640483
2017-02-08,71.73149546827794
2017-02-09,70.84592145015105
2017-02-10,69.96034743202416
2017-02-11,73.50264350453172
2017-02-12,75.2737915407855
2017-02-13,70.84592145015105
2017-02-14,71.73149546827794
2017-02-15,71.73149546827794
2017-02-16,70.84592145015105
2017-02-17,69.96034743202416
2017-02-18,72.61706948640483
2017-02-19,77.04493957703927
2017-02-20,73.50264350453172
2017-02-21,71.73149546827794
2017-02-22,71.73149546827794
2017-02-23,70.84592145015105
2017-02-24,69.96034743202416
2017-02-25,73.50264350453172
2017-02-26,74.3882175226586
2017-02-27,72.61706948640483
2017-02-28,73.50264350453172
2017-03-01,70.48017371601208
2017-03-02,70.92296072507553
2017-03-03,70.48017371601208
2017-03-04,71.36574773413898
2017-03-05,74.63689577039275
2017-03-06,72.30853474320242
2017-03-07,70.92296072507553
2017-03-08,71.36574773413898
2017-03-09,71.36574773413898
2017-03-10,69.98017371601208
2017-03-11,72.86574773413898
2017-03-12,74.6941087613293
2017-03-13,69.98017371601208
2017-03-14,71.36574773413898
2017-03-15,71.86574773413898
2017-03-16,72.80853474320242
2017-03-17,75.13689577039275
2017-03-18,80.2936178247734
2017-03-19,81.73640483383686
2017-03-20,76.07968277945619
2017-03-21,75.13689577039275
2017-03-22,73.30853474320242
2017-03-23,73.25132175226585
2017-03-24,71.86574773413898
2017-03-25,74.1941087613293
2017-03-26,77.02246978851963
2017-03-27,72.75132175226585
2017-03-28,72.80853474320242
2017-03-29,74.6941087613293
2017-03-30,73.25132175226585
2017-03-31,71.86574773413898
2017-04-01,74.1941087613293
2017-04-02,77.0
2017-04-03,74.0
2017-04-04,72.0
2017-04-05,71.0
2017-04-06,73.0
2017-04-07,70.0
2017-04-08,73.0
2017-04-09,75.0
2017-04-10,72.0
2017-04-11,71.0
2017-04-12,72.0
2017-04-13,72.0
2017-04-14,73.0
2017-04-15,73.0
2017-04-16,73.0
2017-04-17,74.0
2017-04-18,72.0
2017-04-19,73.0
2017-04-20,73.0
2017-04-21,73.0
2017-04-22,75.0
2017-04-23,74.0
2017-04-24,75.0
2017-04-25,75.0
2017-04-26,75.0
2017-04-27,73.0
2017-04-28,75.0
2017-04-29,79.0
2017-04-30,79.0
2017-05-01,79.0
2017-05-02,77.0
2017-05-03,76.0
2017-05-04,78.0
2017-05-05,80.0
2017-05-06,87.0
2017-05-07,86.0
2017-05-08,82.0
2017-05-09,84.0
2017-05-10,87.0
2017-05-11,89.0
2017-05-12,91.0
2017-05-13,98.0
2017-05-14,93.0
2017-05-15,89.0
2017-05-16,88.0
2017-05-17,91.0
2017-05-18,90.0
2017-05-19,92.0
2017-05-20,100.0
2017-05-21,91.0
2017-05-22,89.0
2017-05-23,93.0
2017-05-24,91.0
2017-05-25,91.0
2017-05-26,93.0
2017-05-27,88.0
2017-05-28,89.0
2017-05-29,84.0
2017-05-30,84.0
2017-05-31,83.0
2017-06-01,81.0
2017-06-02,80.0
2017-06-03,88.0
