date,hillary clinton russia
2016-05-01,0.0
2016-05-02,3.673769287288758
2016-05-03,0.9184423218221895
2016-05-04,2.2961058045554736
2016-05-05,2.2961058045554736
2016-05-06,2.7553269654665686
2016-05-07,1.836884643644379
2016-05-08,3.2145481263776636
2016-05-09,4.132990448199853
2016-05-10,3.673769287288758
2016-05-11,5.510653930933137
2016-05-12,3.673769287288758
2016-05-13,2.7553269654665686
2016-05-14,3.2145481263776636
2016-05-15,2.2961058045554736
2016-05-16,1.836884643644379
2016-05-17,2.2961058045554736
2016-05-18,5.051432770022043
2016-05-19,3.2145481263776636
2016-05-20,1.3776634827332843
2016-05-21,1.3776634827332843
2016-05-22,1.3776634827332843
2016-05-23,0.0
2016-05-24,3.2145481263776636
2016-05-25,2.2961058045554736
2016-05-26,2.7553269654665686
2016-05-27,2.2961058045554736
2016-05-28,1.3776634827332843
2016-05-29,0.9184423218221895
2016-05-30,3.2145481263776636
2016-05-31,3.673769287288758
2016-06-01,2.7553269654665686
2016-06-02,2.7553269654665686
2016-06-03,2.2961058045554736
2016-06-04,1.3776634827332843
2016-06-05,3.2145481263776636
2016-06-06,0.9184423218221895
2016-06-07,1.836884643644379
2016-06-08,3.673769287288758
2016-06-09,4.132990448199853
2016-06-10,4.592211609110947
2016-06-11,3.2145481263776636
2016-06-12,4.592211609110947
2016-06-13,1.836884643644379
2016-06-14,5.510653930933137
2016-06-15,6.888317413666422
2016-06-16,4.592211609110947
2016-06-17,4.592211609110947
2016-06-18,2.7553269654665686
2016-06-19,3.2145481263776636
2016-06-20,3.2145481263776636
2016-06-21,3.673769287288758
2016-06-22,3.673769287288758
2016-06-23,2.7553269654665686
2016-06-24,2.2961058045554736
2016-06-25,4.132990448199853
2016-06-26,4.592211609110947
2016-06-27,2.7553269654665686
2016-06-28,2.7553269654665686
2016-06-29,2.7553269654665686
2016-06-30,1.3776634827332843
2016-07-01,1.836884643644379
2016-07-02,2.2961058045554736
2016-07-03,3.673769287288758
2016-07-04,2.7553269654665686
2016-07-05,2.7553269654665686
2016-07-06,5.510653930933137
2016-07-07,4.132990448199853
2016-07-08,7.347538574577516
2016-07-09,3.2145481263776636
2016-07-10,5.510653930933137
2016-07-11,2.2961058045554736
2016-07-12,1.836884643644379
2016-07-13,1.836884643644379
2016-07-14,3.2145481263776636
2016-07-15,2.7553269654665686
2016-07-16,1.836884643644379
2016-07-17,5.510653930933137
2016-07-18,4.132990448199853
2016-07-19,2.7553269654665686
2016-07-20,4.132990448199853
2016-07-21,3.2145481263776636
2016-07-22,5.510653930933137
2016-07-23,5.969875091844232
2016-07-24,5.051432770022043
2016-07-25,14.235855988243937
2016-07-26,13.317413666421748
2016-07-27,44.0852314474651
2016-07-28,26.1756061719324
2016-07-29,24.797942689199118
2016-07-30,11.48052902277737
2016-07-31,11.021307861866275
2016-08-01,13.317413666421748
2016-08-02,8.725202057310801
2016-08-03,7.347538574577516
2016-08-04,5.510653930933137
2016-08-05,7.806759735488611
2016-08-06,6.888317413666422
2016-08-07,4.592211609110947
2016-08-08,3.673769287288758
2016-08-09,5.969875091844232
2016-08-10,5.051432770022043
2016-08-11,7.347538574577516
2016-08-12,5.510653930933137
2016-08-13,3.673769287288758
2016-08-14,4.592211609110947
2016-08-15,8.265980896399705
2016-08-16,3.673769287288758
2016-08-17,2.2961058045554736
2016-08-18,5.051432770022043
2016-08-19,2.2961058045554736
2016-08-20,3.673769287288758
2016-08-21,5.051432770022043
2016-08-22,4.592211609110947
2016-08-23,3.673769287288758
2016-08-24,4.132990448199853
2016-08-25,4.132990448199853
2016-08-26,4.592211609110947
2016-08-27,3.2145481263776636
2016-08-28,3.2145481263776636
2016-08-29,3.673769287288758
2016-08-30,4.132990448199853
2016-08-31,4.592211609110947
2016-09-01,3.2145481263776636
2016-09-02,5.969875091844232
2016-09-03,3.2145481263776636
2016-09-04,3.673769287288758
2016-09-05,2.7553269654665686
2016-09-06,8.265980896399705
2016-09-07,5.051432770022043
2016-09-08,4.592211609110947
2016-09-09,7.347538574577516
2016-09-10,1.836884643644379
2016-09-11,4.592211609110947
2016-09-12,11.48052902277737
2016-09-13,3.2145481263776636
2016-09-14,5.510653930933137
2016-09-15,6.888317413666422
2016-09-16,6.429096252755327
2016-09-17,4.592211609110947
2016-09-18,2.7553269654665686
2016-09-19,5.510653930933137
2016-09-20,2.7553269654665686
2016-09-21,5.051432770022043
2016-09-22,5.510653930933137
2016-09-23,4.132990448199853
2016-09-24,7.347538574577516
2016-09-25,5.510653930933137
2016-09-26,6.888317413666422
2016-09-27,20.20573108008817
2016-09-28,12.398971344599559
2016-09-29,6.429096252755327
2016-09-30,6.429096252755327
2016-10-01,9.403379867744306
2016-10-02,3.148052902277737
2016-10-03,5.984937545922116
2016-10-04,6.632990448199853
2016-10-05,13.19948567229978
2016-10-06,7.673769287288758
2016-10-07,6.714548126377664
2016-10-08,15.495591476855253
2016-10-09,11.740264511388684
2016-10-10,30.424687729610582
2016-10-11,14.69948567229978
2016-10-12,22.710139603232918
2016-10-13,24.924687729610582
2016-10-14,35.302351212343865
2016-10-15,26.5878030859662
2016-10-16,24.210139603232918
2016-10-17,20.291697281410727
2016-10-18,22.062086700955177
2016-10-19,22.39897134459956
2016-10-20,48.461058045554736
2016-10-21,22.66936076414401
2016-10-22,22.89897134459956
2016-10-23,21.980529022777368
2016-10-24,21.791697281410727
2016-10-25,18.225202057310803
2016-10-26,18.64364437913299
2016-10-27,15.117927994121969
2016-10-28,17.102865540044085
2016-10-29,23.980529022777368
2016-10-30,19.45481263776635
2016-10-31,23.102865540044085
2016-11-01,27.965466568699483
2016-11-02,34.0
2016-11-03,30.0
2016-11-04,21.0
2016-11-05,16.0
2016-11-06,22.0
2016-11-07,41.0
2016-11-08,54.0
2016-11-09,100.0
2016-11-10,45.0
2016-11-11,22.0
2016-11-12,15.0
2016-11-13,10.0
2016-11-14,17.0
2016-11-15,9.0
2016-11-16,7.0
2016-11-17,8.0
2016-11-18,8.0
2016-11-19,7.0
2016-11-20,3.0
2016-11-21,2.0
2016-11-22,6.0
2016-11-23,3.0
2016-11-24,6.0
2016-11-25,8.0
2016-11-26,3.0
2016-11-27,9.0
2016-11-28,7.0
2016-11-29,4.0
2016-11-30,6.0
2016-12-01,7.0
2016-12-02,3.0
2016-12-03,4.0
2016-12-04,2.0
2016-12-05,2.0
2016-12-06,1.0
2016-12-07,2.0
2016-12-08,2.0
2016-12-09,2.0
2016-12-10,10.0
2016-12-11,19.0
2016-12-12,17.0
2016-12-13,18.0
2016-12-14,15.0
2016-12-15,10.0
2016-12-16,12.0
2016-12-17,13.0
2016-12-18,9.0
2016-12-19,7.0
2016-12-20,10.0
2016-12-21,3.0
2016-12-22,0.0
2016-12-23,3.0
2016-12-24,3.0
2016-12-25,2.0
2016-12-26,7.0
2016-12-27,6.0
2016-12-28,2.0
2016-12-29,5.0
2016-12-30,7.0
2016-12-31,11.0
2017-01-01,6.0
2017-01-02,2.0
2017-01-03,4.0
2017-01-04,3.0
2017-01-05,3.0
2017-01-06,2.0
2017-01-07,12.0
2017-01-08,5.0
2017-01-09,5.0
2017-01-10,4.0
2017-01-11,6.0
2017-01-12,6.0
2017-01-13,6.0
2017-01-14,4.0
2017-01-15,4.0
2017-01-16,5.0
2017-01-17,5.0
2017-01-18,2.0
2017-01-19,4.0
2017-01-20,5.0
2017-01-21,8.0
2017-01-22,5.0
2017-01-23,1.0
2017-01-24,1.0
2017-01-25,3.0
2017-01-26,3.0
2017-01-27,2.0
2017-01-28,3.0
2017-01-29,2.0
2017-01-30,3.0
2017-01-31,4.0
2017-02-01,2.0
2017-02-02,3.0
2017-02-03,2.0
2017-02-04,1.0
2017-02-05,3.0
2017-02-06,1.0
2017-02-07,0.0
2017-02-08,2.0
2017-02-09,1.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,2.0
2017-02-13,3.0
2017-02-14,8.0
2017-02-15,11.0
2017-02-16,48.0
2017-02-17,59.0
2017-02-18,12.0
2017-02-19,8.0
2017-02-20,3.0
2017-02-21,3.0
2017-02-22,8.0
2017-02-23,4.0
2017-02-24,2.0
2017-02-25,6.0
2017-02-26,2.0
2017-02-27,1.0
2017-02-28,2.0
2017-03-01,2.5999999999999996
2017-03-02,7.636363636363637
2017-03-03,11.254545454545454
2017-03-04,10.945454545454545
2017-03-05,8.136363636363637
2017-03-06,3.8909090909090907
2017-03-07,2.5999999999999996
2017-03-08,6.263636363636364
2017-03-09,4.263636363636364
2017-03-10,2.8727272727272726
2017-03-11,2.3727272727272726
2017-03-12,6.636363636363637
2017-03-13,2.5999999999999996
2017-03-14,4.1
2017-03-15,4.199999999999999
2017-03-16,3.6636363636363636
2017-03-17,3.536363636363636
2017-03-18,1.309090909090909
2017-03-19,3.8909090909090907
2017-03-20,7.699999999999999
2017-03-21,12.399999999999999
2017-03-22,6.699999999999999
2017-03-23,6.536363636363636
2017-03-24,5.618181818181818
2017-03-25,3.909090909090909
2017-03-26,1.9363636363636363
2017-03-27,4.1
2017-03-28,9.863636363636363
2017-03-29,7.945454545454545
2017-03-30,6.072727272727272
