date,hillary nazi
2016-11-08,100.0
2016-11-09,83.0
2016-11-10,35.0
2016-11-11,25.0
2016-11-12,9.0
2016-11-13,18.0
2016-11-14,15.0
2016-11-15,4.0
2016-11-16,15.0
2016-11-17,0.0
2016-11-18,8.0
2016-11-19,4.0
2016-11-20,0.0
2016-11-21,12.0
2016-11-22,8.0
2016-11-23,16.0
2016-11-24,4.0
2016-11-25,8.0
2016-11-26,9.0
2016-11-27,4.0
2016-11-28,8.0
2016-11-29,11.0
2016-11-30,8.0
2016-12-01,0.0
2016-12-02,4.0
2016-12-03,0.0
2016-12-04,4.0
2016-12-05,4.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,4.0
2016-12-09,4.0
2016-12-10,0.0
2016-12-11,5.0
2016-12-12,4.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,4.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,4.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,10.0
2017-01-02,4.0
2017-01-03,12.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,8.0
2017-01-07,0.0
2017-01-08,13.0
2017-01-09,8.0
2017-01-10,0.0
2017-01-11,4.0
2017-01-12,8.0
2017-01-13,0.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,11.0
2017-01-20,8.0
2017-01-21,9.0
2017-01-22,0.0
2017-01-23,7.0
2017-01-24,0.0
2017-01-25,11.0
2017-01-26,0.0
2017-01-27,4.0
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,4.0
2017-01-31,4.0
2017-02-01,15.0
2017-02-02,7.0
2017-02-03,0.0
2017-02-04,4.0
2017-02-05,0.0
2017-02-06,4.0
2017-02-07,0.0
2017-02-08,4.0
2017-02-09,0.0
2017-02-10,8.0
2017-02-11,9.0
2017-02-12,4.0
2017-02-13,4.0
2017-02-14,4.0
2017-02-15,8.0
2017-02-16,0.0
2017-02-17,4.0
2017-02-18,4.0
2017-02-19,9.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,7.0
2017-02-23,4.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,4.0
2017-02-28,4.0
2017-03-01,2.05720823798627
2017-03-02,2.0
2017-03-03,1.625858123569794
2017-03-04,0.0
2017-03-05,3.7585812356979407
2017-03-06,1.028604118993135
2017-03-07,1.028604118993135
2017-03-08,0.0
2017-03-09,4.561784897025172
2017-03-10,2.15675057208238
2017-03-11,1.2276887871853546
2017-03-12,1.194508009153318
2017-03-13,1.028604118993135
2017-03-14,3.028604118993135
2017-03-15,1.028604118993135
2017-03-16,1.028604118993135
2017-03-17,0.0
2017-03-18,3.194508009153318
2017-03-19,1.194508009153318
2017-03-20,0.0
2017-03-21,5.059496567505721
2017-03-22,0.0
2017-03-23,3.0617848970251718
2017-03-24,3.094965675057208
2017-03-25,0.0
2017-03-26,1.2276887871853546
2017-03-27,3.028604118993135
2017-03-28,2.0
2017-03-29,3.0617848970251718
2017-03-30,0.0
2017-03-31,5.0949656750572085
2017-04-01,1.2276887871853546
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,4.31350114416476
2017-04-07,2.189931350114416
2017-04-08,0.0
2017-04-09,2.5217391304347823
2017-04-10,0.0
2017-04-11,2.189931350114416
2017-04-12,2.189931350114416
2017-04-13,0.0
2017-04-14,2.455377574370709
2017-04-15,2.588100686498856
2017-04-16,0.0
2017-04-17,2.2562929061784893
2017-04-18,2.05720823798627
2017-04-19,2.123569794050343
2017-04-20,2.123569794050343
2017-04-21,4.512585812356979
2017-04-22,2.5217391304347823
2017-04-23,0.0
2017-04-24,2.123569794050343
2017-04-25,0.0
2017-04-26,4.11441647597254
2017-04-27,2.123569794050343
2017-04-28,6.636155606407322
2017-04-29,0.0
2017-04-30,5.0434782608695645
2017-05-01,0.0
2017-05-02,2.123569794050343
2017-05-03,2.123569794050343
2017-05-04,2.123569794050343
2017-05-05,2.189931350114416
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,2.123569794050343
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,2.455377574370709
2017-05-14,2.5217391304347823
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,2.123569794050343
2017-05-18,2.123569794050343
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,4.247139588100686
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,2.2562929061784893
2017-05-26,2.322654462242563
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,2.2562929061784893
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,2.189931350114416
2017-06-02,0.0
2017-06-03,0.0
