date,trump idiot
2016-11-01,9.443661971830986
2016-11-02,7.0
2016-11-03,9.0
2016-11-04,9.0
2016-11-05,15.0
2016-11-06,11.0
2016-11-07,9.0
2016-11-08,25.0
2016-11-09,100.0
2016-11-10,41.0
2016-11-11,31.0
2016-11-12,29.0
2016-11-13,16.0
2016-11-14,15.0
2016-11-15,16.0
2016-11-16,14.0
2016-11-17,8.0
2016-11-18,8.0
2016-11-19,9.0
2016-11-20,10.0
2016-11-21,10.0
2016-11-22,11.0
2016-11-23,10.0
2016-11-24,10.0
2016-11-25,10.0
2016-11-26,5.0
2016-11-27,7.0
2016-11-28,11.0
2016-11-29,11.0
2016-11-30,6.0
2016-12-01,7.0
2016-12-02,9.0
2016-12-03,11.0
2016-12-04,10.0
2016-12-05,8.0
2016-12-06,5.0
2016-12-07,8.0
2016-12-08,7.0
2016-12-09,3.0
2016-12-10,6.0
2016-12-11,7.0
2016-12-12,6.0
2016-12-13,14.0
2016-12-14,6.0
2016-12-15,5.0
2016-12-16,15.0
2016-12-17,7.0
2016-12-18,13.0
2016-12-19,8.0
2016-12-20,12.0
2016-12-21,3.0
2016-12-22,6.0
2016-12-23,8.0
2016-12-24,7.0
2016-12-25,4.0
2016-12-26,4.0
2016-12-27,3.0
2016-12-28,9.0
2016-12-29,4.0
2016-12-30,13.0
2016-12-31,8.0
2017-01-01,5.0
2017-01-02,7.0
2017-01-03,4.0
2017-01-04,2.0
2017-01-05,5.0
2017-01-06,13.0
2017-01-07,13.0
2017-01-08,4.0
2017-01-09,8.0
2017-01-10,8.0
2017-01-11,19.0
2017-01-12,17.0
2017-01-13,5.0
2017-01-14,11.0
2017-01-15,10.0
2017-01-16,3.0
2017-01-17,19.0
2017-01-18,13.0
2017-01-19,8.0
2017-01-20,25.0
2017-01-21,23.0
2017-01-22,24.0
2017-01-23,17.0
2017-01-24,14.0
2017-01-25,18.0
2017-01-26,30.0
2017-01-27,21.0
2017-01-28,30.0
2017-01-29,34.0
2017-01-30,23.0
2017-01-31,24.0
2017-02-01,15.0
2017-02-02,10.0
2017-02-03,16.0
2017-02-04,14.0
2017-02-05,13.0
2017-02-06,10.0
2017-02-07,14.0
2017-02-08,10.0
2017-02-09,16.0
2017-02-10,8.0
2017-02-11,14.0
2017-02-12,12.0
2017-02-13,8.0
2017-02-14,10.0
2017-02-15,13.0
2017-02-16,9.0
2017-02-17,14.0
2017-02-18,14.0
2017-02-19,17.0
2017-02-20,21.0
2017-02-21,8.0
2017-02-22,8.0
2017-02-23,9.0
2017-02-24,7.0
2017-02-25,10.0
2017-02-26,12.0
2017-02-27,7.0
2017-02-28,5.0
2017-03-01,11.533152909336941
2017-03-02,6.577131258457374
2017-03-03,4.2841677943166445
2017-03-04,11.5595399188092
2017-03-05,19.136671177266578
2017-03-06,14.438430311231393
2017-03-07,8.94722598105548
2017-03-08,8.76657645466847
2017-03-09,4.077131258457374
2017-03-10,5.7753721244925575
2017-03-11,5.766576454668471
2017-03-12,5.577131258457374
2017-03-13,5.180649526387009
2017-03-14,6.964817320703654
2017-03-15,10.145466847090663
2017-03-16,10.163058186738837
2017-03-17,15.619079837618402
2017-03-18,16.53315290933694
2017-03-19,11.0595399188092
2017-03-20,9.456021650879567
2017-03-21,11.44722598105548
2017-03-22,5.97361299052774
2017-03-23,9.257780784844385
2017-03-24,9.852503382949934
2017-03-25,9.248985115020297
2017-03-26,5.482408660351827
2017-03-27,6.370094722598106
2017-03-28,7.964817320703654
2017-03-29,10.154262516914748
2017-03-30,10.163058186738837
2017-03-31,7.2577807848443845
2017-04-01,8.26657645466847
2017-04-02,3.171853856562923
2017-04-03,7.533152909336942
2017-04-04,8.722598105548037
2017-04-05,30.132611637347768
2017-04-06,12.290933694181327
2017-04-07,9.515561569688769
2017-04-08,9.119079837618402
2017-04-09,9.119079837618402
2017-04-10,5.154262516914749
2017-04-11,6.740189445196211
2017-04-12,8.326116373477673
2017-04-13,9.912043301759134
2017-04-14,9.912043301759134
2017-04-15,11.10148849797023
2017-04-16,6.740189445196211
2017-04-17,7.533152909336942
2017-04-18,5.550744248985115
2017-04-19,8.722598105548037
2017-04-20,7.136671177266576
2017-04-21,6.343707713125846
2017-04-22,7.136671177266576
2017-04-23,3.568335588633288
2017-04-24,5.154262516914749
2017-04-25,7.533152909336942
2017-04-26,7.929634641407307
2017-04-27,5.550744248985115
2017-04-28,5.154262516914749
2017-04-29,5.550744248985115
2017-04-30,4.361299052774019
2017-05-01,9.515561569688769
2017-05-02,11.497970230040595
2017-05-03,5.550744248985115
2017-05-04,7.929634641407307
2017-05-05,9.515561569688769
2017-05-06,4.7577807848443845
2017-05-07,4.7577807848443845
2017-05-08,1.9824086603518267
2017-05-09,7.533152909336942
2017-05-10,7.533152909336942
2017-05-11,16.25575101488498
2017-05-12,15.859269282814614
2017-05-13,15.066305818673884
2017-05-14,9.515561569688769
2017-05-15,14.669824086603517
2017-05-16,21.806495263870094
2017-05-17,13.876860622462788
2017-05-18,7.136671177266576
2017-05-19,9.119079837618402
2017-05-20,13.480378890392423
2017-05-21,6.740189445196211
2017-05-22,8.722598105548037
2017-05-23,7.136671177266576
2017-05-24,10.308525033829499
2017-05-25,10.308525033829499
2017-05-26,15.462787550744249
2017-05-27,9.912043301759134
2017-05-28,7.533152909336942
2017-05-29,9.515561569688769
2017-05-30,10.705006765899865
2017-05-31,12.290933694181327
2017-06-01,30.132611637347768
2017-06-02,39.648173207036535
2017-06-03,18.238159675236805
