date,donald trump stupid
2016-05-01,3.891304347826087
2016-05-02,3.2686956521739132
2016-05-03,3.2686956521739132
2016-05-04,5.447826086956522
2016-05-05,4.513913043478261
2016-05-06,5.292173913043478
2016-05-07,7.782608695652174
2016-05-08,5.136521739130435
2016-05-09,6.5373913043478264
2016-05-10,3.7356521739130435
2016-05-11,5.914782608695652
2016-05-12,3.2686956521739132
2016-05-13,2.8017391304347825
2016-05-14,4.513913043478261
2016-05-15,0.0
2016-05-16,4.8252173913043475
2016-05-17,4.8252173913043475
2016-05-18,3.7356521739130435
2016-05-19,1.0895652173913044
2016-05-20,3.4243478260869566
2016-05-21,2.4904347826086957
2016-05-22,2.646086956521739
2016-05-23,1.0895652173913044
2016-05-24,2.646086956521739
2016-05-25,1.0895652173913044
2016-05-26,1.7121739130434783
2016-05-27,1.7121739130434783
2016-05-28,3.2686956521739132
2016-05-29,4.513913043478261
2016-05-30,1.7121739130434783
2016-05-31,4.358260869565218
2016-06-01,1.0895652173913044
2016-06-02,2.179130434782609
2016-06-03,2.3347826086956522
2016-06-04,2.0234782608695654
2016-06-05,3.891304347826087
2016-06-06,2.646086956521739
2016-06-07,1.0895652173913044
2016-06-08,2.8017391304347825
2016-06-09,3.891304347826087
2016-06-10,5.759130434782609
2016-06-11,1.2452173913043478
2016-06-12,2.4904347826086957
2016-06-13,1.5565217391304347
2016-06-14,1.5565217391304347
2016-06-15,5.447826086956522
2016-06-16,4.513913043478261
2016-06-17,1.7121739130434783
2016-06-18,2.0234782608695654
2016-06-19,2.4904347826086957
2016-06-20,4.8252173913043475
2016-06-21,2.8017391304347825
2016-06-22,2.179130434782609
2016-06-23,1.0895652173913044
2016-06-24,2.8017391304347825
2016-06-25,3.891304347826087
2016-06-26,0.0
2016-06-27,2.646086956521739
2016-06-28,3.2686956521739132
2016-06-29,1.7121739130434783
2016-06-30,1.7121739130434783
2016-07-01,1.0895652173913044
2016-07-02,3.2686956521739132
2016-07-03,3.2686956521739132
2016-07-04,0.6226086956521739
2016-07-05,1.0895652173913044
2016-07-06,2.3347826086956522
2016-07-07,1.0895652173913044
2016-07-08,2.957391304347826
2016-07-09,1.2452173913043478
2016-07-10,2.0234782608695654
2016-07-11,4.513913043478261
2016-07-12,3.2686956521739132
2016-07-13,4.980869565217391
2016-07-14,3.4243478260869566
2016-07-15,3.4243478260869566
2016-07-16,2.646086956521739
2016-07-17,4.046956521739131
2016-07-18,2.179130434782609
2016-07-19,9.650434782608695
2016-07-20,5.603478260869565
2016-07-21,9.027826086956521
2016-07-22,12.140869565217391
2016-07-23,11.829565217391304
2016-07-24,5.914782608695652
2016-07-25,2.8017391304347825
2016-07-26,8.249565217391304
2016-07-27,6.070434782608696
2016-07-28,6.693043478260869
2016-07-29,7.626956521739131
2016-07-30,5.292173913043478
2016-07-31,5.914782608695652
2016-08-01,7.315652173913043
2016-08-02,7.315652173913043
2016-08-03,6.693043478260869
2016-08-04,9.027826086956521
2016-08-05,6.381739130434783
2016-08-06,4.046956521739131
2016-08-07,2.646086956521739
2016-08-08,6.693043478260869
2016-08-09,3.4243478260869566
2016-08-10,5.603478260869565
2016-08-11,7.938260869565218
2016-08-12,3.4243478260869566
2016-08-13,5.292173913043478
2016-08-14,6.5373913043478264
2016-08-15,2.957391304347826
2016-08-16,2.8017391304347825
2016-08-17,4.980869565217391
2016-08-18,2.179130434782609
2016-08-19,3.4243478260869566
2016-08-20,3.2686956521739132
2016-08-21,1.8678260869565217
2016-08-22,3.2686956521739132
2016-08-23,1.0895652173913044
2016-08-24,2.8017391304347825
2016-08-25,5.603478260869565
2016-08-26,2.3347826086956522
2016-08-27,3.2686956521739132
2016-08-28,4.513913043478261
2016-08-29,0.0
2016-08-30,3.2686956521739132
2016-08-31,1.0895652173913044
2016-09-01,3.891304347826087
2016-09-02,2.3347826086956522
2016-09-03,1.2452173913043478
2016-09-04,1.2452173913043478
2016-09-05,2.8017391304347825
2016-09-06,2.646086956521739
2016-09-07,2.179130434782609
2016-09-08,1.0895652173913044
2016-09-09,3.891304347826087
2016-09-10,4.980869565217391
2016-09-11,1.2452173913043478
2016-09-12,2.8017391304347825
2016-09-13,1.5565217391304347
2016-09-14,0.46695652173913044
2016-09-15,4.8252173913043475
2016-09-16,3.891304347826087
2016-09-17,2.4904347826086957
2016-09-18,3.1130434782608694
2016-09-19,5.292173913043478
2016-09-20,2.0234782608695654
2016-09-21,2.646086956521739
2016-09-22,5.292173913043478
2016-09-23,6.070434782608696
2016-09-24,4.358260869565218
2016-09-25,4.358260869565218
2016-09-26,4.202608695652174
2016-09-27,11.985217391304348
2016-09-28,5.292173913043478
2016-09-29,7.004347826086956
2016-09-30,3.891304347826087
2016-10-01,5.346521739130434
2016-10-02,4.834782608695653
2016-10-03,4.101304347826087
2016-10-04,4.29
2016-10-05,4.056521739130435
2016-10-06,4.379565217391304
2016-10-07,3.0895652173913044
2016-10-08,6.780434782608696
2016-10-09,4.412608695652174
2016-10-10,15.204782608695652
2016-10-11,7.6695652173913045
2016-10-12,7.313478260869566
2016-10-13,5.690869565217391
2016-10-14,5.146086956521739
2016-10-15,4.867826086956522
2016-10-16,5.535217391304348
2016-10-17,4.056521739130435
2016-10-18,6.613043478260869
2016-10-19,3.8230434782608693
2016-10-20,14.282608695652174
2016-10-21,6.190869565217391
2016-10-22,4.412608695652174
2016-10-23,3.478695652173913
2016-10-24,2.8230434782608693
2016-10-25,6.256956521739131
2016-10-26,3.29
2016-10-27,5.113043478260869
2016-10-28,4.679130434782609
2016-10-29,4.29
2016-10-30,4.601304347826087
2016-10-31,6.457391304347826
2016-11-01,5.912608695652174
2016-11-02,7.0
2016-11-03,5.0
2016-11-04,6.0
2016-11-05,3.0
2016-11-06,4.0
2016-11-07,9.0
2016-11-08,14.0
2016-11-09,100.0
2016-11-10,41.0
2016-11-11,23.0
2016-11-12,19.0
2016-11-13,16.0
2016-11-14,10.0
2016-11-15,9.0
2016-11-16,7.0
2016-11-17,4.0
2016-11-18,4.0
2016-11-19,3.0
2016-11-20,5.0
2016-11-21,2.0
2016-11-22,3.0
2016-11-23,2.0
2016-11-24,3.0
2016-11-25,4.0
2016-11-26,2.0
2016-11-27,3.0
2016-11-28,1.0
2016-11-29,5.0
2016-11-30,5.0
2016-12-01,4.0
2016-12-02,3.0
2016-12-03,3.0
2016-12-04,2.0
2016-12-05,2.0
2016-12-06,3.0
2016-12-07,1.0
2016-12-08,2.0
2016-12-09,1.0
2016-12-10,2.0
2016-12-11,3.0
2016-12-12,3.0
2016-12-13,3.0
2016-12-14,3.0
2016-12-15,1.0
2016-12-16,2.0
2016-12-17,3.0
2016-12-18,1.0
2016-12-19,3.0
2016-12-20,2.0
2016-12-21,3.0
2016-12-22,2.0
2016-12-23,3.0
2016-12-24,2.0
2016-12-25,2.0
2016-12-26,1.0
2016-12-27,2.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,1.0
2016-12-31,2.0
2017-01-01,3.0
