date,putin speech
2016-05-01,2.005141388174807
2016-05-02,1.7544987146529563
2016-05-03,9.524421593830333
2016-05-04,1.5038560411311053
2016-05-05,3.2583547557840613
2016-05-06,3.5089974293059125
2016-05-07,3.7596401028277633
2016-05-08,0.0
2016-05-09,5.76478149100257
2016-05-10,4.010282776349614
2016-05-11,6.516709511568123
2016-05-12,3.2583547557840613
2016-05-13,3.2583547557840613
2016-05-14,2.005141388174807
2016-05-15,2.005141388174807
2016-05-16,3.2583547557840613
2016-05-17,2.5064267352185086
2016-05-18,1.5038560411311053
2016-05-19,3.2583547557840613
2016-05-20,3.5089974293059125
2016-05-21,4.762210796915166
2016-05-22,4.762210796915166
2016-05-23,4.762210796915166
2016-05-24,1.5038560411311053
2016-05-25,3.2583547557840613
2016-05-26,2.5064267352185086
2016-05-27,3.5089974293059125
2016-05-28,6.767352185089973
2016-05-29,0.0
2016-05-30,3.2583547557840613
2016-05-31,4.762210796915166
2016-06-01,1.5038560411311053
2016-06-02,3.2583547557840613
2016-06-03,2.5064267352185086
2016-06-04,3.0077120822622105
2016-06-05,2.7570694087403598
2016-06-06,2.5064267352185086
2016-06-07,1.5038560411311053
2016-06-08,5.012853470437017
2016-06-09,1.7544987146529563
2016-06-10,1.7544987146529563
2016-06-11,0.0
2016-06-12,2.7570694087403598
2016-06-13,4.762210796915166
2016-06-14,1.5038560411311053
2016-06-15,4.762210796915166
2016-06-16,2.5064267352185086
2016-06-17,6.015424164524421
2016-06-18,8.77249357326478
2016-06-19,6.767352185089973
2016-06-20,1.5038560411311053
2016-06-21,2.5064267352185086
2016-06-22,4.762210796915166
2016-06-23,2.5064267352185086
2016-06-24,3.5089974293059125
2016-06-25,0.0
2016-06-26,5.76478149100257
2016-06-27,3.2583547557840613
2016-06-28,3.2583547557840613
2016-06-29,2.5064267352185086
2016-06-30,1.7544987146529563
2016-07-01,3.5089974293059125
2016-07-02,2.005141388174807
2016-07-03,2.005141388174807
2016-07-04,3.5089974293059125
2016-07-05,2.5064267352185086
2016-07-06,3.5089974293059125
2016-07-07,5.012853470437017
2016-07-08,8.77249357326478
2016-07-09,3.0077120822622105
2016-07-10,5.76478149100257
2016-07-11,3.2583547557840613
2016-07-12,6.516709511568123
2016-07-13,1.7544987146529563
2016-07-14,5.012853470437017
2016-07-15,3.5089974293059125
2016-07-16,5.76478149100257
2016-07-17,4.010282776349614
2016-07-18,5.76478149100257
2016-07-19,5.012853470437017
2016-07-20,5.012853470437017
2016-07-21,3.5089974293059125
2016-07-22,6.015424164524421
2016-07-23,3.0077120822622105
2016-07-24,5.76478149100257
2016-07-25,7.519280205655527
2016-07-26,3.2583547557840613
2016-07-27,5.76478149100257
2016-07-28,25.064267352185087
2016-07-29,13.033419023136245
2016-07-30,10.025706940874034
2016-07-31,7.769922879177377
2016-08-01,6.516709511568123
2016-08-02,7.519280205655527
2016-08-03,10.025706940874034
2016-08-04,1.7544987146529563
2016-08-05,5.263496143958869
2016-08-06,2.005141388174807
2016-08-07,4.010282776349614
2016-08-08,4.010282776349614
2016-08-09,5.76478149100257
2016-08-10,5.76478149100257
2016-08-11,2.5064267352185086
2016-08-12,1.7544987146529563
2016-08-13,2.005141388174807
2016-08-14,5.012853470437017
2016-08-15,6.767352185089973
2016-08-16,6.516709511568123
2016-08-17,1.7544987146529563
2016-08-18,3.2583547557840613
2016-08-19,5.263496143958869
2016-08-20,0.0
2016-08-21,2.005141388174807
2016-08-22,1.7544987146529563
2016-08-23,3.2583547557840613
2016-08-24,3.2583547557840613
2016-08-25,3.2583547557840613
2016-08-26,4.260925449871465
2016-08-27,2.005141388174807
2016-08-28,2.005141388174807
2016-08-29,3.2583547557840613
2016-08-30,1.5038560411311053
2016-08-31,0.0
2016-09-01,3.2583547557840613
2016-09-02,3.2583547557840613
2016-09-03,5.76478149100257
2016-09-04,1.7544987146529563
2016-09-05,4.010282776349614
2016-09-06,5.5141388174807195
2016-09-07,4.010282776349614
2016-09-08,4.010282776349614
2016-09-09,3.2583547557840613
2016-09-10,3.7596401028277633
2016-09-11,5.5141388174807195
2016-09-12,3.2583547557840613
2016-09-13,3.2583547557840613
2016-09-14,2.5064267352185086
2016-09-15,3.2583547557840613
2016-09-16,3.2583547557840613
2016-09-17,3.7596401028277633
2016-09-18,3.5089974293059125
2016-09-19,1.5038560411311053
2016-09-20,8.52185089974293
2016-09-21,5.5141388174807195
2016-09-22,4.010282776349614
2016-09-23,6.516709511568123
2016-09-24,3.7596401028277633
2016-09-25,1.7544987146529563
2016-09-26,2.255784061696658
2016-09-27,1.5038560411311053
2016-09-28,2.255784061696658
2016-09-29,4.010282776349614
2016-09-30,1.7544987146529563
2016-10-01,5.755784061696658
2016-10-02,0.0
2016-10-03,2.127892030848329
2016-10-04,2.8798200514138816
