date,family
2016-05-01,75.23087385243115
2016-05-02,80.30261815708943
2016-05-03,76.0761645698742
2016-05-04,76.92145528731724
2016-05-05,77.7667460047603
2016-05-06,73.54029241754506
2016-05-07,72.69500170010201
2016-05-08,72.69500170010201
2016-05-09,81.14790887453248
2016-05-10,76.92145528731724
2016-05-11,74.38558313498811
2016-05-12,74.38558313498811
2016-05-13,74.38558313498811
2016-05-14,69.31383883032983
2016-05-15,75.23087385243115
2016-05-16,84.52907174430466
2016-05-17,76.92145528731724
2016-05-18,76.0761645698742
2016-05-19,75.23087385243115
2016-05-20,73.54029241754506
2016-05-21,70.15912954777286
2016-05-22,74.38558313498811
2016-05-23,77.7667460047603
2016-05-24,76.0761645698742
2016-05-25,74.38558313498811
2016-05-26,76.0761645698742
2016-05-27,74.38558313498811
2016-05-28,68.46854811288678
2016-05-29,71.84971098265896
2016-05-30,69.31383883032983
2016-05-31,77.7667460047603
2016-06-01,74.38558313498811
2016-06-02,74.38558313498811
2016-06-03,71.84971098265896
2016-06-04,73.54029241754506
2016-06-05,73.54029241754506
2016-06-06,76.92145528731724
2016-06-07,73.54029241754506
2016-06-08,74.38558313498811
2016-06-09,72.69500170010201
2016-06-10,72.69500170010201
2016-06-11,73.54029241754506
2016-06-12,72.69500170010201
2016-06-13,75.23087385243115
2016-06-14,73.54029241754506
2016-06-15,72.69500170010201
2016-06-16,73.54029241754506
2016-06-17,73.54029241754506
2016-06-18,71.00442026521591
2016-06-19,74.38558313498811
2016-06-20,78.61203672220334
2016-06-21,75.23087385243115
2016-06-22,76.0761645698742
2016-06-23,77.7667460047603
2016-06-24,74.38558313498811
2016-06-25,72.69500170010201
2016-06-26,76.92145528731724
2016-06-27,82.83849030941857
2016-06-28,80.30261815708943
2016-06-29,75.23087385243115
2016-06-30,75.23087385243115
2016-07-01,72.69500170010201
2016-07-02,76.92145528731724
2016-07-03,76.92145528731724
2016-07-04,71.84971098265896
2016-07-05,78.61203672220334
2016-07-06,81.14790887453248
2016-07-07,76.92145528731724
2016-07-08,76.0761645698742
2016-07-09,76.0761645698742
2016-07-10,76.92145528731724
2016-07-11,80.30261815708943
2016-07-12,76.92145528731724
2016-07-13,79.45732743964638
2016-07-14,75.23087385243115
2016-07-15,71.84971098265896
2016-07-16,75.23087385243115
2016-07-17,81.14790887453248
2016-07-18,81.14790887453248
2016-07-19,80.30261815708943
2016-07-20,76.92145528731724
2016-07-21,76.92145528731724
2016-07-22,77.7667460047603
2016-07-23,73.54029241754506
2016-07-24,77.7667460047603
2016-07-25,79.45732743964638
