date,family
2016-07-26,80.30261815708943
2016-07-27,76.92145528731724
2016-07-28,77.7667460047603
2016-07-29,75.23087385243115
2016-07-30,76.0761645698742
2016-07-31,79.45732743964638
2016-08-01,83.68378102686161
2016-08-02,81.99319959197553
2016-08-03,80.30261815708943
2016-08-04,79.45732743964638
2016-08-05,77.7667460047603
2016-08-06,73.54029241754506
2016-08-07,74.38558313498811
2016-08-08,79.45732743964638
2016-08-09,77.7667460047603
2016-08-10,75.23087385243115
2016-08-11,76.0761645698742
2016-08-12,73.54029241754506
2016-08-13,73.54029241754506
2016-08-14,79.45732743964638
2016-08-15,80.30261815708943
2016-08-16,76.92145528731724
2016-08-17,75.23087385243115
2016-08-18,72.69500170010201
2016-08-19,74.38558313498811
2016-08-20,70.15912954777286
2016-08-21,74.38558313498811
2016-08-22,76.92145528731724
2016-08-23,76.92145528731724
2016-08-24,73.54029241754506
2016-08-25,74.38558313498811
2016-08-26,72.69500170010201
2016-08-27,71.00442026521591
2016-08-28,74.38558313498811
2016-08-29,76.92145528731724
2016-08-30,74.38558313498811
2016-08-31,74.38558313498811
2016-09-01,74.38558313498811
2016-09-02,72.69500170010201
2016-09-03,71.00442026521591
2016-09-04,75.23087385243115
2016-09-05,70.15912954777286
2016-09-06,79.45732743964638
2016-09-07,76.92145528731724
2016-09-08,75.23087385243115
2016-09-09,72.69500170010201
2016-09-10,73.54029241754506
2016-09-11,77.7667460047603
2016-09-12,82.83849030941857
2016-09-13,77.7667460047603
2016-09-14,76.0761645698742
2016-09-15,75.23087385243115
2016-09-16,76.92145528731724
2016-09-17,73.54029241754506
2016-09-18,75.23087385243115
2016-09-19,79.45732743964638
2016-09-20,76.92145528731724
2016-09-21,76.92145528731724
2016-09-22,75.23087385243115
2016-09-23,76.92145528731724
2016-09-24,73.54029241754506
2016-09-25,76.92145528731724
2016-09-26,81.99319959197553
2016-09-27,78.61203672220334
2016-09-28,78.61203672220334
2016-09-29,77.7667460047603
2016-09-30,75.23087385243115
2016-10-01,74.69279156749406
2016-10-02,76.5380822849371
2016-10-03,80.99659979598776
2016-10-04,77.80601836110168
2016-10-05,74.69279156749406
2016-10-06,76.5380822849371
2016-10-07,74.11543692621558
2016-10-08,73.77014620877253
2016-10-09,77.88337300238015
2016-10-10,80.57395443726624
2016-10-11,79.30601836110168
2016-10-12,80.07395443726624
2016-10-13,79.22866371982319
2016-10-14,75.61543692621558
2016-10-15,74.19279156749406
2016-10-16,78.30601836110168
2016-10-17,80.65130907854471
2016-10-18,80.57395443726624
2016-10-19,76.11543692621558
2016-10-20,74.27014620877253
2016-10-21,76.0380822849371
2016-10-22,74.27014620877253
2016-10-23,76.96072764365863
2016-10-24,80.22866371982319
2016-10-25,78.30601836110168
2016-10-26,77.38337300238015
2016-10-27,78.30601836110168
2016-10-28,75.5380822849371
2016-10-29,75.61543692621558
2016-10-30,83.41924515470929
2016-10-31,81.99659979598776
2016-11-01,81.99659979598776
2016-11-02,79.0
2016-11-03,77.0
2016-11-04,78.0
2016-11-05,74.0
2016-11-06,76.0
2016-11-07,80.0
2016-11-08,75.0
2016-11-09,76.0
2016-11-10,80.0
2016-11-11,78.0
2016-11-12,77.0
2016-11-13,78.0
2016-11-14,83.0
2016-11-15,82.0
2016-11-16,80.0
2016-11-17,80.0
2016-11-18,77.0
2016-11-19,75.0
2016-11-20,80.0
2016-11-21,81.0
2016-11-22,77.0
2016-11-23,74.0
2016-11-24,76.0
2016-11-25,72.0
2016-11-26,76.0
2016-11-27,79.0
2016-11-28,81.0
2016-11-29,78.0
2016-11-30,79.0
2016-12-01,80.0
2016-12-02,77.0
2016-12-03,76.0
2016-12-04,80.0
2016-12-05,84.0
2016-12-06,87.0
2016-12-07,86.0
2016-12-08,86.0
2016-12-09,76.0
2016-12-10,73.0
2016-12-11,79.0
2016-12-12,80.0
2016-12-13,79.0
2016-12-14,79.0
2016-12-15,77.0
2016-12-16,76.0
2016-12-17,75.0
2016-12-18,77.0
2016-12-19,80.0
2016-12-20,78.0
2016-12-21,78.0
2016-12-22,80.0
2016-12-23,77.0
2016-12-24,89.0
2016-12-25,100.0
2016-12-26,84.0
2016-12-27,85.0
2016-12-28,84.0
2016-12-29,82.0
2016-12-30,83.0
2016-12-31,85.0
2017-01-01,88.0
2017-01-02,83.0
2017-01-03,83.0
2017-01-04,81.0
2017-01-05,81.0
2017-01-06,81.0
2017-01-07,79.0
2017-01-08,79.0
2017-01-09,82.0
2017-01-10,81.0
2017-01-11,79.0
2017-01-12,90.0
2017-01-13,83.0
2017-01-14,81.0
2017-01-15,82.0
2017-01-16,83.0
2017-01-17,83.0
2017-01-18,80.0
2017-01-19,82.0
2017-01-20,90.0
2017-01-21,82.0
2017-01-22,80.0
2017-01-23,81.0
2017-01-24,80.0
2017-01-25,77.0
2017-01-26,78.0
2017-01-27,76.0
2017-01-28,77.0
2017-01-29,79.0
2017-01-30,81.0
2017-01-31,78.0
2017-02-01,77.0
2017-02-02,78.0
2017-02-03,77.0
2017-02-04,74.0
2017-02-05,75.0
2017-02-06,80.0
2017-02-07,79.0
2017-02-08,77.0
2017-02-09,78.0
2017-02-10,75.0
2017-02-11,76.0
2017-02-12,78.0
2017-02-13,81.0
2017-02-14,79.0
2017-02-15,77.0
2017-02-16,79.0
2017-02-17,78.0
2017-02-18,75.0
2017-02-19,83.0
2017-02-20,95.0
2017-02-21,80.0
2017-02-22,78.0
2017-02-23,76.0
2017-02-24,75.0
2017-02-25,77.0
2017-02-26,79.0
2017-02-27,82.0
2017-02-28,79.0
2017-03-01,77.85622547270782
2017-03-02,78.35622547270782
2017-03-03,77.4140206921156
2017-03-04,74.6452015697467
2017-03-05,77.02961113093114
2017-03-06,79.29843025330004
2017-03-07,77.47181591152338
2017-03-08,75.58740635033892
2017-03-09,75.1452015697467
2017-03-10,73.70299678915447
2017-03-11,74.6452015697467
2017-03-12,79.29843025330004
2017-03-13,78.85622547270782
2017-03-14,77.02961113093114
2017-03-15,75.58740635033892
2017-03-16,76.02961113093114
2017-03-17,76.02961113093114
2017-03-18,75.08740635033892
2017-03-19,77.4140206921156
2017-03-20,81.68283981448448
2017-03-21,77.9140206921156
2017-03-22,76.02961113093114
2017-03-23,76.97181591152338
2017-03-24,76.97181591152338
2017-03-25,81.1250445950767
2017-03-26,81.18283981448448
2017-03-27,82.56724937566892
2017-03-28,78.85622547270782
2017-03-29,77.85622547270782
2017-03-30,80.24063503389226
2017-03-31,76.97181591152338
2017-04-01,74.1452015697467
2017-04-02,75.17481270067785
2017-04-03,81.36567962896896
2017-04-04,75.17481270067785
2017-04-05,75.17481270067785
2017-04-06,77.82804138423118
2017-04-07,76.05922226186229
2017-04-08,74.2904031394934
2017-04-09,76.94363182304674
2017-04-10,79.59686050660007
2017-04-11,77.82804138423118
2017-04-12,76.05922226186229
2017-04-13,78.71245094541563
2017-04-14,80.48127006778452
2017-04-15,76.05922226186229
2017-04-16,82.2500891901534
2017-04-17,85.7877274348912
2017-04-18,77.82804138423118
2017-04-19,77.82804138423118
2017-04-20,74.2904031394934
2017-04-21,74.2904031394934
2017-04-22,73.40599357830895
2017-04-23,75.17481270067785
2017-04-24,78.71245094541563
2017-04-25,76.94363182304674
2017-04-26,74.2904031394934
2017-04-27,77.82804138423118
2017-04-28,75.17481270067785
2017-04-29,73.40599357830895
2017-04-30,78.71245094541563
2017-05-01,88.44095611844452
2017-05-02,76.94363182304674
2017-05-03,75.17481270067785
2017-05-04,82.2500891901534
2017-05-05,78.71245094541563
2017-05-06,74.2904031394934
2017-05-07,78.71245094541563
2017-05-08,79.59686050660007
2017-05-09,76.94363182304674
2017-05-10,75.17481270067785
2017-05-11,75.17481270067785
2017-05-12,74.2904031394934
2017-05-13,72.52158401712451
2017-05-14,76.94363182304674
2017-05-15,79.59686050660007
2017-05-16,76.05922226186229
2017-05-17,77.82804138423118
2017-05-18,77.82804138423118
2017-05-19,76.05922226186229
2017-05-20,75.17481270067785
2017-05-21,80.48127006778452
2017-05-22,81.36567962896896
2017-05-23,77.82804138423118
2017-05-24,75.17481270067785
2017-05-25,79.59686050660007
2017-05-26,74.2904031394934
2017-05-27,72.52158401712451
2017-05-28,76.94363182304674
2017-05-29,73.40599357830895
2017-05-30,81.36567962896896
2017-05-31,78.71245094541563
2017-06-01,76.94363182304674
2017-06-02,76.94363182304674
2017-06-03,74.2904031394934
