date,deep state
2016-09-11,8.503311258278146
2016-09-12,9.743377483443709
2016-09-13,7.9718543046357615
2016-09-14,9.211920529801324
2016-09-15,6.023178807947019
2016-09-16,8.32615894039735
2016-09-17,15.057947019867548
2016-09-18,11.33774834437086
2016-09-19,9.389072847682119
2016-09-20,7.7947019867549665
2016-09-21,8.149006622516556
2016-09-22,9.566225165562914
2016-09-23,5.137417218543046
2016-09-24,9.566225165562914
2016-09-25,8.32615894039735
2016-09-26,9.389072847682119
2016-09-27,12.223509933774833
2016-09-28,10.097682119205297
2016-09-29,8.149006622516556
2016-09-30,10.629139072847682
2016-10-01,10.871688741721854
2016-10-02,10.991721854304636
2016-10-03,8.340231788079471
2016-10-04,9.903145695364238
2016-10-05,9.814569536423841
2016-10-06,13.35182119205298
2016-10-07,9.783112582781456
2016-10-08,10.814569536423841
2016-10-09,10.663079470198674
2016-10-10,6.397350993377483
2016-10-11,9.460264900662251
2016-10-12,11.137417218543046
2016-10-13,12.725993377483444
2016-10-14,10.017384105960264
2016-10-15,9.960264900662251
2016-10-16,14.820364238410596
2016-10-17,9.605960264900663
2016-10-18,10.428807947019866
2016-10-19,10.105960264900663
2016-10-20,8.485927152317881
2016-10-21,12.674668874172184
2016-10-22,8.548841059602648
2016-10-23,12.111754966887418
2016-10-24,8.105960264900663
2016-10-25,10.846026490066226
2016-10-26,9.371688741721854
2016-10-27,9.783112582781456
2016-10-28,7.543046357615894
2016-10-29,5.9801324503311255
2016-10-30,7.074503311258278
2016-10-31,9.700331125827814
2016-11-01,11.580298013245033
2016-11-02,14.0
2016-11-03,11.0
2016-11-04,11.0
2016-11-05,12.0
2016-11-06,7.0
2016-11-07,10.0
2016-11-08,7.0
2016-11-09,9.0
2016-11-10,10.0
2016-11-11,12.0
2016-11-12,12.0
2016-11-13,12.0
2016-11-14,10.0
2016-11-15,13.0
2016-11-16,11.0
2016-11-17,9.0
2016-11-18,12.0
2016-11-19,9.0
2016-11-20,12.0
2016-11-21,9.0
2016-11-22,10.0
2016-11-23,9.0
2016-11-24,6.0
2016-11-25,8.0
2016-11-26,10.0
2016-11-27,10.0
2016-11-28,12.0
2016-11-29,7.0
2016-11-30,8.0
2016-12-01,7.0
2016-12-02,7.0
2016-12-03,7.0
2016-12-04,8.0
2016-12-05,12.0
2016-12-06,8.0
2016-12-07,7.0
2016-12-08,8.0
2016-12-09,5.0
2016-12-10,9.0
2016-12-11,12.0
2016-12-12,9.0
2016-12-13,9.0
2016-12-14,10.0
2016-12-15,8.0
2016-12-16,6.0
2016-12-17,8.0
2016-12-18,5.0
2016-12-19,8.0
2016-12-20,13.0
2016-12-21,7.0
2016-12-22,12.0
2016-12-23,5.0
2016-12-24,5.0
2016-12-25,5.0
2016-12-26,10.0
2016-12-27,8.0
2016-12-28,6.0
2016-12-29,6.0
2016-12-30,8.0
2016-12-31,13.0
2017-01-01,10.0
2017-01-02,8.0
2017-01-03,6.0
2017-01-04,9.0
2017-01-05,11.0
2017-01-06,9.0
2017-01-07,7.0
2017-01-08,5.0
2017-01-09,8.0
2017-01-10,12.0
2017-01-11,14.0
2017-01-12,23.0
2017-01-13,19.0
2017-01-14,21.0
2017-01-15,17.0
2017-01-16,13.0
2017-01-17,15.0
2017-01-18,26.0
2017-01-19,15.0
2017-01-20,10.0
2017-01-21,12.0
2017-01-22,11.0
2017-01-23,12.0
2017-01-24,14.0
2017-01-25,11.0
2017-01-26,12.0
2017-01-27,9.0
2017-01-28,9.0
2017-01-29,10.0
2017-01-30,12.0
2017-01-31,11.0
2017-02-01,9.0
2017-02-02,10.0
2017-02-03,10.0
2017-02-04,10.0
2017-02-05,9.0
2017-02-06,11.0
2017-02-07,12.0
2017-02-08,11.0
2017-02-09,7.0
2017-02-10,10.0
2017-02-11,11.0
2017-02-12,9.0
2017-02-13,10.0
2017-02-14,30.0
2017-02-15,73.0
2017-02-16,93.0
2017-02-17,77.0
2017-02-18,54.0
2017-02-19,45.0
2017-02-20,39.0
2017-02-21,50.0
2017-02-22,45.0
2017-02-23,28.0
2017-02-24,22.0
2017-02-25,19.0
2017-02-26,17.0
2017-02-27,20.0
2017-02-28,22.0
2017-03-01,16.42885375494071
2017-03-02,15.440711462450594
2017-03-03,22.41304347826087
2017-03-04,29.869565217391305
2017-03-05,30.869565217391305
2017-03-06,45.81818181818182
2017-03-07,69.23122529644269
2017-03-08,58.7707509881423
2017-03-09,46.31818181818182
2017-03-10,58.76679841897233
2017-03-11,99.60474308300395
2017-03-12,49.3102766798419
2017-03-13,32.37747035573123
2017-03-14,22.91304347826087
2017-03-15,39.845849802371546
2017-03-16,39.35375494071147
2017-03-17,25.88932806324111
2017-03-18,20.41699604743083
2017-03-19,21.90513833992095
2017-03-20,21.90909090909091
2017-03-21,30.869565217391305
2017-03-22,22.41699604743083
2017-03-23,19.92490118577075
2017-03-24,16.436758893280633
2017-03-25,16.432806324110672
2017-03-26,17.42490118577075
2017-03-27,18.92490118577075
2017-03-28,16.42885375494071
2017-03-29,17.42885375494071
2017-03-30,15.428853754940711
2017-03-31,19.932806324110672
2017-04-01,24.897233201581027
2017-04-02,15.873517786561266
2017-04-03,18.849802371541504
2017-04-04,10.913043478260871
2017-04-05,13.889328063241107
2017-04-06,23.8102766798419
2017-04-07,39.683794466403164
2017-04-08,33.73122529644269
2017-04-09,22.81818181818182
2017-04-10,21.826086956521742
2017-04-11,20.83399209486166
2017-04-12,18.849802371541504
2017-04-13,16.865612648221344
2017-04-14,24.802371541501977
2017-04-15,19.841897233201582
2017-04-16,11.90513833992095
2017-04-17,18.849802371541504
2017-04-18,13.889328063241107
2017-04-19,20.83399209486166
2017-04-20,13.889328063241107
2017-04-21,11.90513833992095
2017-04-22,11.90513833992095
2017-04-23,16.865612648221344
2017-04-24,14.881422924901187
2017-04-25,21.826086956521742
2017-04-26,12.897233201581027
2017-04-27,19.841897233201582
2017-04-28,15.873517786561266
2017-04-29,14.881422924901187
2017-04-30,10.913043478260871
2017-05-01,16.865612648221344
2017-05-02,12.897233201581027
2017-05-03,12.897233201581027
2017-05-04,11.90513833992095
2017-05-05,11.90513833992095
2017-05-06,10.913043478260871
2017-05-07,11.90513833992095
2017-05-08,11.90513833992095
2017-05-09,14.881422924901187
2017-05-10,11.90513833992095
2017-05-11,14.881422924901187
2017-05-12,16.865612648221344
2017-05-13,13.889328063241107
2017-05-14,18.849802371541504
2017-05-15,15.873517786561266
2017-05-16,27.778656126482215
2017-05-17,48.612648221343875
2017-05-18,95.2411067193676
2017-05-19,75.39920948616601
2017-05-20,49.60474308300395
2017-05-21,30.754940711462453
2017-05-22,21.826086956521742
2017-05-23,18.849802371541504
2017-05-24,26.786561264822137
2017-05-25,19.841897233201582
2017-05-26,20.83399209486166
2017-05-27,20.83399209486166
2017-05-28,21.826086956521742
2017-05-29,21.826086956521742
2017-05-30,27.778656126482215
2017-05-31,33.73122529644269
2017-06-01,18.849802371541504
2017-06-02,17.857707509881422
2017-06-03,16.865612648221344
