date,deep state
2016-05-01,7.9718543046357615
2016-05-02,9.566225165562914
2016-05-03,5.66887417218543
2016-05-04,11.33774834437086
2016-05-05,7.9718543046357615
2016-05-06,5.491721854304635
2016-05-07,8.857615894039734
2016-05-08,5.137417218543046
2016-05-09,7.086092715231787
2016-05-10,7.263245033112582
2016-05-11,10.98344370860927
2016-05-12,11.160596026490065
2016-05-13,5.491721854304635
2016-05-14,7.9718543046357615
2016-05-15,7.440397350993377
2016-05-16,9.034768211920529
2016-05-17,8.503311258278146
2016-05-18,8.68046357615894
2016-05-19,10.097682119205297
2016-05-20,8.503311258278146
2016-05-21,7.9718543046357615
2016-05-22,10.274834437086092
2016-05-23,7.263245033112582
2016-05-24,7.6175496688741715
2016-05-25,8.857615894039734
2016-05-26,5.66887417218543
2016-05-27,11.160596026490065
2016-05-28,12.046357615894038
2016-05-29,8.32615894039735
2016-05-30,7.9718543046357615
2016-05-31,7.440397350993377
2016-06-01,11.514900662251655
2016-06-02,8.857615894039734
2016-06-03,9.566225165562914
2016-06-04,6.908940397350993
2016-06-05,7.440397350993377
2016-06-06,11.514900662251655
2016-06-07,11.33774834437086
2016-06-08,9.211920529801324
2016-06-09,10.274834437086092
2016-06-10,5.314569536423841
2016-06-11,12.223509933774833
2016-06-12,14.526490066225165
2016-06-13,9.034768211920529
2016-06-14,12.400662251655628
2016-06-15,8.503311258278146
2016-06-16,7.7947019867549665
2016-06-17,6.023178807947019
2016-06-18,9.743377483443709
2016-06-19,9.211920529801324
2016-06-20,11.514900662251655
2016-06-21,8.149006622516556
2016-06-22,10.274834437086092
2016-06-23,5.491721854304635
2016-06-24,9.566225165562914
2016-06-25,9.566225165562914
2016-06-26,10.274834437086092
2016-06-27,8.149006622516556
2016-06-28,12.932119205298012
2016-06-29,9.211920529801324
2016-06-30,9.389072847682119
2016-07-01,8.68046357615894
2016-07-02,8.149006622516556
2016-07-03,12.046357615894038
2016-07-04,6.908940397350993
2016-07-05,8.857615894039734
2016-07-06,9.566225165562914
2016-07-07,10.98344370860927
2016-07-08,8.68046357615894
2016-07-09,6.200331125827814
2016-07-10,9.389072847682119
2016-07-11,6.554635761589403
2016-07-12,6.377483443708609
2016-07-13,9.743377483443709
2016-07-14,9.743377483443709
2016-07-15,15.943708609271523
2016-07-16,15.943708609271523
2016-07-17,12.754966887417218
2016-07-18,12.400662251655628
2016-07-19,9.389072847682119
2016-07-20,9.743377483443709
2016-07-21,7.086092715231787
2016-07-22,8.149006622516556
2016-07-23,13.463576158940397
2016-07-24,13.463576158940397
2016-07-25,12.400662251655628
2016-07-26,10.274834437086092
2016-07-27,9.566225165562914
2016-07-28,12.223509933774833
2016-07-29,9.034768211920529
2016-07-30,10.629139072847682
2016-07-31,12.577814569536423
2016-08-01,9.743377483443709
2016-08-02,9.034768211920529
2016-08-03,7.263245033112582
2016-08-04,9.389072847682119
2016-08-05,8.32615894039735
2016-08-06,7.9718543046357615
2016-08-07,10.98344370860927
2016-08-08,10.274834437086092
2016-08-09,7.6175496688741715
2016-08-10,16.120860927152318
2016-08-11,11.33774834437086
2016-08-12,12.577814569536423
2016-08-13,10.097682119205297
2016-08-14,17.183774834437084
2016-08-15,10.806291390728477
2016-08-16,9.389072847682119
2016-08-17,12.754966887417218
2016-08-18,10.806291390728477
2016-08-19,8.857615894039734
2016-08-20,7.9718543046357615
2016-08-21,8.68046357615894
2016-08-22,6.377483443708609
2016-08-23,11.69205298013245
2016-08-24,12.400662251655628
2016-08-25,11.160596026490065
2016-08-26,12.754966887417218
2016-08-27,9.920529801324502
2016-08-28,10.274834437086092
2016-08-29,12.046357615894038
2016-08-30,8.32615894039735
2016-08-31,13.109271523178807
2016-09-01,10.806291390728477
2016-09-02,10.806291390728477
2016-09-03,17.715231788079468
2016-09-04,12.577814569536423
2016-09-05,9.211920529801324
2016-09-06,12.577814569536423
2016-09-07,7.6175496688741715
2016-09-08,6.023178807947019
2016-09-09,9.211920529801324
2016-09-10,9.743377483443709
