date,president trump
2016-05-01,0.8121546961325966
2016-05-02,0.6961325966850829
2016-05-03,0.8701657458563535
2016-05-04,4.1187845303867405
2016-05-05,2.958563535911602
2016-05-06,1.798342541436464
2016-05-07,1.276243093922652
2016-05-08,1.276243093922652
2016-05-09,0.9861878453038674
2016-05-10,1.1022099447513811
2016-05-11,1.1022099447513811
2016-05-12,1.0441988950276242
2016-05-13,0.9281767955801105
2016-05-14,0.8701657458563535
2016-05-15,0.8121546961325966
2016-05-16,0.9281767955801105
2016-05-17,0.7541436464088398
2016-05-18,0.8121546961325966
2016-05-19,0.8121546961325966
2016-05-20,0.580110497237569
2016-05-21,0.638121546961326
2016-05-22,0.638121546961326
2016-05-23,0.638121546961326
2016-05-24,0.638121546961326
2016-05-25,0.638121546961326
2016-05-26,0.9281767955801105
2016-05-27,0.8121546961325966
2016-05-28,0.7541436464088398
2016-05-29,0.638121546961326
2016-05-30,0.580110497237569
2016-05-31,0.580110497237569
2016-06-01,0.580110497237569
2016-06-02,0.580110497237569
2016-06-03,0.7541436464088398
2016-06-04,0.580110497237569
2016-06-05,0.580110497237569
2016-06-06,0.580110497237569
2016-06-07,0.8121546961325966
2016-06-08,1.276243093922652
2016-06-09,0.8701657458563535
2016-06-10,0.8701657458563535
2016-06-11,0.7541436464088398
2016-06-12,0.8121546961325966
2016-06-13,0.7541436464088398
2016-06-14,0.8701657458563535
2016-06-15,0.6961325966850829
2016-06-16,0.638121546961326
2016-06-17,0.5220994475138121
2016-06-18,0.580110497237569
2016-06-19,0.638121546961326
2016-06-20,0.46408839779005523
2016-06-21,0.638121546961326
2016-06-22,0.580110497237569
2016-06-23,0.46408839779005523
2016-06-24,0.7541436464088398
2016-06-25,0.5220994475138121
2016-06-26,0.46408839779005523
2016-06-27,0.5220994475138121
2016-06-28,0.46408839779005523
2016-06-29,0.46408839779005523
2016-06-30,0.5220994475138121
2016-07-01,0.46408839779005523
2016-07-02,0.5220994475138121
2016-07-03,0.46408839779005523
2016-07-04,0.46408839779005523
2016-07-05,0.5220994475138121
2016-07-06,0.638121546961326
2016-07-07,0.6961325966850829
2016-07-08,0.638121546961326
2016-07-09,0.5220994475138121
2016-07-10,0.5220994475138121
2016-07-11,0.580110497237569
2016-07-12,0.7541436464088398
2016-07-13,0.9281767955801105
2016-07-14,2.3784530386740332
2016-07-15,5.801104972375691
2016-07-16,4.524861878453039
2016-07-17,1.6243093922651932
2016-07-18,1.6243093922651932
2016-07-19,2.552486187845304
2016-07-20,2.552486187845304
2016-07-21,2.0883977900552484
2016-07-22,3.3066298342541436
2016-07-23,1.5662983425414363
2016-07-24,1.218232044198895
2016-07-25,1.160220994475138
2016-07-26,1.3922651933701657
2016-07-27,1.4502762430939227
2016-07-28,1.6823204419889501
2016-07-29,1.6243093922651932
2016-07-30,1.1022099447513811
2016-07-31,1.0441988950276242
2016-08-01,0.9281767955801105
2016-08-02,1.0441988950276242
2016-08-03,1.218232044198895
2016-08-04,0.9861878453038674
2016-08-05,0.6961325966850829
2016-08-06,0.6961325966850829
2016-08-07,0.580110497237569
2016-08-08,0.580110497237569
2016-08-09,0.638121546961326
2016-08-10,0.638121546961326
2016-08-11,0.580110497237569
2016-08-12,0.580110497237569
2016-08-13,0.46408839779005523
2016-08-14,0.5220994475138121
2016-08-15,0.46408839779005523
2016-08-16,0.46408839779005523
2016-08-17,0.46408839779005523
2016-08-18,0.5220994475138121
2016-08-19,0.5220994475138121
2016-08-20,0.5220994475138121
2016-08-21,0.4060773480662983
2016-08-22,0.4060773480662983
2016-08-23,0.46408839779005523
2016-08-24,0.46408839779005523
2016-08-25,0.46408839779005523
2016-08-26,0.4060773480662983
2016-08-27,0.46408839779005523
2016-08-28,0.4060773480662983
2016-08-29,0.4060773480662983
2016-08-30,0.34806629834254144
2016-08-31,2.1464088397790055
2016-09-01,2.9005524861878453
2016-09-02,0.8121546961325966
2016-09-03,0.580110497237569
2016-09-04,0.46408839779005523
2016-09-05,0.5220994475138121
2016-09-06,0.638121546961326
2016-09-07,1.218232044198895
2016-09-08,0.7541436464088398
2016-09-09,0.580110497237569
2016-09-10,0.5220994475138121
2016-09-11,0.580110497237569
2016-09-12,0.7541436464088398
2016-09-13,0.638121546961326
2016-09-14,0.6961325966850829
2016-09-15,0.7541436464088398
2016-09-16,0.7541436464088398
2016-09-17,0.638121546961326
2016-09-18,0.580110497237569
2016-09-19,0.638121546961326
2016-09-20,0.638121546961326
2016-09-21,0.6961325966850829
2016-09-22,0.638121546961326
2016-09-23,0.6961325966850829
2016-09-24,0.580110497237569
2016-09-25,0.638121546961326
2016-09-26,1.218232044198895
2016-09-27,3.074585635359116
2016-09-28,1.4502762430939227
2016-09-29,1.1022099447513811
2016-09-30,0.9861878453038674
2016-10-01,0.9060773480662982
2016-10-02,0.8770718232044199
2016-10-03,0.9060773480662982
2016-10-04,0.9060773480662982
2016-10-05,1.2251381215469612
2016-10-06,0.9060773480662982
2016-10-07,0.8770718232044199
2016-10-08,1.7251381215469612
2016-10-09,1.7831491712707181
2016-10-10,2.80524861878453
2016-10-11,1.8121546961325965
2016-10-12,1.8121546961325965
2016-10-13,1.7831491712707181
2016-10-14,1.2541436464088398
2016-10-15,1.0511049723756907
2016-10-16,1.080110497237569
2016-10-17,1.0511049723756907
2016-10-18,1.080110497237569
2016-10-19,1.138121546961326
2016-10-20,2.8922651933701657
2016-10-21,1.1961325966850829
2016-10-22,1.080110497237569
2016-10-23,1.0511049723756907
2016-10-24,1.0511049723756907
2016-10-25,1.0511049723756907
2016-10-26,1.1671270718232045
2016-10-27,1.1671270718232045
2016-10-28,1.1671270718232045
2016-10-29,1.080110497237569
2016-10-30,1.138121546961326
2016-10-31,1.1671270718232045
2016-11-01,1.8121546961325965
2016-11-02,2.0
2016-11-03,2.0
2016-11-04,2.0
2016-11-05,2.0
2016-11-06,3.0
2016-11-07,4.0
2016-11-08,9.0
2016-11-09,100.0
2016-11-10,30.0
2016-11-11,17.0
2016-11-12,11.0
2016-11-13,8.0
2016-11-14,7.0
2016-11-15,5.0
2016-11-16,5.0
2016-11-17,3.0
2016-11-18,3.0
2016-11-19,2.0
2016-11-20,2.0
2016-11-21,2.0
2016-11-22,2.0
2016-11-23,2.0
2016-11-24,2.0
2016-11-25,1.0
2016-11-26,1.0
2016-11-27,1.0
2016-11-28,1.0
2016-11-29,1.0
2016-11-30,1.0
2016-12-01,1.0
2016-12-02,1.0
2016-12-03,1.0
2016-12-04,1.0
2016-12-05,1.0
2016-12-06,1.0
2016-12-07,1.0
2016-12-08,1.0
2016-12-09,1.0
2016-12-10,1.0
2016-12-11,1.0
2016-12-12,1.0
2016-12-13,1.0
2016-12-14,1.0
2016-12-15,1.0
2016-12-16,1.0
2016-12-17,1.0
2016-12-18,1.0
2016-12-19,1.0
2016-12-20,1.0
2016-12-21,1.0
2016-12-22,1.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,1.0
2016-12-28,1.0
2016-12-29,1.0
2016-12-30,1.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,1.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,1.0
2017-01-08,1.0
2017-01-09,2.0
2017-01-10,2.0
2017-01-11,4.0
2017-01-12,3.0
2017-01-13,2.0
2017-01-14,2.0
2017-01-15,2.0
2017-01-16,2.0
2017-01-17,2.0
2017-01-18,3.0
2017-01-19,5.0
2017-01-20,28.0
2017-01-21,16.0
2017-01-22,8.0
2017-01-23,6.0
2017-01-24,5.0
2017-01-25,5.0
2017-01-26,6.0
2017-01-27,5.0
2017-01-28,4.0
2017-01-29,5.0
2017-01-30,5.0
2017-01-31,5.0
2017-02-01,4.0
2017-02-02,4.0
2017-02-03,3.0
2017-02-04,3.0
2017-02-05,3.0
2017-02-06,3.0
2017-02-07,2.0
2017-02-08,2.0
2017-02-09,2.0
2017-02-10,2.0
2017-02-11,2.0
2017-02-12,2.0
2017-02-13,2.0
2017-02-14,2.0
2017-02-15,2.0
2017-02-16,3.0
2017-02-17,3.0
2017-02-18,3.0
2017-02-19,2.0
2017-02-20,3.0
2017-02-21,2.0
2017-02-22,2.0
2017-02-23,2.0
2017-02-24,2.0
2017-02-25,1.0
2017-02-26,1.0
2017-02-27,2.0
2017-02-28,2.0
2017-03-01,4.651755379388448
2017-03-02,1.9252548131370328
2017-03-03,1.080973952434881
2017-03-04,1.080973952434881
2017-03-05,1.080973952434881
2017-03-06,1.12400906002265
2017-03-07,1.080973952434881
2017-03-08,1.0164212910532275
2017-03-09,0.9518686296715742
2017-03-10,0.9949037372593431
2017-03-11,0.9303510758776896
2017-03-12,0.9303510758776896
2017-03-13,0.9303510758776896
2017-03-14,0.9733861834654587
2017-03-15,1.080973952434881
2017-03-16,1.6455266138165345
2017-03-17,1.1024915062287657
2017-03-18,1.1024915062287657
2017-03-19,1.0164212910532275
2017-03-20,1.1455266138165345
2017-03-21,1.1455266138165345
2017-03-22,1.1024915062287657
2017-03-23,1.1024915062287657
2017-03-24,1.12400906002265
2017-03-25,1.037938844847112
2017-03-26,0.9303510758776896
2017-03-27,0.9518686296715742
2017-03-28,0.9518686296715742
2017-03-29,0.9303510758776896
2017-03-30,0.9949037372593431
2017-03-31,0.9518686296715742
2017-04-01,0.9303510758776896
2017-04-02,0.7315968289920725
2017-04-03,0.9037372593431483
2017-04-04,0.9467723669309173
2017-04-05,1.0328425821064553
2017-04-06,1.0758776896942241
2017-04-07,2.1947904869762174
2017-04-08,1.0328425821064553
2017-04-09,0.7746319365798414
2017-04-10,0.8176670441676104
2017-04-11,0.7746319365798414
2017-04-12,0.9467723669309173
2017-04-13,1.0328425821064553
2017-04-14,0.9898074745186862
2017-04-15,0.7746319365798414
2017-04-16,0.8607021517553793
2017-04-17,0.7746319365798414
2017-04-18,0.9037372593431483
2017-04-19,0.9037372593431483
2017-04-20,0.7746319365798414
2017-04-21,0.7746319365798414
2017-04-22,0.8176670441676104
2017-04-23,0.6024915062287656
2017-04-24,1.2049830124575311
2017-04-25,0.9898074745186862
2017-04-26,0.9898074745186862
2017-04-27,0.9467723669309173
2017-04-28,1.8074745186862966
2017-04-29,2.840317100792752
2017-04-30,1.8935447338618345
2017-05-01,1.291053227633069
2017-05-02,0.9898074745186862
2017-05-03,0.8607021517553793
2017-05-04,1.0328425821064553
2017-05-05,0.9037372593431483
2017-05-06,0.6455266138165345
2017-05-07,0.6455266138165345
2017-05-08,0.7746319365798414
2017-05-09,0.9898074745186862
2017-05-10,1.377123442808607
2017-05-11,1.1189127972819932
2017-05-12,1.2049830124575311
2017-05-13,0.9898074745186862
2017-05-14,1.2480181200453
2017-05-15,1.1189127972819932
2017-05-16,1.463193657984145
2017-05-17,2.2378255945639864
2017-05-18,2.1087202718006797
2017-05-19,2.582106455266138
2017-05-20,2.2378255945639864
2017-05-21,1.8935447338618345
2017-05-22,1.420158550396376
2017-05-23,1.592298980747452
2017-05-24,1.9796149490373725
2017-05-25,1.5492638731596828
2017-05-26,1.7644394110985278
2017-05-27,1.377123442808607
2017-05-28,1.0758776896942241
2017-05-29,1.8935447338618345
2017-05-30,0.9467723669309173
2017-05-31,1.2049830124575311
2017-06-01,1.334088335220838
2017-06-02,1.463193657984145
2017-06-03,1.0328425821064553
