date,donald trump supporters
2016-05-01,3.441666666666667
2016-05-02,7.148076923076923
2016-05-03,9.79551282051282
2016-05-04,12.972435897435897
2016-05-05,9.001282051282052
2016-05-06,7.148076923076923
2016-05-07,5.559615384615385
2016-05-08,3.9711538461538463
2016-05-09,2.912179487179487
2016-05-10,2.912179487179487
2016-05-11,7.677564102564102
2016-05-12,3.441666666666667
2016-05-13,6.353846153846154
2016-05-14,6.883333333333334
2016-05-15,3.7064102564102566
2016-05-16,2.912179487179487
2016-05-17,3.176923076923077
2016-05-18,4.500641025641026
2016-05-19,5.0301282051282055
2016-05-20,3.441666666666667
2016-05-21,3.441666666666667
2016-05-22,5.824358974358974
2016-05-23,3.9711538461538463
2016-05-24,5.0301282051282055
2016-05-25,2.3826923076923077
2016-05-26,8.736538461538462
2016-05-27,5.294871794871795
2016-05-28,5.0301282051282055
2016-05-29,2.912179487179487
2016-05-30,6.883333333333334
2016-05-31,3.9711538461538463
2016-06-01,2.117948717948718
2016-06-02,1.5884615384615386
2016-06-03,12.707692307692309
2016-06-04,7.412820512820513
2016-06-05,6.883333333333334
2016-06-06,7.412820512820513
2016-06-07,5.824358974358974
2016-06-08,10.325
2016-06-09,8.736538461538462
2016-06-10,5.294871794871795
2016-06-11,5.824358974358974
2016-06-12,7.677564102564102
2016-06-13,5.824358974358974
2016-06-14,7.412820512820513
2016-06-15,4.235897435897436
2016-06-16,4.235897435897436
2016-06-17,6.618589743589744
2016-06-18,5.559615384615385
2016-06-19,7.677564102564102
2016-06-20,4.235897435897436
2016-06-21,2.117948717948718
2016-06-22,2.3826923076923077
2016-06-23,3.441666666666667
2016-06-24,4.500641025641026
2016-06-25,2.3826923076923077
2016-06-26,8.207051282051282
2016-06-27,4.500641025641026
2016-06-28,3.441666666666667
2016-06-29,2.912179487179487
2016-06-30,1.3237179487179487
2016-07-01,1.8532051282051283
2016-07-02,3.441666666666667
2016-07-03,2.912179487179487
2016-07-04,2.6474358974358974
2016-07-05,4.235897435897436
2016-07-06,2.6474358974358974
2016-07-07,4.765384615384615
2016-07-08,2.117948717948718
2016-07-09,2.117948717948718
2016-07-10,5.0301282051282055
2016-07-11,1.3237179487179487
2016-07-12,2.3826923076923077
2016-07-13,3.441666666666667
2016-07-14,2.6474358974358974
2016-07-15,1.3237179487179487
2016-07-16,2.117948717948718
2016-07-17,4.500641025641026
2016-07-18,3.441666666666667
2016-07-19,10.325
2016-07-20,11.11923076923077
2016-07-21,8.207051282051282
2016-07-22,13.501923076923077
2016-07-23,6.883333333333334
2016-07-24,6.883333333333334
2016-07-25,8.471794871794872
2016-07-26,12.178205128205128
2016-07-27,11.913461538461538
2016-07-28,12.442948717948719
2016-07-29,15.884615384615385
2016-07-30,11.11923076923077
2016-07-31,12.442948717948719
2016-08-01,8.471794871794872
2016-08-02,7.148076923076923
2016-08-03,11.11923076923077
2016-08-04,12.442948717948719
2016-08-05,9.26602564102564
2016-08-06,3.9711538461538463
2016-08-07,7.9423076923076925
2016-08-08,3.441666666666667
2016-08-09,8.471794871794872
2016-08-10,7.677564102564102
2016-08-11,6.089102564102564
2016-08-12,4.500641025641026
2016-08-13,5.0301282051282055
2016-08-14,7.148076923076923
2016-08-15,5.824358974358974
2016-08-16,5.0301282051282055
2016-08-17,4.235897435897436
2016-08-18,5.559615384615385
2016-08-19,6.089102564102564
2016-08-20,6.883333333333334
2016-08-21,4.765384615384615
2016-08-22,5.0301282051282055
2016-08-23,5.0301282051282055
2016-08-24,5.824358974358974
2016-08-25,5.824358974358974
2016-08-26,5.559615384615385
2016-08-27,7.412820512820513
2016-08-28,11.648717948717948
2016-08-29,4.765384615384615
