date,donald trump supporters
2016-08-30,3.9711538461538463
2016-08-31,7.412820512820513
2016-09-01,5.0301282051282055
2016-09-02,5.0301282051282055
2016-09-03,2.912179487179487
2016-09-04,5.294871794871795
2016-09-05,3.441666666666667
2016-09-06,3.176923076923077
2016-09-07,3.7064102564102566
2016-09-08,3.176923076923077
2016-09-09,2.912179487179487
2016-09-10,10.060256410256411
2016-09-11,9.53076923076923
2016-09-12,7.9423076923076925
2016-09-13,10.58974358974359
2016-09-14,6.618589743589744
2016-09-15,8.736538461538462
2016-09-16,6.883333333333334
2016-09-17,8.471794871794872
2016-09-18,4.235897435897436
2016-09-19,3.9711538461538463
2016-09-20,4.235897435897436
2016-09-21,5.559615384615385
2016-09-22,17.737820512820512
2016-09-23,14.296153846153846
2016-09-24,7.9423076923076925
2016-09-25,7.9423076923076925
2016-09-26,10.060256410256411
2016-09-27,22.23846153846154
2016-09-28,11.11923076923077
2016-09-29,12.442948717948719
2016-09-30,7.677564102564102
2016-10-01,8.10352564102564
2016-10-02,13.750961538461539
2016-10-03,7.868269230769231
2016-10-04,9.500641025641027
2016-10-05,6.309294871794872
2016-10-06,3.4855769230769234
2016-10-07,11.353846153846154
2016-10-08,22.251602564102562
2016-10-09,22.016346153846154
2016-10-10,25.23717948717949
2016-10-11,18.736538461538462
2016-10-12,24.08974358974359
2016-10-13,17.339423076923076
2016-10-14,19.633653846153848
2016-10-15,25.23717948717949
2016-10-16,12.69198717948718
2016-10-17,12.750961538461539
2016-10-18,11.39775641025641
2016-10-19,13.118589743589745
2016-10-20,20.29551282051282
2016-10-21,11.92724358974359
2016-10-22,8.60352564102564
2016-10-23,5.941666666666666
2016-10-24,10.221474358974358
2016-10-25,10.42724358974359
2016-10-26,7.706410256410257
2016-10-27,12.059615384615384
2016-10-28,8.868269230769231
2016-10-29,9.794871794871796
2016-10-30,5.176923076923077
2016-10-31,8.735897435897435
2016-11-01,8.368269230769231
2016-11-02,10.0
2016-11-03,14.0
2016-11-04,13.0
2016-11-05,12.0
2016-11-06,16.0
2016-11-07,18.0
2016-11-08,27.0
2016-11-09,100.0
2016-11-10,69.0
2016-11-11,43.0
2016-11-12,32.0
2016-11-13,27.0
2016-11-14,21.0
2016-11-15,16.0
2016-11-16,10.0
2016-11-17,7.0
2016-11-18,8.0
2016-11-19,7.0
2016-11-20,5.0
2016-11-21,5.0
2016-11-22,7.0
2016-11-23,8.0
2016-11-24,7.0
2016-11-25,2.0
2016-11-26,2.0
2016-11-27,2.0
2016-11-28,4.0
2016-11-29,4.0
2016-11-30,3.0
2016-12-01,6.0
2016-12-02,3.0
2016-12-03,4.0
2016-12-04,3.0
2016-12-05,3.0
2016-12-06,3.0
2016-12-07,2.0
2016-12-08,2.0
2016-12-09,4.0
2016-12-10,5.0
2016-12-11,7.0
2016-12-12,2.0
2016-12-13,3.0
2016-12-14,3.0
2016-12-15,4.0
2016-12-16,4.0
2016-12-17,5.0
2016-12-18,4.0
2016-12-19,2.0
2016-12-20,2.0
2016-12-21,3.0
2016-12-22,4.0
2016-12-23,2.0
2016-12-24,2.0
2016-12-25,2.0
2016-12-26,1.0
2016-12-27,3.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,3.0
2016-12-31,3.0
2017-01-01,1.0
2017-01-02,2.0
2017-01-03,3.0
2017-01-04,2.0
2017-01-05,2.0
2017-01-06,7.0
2017-01-07,3.0
2017-01-08,2.0
2017-01-09,6.0
2017-01-10,6.0
2017-01-11,6.0
2017-01-12,5.0
2017-01-13,6.0
2017-01-14,3.0
2017-01-15,7.0
2017-01-16,4.0
2017-01-17,4.0
2017-01-18,5.0
2017-01-19,3.0
2017-01-20,9.0
2017-01-21,10.0
2017-01-22,11.0
2017-01-23,7.0
2017-01-24,8.0
2017-01-25,5.0
2017-01-26,7.0
2017-01-27,5.0
2017-01-28,4.0
2017-01-29,14.0
2017-01-30,8.0
2017-01-31,9.0
2017-02-01,5.0
2017-02-02,6.0
2017-02-03,4.0
2017-02-04,3.0
2017-02-05,6.0
2017-02-06,4.0
2017-02-07,3.0
2017-02-08,6.0
2017-02-09,4.0
2017-02-10,6.0
2017-02-11,3.0
2017-02-12,3.0
2017-02-13,4.0
2017-02-14,4.0
2017-02-15,3.0
2017-02-16,2.0
2017-02-17,5.0
2017-02-18,4.0
2017-02-19,5.0
2017-02-20,4.0
2017-02-21,3.0
2017-02-22,3.0
2017-02-23,3.0
2017-02-24,3.0
2017-02-25,3.0
2017-02-26,4.0
2017-02-27,4.0
2017-02-28,3.0
2017-03-01,2.7982456140350873
2017-03-02,2.3991228070175437
2017-03-03,1.0701754385964912
2017-03-04,3.3421052631578947
2017-03-05,1.6140350877192982
2017-03-06,1.7017543859649122
2017-03-07,1.7017543859649122
2017-03-08,3.1008771929824563
2017-03-09,2.574561403508772
2017-03-10,1.9210526315789473
2017-03-11,2.7280701754385963
2017-03-12,1.3114035087719298
2017-03-13,0.5
2017-03-14,1.2017543859649122
2017-03-15,0.5
2017-03-16,2.223684210526316
2017-03-17,1.7456140350877192
2017-03-18,2.7280701754385963
2017-03-19,1.7280701754385963
2017-03-20,1.8991228070175437
2017-03-21,3.4254385964912277
2017-03-22,1.2017543859649122
2017-03-23,0.8508771929824561
2017-03-24,1.6403508771929824
2017-03-25,2.9912280701754383
2017-03-26,2.052631578947368
2017-03-27,2.6008771929824563
2017-03-28,1.2236842105263157
2017-03-29,1.4210526315789473
2017-03-30,1.2456140350877192
2017-03-31,1.6403508771929824
2017-04-01,0.9166666666666666
2017-04-02,1.2719298245614035
2017-04-03,1.8421052631578947
2017-04-04,1.0964912280701753
2017-04-05,2.1929824561403506
2017-04-06,1.8421052631578947
2017-04-07,3.81578947368421
2017-04-08,1.7105263157894737
2017-04-09,2.1929824561403506
2017-04-10,3.333333333333333
2017-04-11,0.7456140350877193
2017-04-12,1.8859649122807016
2017-04-13,0.7894736842105263
2017-04-14,2.543859649122807
2017-04-15,1.7982456140350875
2017-04-16,4.385964912280701
2017-04-17,0.7894736842105263
2017-04-18,0.7017543859649122
2017-04-19,2.543859649122807
2017-04-20,2.1929824561403506
2017-04-21,0.7456140350877193
2017-04-22,2.1491228070175437
2017-04-23,1.6666666666666665
2017-04-24,0.7456140350877193
2017-04-25,0.7017543859649122
2017-04-26,1.7982456140350875
2017-04-27,1.4473684210526314
2017-04-28,1.5350877192982455
2017-04-29,2.1491228070175437
2017-04-30,1.7543859649122806
2017-05-01,0.7894736842105263
2017-05-02,1.4473684210526314
2017-05-03,1.4473684210526314
2017-05-04,1.4473684210526314
2017-05-05,1.4912280701754386
2017-05-06,1.7105263157894737
2017-05-07,0.0
2017-05-08,1.8421052631578947
2017-05-09,3.6842105263157894
2017-05-10,0.7456140350877193
2017-05-11,2.543859649122807
2017-05-12,1.5350877192982455
2017-05-13,1.7105263157894737
2017-05-14,1.3157894736842104
2017-05-15,0.0
2017-05-16,2.543859649122807
2017-05-17,3.289473684210526
2017-05-18,4.385964912280701
2017-05-19,2.631578947368421
2017-05-20,1.3157894736842104
2017-05-21,2.1491228070175437
2017-05-22,0.7456140350877193
2017-05-23,1.7982456140350875
2017-05-24,1.4912280701754386
2017-05-25,0.0
2017-05-26,1.5789473684210527
2017-05-27,0.8771929824561403
2017-05-28,0.8771929824561403
2017-05-29,1.1842105263157894
2017-05-30,0.7456140350877193
2017-05-31,1.4912280701754386
2017-06-01,2.631578947368421
2017-06-02,3.114035087719298
2017-06-03,1.3157894736842104
