date,obama crime
2016-11-11,32.0
2016-11-12,28.0
2016-11-13,14.0
2016-11-14,12.0
2016-11-15,18.0
2016-11-16,15.0
2016-11-17,12.0
2016-11-18,3.0
2016-11-19,7.0
2016-11-20,3.0
2016-11-21,3.0
2016-11-22,3.0
2016-11-23,9.0
2016-11-24,9.0
2016-11-25,6.0
2016-11-26,14.0
2016-11-27,3.0
2016-11-28,12.0
2016-11-29,15.0
2016-11-30,15.0
2016-12-01,9.0
2016-12-02,9.0
2016-12-03,3.0
2016-12-04,3.0
2016-12-05,6.0
2016-12-06,9.0
2016-12-07,12.0
2016-12-08,0.0
2016-12-09,23.0
2016-12-10,0.0
2016-12-11,4.0
2016-12-12,3.0
2016-12-13,6.0
2016-12-14,6.0
2016-12-15,6.0
2016-12-16,10.0
2016-12-17,14.0
2016-12-18,11.0
2016-12-19,6.0
2016-12-20,12.0
2016-12-21,9.0
2016-12-22,10.0
2016-12-23,7.0
2016-12-24,11.0
2016-12-25,0.0
2016-12-26,3.0
2016-12-27,6.0
2016-12-28,13.0
2016-12-29,13.0
2016-12-30,0.0
2016-12-31,4.0
2017-01-01,8.0
2017-01-02,6.0
2017-01-03,12.0
2017-01-04,6.0
2017-01-05,49.0
2017-01-06,100.0
2017-01-07,68.0
2017-01-08,13.0
2017-01-09,17.0
2017-01-10,15.0
2017-01-11,32.0
2017-01-12,20.0
2017-01-13,12.0
2017-01-14,10.0
2017-01-15,10.0
2017-01-16,20.0
2017-01-17,26.0
2017-01-18,17.0
2017-01-19,24.0
2017-01-20,57.0
2017-01-21,41.0
2017-01-22,20.0
2017-01-23,11.0
2017-01-24,17.0
2017-01-25,17.0
2017-01-26,27.0
2017-01-27,15.0
2017-01-28,14.0
2017-01-29,24.0
2017-01-30,26.0
2017-01-31,9.0
2017-02-01,12.0
2017-02-02,11.0
2017-02-03,6.0
2017-02-04,10.0
2017-02-05,0.0
2017-02-06,6.0
2017-02-07,20.0
2017-02-08,9.0
2017-02-09,3.0
2017-02-10,21.0
2017-02-11,13.0
2017-02-12,13.0
2017-02-13,11.0
2017-02-14,9.0
2017-02-15,12.0
2017-02-16,9.0
2017-02-17,18.0
2017-02-18,20.0
2017-02-19,10.0
2017-02-20,21.0
2017-02-21,20.0
2017-02-22,6.0
2017-02-23,9.0
2017-02-24,6.0
2017-02-25,7.0
2017-02-26,3.0
2017-02-27,6.0
2017-02-28,3.0
2017-03-01,29.284894837476102
2017-03-02,11.176864244741875
2017-03-03,10.888145315487572
2017-03-04,12.125239005736137
2017-03-05,11.168260038240918
2017-03-06,11.202676864244742
2017-03-07,10.316921606118548
2017-03-08,8.405353728489484
2017-03-09,8.528202676864245
2017-03-10,5.825525812619503
2017-03-11,2.334130019120459
2017-03-12,1.597036328871893
2017-03-13,7.791108986615679
2017-03-14,8.554015296367112
2017-03-15,8.939770554493307
2017-03-16,4.202676864244742
2017-03-17,13.125239005736137
2017-03-18,5.834130019120459
2017-03-19,6.571223709369026
2017-03-20,6.4397705544933075
2017-03-21,7.9397705544933075
2017-03-22,5.554015296367113
2017-03-23,4.791108986615679
2017-03-24,13.299713193116634
2017-03-25,2.45697896749522
2017-03-26,6.694072657743786
2017-03-27,2.702676864244742
2017-03-28,2.851338432122371
2017-03-29,8.676864244741875
2017-03-30,10.151051625239006
2017-03-31,4.474187380497132
2017-04-01,3.097036328871893
2017-04-02,13.021988527724666
2017-04-03,4.176864244741874
2017-04-04,4.176864244741874
2017-04-05,4.176864244741874
2017-04-06,15.724665391969408
2017-04-07,11.547801147227535
2017-04-08,3.194072657743786
2017-04-09,4.91395793499044
2017-04-10,8.59942638623327
2017-04-11,5.651051625239006
2017-04-12,0.0
2017-04-13,4.422562141491396
2017-04-14,6.388145315487572
2017-04-15,13.759082217973232
2017-04-16,3.439770554493308
2017-04-17,8.845124282982791
2017-04-18,13.759082217973232
2017-04-19,5.405353728489484
2017-04-20,7.125239005736138
2017-04-21,4.422562141491396
2017-04-22,6.633843212237094
2017-04-23,4.91395793499044
2017-04-24,4.176864244741874
2017-04-25,6.879541108986616
2017-04-26,5.405353728489484
2017-04-27,5.651051625239006
2017-04-28,7.125239005736138
2017-04-29,3.194072657743786
2017-04-30,6.633843212237094
2017-05-01,7.616634799235182
2017-05-02,4.176864244741874
2017-05-03,2.702676864244742
2017-05-04,8.353728489483748
2017-05-05,5.896749521988528
2017-05-06,6.633843212237094
2017-05-07,3.194072657743786
2017-05-08,2.702676864244742
2017-05-09,11.05640535372849
2017-05-10,2.702676864244742
2017-05-11,8.353728489483748
2017-05-12,8.59942638623327
2017-05-13,9.82791586998088
2017-05-14,6.633843212237094
2017-05-15,5.651051625239006
2017-05-16,4.176864244741874
2017-05-17,5.651051625239006
2017-05-18,2.702676864244742
2017-05-19,4.422562141491396
2017-05-20,10.073613766730402
2017-05-21,0.0
2017-05-22,5.651051625239006
2017-05-23,2.702676864244742
2017-05-24,5.651051625239006
2017-05-25,5.896749521988528
2017-05-26,6.14244741873805
2017-05-27,5.159655831739962
2017-05-28,3.439770554493308
2017-05-29,5.896749521988528
2017-05-30,11.302103250478012
2017-05-31,5.651051625239006
2017-06-01,2.948374760994264
2017-06-02,4.422562141491396
2017-06-03,10.073613766730402
