date,hillary clinton supporter
2016-05-01,4.380832282471627
2016-05-02,3.6506935687263558
2016-05-03,7.058007566204288
2016-05-04,3.6506935687263558
2016-05-05,3.8940731399747794
2016-05-06,3.8940731399747794
2016-05-07,4.380832282471627
2016-05-08,4.380832282471627
2016-05-09,3.6506935687263558
2016-05-10,10.708701134930644
2016-05-11,3.6506935687263558
2016-05-12,7.3013871374527115
2016-05-13,3.8940731399747794
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,3.6506935687263558
2016-05-17,3.6506935687263558
2016-05-18,5.354350567465322
2016-05-19,10.952080706179068
2016-05-20,7.544766708701135
2016-05-21,6.5712484237074404
2016-05-22,8.51828499369483
2016-05-23,3.6506935687263558
2016-05-24,3.6506935687263558
2016-05-25,9.248423707440102
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,8.51828499369483
2016-05-29,0.0
2016-05-30,11.438839848675915
2016-05-31,3.6506935687263558
2016-06-01,3.6506935687263558
2016-06-02,0.0
2016-06-03,3.8940731399747794
2016-06-04,6.5712484237074404
2016-06-05,4.380832282471627
2016-06-06,7.3013871374527115
2016-06-07,3.6506935687263558
2016-06-08,7.3013871374527115
2016-06-09,7.3013871374527115
2016-06-10,13.385876418663305
2016-06-11,6.327868852459017
2016-06-12,6.327868852459017
2016-06-13,3.6506935687263558
2016-06-14,0.0
2016-06-15,3.6506935687263558
2016-06-16,3.6506935687263558
2016-06-17,3.8940731399747794
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,5.597730138713746
2016-06-22,3.6506935687263558
2016-06-23,7.3013871374527115
2016-06-24,3.8940731399747794
2016-06-25,0.0
2016-06-26,4.380832282471627
2016-06-27,7.3013871374527115
2016-06-28,3.6506935687263558
2016-06-29,3.6506935687263558
2016-06-30,3.6506935687263558
2016-07-01,0.0
2016-07-02,4.380832282471627
2016-07-03,0.0
2016-07-04,3.8940731399747794
2016-07-05,3.8940731399747794
2016-07-06,5.841109709962169
2016-07-07,0.0
2016-07-08,7.788146279949559
2016-07-09,4.380832282471627
2016-07-10,8.761664564943255
2016-07-11,0.0
2016-07-12,3.6506935687263558
2016-07-13,3.6506935687263558
2016-07-14,3.8940731399747794
2016-07-15,0.0
2016-07-16,4.380832282471627
2016-07-17,0.0
2016-07-18,7.544766708701135
2016-07-19,3.8940731399747794
2016-07-20,9.491803278688526
2016-07-21,7.788146279949559
2016-07-22,13.629255989911728
2016-07-23,4.380832282471627
2016-07-24,6.5712484237074404
2016-07-25,3.6506935687263558
2016-07-26,7.544766708701135
2016-07-27,7.3013871374527115
2016-07-28,3.8940731399747794
2016-07-29,13.872635561160152
2016-07-30,9.005044136191678
2016-07-31,13.142496847414881
2016-08-01,3.6506935687263558
2016-08-02,3.6506935687263558
2016-08-03,13.142496847414881
2016-08-04,3.6506935687263558
2016-08-05,3.8940731399747794
2016-08-06,4.624211853720051
2016-08-07,6.5712484237074404
2016-08-08,7.3013871374527115
2016-08-09,3.6506935687263558
2016-08-10,7.544766708701135
2016-08-11,11.438839848675915
2016-08-12,5.841109709962169
2016-08-13,4.380832282471627
2016-08-14,4.380832282471627
2016-08-15,7.788146279949559
2016-08-16,3.6506935687263558
2016-08-17,3.6506935687263558
2016-08-18,11.195460277427491
2016-08-19,3.8940731399747794
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,3.6506935687263558
2016-08-23,7.544766708701135
2016-08-24,3.6506935687263558
2016-08-25,5.597730138713746
2016-08-26,0.0
2016-08-27,8.761664564943255
2016-08-28,8.51828499369483
2016-08-29,12.655737704918034
2016-08-30,5.354350567465322
2016-08-31,3.6506935687263558
2016-09-01,0.0
2016-09-02,0.0
2016-09-03,4.380832282471627
2016-09-04,4.380832282471627
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,7.3013871374527115
2016-09-08,9.005044136191678
2016-09-09,7.3013871374527115
2016-09-10,8.51828499369483
2016-09-11,6.327868852459017
2016-09-12,3.6506935687263558
2016-09-13,12.655737704918034
2016-09-14,7.3013871374527115
2016-09-15,7.3013871374527115
2016-09-16,7.544766708701135
2016-09-17,4.137452711223204
2016-09-18,10.221941992433797
2016-09-19,3.6506935687263558
2016-09-20,5.110970996216898
2016-09-21,7.058007566204288
2016-09-22,5.354350567465322
2016-09-23,15.08953341740227
2016-09-24,4.137452711223204
2016-09-25,8.274905422446407
2016-09-26,3.6506935687263558
2016-09-27,22.87767969735183
2016-09-28,10.708701134930644
2016-09-29,14.359394703657
2016-09-30,7.3013871374527115
2016-10-01,8.568726355611602
2016-10-02,7.015762925598992
2016-10-03,8.029003783102144
2016-10-04,10.880832282471626
2016-10-05,5.203656998738966
2016-10-06,8.880832282471626
2016-10-07,9.476040353089534
2016-10-08,8.206179066834805
2016-10-09,7.137452711223204
2016-10-10,17.235182849936947
2016-10-11,10.584489281210594
2016-10-12,14.706179066834805
2016-10-13,10.558007566204289
2016-10-14,6.677175283732661
2016-10-15,11.6796973518285
2016-10-16,11.489281210592686
2016-10-17,6.907313997477932
2016-10-18,12.584489281210594
2016-10-19,15.139974779319042
2016-10-20,27.547288776796975
2016-10-21,13.558007566204289
2016-10-22,8.015762925598992
2016-10-23,11.058007566204289
2016-10-24,6.880832282471627
2016-10-25,17.314627994955863
2016-10-26,15.01828499369483
2016-10-27,10.73266078184111
2016-10-28,10.854350567465321
2016-10-29,21.668978562421188
2016-10-30,17.653215636822196
2016-10-31,22.05800756620429
2016-11-01,12.6796973518285
2016-11-02,22.0
2016-11-03,22.0
2016-11-04,21.0
2016-11-05,15.0
2016-11-06,29.0
2016-11-07,39.0
2016-11-08,35.0
2016-11-09,100.0
2016-11-10,51.0
2016-11-11,38.0
2016-11-12,46.0
2016-11-13,35.0
2016-11-14,25.0
2016-11-15,9.0
2016-11-16,7.0
2016-11-17,7.0
2016-11-18,13.0
2016-11-19,4.0
2016-11-20,12.0
2016-11-21,4.0
2016-11-22,9.0
2016-11-23,7.0
2016-11-24,6.0
2016-11-25,4.0
2016-11-26,8.0
2016-11-27,4.0
2016-11-28,0.0
2016-11-29,3.0
2016-11-30,7.0
2016-12-01,5.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,8.0
2016-12-05,4.0
2016-12-06,0.0
2016-12-07,5.0
2016-12-08,4.0
2016-12-09,4.0
2016-12-10,7.0
2016-12-11,4.0
2016-12-12,4.0
2016-12-13,0.0
2016-12-14,4.0
2016-12-15,4.0
2016-12-16,4.0
2016-12-17,0.0
2016-12-18,8.0
2016-12-19,7.0
2016-12-20,6.0
2016-12-21,6.0
2016-12-22,6.0
2016-12-23,4.0
2016-12-24,5.0
2016-12-25,5.0
2016-12-26,0.0
2016-12-27,4.0
2016-12-28,0.0
2016-12-29,4.0
2016-12-30,4.0
2016-12-31,9.0
2017-01-01,5.0
2017-01-02,4.0
2017-01-03,4.0
2017-01-04,5.0
2017-01-05,4.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,4.0
2017-01-09,5.0
2017-01-10,3.0
2017-01-11,4.0
2017-01-12,7.0
2017-01-13,4.0
2017-01-14,0.0
2017-01-15,4.0
2017-01-16,0.0
2017-01-17,5.0
2017-01-18,4.0
2017-01-19,3.0
2017-01-20,5.0
2017-01-21,6.0
2017-01-22,4.0
2017-01-23,5.0
2017-01-24,3.0
2017-01-25,3.0
2017-01-26,9.0
2017-01-27,4.0
2017-01-28,4.0
2017-01-29,4.0
2017-01-30,3.0
2017-01-31,3.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,7.0
2017-02-04,4.0
2017-02-05,4.0
2017-02-06,7.0
2017-02-07,3.0
2017-02-08,7.0
2017-02-09,0.0
2017-02-10,7.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,3.0
2017-02-14,0.0
2017-02-15,3.0
2017-02-16,0.0
2017-02-17,4.0
2017-02-18,0.0
2017-02-19,4.0
2017-02-20,3.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,7.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,4.0
2017-02-28,4.0
2017-03-01,1.8536096256684491
2017-03-02,3.353609625668449
2017-03-03,2.0
2017-03-04,4.129679144385026
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,2.0
2017-03-11,2.1296791443850265
2017-03-12,0.0
2017-03-13,1.8141711229946522
2017-03-14,4.314171122994653
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,3.8649732620320854
2017-03-18,2.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,3.314171122994652
2017-03-23,3.393048128342246
2017-03-24,0.0
2017-03-25,6.208556149732621
2017-03-26,2.1691176470588234
2017-03-27,5.353609625668449
2017-03-28,0.0
2017-03-29,1.5
2017-03-30,5.432486631016043
2017-03-31,0.0
2017-04-01,4.169117647058823
2017-04-02,6.5467914438502675
2017-04-03,0.0
2017-04-04,3.7072192513368982
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,4.4171122994652405
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,3.786096256684492
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,3.786096256684492
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,4.495989304812834
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,4.4171122994652405
2017-05-07,4.4171122994652405
2017-05-08,3.786096256684492
2017-05-09,0.0
2017-05-10,3.786096256684492
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,7.49331550802139
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,4.495989304812834
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,7.651069518716577
2017-05-25,7.887700534759358
2017-05-26,4.18048128342246
2017-05-27,4.574866310160427
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,4.495989304812834
