date,carter page
2016-05-01,0.2786394723986321
2016-05-02,0.1714704445530044
2016-05-03,0.4072423058133854
2016-05-04,0.10716902784562775
2016-05-05,0.428676111382511
2016-05-06,0.1286028334147533
2016-05-07,0.428676111382511
2016-05-08,0.1500366389838788
2016-05-09,0.4072423058133854
2016-05-10,0.5787127503663898
2016-05-11,0.10716902784562775
2016-05-12,0.1714704445530044
2016-05-13,0.1286028334147533
2016-05-14,0.2143380556912555
2016-05-15,0.1286028334147533
2016-05-16,0.23577186126038102
2016-05-17,0.3429408891060088
2016-05-18,0.1714704445530044
2016-05-19,0.23577186126038102
2016-05-20,0.36437469467513434
2016-05-21,0.2786394723986321
2016-05-22,0.3429408891060088
2016-05-23,0.1714704445530044
2016-05-24,0.10716902784562775
2016-05-25,0.1714704445530044
2016-05-26,0.19290425012212994
2016-05-27,0.19290425012212994
2016-05-28,0.1500366389838788
2016-05-29,0.0
2016-05-30,0.428676111382511
2016-05-31,0.23577186126038102
2016-06-01,0.3000732779677576
2016-06-02,0.36437469467513434
2016-06-03,0.36437469467513434
2016-06-04,0.1500366389838788
2016-06-05,0.0
2016-06-06,0.3000732779677576
2016-06-07,0.3000732779677576
2016-06-08,0.23577186126038102
2016-06-09,0.3000732779677576
2016-06-10,0.2572056668295066
2016-06-11,0.0
2016-06-12,0.2786394723986321
2016-06-13,0.3429408891060088
2016-06-14,0.3429408891060088
2016-06-15,0.23577186126038102
2016-06-16,0.23577186126038102
2016-06-17,0.49297752808988765
2016-06-18,0.2786394723986321
2016-06-19,0.4072423058133854
2016-06-20,0.1286028334147533
2016-06-21,0.1714704445530044
2016-06-22,0.23577186126038102
2016-06-23,0.1714704445530044
2016-06-24,0.2572056668295066
2016-06-25,0.2786394723986321
2016-06-26,0.1286028334147533
2016-06-27,0.3000732779677576
2016-06-28,0.1714704445530044
2016-06-29,0.23577186126038102
2016-06-30,0.23577186126038102
2016-07-01,0.19290425012212994
2016-07-02,0.49297752808988765
2016-07-03,0.3000732779677576
2016-07-04,0.19290425012212994
2016-07-05,0.19290425012212994
2016-07-06,0.428676111382511
2016-07-07,0.428676111382511
2016-07-08,0.6430141670737664
2016-07-09,0.2143380556912555
2016-07-10,0.428676111382511
2016-07-11,0.1714704445530044
2016-07-12,0.3000732779677576
2016-07-13,0.36437469467513434
2016-07-14,0.36437469467513434
2016-07-15,0.36437469467513434
2016-07-16,0.1500366389838788
2016-07-17,0.1500366389838788
2016-07-18,0.1286028334147533
2016-07-19,0.36437469467513434
2016-07-20,0.23577186126038102
2016-07-21,0.2572056668295066
2016-07-22,0.19290425012212994
2016-07-23,0.2786394723986321
2016-07-24,0.707315583781143
2016-07-25,0.3000732779677576
2016-07-26,0.9645212506106495
2016-07-27,0.664447972642892
2016-07-28,0.7930508060576452
2016-07-29,0.5787127503663898
2016-07-30,0.2786394723986321
2016-07-31,1.0073888617489009
2016-08-01,0.49297752808988765
2016-08-02,0.9645212506106495
2016-08-03,0.857352222765022
2016-08-04,0.3000732779677576
2016-08-05,0.5144113336590131
2016-08-06,0.36437469467513434
2016-08-07,0.6430141670737664
2016-08-08,0.7716170004885198
2016-08-09,0.49297752808988765
2016-08-10,0.36437469467513434
2016-08-11,0.0
2016-08-12,0.3215070835368832
2016-08-13,0.5787127503663898
2016-08-14,0.2786394723986321
2016-08-15,0.5144113336590131
2016-08-16,0.6001465559355152
2016-08-17,0.1714704445530044
2016-08-18,0.428676111382511
2016-08-19,0.2572056668295066
2016-08-20,0.2143380556912555
2016-08-21,0.5572789447972643
2016-08-22,0.5358451392281387
2016-08-23,0.5358451392281387
2016-08-24,0.36437469467513434
2016-08-25,0.3000732779677576
2016-08-26,0.2572056668295066
2016-08-27,0.428676111382511
2016-08-28,0.4072423058133854
2016-08-29,0.10716902784562775
2016-08-30,0.47154372252076204
2016-08-31,0.10716902784562775
2016-09-01,0.3000732779677576
2016-09-02,0.36437469467513434
2016-09-03,0.1286028334147533
2016-09-04,0.2143380556912555
2016-09-05,0.47154372252076204
2016-09-06,0.23577186126038102
2016-09-07,0.23577186126038102
2016-09-08,0.3000732779677576
2016-09-09,0.1714704445530044
2016-09-10,0.2786394723986321
2016-09-11,0.47154372252076204
2016-09-12,0.36437469467513434
2016-09-13,0.23577186126038102
2016-09-14,0.1714704445530044
2016-09-15,0.10716902784562775
2016-09-16,0.36437469467513434
2016-09-17,0.19290425012212994
2016-09-18,0.2572056668295066
2016-09-19,0.10716902784562775
2016-09-20,0.3429408891060088
2016-09-21,0.23577186126038102
2016-09-22,0.23577186126038102
2016-09-23,1.2217269174401562
2016-09-24,1.9719101123595506
2016-09-25,2.143380556912555
2016-09-26,1.093124084025403
2016-09-27,0.4072423058133854
2016-09-28,0.7930508060576452
2016-09-29,0.5787127503663898
2016-09-30,0.47154372252076204
2016-10-01,0.3615962383976551
2016-10-02,0.2651441133365901
2016-10-03,0.42589765510503175
2016-10-04,0.3937469467513434
2016-10-05,0.7124755740107473
2016-10-06,0.318728627259404
2016-10-07,0.46876526624328285
2016-10-08,0.1286028334147533
2016-10-09,0.1607535417684416
2016-10-10,0.28657791890571566
2016-10-11,0.3937469467513434
2016-10-12,0.28657791890571566
2016-10-13,0.318728627259404
2016-10-14,0.40446384953590614
2016-10-15,0.46876526624328285
2016-10-16,0.1607535417684416
2016-10-17,0.37231314118221787
2016-10-18,0.10716902784562775
2016-10-19,0.28657791890571566
2016-10-20,0.13931973619931606
2016-10-21,0.053584513922813874
2016-10-22,0.3615962383976551
2016-10-23,0.06430141670737664
2016-10-24,0.5652173913043478
2016-10-25,0.28657791890571566
2016-10-26,0.3080117244748412
2016-10-27,0.6803248656570591
2016-10-28,0.1714704445530044
2016-10-29,0.06430141670737664
2016-10-30,0.19290425012212994
2016-10-31,0.40446384953590614
2016-11-01,1.2320468978993648
2016-11-02,0.40168539325842695
2016-11-03,0.40168539325842695
2016-11-04,0.40168539325842695
2016-11-05,0.40168539325842695
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,0.40168539325842695
2016-11-09,0.8033707865168539
2016-11-10,0.40168539325842695
2016-11-11,0.8033707865168539
2016-11-12,0.40168539325842695
2016-11-13,0.40168539325842695
2016-11-14,0.0
2016-11-15,0.40168539325842695
2016-11-16,0.8033707865168539
2016-11-17,0.40168539325842695
2016-11-18,0.8033707865168539
2016-11-19,0.40168539325842695
2016-11-20,0.40168539325842695
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.40168539325842695
2016-11-26,0.0
2016-11-27,0.40168539325842695
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.40168539325842695
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,0.40168539325842695
2016-12-05,0.40168539325842695
2016-12-06,0.0
2016-12-07,0.40168539325842695
2016-12-08,0.40168539325842695
2016-12-09,0.8033707865168539
2016-12-10,0.8033707865168539
2016-12-11,0.8033707865168539
2016-12-12,1.2050561797752808
2016-12-13,1.6067415730337078
2016-12-14,0.8033707865168539
2016-12-15,0.8033707865168539
2016-12-16,0.8033707865168539
2016-12-17,1.2050561797752808
2016-12-18,0.40168539325842695
2016-12-19,0.8033707865168539
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.40168539325842695
2016-12-23,0.40168539325842695
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.40168539325842695
2016-12-27,0.40168539325842695
2016-12-28,0.40168539325842695
2016-12-29,0.40168539325842695
2016-12-30,1.6067415730337078
2016-12-31,1.6067415730337078
