date,jill stein
2017-05-06,0.8849372384937239
2017-05-07,0.6589958158995816
2017-05-08,0.5648535564853556
2017-05-09,1.0355648535564854
2017-05-10,0.7154811715481172
2017-05-11,0.6213389121338913
2017-05-12,0.6213389121338913
2017-05-13,0.6589958158995816
2017-05-14,0.41422594142259417
2017-05-15,0.5648535564853556
2017-05-16,0.6589958158995816
2017-05-17,0.6213389121338913
2017-05-18,0.602510460251046
2017-05-19,0.5460251046025105
2017-05-20,0.602510460251046
2017-05-21,0.5271966527196653
2017-05-22,0.5271966527196653
2017-05-23,0.997907949790795
2017-05-24,0.9790794979079498
2017-05-25,0.6589958158995816
2017-05-26,0.5836820083682008
2017-05-27,0.3389121338912134
2017-05-28,0.8849372384937239
2017-05-29,0.8284518828451883
2017-05-30,0.6589958158995816
2017-05-31,1.1485355648535565
2017-06-01,1.1297071129707112
2017-06-02,1.506276150627615
2017-06-03,0.37656903765690375
