date,hacking
2016-05-01,38.93724859211585
2016-05-02,38.93724859211585
2016-05-03,37.337087691069996
2016-05-04,36.270313757039425
2016-05-05,39.47063555913114
2016-05-06,37.337087691069996
2016-05-07,38.93724859211585
2016-05-08,37.337087691069996
2016-05-09,37.337087691069996
2016-05-10,39.47063555913114
2016-05-11,37.87047465808528
2016-05-12,37.87047465808528
2016-05-13,37.87047465808528
2016-05-14,36.80370072405471
2016-05-15,39.47063555913114
2016-05-16,36.270313757039425
2016-05-17,39.47063555913114
2016-05-18,37.87047465808528
2016-05-19,37.87047465808528
2016-05-20,36.270313757039425
2016-05-21,38.93724859211585
2016-05-22,38.93724859211585
2016-05-23,37.337087691069996
2016-05-24,35.20353982300885
2016-05-25,38.40386162510057
2016-05-26,37.87047465808528
2016-05-27,36.270313757039425
2016-05-28,38.93724859211585
2016-05-29,34.13676588897828
2016-05-30,37.337087691069996
2016-05-31,36.270313757039425
2016-06-01,36.80370072405471
2016-06-02,39.47063555913114
2016-06-03,36.80370072405471
2016-06-04,37.337087691069996
2016-06-05,37.87047465808528
2016-06-06,35.736926790024135
2016-06-07,35.736926790024135
2016-06-08,36.270313757039425
2016-06-09,38.93724859211585
2016-06-10,38.40386162510057
2016-06-11,37.87047465808528
2016-06-12,42.670957361222854
2016-06-13,38.40386162510057
2016-06-14,35.736926790024135
2016-06-15,37.87047465808528
2016-06-16,37.87047465808528
2016-06-17,37.87047465808528
2016-06-18,38.40386162510057
2016-06-19,38.93724859211585
2016-06-20,36.80370072405471
2016-06-21,36.80370072405471
2016-06-22,36.80370072405471
2016-06-23,36.270313757039425
2016-06-24,36.270313757039425
2016-06-25,40.00402252614642
2016-06-26,37.337087691069996
2016-06-27,34.670152855993564
2016-06-28,37.337087691069996
2016-06-29,37.87047465808528
2016-06-30,34.670152855993564
2016-07-01,37.337087691069996
2016-07-02,39.47063555913114
2016-07-03,36.270313757039425
2016-07-04,37.337087691069996
2016-07-05,38.40386162510057
2016-07-06,37.87047465808528
2016-07-07,35.736926790024135
2016-07-08,36.80370072405471
2016-07-09,38.93724859211585
2016-07-10,36.80370072405471
2016-07-11,35.736926790024135
2016-07-12,36.270313757039425
2016-07-13,40.00402252614642
2016-07-14,40.00402252614642
2016-07-15,38.40386162510057
2016-07-16,39.47063555913114
2016-07-17,41.60418342719228
2016-07-18,35.736926790024135
2016-07-19,38.40386162510057
2016-07-20,37.87047465808528
2016-07-21,40.53740949316171
2016-07-22,36.80370072405471
2016-07-23,38.40386162510057
2016-07-24,42.670957361222854
2016-07-25,40.00402252614642
2016-07-26,41.60418342719228
2016-07-27,44.804505229284
2016-07-28,44.27111826226871
2016-07-29,44.27111826226871
2016-07-30,46.40466613032985
2016-07-31,42.137570394207565
2016-08-01,40.00402252614642
2016-08-02,40.00402252614642
2016-08-03,40.53740949316171
2016-08-04,40.00402252614642
2016-08-05,37.87047465808528
2016-08-06,41.07079646017699
2016-08-07,40.00402252614642
2016-08-08,37.87047465808528
2016-08-09,36.270313757039425
2016-08-10,39.47063555913114
2016-08-11,36.270313757039425
2016-08-12,40.00402252614642
2016-08-13,40.00402252614642
2016-08-14,41.60418342719228
2016-08-15,39.47063555913114
2016-08-16,39.47063555913114
2016-08-17,40.53740949316171
2016-08-18,37.337087691069996
2016-08-19,37.87047465808528
2016-08-20,41.60418342719228
2016-08-21,40.53740949316171
2016-08-22,38.40386162510057
2016-08-23,40.00402252614642
2016-08-24,39.47063555913114
2016-08-25,40.00402252614642
2016-08-26,42.670957361222854
2016-08-27,41.07079646017699
2016-08-28,42.137570394207565
2016-08-29,40.53740949316171
2016-08-30,42.137570394207565
2016-08-31,41.07079646017699
2016-09-01,40.00402252614642
2016-09-02,38.93724859211585
2016-09-03,42.137570394207565
2016-09-04,41.07079646017699
2016-09-05,41.60418342719228
2016-09-06,43.204344328238136
2016-09-07,38.93724859211585
2016-09-08,42.137570394207565
2016-09-09,39.47063555913114
2016-09-10,40.00402252614642
2016-09-11,40.00402252614642
2016-09-12,42.137570394207565
2016-09-13,38.93724859211585
2016-09-14,41.60418342719228
2016-09-15,41.07079646017699
2016-09-16,41.07079646017699
2016-09-17,40.53740949316171
2016-09-18,40.53740949316171
2016-09-19,39.47063555913114
2016-09-20,41.60418342719228
2016-09-21,40.53740949316171
