date,hillary clinton hand
2016-05-01,0.0
2016-05-02,0.9018789144050104
2016-05-03,0.0
2016-05-04,1.302713987473904
2016-05-05,0.40083507306889354
2016-05-06,0.5010438413361169
2016-05-07,0.5010438413361169
2016-05-08,0.5010438413361169
2016-05-09,1.302713987473904
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.40083507306889354
2016-05-13,0.0
2016-05-14,0.5010438413361169
2016-05-15,1.0020876826722338
2016-05-16,0.8016701461377871
2016-05-17,0.40083507306889354
2016-05-18,1.7035490605427976
2016-05-19,0.9018789144050104
2016-05-20,0.0
2016-05-21,1.0020876826722338
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.9018789144050104
2016-05-26,0.0
2016-05-27,0.5010438413361169
2016-05-28,1.5031315240083507
2016-05-29,0.0
2016-05-30,0.40083507306889354
2016-05-31,0.0
2016-06-01,0.8016701461377871
2016-06-02,1.7035490605427976
2016-06-03,0.40083507306889354
2016-06-04,1.0020876826722338
2016-06-05,0.0
2016-06-06,0.8016701461377871
2016-06-07,0.8016701461377871
2016-06-08,2.605427974947808
2016-06-09,1.302713987473904
2016-06-10,0.0
2016-06-11,1.0020876826722338
2016-06-12,0.0
2016-06-13,1.7035490605427976
2016-06-14,0.40083507306889354
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.9018789144050104
2016-06-18,0.5010438413361169
2016-06-19,0.0
2016-06-20,0.8016701461377871
2016-06-21,0.0
2016-06-22,0.9018789144050104
2016-06-23,0.9018789144050104
2016-06-24,1.803757828810021
2016-06-25,0.0
2016-06-26,1.0020876826722338
2016-06-27,1.302713987473904
2016-06-28,1.302713987473904
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.5010438413361169
2016-07-02,0.5010438413361169
2016-07-03,1.0020876826722338
2016-07-04,0.5010438413361169
2016-07-05,1.302713987473904
2016-07-06,1.803757828810021
2016-07-07,1.302713987473904
2016-07-08,0.5010438413361169
2016-07-09,0.5010438413361169
2016-07-10,0.5010438413361169
2016-07-11,1.302713987473904
2016-07-12,0.40083507306889354
2016-07-13,0.40083507306889354
2016-07-14,1.302713987473904
2016-07-15,0.40083507306889354
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.9018789144050104
2016-07-20,0.40083507306889354
2016-07-21,1.302713987473904
2016-07-22,1.803757828810021
2016-07-23,1.0020876826722338
2016-07-24,2.0041753653444676
2016-07-25,0.40083507306889354
2016-07-26,0.40083507306889354
2016-07-27,2.605427974947808
2016-07-28,1.803757828810021
2016-07-29,5.912317327766179
2016-07-30,4.108559498956159
2016-07-31,0.0
2016-08-01,1.7035490605427976
2016-08-02,0.9018789144050104
2016-08-03,0.9018789144050104
2016-08-04,0.40083507306889354
2016-08-05,0.5010438413361169
2016-08-06,0.5010438413361169
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,0.40083507306889354
2016-08-10,0.40083507306889354
2016-08-11,1.302713987473904
2016-08-12,2.2045929018789145
2016-08-13,1.0020876826722338
2016-08-14,2.104384133611691
2016-08-15,1.4029227557411275
2016-08-16,0.9018789144050104
2016-08-17,0.9018789144050104
2016-08-18,0.9018789144050104
2016-08-19,0.0
2016-08-20,0.5010438413361169
2016-08-21,1.0020876826722338
2016-08-22,1.7035490605427976
2016-08-23,0.40083507306889354
2016-08-24,0.0
2016-08-25,0.40083507306889354
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.5010438413361169
2016-08-29,2.9060542797494784
2016-08-30,0.40083507306889354
2016-08-31,0.0
2016-09-01,0.40083507306889354
2016-09-02,0.0
2016-09-03,0.5010438413361169
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.8016701461377871
2016-09-08,1.302713987473904
2016-09-09,1.302713987473904
2016-09-10,0.0
2016-09-11,1.9039665970772444
2016-09-12,2.605427974947808
2016-09-13,3.8079331941544887
2016-09-14,1.7035490605427976
2016-09-15,0.40083507306889354
2016-09-16,1.803757828810021
2016-09-17,1.9039665970772444
2016-09-18,1.9039665970772444
2016-09-19,0.8016701461377871
2016-09-20,1.2025052192066807
2016-09-21,0.40083507306889354
2016-09-22,1.7035490605427976
2016-09-23,0.40083507306889354
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,1.6033402922755742
2016-09-27,2.805845511482255
2016-09-28,4.108559498956159
2016-09-29,10.020876826722338
2016-09-30,3.4070981210855953
2016-10-01,1.951983298538622
2016-10-02,1.7505219206680585
2016-10-03,1.1012526096033404
2016-10-04,1.1012526096033404
2016-10-05,1.5020876826722338
2016-10-06,0.20041753653444677
2016-10-07,1.151356993736952
2016-10-08,1.2014613778705638
2016-10-09,0.25052192066805845
2016-10-10,3.0521920668058455
2016-10-11,1.801670146137787
2016-10-12,0.9008350730688935
2016-10-13,0.7004175365344467
2016-10-14,0.9008350730688935
2016-10-15,1.001043841336117
2016-10-16,2.152400835073069
2016-10-17,2.002087682672234
2016-10-18,1.9029227557411275
2016-10-19,1.301670146137787
2016-10-20,4.4050104384133615
2016-10-21,1.6012526096033404
2016-10-22,0.9509394572025052
2016-10-23,1.2014613778705638
2016-10-24,1.301670146137787
2016-10-25,0.9008350730688935
2016-10-26,1.4008350730688934
2016-10-27,1.6012526096033404
2016-10-28,0.7004175365344467
2016-10-29,3.654488517745303
2016-10-30,1.2014613778705638
2016-10-31,1.5521920668058455
2016-11-01,1.6012526096033404
2016-11-02,100.0
2016-11-03,10.0
2016-11-04,3.0
2016-11-05,2.0
2016-11-06,2.0
2016-11-07,3.0
2016-11-08,5.0
2016-11-09,9.0
2016-11-10,4.0
2016-11-11,2.0
2016-11-12,2.0
2016-11-13,1.0
2016-11-14,2.0
2016-11-15,1.0
2016-11-16,0.0
2016-11-17,1.0
2016-11-18,0.0
2016-11-19,1.0
2016-11-20,1.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,1.0
2016-11-24,1.0
2016-11-25,1.0
2016-11-26,1.0
2016-11-27,1.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,1.0
2016-12-01,1.0
2016-12-02,1.0
2016-12-03,1.0
2016-12-04,0.0
2016-12-05,1.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,1.0
2016-12-10,1.0
2016-12-11,1.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,1.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,1.0
2016-12-25,1.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,1.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,1.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,1.0
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,1.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,3.0
2017-01-21,1.0
2017-01-22,1.0
2017-01-23,1.0
2017-01-24,1.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,1.0
2017-02-03,1.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,1.0
2017-02-20,0.0
2017-02-21,1.0
2017-02-22,0.0
2017-02-23,0.0
