date,obama book
2016-05-01,29.281553398058254
2016-05-02,21.351132686084142
2016-05-03,11.895631067961165
2016-05-04,12.505663430420713
2016-05-05,11.895631067961165
2016-05-06,8.540453074433657
2016-05-07,9.150485436893204
2016-05-08,8.540453074433657
2016-05-09,4.880258899676376
2016-05-10,9.760517799352751
2016-05-11,8.540453074433657
2016-05-12,7.01537216828479
2016-05-13,21.351132686084142
2016-05-14,12.20064724919094
2016-05-15,11.895631067961165
2016-05-16,10.675566343042071
2016-05-17,10.065533980582524
2016-05-18,9.150485436893204
2016-05-19,4.880258899676376
2016-05-20,7.930420711974111
2016-05-21,9.150485436893204
2016-05-22,8.235436893203884
2016-05-23,10.370550161812298
2016-05-24,9.760517799352751
2016-05-25,11.590614886731393
2016-05-26,11.285598705501618
2016-05-27,8.845469255663431
2016-05-28,8.540453074433657
2016-05-29,9.150485436893204
2016-05-30,7.930420711974111
2016-05-31,3.355177993527508
2016-06-01,7.625404530744337
2016-06-02,10.980582524271846
2016-06-03,7.01537216828479
2016-06-04,11.285598705501618
2016-06-05,12.20064724919094
2016-06-06,10.980582524271846
2016-06-07,9.760517799352751
2016-06-08,6.710355987055016
2016-06-09,14.9457928802589
2016-06-10,10.980582524271846
2016-06-11,8.845469255663431
2016-06-12,9.455501618122979
2016-06-13,12.20064724919094
2016-06-14,16.775889967637543
2016-06-15,13.420711974110032
2016-06-16,10.980582524271846
2016-06-17,9.150485436893204
2016-06-18,10.370550161812298
2016-06-19,14.9457928802589
2016-06-20,7.625404530744337
2016-06-21,7.01537216828479
2016-06-22,8.235436893203884
2016-06-23,8.845469255663431
2016-06-24,6.405339805825243
2016-06-25,11.895631067961165
2016-06-26,9.150485436893204
2016-06-27,7.01537216828479
2016-06-28,10.065533980582524
2016-06-29,10.370550161812298
2016-06-30,14.03074433656958
2016-07-01,7.01537216828479
2016-07-02,10.065533980582524
2016-07-03,7.930420711974111
2016-07-04,5.185275080906149
2016-07-05,7.320388349514563
2016-07-06,7.01537216828479
2016-07-07,10.980582524271846
2016-07-08,12.20064724919094
2016-07-09,11.895631067961165
2016-07-10,9.150485436893204
2016-07-11,7.930420711974111
2016-07-12,11.895631067961165
2016-07-13,15.555825242718447
2016-07-14,9.455501618122979
2016-07-15,18.911003236245957
2016-07-16,8.540453074433657
2016-07-17,7.930420711974111
2016-07-18,10.675566343042071
2016-07-19,30.501618122977348
2016-07-20,20.741100323624597
2016-07-21,13.725728155339807
2016-07-22,16.775889967637543
2016-07-23,11.285598705501618
2016-07-24,10.370550161812298
2016-07-25,8.845469255663431
2016-07-26,20.131067961165048
2016-07-27,17.385922330097088
2016-07-28,24.096278317152105
2016-07-29,17.080906148867314
2016-07-30,12.810679611650485
2016-07-31,13.725728155339807
2016-08-01,8.845469255663431
2016-08-02,13.420711974110032
2016-08-03,10.065533980582524
2016-08-04,15.250809061488674
2016-08-05,14.03074433656958
2016-08-06,9.455501618122979
