date,donald trump crime
2016-11-01,11.01242829827916
2016-11-02,20.0
2016-11-03,19.0
2016-11-04,18.0
2016-11-05,5.0
2016-11-06,14.0
2016-11-07,13.0
2016-11-08,27.0
2016-11-09,100.0
2016-11-10,65.0
2016-11-11,43.0
2016-11-12,21.0
2016-11-13,21.0
2016-11-14,24.0
2016-11-15,19.0
2016-11-16,15.0
2016-11-17,13.0
2016-11-18,8.0
2016-11-19,9.0
2016-11-20,12.0
2016-11-21,6.0
2016-11-22,12.0
2016-11-23,7.0
2016-11-24,6.0
2016-11-25,2.0
2016-11-26,7.0
2016-11-27,2.0
2016-11-28,8.0
2016-11-29,5.0
2016-11-30,10.0
2016-12-01,10.0
2016-12-02,6.0
2016-12-03,7.0
2016-12-04,5.0
2016-12-05,6.0
2016-12-06,4.0
2016-12-07,4.0
2016-12-08,7.0
2016-12-09,9.0
2016-12-10,6.0
2016-12-11,4.0
2016-12-12,5.0
2016-12-13,4.0
2016-12-14,8.0
2016-12-15,9.0
2016-12-16,5.0
2016-12-17,3.0
2016-12-18,13.0
2016-12-19,0.0
2016-12-20,2.0
2016-12-21,7.0
2016-12-22,9.0
2016-12-23,4.0
2016-12-24,4.0
2016-12-25,8.0
2016-12-26,5.0
2016-12-27,2.0
2016-12-28,2.0
2016-12-29,3.0
2016-12-30,7.0
2016-12-31,4.0
2017-01-01,8.0
2017-01-02,7.0
2017-01-03,5.0
2017-01-04,5.0
2017-01-05,22.0
2017-01-06,27.0
2017-01-07,16.0
2017-01-08,7.0
2017-01-09,8.0
2017-01-10,14.0
2017-01-11,10.0
2017-01-12,6.0
2017-01-13,5.0
2017-01-14,5.0
2017-01-15,9.0
2017-01-16,13.0
2017-01-17,11.0
2017-01-18,6.0
2017-01-19,11.0
2017-01-20,18.0
2017-01-21,11.0
2017-01-22,16.0
2017-01-23,12.0
2017-01-24,8.0
2017-01-25,19.0
2017-01-26,15.0
2017-01-27,10.0
2017-01-28,9.0
2017-01-29,13.0
2017-01-30,14.0
2017-01-31,19.0
2017-02-01,11.0
2017-02-02,7.0
2017-02-03,14.0
2017-02-04,6.0
2017-02-05,5.0
2017-02-06,8.0
2017-02-07,13.0
2017-02-08,10.0
2017-02-09,15.0
2017-02-10,7.0
2017-02-11,11.0
2017-02-12,7.0
2017-02-13,9.0
2017-02-14,3.0
2017-02-15,7.0
2017-02-16,8.0
2017-02-17,14.0
2017-02-18,6.0
2017-02-19,12.0
2017-02-20,8.0
2017-02-21,15.0
2017-02-22,14.0
2017-02-23,7.0
2017-02-24,9.0
2017-02-25,9.0
2017-02-26,8.0
2017-02-27,9.0
2017-02-28,11.0
2017-03-01,19.759430008382232
2017-03-02,9.755658005029337
2017-03-03,7.292120704107292
2017-03-04,8.642497904442582
2017-03-05,6.828583403185247
2017-03-06,8.916177703269069
2017-03-07,6.416177703269069
2017-03-08,5.116932103939648
2017-03-09,5.365046102263202
2017-03-10,6.452640402347024
2017-03-11,6.529337803855825
2017-03-12,3.3139145012573343
2017-03-13,6.390611902766135
2017-03-14,6.642497904442582
2017-03-15,7.890611902766135
2017-03-16,4.77745180217938
2017-03-17,6.178960603520537
2017-03-18,4.627829002514669
2017-03-19,3.715423302598491
2017-03-20,3.751886001676446
2017-03-21,6.781223805532272
2017-03-22,3.0
2017-03-23,8.503772003352893
2017-03-24,8.49287510477787
2017-03-25,6.916177703269069
2017-03-26,12.715423302598492
2017-03-27,3.27745180217938
2017-03-28,5.503772003352892
2017-03-29,5.365046102263202
2017-03-30,4.226320201173512
2017-03-31,3.4526404023470243
2017-04-01,2.4015088013411567
2017-04-02,2.8030176026823135
2017-04-03,10.68650461022632
2017-04-04,0.0
2017-04-05,2.27745180217938
2017-04-06,3.6789606035205367
2017-04-07,14.89103101424979
2017-04-08,2.8030176026823135
2017-04-09,5.781223805532272
2017-04-10,2.4526404023470243
2017-04-11,2.4526404023470243
2017-04-12,2.4526404023470243
2017-04-13,5.080469404861693
2017-04-14,4.20452640402347
2017-04-15,4.379715004191115
2017-04-16,0.0
2017-04-17,6.306789606035205
2017-04-18,8.233864207879297
2017-04-19,7.1827326068734285
2017-04-20,2.4526404023470243
2017-04-21,3.6789606035205367
2017-04-22,5.606035205364627
2017-04-23,4.029337803855825
2017-04-24,11.912824811399833
2017-04-25,8.233864207879297
2017-04-26,5.781223805532272
2017-04-27,5.956412405699917
2017-04-28,4.905280804694049
2017-04-29,0.0
2017-04-30,5.781223805532272
2017-05-01,6.48197820620285
2017-05-02,7.007544006705784
2017-05-03,2.27745180217938
2017-05-04,3.503772003352892
2017-05-05,2.4526404023470243
2017-05-06,2.8030176026823135
2017-05-07,2.8030176026823135
2017-05-08,5.956412405699917
2017-05-09,3.503772003352892
2017-05-10,14.190276613579211
2017-05-11,5.956412405699917
2017-05-12,8.584241408214584
2017-05-13,0.0
2017-05-14,8.584241408214584
2017-05-15,4.730092204526404
2017-05-16,2.27745180217938
2017-05-17,7.1827326068734285
2017-05-18,3.503772003352892
2017-05-19,6.1316010058675605
2017-05-20,2.8030176026823135
2017-05-21,2.8030176026823135
2017-05-22,5.956412405699917
2017-05-23,3.503772003352892
2017-05-24,2.4526404023470243
2017-05-25,3.6789606035205367
2017-05-26,3.854149203688181
2017-05-27,0.0
2017-05-28,2.9782062028499583
2017-05-29,5.080469404861693
2017-05-30,3.6789606035205367
2017-05-31,5.956412405699917
2017-06-01,7.357921207041073
2017-06-02,7.533109807208717
2017-06-03,2.8030176026823135
