date,hillary clinton benghazi
2016-11-02,26.0
2016-11-03,23.0
2016-11-04,18.0
2016-11-05,18.0
2016-11-06,27.0
2016-11-07,32.0
2016-11-08,61.0
2016-11-09,100.0
2016-11-10,58.0
2016-11-11,27.0
2016-11-12,23.0
2016-11-13,16.0
2016-11-14,11.0
2016-11-15,8.0
2016-11-16,6.0
2016-11-17,3.0
2016-11-18,5.0
2016-11-19,7.0
2016-11-20,6.0
2016-11-21,6.0
2016-11-22,4.0
2016-11-23,3.0
2016-11-24,4.0
2016-11-25,3.0
2016-11-26,5.0
2016-11-27,2.0
2016-11-28,3.0
2016-11-29,4.0
2016-11-30,3.0
2016-12-01,2.0
2016-12-02,1.0
2016-12-03,2.0
2016-12-04,2.0
2016-12-05,2.0
2016-12-06,2.0
2016-12-07,2.0
2016-12-08,2.0
2016-12-09,1.0
2016-12-10,3.0
2016-12-11,4.0
2016-12-12,1.0
2016-12-13,2.0
2016-12-14,3.0
2016-12-15,2.0
2016-12-16,2.0
2016-12-17,3.0
2016-12-18,2.0
2016-12-19,3.0
2016-12-20,1.0
2016-12-21,2.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,1.0
2016-12-25,3.0
2016-12-26,2.0
2016-12-27,2.0
2016-12-28,1.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,3.0
2017-01-01,2.0
2017-01-02,4.0
2017-01-03,2.0
2017-01-04,2.0
2017-01-05,3.0
2017-01-06,2.0
2017-01-07,3.0
2017-01-08,4.0
2017-01-09,5.0
2017-01-10,1.0
2017-01-11,3.0
2017-01-12,2.0
2017-01-13,3.0
2017-01-14,4.0
2017-01-15,4.0
2017-01-16,3.0
2017-01-17,2.0
2017-01-18,2.0
2017-01-19,2.0
2017-01-20,4.0
2017-01-21,5.0
2017-01-22,7.0
2017-01-23,5.0
2017-01-24,5.0
2017-01-25,3.0
2017-01-26,3.0
2017-01-27,2.0
2017-01-28,4.0
2017-01-29,4.0
2017-01-30,3.0
2017-01-31,3.0
2017-02-01,1.0
2017-02-02,3.0
2017-02-03,4.0
2017-02-04,2.0
2017-02-05,4.0
2017-02-06,1.0
2017-02-07,2.0
2017-02-08,1.0
2017-02-09,1.0
2017-02-10,2.0
2017-02-11,3.0
2017-02-12,3.0
2017-02-13,2.0
2017-02-14,2.0
2017-02-15,3.0
2017-02-16,3.0
2017-02-17,2.0
2017-02-18,2.0
2017-02-19,1.0
2017-02-20,2.0
2017-02-21,1.0
2017-02-22,2.0
2017-02-23,3.0
2017-02-24,1.0
2017-02-25,2.0
2017-02-26,2.0
2017-02-27,2.0
2017-02-28,1.0
2017-03-01,2.170103092783505
2017-03-02,2.365979381443299
2017-03-03,3.5773195876288657
2017-03-04,2.288659793814433
2017-03-05,1.5154639175257731
2017-03-06,0.9381443298969072
2017-03-07,1.3762886597938144
2017-03-08,1.170103092783505
2017-03-09,1.402061855670103
2017-03-10,0.9639175257731958
2017-03-11,2.288659793814433
2017-03-12,2.288659793814433
2017-03-13,0.7319587628865979
2017-03-14,1.670103092783505
2017-03-15,0.9639175257731958
2017-03-16,0.7319587628865979
2017-03-17,0.7319587628865979
2017-03-18,0.7577319587628866
2017-03-19,2.0309278350515463
2017-03-20,3.536082474226804
2017-03-21,1.170103092783505
2017-03-22,1.4381443298969072
2017-03-23,1.4639175257731958
2017-03-24,0.7319587628865979
2017-03-25,2.5979381443298966
2017-03-26,1.5412371134020617
2017-03-27,0.23195876288659792
2017-03-28,0.7319587628865979
2017-03-29,1.1958762886597938
2017-03-30,1.4639175257731958
2017-03-31,2.6752577319587627
2017-04-01,1.2577319587628866
2017-04-02,2.6804123711340204
2017-04-03,0.9278350515463917
2017-04-04,0.9278350515463917
2017-04-05,0.9278350515463917
2017-04-06,0.46391752577319584
2017-04-07,1.9072164948453607
2017-04-08,1.5979381443298968
2017-04-09,1.134020618556701
2017-04-10,1.3917525773195876
2017-04-11,2.319587628865979
2017-04-12,1.9072164948453607
2017-04-13,0.46391752577319584
2017-04-14,1.0824742268041236
2017-04-15,0.5670103092783505
2017-04-16,1.134020618556701
2017-04-17,1.4948453608247423
2017-04-18,1.804123711340206
2017-04-19,0.9278350515463917
2017-04-20,0.9278350515463917
2017-04-21,0.979381443298969
2017-04-22,0.0
2017-04-23,1.0309278350515463
2017-04-24,0.46391752577319584
2017-04-25,2.268041237113402
2017-04-26,1.3402061855670102
2017-04-27,0.46391752577319584
2017-04-28,0.0
2017-04-29,1.6494845360824741
2017-04-30,1.0824742268041236
2017-05-01,0.979381443298969
2017-05-02,0.9278350515463917
2017-05-03,0.9278350515463917
2017-05-04,1.8556701030927834
2017-05-05,1.3917525773195876
2017-05-06,1.5979381443298968
2017-05-07,1.0824742268041236
2017-05-08,0.46391752577319584
2017-05-09,1.3402061855670102
2017-05-10,2.319587628865979
2017-05-11,2.319587628865979
2017-05-12,1.443298969072165
2017-05-13,2.1649484536082473
2017-05-14,2.731958762886598
2017-05-15,1.3917525773195876
2017-05-16,0.46391752577319584
2017-05-17,1.3917525773195876
2017-05-18,0.9278350515463917
2017-05-19,1.9072164948453607
2017-05-20,0.0
2017-05-21,1.6494845360824741
2017-05-22,0.9278350515463917
2017-05-23,2.731958762886598
2017-05-24,2.783505154639175
2017-05-25,0.46391752577319584
2017-05-26,2.9896907216494846
2017-05-27,1.7010309278350515
2017-05-28,0.5670103092783505
2017-05-29,3.917525773195876
2017-05-30,1.8556701030927834
2017-05-31,1.3917525773195876
2017-06-01,0.9278350515463917
2017-06-02,2.422680412371134
2017-06-03,1.6494845360824741
