date,burger
2016-11-30,60.34709730171709
2016-12-01,63.22076860179886
2016-12-02,70.88389206868356
2016-12-03,82.37857726901063
2016-12-04,79.50490596892887
2016-12-05,58.431316434995914
2016-12-06,60.34709730171709
2016-12-07,62.26287816843827
2016-12-08,66.09443990188062
2016-12-09,67.05233033524121
2016-12-10,76.6312346688471
2016-12-11,77.58912510220769
2016-12-12,56.515535568274736
2016-12-13,57.473426001635325
2016-12-14,58.431316434995914
2016-12-15,62.26287816843827
2016-12-16,67.05233033524121
2016-12-17,77.58912510220769
2016-12-18,76.6312346688471
2016-12-19,58.431316434995914
2016-12-20,61.30498773507768
2016-12-21,65.13654946852003
2016-12-22,66.09443990188062
2016-12-23,66.09443990188062
2016-12-24,63.22076860179886
2016-12-25,72.79967293540474
2016-12-26,76.6312346688471
2016-12-27,68.0102207686018
2016-12-28,71.84178250204415
2016-12-29,73.75756336876533
2016-12-30,77.58912510220769
2016-12-31,71.84178250204415
2017-01-01,95.78904333605888
2017-01-02,73.75756336876533
2017-01-03,64.17865903515944
2017-01-04,65.13654946852003
2017-01-05,68.96811120196239
2017-01-06,77.58912510220769
2017-01-07,83.33646770237122
2017-01-08,78.54701553556828
2017-01-09,61.30498773507768
2017-01-10,64.17865903515944
2017-01-11,63.22076860179886
2017-01-12,65.13654946852003
2017-01-13,74.71545380212592
2017-01-14,88.12591986917417
2017-01-15,84.29435813573181
2017-01-16,63.22076860179886
2017-01-17,63.22076860179886
2017-01-18,63.22076860179886
2017-01-19,67.05233033524121
2017-01-20,72.79967293540474
2017-01-21,86.21013900245299
2017-01-22,80.46279640228946
2017-01-23,60.34709730171709
2017-01-24,59.3892068683565
2017-01-25,64.17865903515944
2017-01-26,67.05233033524121
2017-01-27,76.6312346688471
2017-01-28,90.99959116925594
2017-01-29,84.29435813573181
2017-01-30,62.26287816843827
2017-01-31,61.30498773507768
2017-02-01,65.13654946852003
2017-02-02,67.05233033524121
2017-02-03,77.58912510220769
2017-02-04,88.12591986917417
2017-02-05,81.42068683565005
2017-02-06,56.515535568274736
2017-02-07,58.431316434995914
2017-02-08,64.17865903515944
2017-02-09,64.17865903515944
2017-02-10,73.75756336876533
2017-02-11,87.16802943581358
2017-02-12,85.2522485690924
2017-02-13,61.30498773507768
2017-02-14,73.75756336876533
2017-02-15,68.0102207686018
2017-02-16,64.17865903515944
2017-02-17,76.6312346688471
2017-02-18,90.04170073589535
2017-02-19,89.08381030253476
2017-02-20,65.13654946852003
2017-02-21,68.0102207686018
2017-02-22,68.96811120196239
2017-02-23,68.0102207686018
2017-02-24,77.58912510220769
2017-02-25,88.12591986917417
2017-02-26,88.12591986917417
2017-02-27,65.13654946852003
2017-02-28,67.05233033524121
2017-03-01,65.56827473426002
2017-03-02,68.9840556009812
2017-03-03,78.29456255110384
2017-03-04,90.99979558462798
2017-03-05,86.5840147179068
2017-03-06,60.67354865085855
2017-03-07,62.13143908421914
2017-03-08,64.06827473426002
2017-03-09,66.5261651676206
2017-03-10,76.33667211774326
2017-03-11,88.06295993458708
2017-03-12,86.6050695012265
2017-03-13,62.63143908421914
2017-03-14,60.65249386753884
2017-03-15,64.08932951757973
2017-03-16,66.0472199509403
2017-03-17,76.33667211774326
2017-03-18,88.06295993458708
2017-03-19,86.1050695012265
2017-03-20,63.610384300899426
2017-03-21,63.110384300899426
2017-03-22,64.08932951757973
2017-03-23,68.46300081766148
2017-03-24,77.79456255110384
2017-03-25,90.52085036794767
2017-03-26,87.6050695012265
2017-03-27,63.110384300899426
2017-03-28,64.08932951757973
2017-03-29,65.06827473426002
2017-03-30,67.5261651676206
2017-03-31,78.27350776778414
2017-04-01,90.97874080130826
2017-04-02,88.0
2017-04-03,64.0
2017-04-04,64.0
2017-04-05,64.0
2017-04-06,68.0
2017-04-07,75.0
2017-04-08,85.0
2017-04-09,88.0
2017-04-10,65.0
2017-04-11,66.0
2017-04-12,70.0
2017-04-13,82.0
2017-04-14,92.0
2017-04-15,90.0
2017-04-16,85.0
2017-04-17,75.0
2017-04-18,65.0
2017-04-19,66.0
2017-04-20,69.0
2017-04-21,80.0
2017-04-22,90.0
2017-04-23,87.0
2017-04-24,64.0
2017-04-25,65.0
2017-04-26,66.0
2017-04-27,69.0
2017-04-28,78.0
2017-04-29,92.0
2017-04-30,94.0
2017-05-01,87.0
2017-05-02,65.0
2017-05-03,66.0
2017-05-04,68.0
2017-05-05,77.0
2017-05-06,89.0
2017-05-07,93.0
2017-05-08,69.0
2017-05-09,65.0
2017-05-10,65.0
2017-05-11,69.0
2017-05-12,78.0
2017-05-13,89.0
2017-05-14,84.0
2017-05-15,62.0
2017-05-16,64.0
2017-05-17,66.0
2017-05-18,68.0
2017-05-19,78.0
2017-05-20,93.0
2017-05-21,92.0
2017-05-22,64.0
2017-05-23,64.0
2017-05-24,71.0
2017-05-25,75.0
2017-05-26,80.0
2017-05-27,89.0
2017-05-28,100.0
2017-05-29,79.0
2017-05-30,66.0
2017-05-31,66.0
2017-06-01,69.0
2017-06-02,79.0
2017-06-03,88.0
