date,obama pussy
2016-10-28,2.940659340659341
2016-10-29,0.9604395604395605
2016-10-30,3.420879120879121
2016-10-31,1.9604395604395606
2016-11-01,1.9604395604395606
2016-11-02,3.0
2016-11-03,1.0
2016-11-04,3.0
2016-11-05,4.0
2016-11-06,6.0
2016-11-07,2.0
2016-11-08,5.0
2016-11-09,14.0
2016-11-10,12.0
2016-11-11,18.0
2016-11-12,11.0
2016-11-13,8.0
2016-11-14,5.0
2016-11-15,7.0
2016-11-16,5.0
2016-11-17,7.0
2016-11-18,4.0
2016-11-19,3.0
2016-11-20,4.0
2016-11-21,2.0
2016-11-22,4.0
2016-11-23,2.0
2016-11-24,1.0
2016-11-25,0.0
2016-11-26,1.0
2016-11-27,3.0
2016-11-28,1.0
2016-11-29,4.0
2016-11-30,1.0
2016-12-01,1.0
2016-12-02,3.0
2016-12-03,2.0
2016-12-04,2.0
2016-12-05,3.0
2016-12-06,1.0
2016-12-07,3.0
2016-12-08,1.0
2016-12-09,2.0
2016-12-10,4.0
2016-12-11,4.0
2016-12-12,1.0
2016-12-13,1.0
2016-12-14,1.0
2016-12-15,1.0
2016-12-16,3.0
2016-12-17,5.0
2016-12-18,3.0
2016-12-19,2.0
2016-12-20,5.0
2016-12-21,3.0
2016-12-22,3.0
2016-12-23,2.0
2016-12-24,3.0
2016-12-25,2.0
2016-12-26,3.0
2016-12-27,3.0
2016-12-28,5.0
2016-12-29,2.0
2016-12-30,3.0
2016-12-31,3.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,2.0
2017-01-04,4.0
2017-01-05,2.0
2017-01-06,1.0
2017-01-07,4.0
2017-01-08,3.0
2017-01-09,2.0
2017-01-10,3.0
2017-01-11,5.0
2017-01-12,3.0
2017-01-13,3.0
2017-01-14,3.0
2017-01-15,3.0
2017-01-16,1.0
2017-01-17,2.0
2017-01-18,4.0
2017-01-19,5.0
2017-01-20,18.0
2017-01-21,23.0
2017-01-22,12.0
2017-01-23,10.0
2017-01-24,7.0
2017-01-25,9.0
2017-01-26,2.0
2017-01-27,3.0
2017-01-28,3.0
2017-01-29,1.0
2017-01-30,3.0
2017-01-31,4.0
2017-02-01,1.0
2017-02-02,5.0
2017-02-03,1.0
2017-02-04,1.0
2017-02-05,1.0
2017-02-06,1.0
2017-02-07,1.0
2017-02-08,2.0
2017-02-09,1.0
2017-02-10,0.0
2017-02-11,3.0
2017-02-12,1.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,1.0
2017-02-16,2.0
2017-02-17,1.0
2017-02-18,2.0
2017-02-19,3.0
2017-02-20,2.0
2017-02-21,1.0
2017-02-22,1.0
2017-02-23,2.0
2017-02-24,1.0
2017-02-25,2.0
2017-02-26,1.0
2017-02-27,2.0
2017-02-28,2.0
2017-03-01,1.928843710292249
2017-03-02,0.6010165184243964
2017-03-03,3.7401524777636594
2017-03-04,2.5381194409148664
2017-03-05,5.231893265565438
2017-03-06,1.9015247776365947
2017-03-07,0.0
2017-03-08,1.0
2017-03-09,0.5
2017-03-10,1.6283354510800507
2017-03-11,2.5654383735705206
2017-03-12,0.35514612452350697
2017-03-13,1.9015247776365947
2017-03-14,0.6010165184243964
2017-03-15,1.1010165184243963
2017-03-16,0.0
2017-03-17,1.1283354510800507
2017-03-18,2.8932655654383734
2017-03-19,0.855146124523507
2017-03-20,1.7293519695044473
2017-03-21,0.8005082592121981
2017-03-22,0.8005082592121981
2017-03-23,1.0
2017-03-24,1.8113087674714103
2017-03-25,0.855146124523507
2017-03-26,1.5927573062261753
2017-03-27,0.8005082592121981
2017-03-28,0.8005082592121981
2017-03-29,0.0
2017-03-30,1.1283354510800507
2017-03-31,0.0
2017-04-01,1.210292249047014
2017-04-02,2.1855146124523506
2017-04-03,1.2566709021601015
2017-04-04,0.6010165184243964
2017-04-05,1.857687420584498
2017-04-06,1.2566709021601015
2017-04-07,0.6556543837357052
2017-04-08,1.4752223634053365
2017-04-09,0.0
2017-04-10,1.2566709021601015
2017-04-11,0.6556543837357052
2017-04-12,1.9123252858958066
2017-04-13,3.933926302414231
2017-04-14,1.4205844980940279
2017-04-15,1.5298602287166454
2017-04-16,0.0
2017-04-17,2.0216010165184244
2017-04-18,1.2566709021601015
2017-04-19,0.0
2017-04-20,1.2566709021601015
2017-04-21,3.278271918678526
2017-04-22,2.1855146124523506
2017-04-23,1.4205844980940279
2017-04-24,0.6010165184243964
2017-04-25,0.6010165184243964
2017-04-26,1.2020330368487928
2017-04-27,1.857687420584498
2017-04-28,0.6556543837357052
2017-04-29,2.950444726810673
2017-04-30,1.4752223634053365
2017-05-01,0.6556543837357052
2017-05-02,0.0
2017-05-03,1.857687420584498
2017-05-04,0.6010165184243964
2017-05-05,0.6556543837357052
2017-05-06,1.4752223634053365
2017-05-07,2.1855146124523506
2017-05-08,1.2566709021601015
2017-05-09,0.0
2017-05-10,0.6010165184243964
2017-05-11,2.513341804320203
2017-05-12,0.0
2017-05-13,1.4752223634053365
2017-05-14,2.1855146124523506
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,1.2566709021601015
2017-05-18,0.6010165184243964
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.7102922490470139
2017-05-22,3.1143583227445997
2017-05-23,0.6010165184243964
2017-05-24,1.2566709021601015
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.7649301143583227
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.6556543837357052
2017-05-31,1.2566709021601015
2017-06-01,1.2566709021601015
2017-06-02,2.0216010165184244
2017-06-03,0.0
