date,trump steak
2016-08-20,7.760968229954614
2016-08-21,3.1043872919818454
2016-08-22,5.346444780635401
2016-08-23,3.966717095310136
2016-08-24,3.966717095310136
2016-08-25,5.346444780635401
2016-08-26,1.3797276853252647
2016-08-27,1.5521936459909227
2016-08-28,6.036308623298033
2016-08-29,2.5869894099848714
2016-08-30,0.0
2016-08-31,5.173978819969743
2016-09-01,1.3797276853252647
2016-09-02,5.346444780635401
2016-09-03,1.5521936459909227
2016-09-04,4.48411497730711
2016-09-05,3.966717095310136
2016-09-06,1.2072617246596067
2016-09-07,5.173978819969743
2016-09-08,3.966717095310136
2016-09-09,2.7594553706505294
2016-09-10,0.0
2016-09-11,2.9319213313161874
2016-09-12,1.3797276853252647
2016-09-13,3.794251134644478
2016-09-14,1.2072617246596067
2016-09-15,1.3797276853252647
2016-09-16,3.966717095310136
2016-09-17,8.96822995461422
2016-09-18,0.0
2016-09-19,2.5869894099848714
2016-09-20,1.2072617246596067
2016-09-21,2.5869894099848714
2016-09-22,3.794251134644478
2016-09-23,0.0
2016-09-24,6.036308623298033
2016-09-25,1.5521936459909227
2016-09-26,5.173978819969743
2016-09-27,10.00302571860817
2016-09-28,3.794251134644478
2016-09-29,5.001512859304085
2016-09-30,5.346444780635401
2016-10-01,5.931921331316188
2016-10-02,11.571104387291982
2016-10-03,7.000756429652043
2016-10-04,1.5
2016-10-05,1.7072617246596067
2016-10-06,5.604387291981846
2016-10-07,3.793494704992436
2016-10-08,12.587745839636913
2016-10-09,8.39788199697428
2016-10-10,14.778366111951588
2016-10-11,8.89788199697428
2016-10-12,9.98411497730711
2016-10-13,3.897125567322239
2016-10-14,8.190620272314675
2016-10-15,9.12178517397882
2016-10-16,11.001512859304086
2016-10-17,12.623298033282904
2016-10-18,3.1036308623298035
2016-10-19,6.000756429652043
2016-10-20,14.60590015128593
2016-10-21,6.086989409984872
2016-10-22,7.311649016641452
2016-10-23,6.845688350983359
2016-10-24,6.500756429652043
2016-10-25,6.104387291981846
2016-10-26,4.897125567322239
2016-10-27,4.397125567322239
2016-10-28,6.587745839636914
2016-10-29,5.155824508320726
2016-10-30,5.431921331316188
2016-10-31,2.397125567322239
2016-11-01,5.98411497730711
2016-11-02,7.0
2016-11-03,5.0
2016-11-04,3.0
2016-11-05,4.0
2016-11-06,10.0
2016-11-07,10.0
2016-11-08,17.0
2016-11-09,48.0
2016-11-10,36.0
2016-11-11,24.0
2016-11-12,21.0
2016-11-13,23.0
2016-11-14,16.0
2016-11-15,17.0
2016-11-16,63.0
2016-11-17,47.0
2016-11-18,23.0
2016-11-19,16.0
2016-11-20,10.0
2016-11-21,11.0
2016-11-22,9.0
2016-11-23,11.0
2016-11-24,6.0
2016-11-25,7.0
2016-11-26,8.0
2016-11-27,7.0
2016-11-28,6.0
2016-11-29,4.0
2016-11-30,8.0
2016-12-01,6.0
2016-12-02,6.0
2016-12-03,7.0
2016-12-04,1.0
2016-12-05,4.0
2016-12-06,3.0
2016-12-07,6.0
2016-12-08,7.0
2016-12-09,5.0
2016-12-10,2.0
2016-12-11,7.0
2016-12-12,6.0
2016-12-13,6.0
2016-12-14,6.0
2016-12-15,7.0
2016-12-16,7.0
2016-12-17,6.0
2016-12-18,7.0
2016-12-19,9.0
2016-12-20,3.0
2016-12-21,6.0
2016-12-22,6.0
2016-12-23,7.0
2016-12-24,6.0
2016-12-25,3.0
2016-12-26,4.0
2016-12-27,4.0
2016-12-28,3.0
2016-12-29,5.0
2016-12-30,3.0
2016-12-31,3.0
2017-01-01,4.0
2017-01-02,5.0
2017-01-03,2.0
2017-01-04,3.0
2017-01-05,4.0
2017-01-06,5.0
2017-01-07,4.0
2017-01-08,5.0
2017-01-09,6.0
2017-01-10,5.0
2017-01-11,8.0
2017-01-12,8.0
2017-01-13,8.0
2017-01-14,8.0
2017-01-15,7.0
2017-01-16,12.0
2017-01-17,7.0
2017-01-18,6.0
2017-01-19,12.0
2017-01-20,36.0
2017-01-21,28.0
2017-01-22,16.0
2017-01-23,16.0
2017-01-24,8.0
2017-01-25,14.0
2017-01-26,13.0
2017-01-27,9.0
2017-01-28,17.0
2017-01-29,22.0
2017-01-30,12.0
2017-01-31,11.0
2017-02-01,9.0
2017-02-02,8.0
2017-02-03,10.0
2017-02-04,12.0
2017-02-05,11.0
2017-02-06,9.0
2017-02-07,8.0
2017-02-08,7.0
2017-02-09,13.0
2017-02-10,12.0
2017-02-11,12.0
2017-02-12,7.0
2017-02-13,13.0
2017-02-14,15.0
2017-02-15,8.0
2017-02-16,14.0
2017-02-17,9.0
2017-02-18,12.0
2017-02-19,8.0
2017-02-20,7.0
2017-02-21,8.0
2017-02-22,2.0
2017-02-23,4.0
2017-02-24,12.0
2017-02-25,12.0
2017-02-26,12.0
2017-02-27,100.0
2017-02-28,88.0
2017-03-01,46.29220779220779
2017-03-02,31.094155844155843
2017-03-03,24.763636363636365
2017-03-04,23.57987012987013
2017-03-05,17.93311688311688
2017-03-06,15.16103896103896
2017-03-07,12.881818181818183
2017-03-08,11.198051948051948
2017-03-09,5.779220779220779
2017-03-10,8.83051948051948
2017-03-11,7.051298701298702
2017-03-12,9.058441558441558
2017-03-13,7.742207792207792
2017-03-14,12.881818181818183
2017-03-15,9.242207792207793
2017-03-16,10.742207792207793
2017-03-17,8.33051948051948
2017-03-18,11.793506493506493
2017-03-19,8.418831168831169
2017-03-20,5.462987012987012
2017-03-21,6.102597402597403
2017-03-22,6.4188311688311686
2017-03-23,5.962987012987012
2017-03-24,4.823376623376623
2017-03-25,7.4188311688311686
2017-03-26,5.551298701298702
2017-03-27,3.962987012987013
2017-03-28,4.1396103896103895
2017-03-29,5.323376623376623
2017-03-30,3.6396103896103895
2017-03-31,3.683766233766234
2017-04-01,5.735064935064935
2017-04-02,4.102597402597403
2017-04-03,7.293506493506493
2017-04-04,5.925974025974026
2017-04-05,8.205194805194806
2017-04-06,3.6467532467532466
2017-04-07,2.279220779220779
2017-04-08,5.47012987012987
2017-04-09,4.102597402597403
2017-04-10,5.014285714285714
2017-04-11,3.6467532467532466
2017-04-12,5.925974025974026
2017-04-13,5.014285714285714
2017-04-14,5.47012987012987
2017-04-15,2.735064935064935
2017-04-16,11.396103896103895
2017-04-17,1.3675324675324676
2017-04-18,6.837662337662337
2017-04-19,4.558441558441558
2017-04-20,2.279220779220779
2017-04-21,1.3675324675324676
2017-04-22,1.3675324675324676
2017-04-23,0.0
2017-04-24,5.925974025974026
2017-04-25,3.6467532467532466
2017-04-26,3.6467532467532466
2017-04-27,4.558441558441558
2017-04-28,8.66103896103896
2017-04-29,1.3675324675324676
2017-04-30,4.102597402597403
2017-05-01,6.381818181818182
2017-05-02,2.279220779220779
2017-05-03,2.279220779220779
2017-05-04,3.6467532467532466
2017-05-05,2.279220779220779
2017-05-06,5.47012987012987
2017-05-07,2.735064935064935
2017-05-08,2.279220779220779
2017-05-09,8.205194805194806
2017-05-10,3.6467532467532466
2017-05-11,3.6467532467532466
2017-05-12,3.6467532467532466
2017-05-13,5.47012987012987
2017-05-14,6.837662337662337
2017-05-15,5.925974025974026
2017-05-16,1.3675324675324676
2017-05-17,2.279220779220779
2017-05-18,3.6467532467532466
2017-05-19,25.98311688311688
2017-05-20,16.866233766233766
2017-05-21,15.498701298701299
2017-05-22,9.572727272727272
2017-05-23,17.32207792207792
2017-05-24,10.94025974025974
2017-05-25,12.307792207792208
2017-05-26,18.233766233766232
2017-05-27,8.66103896103896
2017-05-28,10.484415584415585
2017-05-29,3.6467532467532466
2017-05-30,9.572727272727272
2017-05-31,9.572727272727272
2017-06-01,7.293506493506493
2017-06-02,2.735064935064935
2017-06-03,7.293506493506493
