date,trump steak
2016-05-01,16.90166414523449
2016-05-02,2.5869894099848714
2016-05-03,8.96822995461422
2016-05-04,9.140695915279878
2016-05-05,10.86535552193646
2016-05-06,8.278366111951588
2016-05-07,7.933434190620272
2016-05-08,15.694402420574885
2016-05-09,7.933434190620272
2016-05-10,6.381240544629349
2016-05-11,2.5869894099848714
2016-05-12,1.3797276853252647
2016-05-13,2.7594553706505294
2016-05-14,6.208774583963691
2016-05-15,3.1043872919818454
2016-05-16,2.5869894099848714
2016-05-17,1.2072617246596067
2016-05-18,5.173978819969743
2016-05-19,3.966717095310136
2016-05-20,4.139183055975794
2016-05-21,4.656580937972769
2016-05-22,3.1043872919818454
2016-05-23,2.5869894099848714
2016-05-24,6.553706505295008
2016-05-25,1.3797276853252647
2016-05-26,6.726172465960666
2016-05-27,6.898638426626324
2016-05-28,4.656580937972769
2016-05-29,1.5521936459909227
2016-05-30,1.3797276853252647
2016-05-31,2.5869894099848714
2016-06-01,2.5869894099848714
2016-06-02,1.3797276853252647
2016-06-03,8.278366111951588
2016-06-04,3.1043872919818454
2016-06-05,1.5521936459909227
2016-06-06,1.3797276853252647
2016-06-07,3.966717095310136
2016-06-08,5.346444780635401
2016-06-09,1.3797276853252647
2016-06-10,5.518910741301059
2016-06-11,4.656580937972769
2016-06-12,4.48411497730711
2016-06-13,0.0
2016-06-14,3.966717095310136
2016-06-15,5.173978819969743
2016-06-16,5.346444780635401
2016-06-17,2.7594553706505294
2016-06-18,7.933434190620272
2016-06-19,4.656580937972769
2016-06-20,6.553706505295008
2016-06-21,1.3797276853252647
2016-06-22,3.966717095310136
2016-06-23,1.3797276853252647
2016-06-24,5.518910741301059
2016-06-25,3.1043872919818454
2016-06-26,7.760968229954614
2016-06-27,2.5869894099848714
2016-06-28,2.5869894099848714
2016-06-29,1.3797276853252647
2016-06-30,2.7594553706505294
2016-07-01,1.3797276853252647
2016-07-02,4.829046898638427
2016-07-03,3.276853252647504
2016-07-04,5.691376701966717
2016-07-05,4.139183055975794
2016-07-06,1.3797276853252647
2016-07-07,4.139183055975794
2016-07-08,2.7594553706505294
2016-07-09,3.1043872919818454
2016-07-10,0.0
2016-07-11,1.3797276853252647
2016-07-12,2.5869894099848714
2016-07-13,3.966717095310136
2016-07-14,0.0
2016-07-15,6.898638426626324
2016-07-16,7.933434190620272
2016-07-17,3.276853252647504
2016-07-18,1.3797276853252647
2016-07-19,9.485627836611195
2016-07-20,8.10590015128593
2016-07-21,6.726172465960666
2016-07-22,8.450832072617246
2016-07-23,4.829046898638427
2016-07-24,6.208774583963691
2016-07-25,1.3797276853252647
2016-07-26,3.966717095310136
2016-07-27,10.692889561270801
2016-07-28,8.10590015128593
2016-07-29,5.691376701966717
2016-07-30,1.5521936459909227
2016-07-31,6.381240544629349
2016-08-01,2.5869894099848714
2016-08-02,6.726172465960666
2016-08-03,9.485627836611195
2016-08-04,5.518910741301059
2016-08-05,7.071104387291982
2016-08-06,4.829046898638427
2016-08-07,3.276853252647504
2016-08-08,6.726172465960666
2016-08-09,9.313161875945537
2016-08-10,3.966717095310136
2016-08-11,5.518910741301059
2016-08-12,5.518910741301059
2016-08-13,0.0
2016-08-14,3.1043872919818454
2016-08-15,2.7594553706505294
2016-08-16,0.0
2016-08-17,5.346444780635401
2016-08-18,1.3797276853252647
2016-08-19,2.7594553706505294
