date,donald trump scam
2016-11-12,41.0
2016-11-13,24.0
2016-11-14,17.0
2016-11-15,24.0
2016-11-16,28.0
2016-11-17,14.0
2016-11-18,22.0
2016-11-19,16.0
2016-11-20,16.0
2016-11-21,21.0
2016-11-22,21.0
2016-11-23,7.0
2016-11-24,7.0
2016-11-25,14.0
2016-11-26,20.0
2016-11-27,20.0
2016-11-28,10.0
2016-11-29,0.0
2016-11-30,14.0
2016-12-01,0.0
2016-12-02,7.0
2016-12-03,8.0
2016-12-04,0.0
2016-12-05,14.0
2016-12-06,0.0
2016-12-07,14.0
2016-12-08,7.0
2016-12-09,7.0
2016-12-10,9.0
2016-12-11,0.0
2016-12-12,7.0
2016-12-13,17.0
2016-12-14,7.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,8.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,14.0
2016-12-21,7.0
2016-12-22,15.0
2016-12-23,8.0
2016-12-24,0.0
2016-12-25,14.0
2016-12-26,16.0
2016-12-27,7.0
2016-12-28,0.0
2016-12-29,15.0
2016-12-30,8.0
2016-12-31,9.0
2017-01-01,9.0
2017-01-02,7.0
2017-01-03,7.0
2017-01-04,10.0
2017-01-05,17.0
2017-01-06,7.0
2017-01-07,0.0
2017-01-08,15.0
2017-01-09,14.0
2017-01-10,14.0
2017-01-11,7.0
2017-01-12,7.0
2017-01-13,7.0
2017-01-14,8.0
2017-01-15,11.0
2017-01-16,7.0
2017-01-17,10.0
2017-01-18,20.0
2017-01-19,14.0
2017-01-20,14.0
2017-01-21,12.0
2017-01-22,15.0
2017-01-23,10.0
2017-01-24,13.0
2017-01-25,20.0
2017-01-26,0.0
2017-01-27,14.0
2017-01-28,16.0
2017-01-29,27.0
2017-01-30,10.0
2017-01-31,20.0
2017-02-01,7.0
2017-02-02,14.0
2017-02-03,21.0
2017-02-04,12.0
2017-02-05,15.0
2017-02-06,13.0
2017-02-07,7.0
2017-02-08,20.0
2017-02-09,0.0
2017-02-10,10.0
2017-02-11,8.0
2017-02-12,8.0
2017-02-13,10.0
2017-02-14,7.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,17.0
2017-02-18,8.0
2017-02-19,8.0
2017-02-20,7.0
2017-02-21,10.0
2017-02-22,7.0
2017-02-23,0.0
2017-02-24,14.0
2017-02-25,16.0
2017-02-26,0.0
2017-02-27,7.0
2017-02-28,7.0
2017-03-01,16.716247139588102
2017-03-02,17.316361556064074
2017-03-03,10.832379862700229
2017-03-04,0.0
2017-03-05,12.245423340961098
2017-03-06,3.5
2017-03-07,7.100114416475972
2017-03-08,7.100114416475972
2017-03-09,7.2162471395881
2017-03-10,11.04862700228833
2017-03-11,10.27116704805492
2017-03-12,4.0
2017-03-13,7.100114416475972
2017-03-14,3.5
2017-03-15,7.2162471395881
2017-03-16,7.100114416475972
2017-03-17,0.0
2017-03-18,8.180778032036613
2017-03-19,7.6807780320366135
2017-03-20,7.2162471395881
2017-03-21,0.0
2017-03-22,3.5
2017-03-23,3.7162471395881007
2017-03-24,3.948512585812357
2017-03-25,0.0
2017-03-26,4.296910755148741
2017-03-27,7.100114416475972
2017-03-28,3.6001144164759724
2017-03-29,10.2162471395881
2017-03-30,3.832379862700229
2017-03-31,7.448512585812357
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,7.432494279176201
2017-04-04,7.432494279176201
2017-04-05,7.432494279176201
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,8.826086956521738
2017-04-09,8.826086956521738
2017-04-10,0.0
2017-04-11,7.664759725400458
2017-04-12,0.0
2017-04-13,11.845537757437071
2017-04-14,0.0
2017-04-15,9.058352402745996
2017-04-16,9.058352402745996
2017-04-17,15.794050343249427
2017-04-18,7.432494279176201
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,7.664759725400458
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,10.916475972540045
2017-04-27,7.432494279176201
2017-04-28,23.226544622425628
2017-04-29,8.826086956521738
2017-04-30,8.826086956521738
2017-05-01,0.0
2017-05-02,7.200228832951945
2017-05-03,10.916475972540045
2017-05-04,22.297482837528605
2017-05-05,22.994279176201374
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,14.864988558352403
2017-05-09,0.0
2017-05-10,7.432494279176201
2017-05-11,15.097254004576659
2017-05-12,7.664759725400458
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,22.297482837528605
2017-05-18,7.432494279176201
2017-05-19,15.329519450800916
2017-05-20,8.826086956521738
2017-05-21,0.0
2017-05-22,11.148741418764303
2017-05-23,18.581235697940503
2017-05-24,7.432494279176201
2017-05-25,0.0
2017-05-26,16.490846681922196
2017-05-27,9.058352402745996
2017-05-28,0.0
2017-05-29,7.897025171624714
2017-05-30,7.664759725400458
2017-05-31,15.097254004576659
2017-06-01,0.0
2017-06-02,15.794050343249427
2017-06-03,0.0
