date,hillary rally
2016-05-01,0.9932603201347936
2016-05-02,1.3243470935130581
2016-05-03,1.6554338668913227
2016-05-04,1.6554338668913227
2016-05-05,2.6486941870261163
2016-05-06,3.9730412805391744
2016-05-07,2.6486941870261163
2016-05-08,1.9865206402695872
2016-05-09,1.9865206402695872
2016-05-10,2.979780960404381
2016-05-11,2.979780960404381
2016-05-12,3.64195450716091
2016-05-13,1.9865206402695872
2016-05-14,1.3243470935130581
2016-05-15,1.6554338668913227
2016-05-16,1.6554338668913227
2016-05-17,0.6621735467565291
2016-05-18,0.9932603201347936
2016-05-19,1.3243470935130581
2016-05-20,1.3243470935130581
2016-05-21,1.3243470935130581
2016-05-22,0.9932603201347936
2016-05-23,2.3176074136478517
2016-05-24,2.979780960404381
2016-05-25,5.2973883740522325
2016-05-26,4.304128053917439
2016-05-27,2.979780960404381
2016-05-28,1.6554338668913227
2016-05-29,0.6621735467565291
2016-05-30,2.6486941870261163
2016-05-31,1.9865206402695872
2016-06-01,3.64195450716091
2016-06-02,4.304128053917439
2016-06-03,5.2973883740522325
2016-06-04,4.304128053917439
2016-06-05,3.3108677337826453
2016-06-06,2.6486941870261163
2016-06-07,4.635214827295703
2016-06-08,5.2973883740522325
2016-06-09,1.9865206402695872
2016-06-10,2.3176074136478517
2016-06-11,4.635214827295703
2016-06-12,2.6486941870261163
2016-06-13,1.3243470935130581
2016-06-14,1.6554338668913227
2016-06-15,2.3176074136478517
2016-06-16,1.3243470935130581
2016-06-17,0.6621735467565291
2016-06-18,0.9932603201347936
2016-06-19,1.3243470935130581
2016-06-20,0.6621735467565291
2016-06-21,1.3243470935130581
2016-06-22,1.6554338668913227
2016-06-23,1.3243470935130581
2016-06-24,0.6621735467565291
2016-06-25,0.9932603201347936
2016-06-26,1.3243470935130581
2016-06-27,2.3176074136478517
2016-06-28,1.9865206402695872
2016-06-29,1.3243470935130581
2016-06-30,0.9932603201347936
2016-07-01,0.6621735467565291
2016-07-02,1.3243470935130581
2016-07-03,0.6621735467565291
2016-07-04,0.9932603201347936
2016-07-05,4.304128053917439
2016-07-06,3.3108677337826453
2016-07-07,1.6554338668913227
2016-07-08,1.9865206402695872
2016-07-09,0.6621735467565291
2016-07-10,0.33108677337826453
2016-07-11,1.6554338668913227
2016-07-12,4.966301600673968
2016-07-13,1.9865206402695872
2016-07-14,2.3176074136478517
2016-07-15,0.9932603201347936
2016-07-16,0.33108677337826453
2016-07-17,0.9932603201347936
2016-07-18,0.33108677337826453
2016-07-19,1.3243470935130581
2016-07-20,1.3243470935130581
2016-07-21,0.9932603201347936
2016-07-22,8.608256107834878
2016-07-23,8.939342881213143
2016-07-24,1.9865206402695872
2016-07-25,2.3176074136478517
2016-07-26,2.3176074136478517
2016-07-27,2.6486941870261163
2016-07-28,3.3108677337826453
2016-07-29,6.621735467565291
2016-07-30,7.946082561078349
2016-07-31,8.277169334456612
2016-08-01,4.635214827295703
2016-08-02,6.621735467565291
2016-08-03,5.959561920808762
2016-08-04,10.263689974726201
2016-08-05,10.263689974726201
2016-08-06,4.304128053917439
2016-08-07,3.9730412805391744
2016-08-08,5.2973883740522325
2016-08-09,11.58803706823926
2016-08-10,17.216512215669756
2016-08-11,7.28390901432182
2016-08-12,4.635214827295703
2016-08-13,4.304128053917439
2016-08-14,3.64195450716091
2016-08-15,4.966301600673968
2016-08-16,4.635214827295703
2016-08-17,5.628475147430497
2016-08-18,2.3176074136478517
2016-08-19,2.979780960404381
2016-08-20,3.64195450716091
2016-08-21,2.979780960404381
2016-08-22,4.304128053917439
2016-08-23,3.3108677337826453
2016-08-24,3.3108677337826453
2016-08-25,4.966301600673968
2016-08-26,5.959561920808762
2016-08-27,3.3108677337826453
2016-08-28,2.979780960404381
2016-08-29,1.9865206402695872
2016-08-30,1.6554338668913227
2016-08-31,2.6486941870261163
2016-09-01,2.3176074136478517
2016-09-02,1.9865206402695872
2016-09-03,1.3243470935130581
2016-09-04,2.3176074136478517
2016-09-05,4.635214827295703
2016-09-06,5.959561920808762
2016-09-07,3.3108677337826453
2016-09-08,1.9865206402695872
2016-09-09,2.6486941870261163
2016-09-10,2.3176074136478517
2016-09-11,3.64195450716091
2016-09-12,2.979780960404381
2016-09-13,5.2973883740522325
2016-09-14,4.635214827295703
2016-09-15,7.28390901432182
2016-09-16,4.304128053917439
2016-09-17,5.2973883740522325
2016-09-18,5.628475147430497
2016-09-19,8.608256107834878
2016-09-20,10.263689974726201
2016-09-21,12.250210614995787
2016-09-22,6.290648694187026
2016-09-23,4.966301600673968
2016-09-24,3.3108677337826453
2016-09-25,2.6486941870261163
2016-09-26,2.3176074136478517
2016-09-27,5.959561920808762
2016-09-28,7.946082561078349
2016-09-29,7.614995787700084
2016-09-30,8.939342881213143
2016-10-01,4.814237573715248
2016-10-02,5.148694187026116
2016-10-03,5.479780960404381
2016-10-04,5.976411120471777
2016-10-05,3.986520640269587
2016-10-06,3.486520640269587
2016-10-07,3.4898904802021904
2016-10-08,3.324347093513058
2016-10-09,3.1554338668913227
2016-10-10,8.14195450716091
2016-10-11,14.28390901432182
2016-10-12,15.78390901432182
2016-10-13,12.128475147430496
2016-10-14,10.128475147430496
2016-10-15,5.979780960404381
2016-10-16,5.320977253580455
2016-10-17,5.148694187026116
2016-10-18,7.476411120471777
2016-10-19,4.817607413647852
2016-10-20,37.554338668913225
2016-10-21,9.466301600673969
2016-10-22,15.28390901432182
2016-10-23,13.287278854254422
2016-10-24,11.628475147430496
2016-10-25,20.429233361415335
2016-10-26,20.756950294860992
2016-10-27,20.429233361415335
2016-10-28,18.10151642796967
2016-10-29,16.939342881213143
2016-10-30,23.091406908171862
2016-10-31,27.898904802021903
2016-11-01,30.061078348778434
2016-11-02,28.0
2016-11-03,31.0
2016-11-04,24.0
2016-11-05,43.0
2016-11-06,50.0
