date,trump health
2016-07-31,1.9195922989807477
2016-08-01,2.1755379388448475
2016-08-02,2.6874292185730466
2016-08-03,4.351075877689695
2016-08-04,3.071347678369196
2016-08-05,2.1755379388448475
2016-08-06,1.535673839184598
2016-08-07,1.791619479048698
2016-08-08,2.6874292185730466
2016-08-09,3.199320498301246
2016-08-10,2.8154020385050966
2016-08-11,2.6874292185730466
2016-08-12,2.303510758776897
2016-08-13,1.791619479048698
2016-08-14,1.6636466591166479
2016-08-15,1.4077010192525483
2016-08-16,1.9195922989807477
2016-08-17,3.071347678369196
2016-08-18,2.943374858437146
2016-08-19,2.6874292185730466
2016-08-20,2.1755379388448475
2016-08-21,1.791619479048698
2016-08-22,3.8391845979614954
2016-08-23,5.246885617214043
2016-08-24,3.583238958097396
2016-08-25,2.6874292185730466
2016-08-26,2.303510758776897
2016-08-27,3.583238958097396
2016-08-28,3.071347678369196
2016-08-29,2.943374858437146
2016-08-30,2.943374858437146
2016-08-31,2.5594563986409966
2016-09-01,2.303510758776897
2016-09-02,1.535673839184598
2016-09-03,1.9195922989807477
2016-09-04,1.791619479048698
2016-09-05,1.6636466591166479
2016-09-06,2.431483578708947
2016-09-07,2.6874292185730466
2016-09-08,1.9195922989807477
2016-09-09,1.9195922989807477
2016-09-10,1.535673839184598
2016-09-11,7.550396375990941
2016-09-12,12.797281993204985
2016-09-13,7.806342015855041
2016-09-14,10.621744054360137
2016-09-15,10.365798414496037
2016-09-16,5.374858437146093
2016-09-17,3.3272933182332958
2016-09-18,2.8154020385050966
2016-09-19,3.071347678369196
2016-09-20,2.431483578708947
2016-09-21,2.5594563986409966
2016-09-22,2.1755379388448475
2016-09-23,3.967157417893545
2016-09-24,2.0475651189127975
2016-09-25,2.0475651189127975
2016-09-26,2.943374858437146
2016-09-27,6.142695356738392
2016-09-28,3.3272933182332958
2016-09-29,2.943374858437146
2016-09-30,2.5594563986409966
2016-10-01,2.0237825594563987
2016-10-02,1.895809739524349
2016-10-03,2.971687429218573
2016-10-04,3.227633069082673
2016-10-05,2.7797281993204983
2016-10-06,3.0356738391845983
2016-10-07,2.1517553793884483
2016-10-08,3.227633069082673
2016-10-09,3.227633069082673
2016-10-10,9.54303510758777
2016-10-11,6.699320498301246
2016-10-12,4.995469988674972
2016-10-13,4.4314835787089475
2016-10-14,3.227633069082673
2016-10-15,2.395809739524349
2016-10-16,2.7797281993204983
2016-10-17,3.291619479048698
2016-10-18,3.227633069082673
2016-10-19,3.791619479048698
2016-10-20,5.495469988674972
2016-10-21,3.163646659116648
2016-10-22,2.0237825594563987
2016-10-23,2.0237825594563987
2016-10-24,3.4195922989807475
2016-10-25,4.367497168742922
2016-10-26,4.111551528878822
2016-10-27,3.9835787089467725
2016-10-28,3.099660249150623
2016-10-29,1.831823329558324
2016-10-30,1.831823329558324
2016-10-31,3.791619479048698
2016-11-01,4.9314835787089475
2016-11-02,5.0
2016-11-03,5.0
2016-11-04,5.0
2016-11-05,3.0
2016-11-06,4.0
2016-11-07,5.0
2016-11-08,9.0
2016-11-09,34.0
2016-11-10,25.0
2016-11-11,18.0
2016-11-12,12.0
2016-11-13,7.0
2016-11-14,9.0
2016-11-15,7.0
2016-11-16,5.0
2016-11-17,5.0
2016-11-18,4.0
2016-11-19,3.0
2016-11-20,3.0
2016-11-21,5.0
2016-11-22,4.0
2016-11-23,3.0
2016-11-24,2.0
2016-11-25,2.0
2016-11-26,2.0
2016-11-27,1.0
2016-11-28,3.0
2016-11-29,7.0
2016-11-30,5.0
2016-12-01,4.0
2016-12-02,3.0
2016-12-03,2.0
2016-12-04,2.0
2016-12-05,3.0
2016-12-06,3.0
2016-12-07,3.0
2016-12-08,3.0
2016-12-09,2.0
2016-12-10,2.0
2016-12-11,2.0
2016-12-12,2.0
2016-12-13,2.0
2016-12-14,3.0
2016-12-15,2.0
2016-12-16,2.0
2016-12-17,2.0
2016-12-18,2.0
2016-12-19,2.0
2016-12-20,2.0
2016-12-21,1.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,2.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,2.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,2.0
2017-01-03,2.0
2017-01-04,3.0
2017-01-05,3.0
2017-01-06,3.0
2017-01-07,2.0
2017-01-08,2.0
2017-01-09,3.0
2017-01-10,3.0
2017-01-11,6.0
2017-01-12,6.0
2017-01-13,5.0
2017-01-14,4.0
2017-01-15,5.0
2017-01-16,8.0
2017-01-17,7.0
2017-01-18,6.0
2017-01-19,7.0
2017-01-20,13.0
2017-01-21,16.0
2017-01-22,10.0
2017-01-23,12.0
2017-01-24,12.0
2017-01-25,13.0
2017-01-26,11.0
2017-01-27,9.0
2017-01-28,8.0
2017-01-29,9.0
2017-01-30,9.0
2017-01-31,9.0
2017-02-01,7.0
2017-02-02,7.0
2017-02-03,7.0
2017-02-04,5.0
2017-02-05,4.0
2017-02-06,6.0
2017-02-07,5.0
2017-02-08,5.0
2017-02-09,5.0
2017-02-10,5.0
2017-02-11,3.0
2017-02-12,4.0
2017-02-13,6.0
2017-02-14,6.0
2017-02-15,5.0
2017-02-16,6.0
2017-02-17,7.0
2017-02-18,5.0
2017-02-19,4.0
2017-02-20,4.0
2017-02-21,5.0
2017-02-22,4.0
2017-02-23,2.0
2017-02-24,5.0
2017-02-25,3.0
2017-02-26,2.0
2017-02-27,6.0
2017-02-28,9.0
2017-03-01,5.992718446601941
2017-03-02,3.4951456310679614
2017-03-03,2.9963592233009706
2017-03-04,2.9963592233009706
2017-03-05,2.4975728155339807
2017-03-06,3.9951456310679614
2017-03-07,12.984223300970875
2017-03-08,11.985436893203882
2017-03-09,10.986650485436893
2017-03-10,8.989077669902912
2017-03-11,6.991504854368932
2017-03-12,5.992718446601941
2017-03-13,7.491504854368932
2017-03-14,8.989077669902912
2017-03-15,6.991504854368932
2017-03-16,8.489077669902912
2017-03-17,6.491504854368932
2017-03-18,4.993932038834951
2017-03-19,3.9951456310679614
2017-03-20,4.993932038834951
2017-03-21,8.490291262135923
2017-03-22,12.484223300970875
2017-03-23,22.473300970873787
2017-03-24,66.41868932038835
2017-03-25,99.87864077669903
2017-03-26,20.974514563106794
2017-03-27,22.97208737864078
2017-03-28,9.987864077669903
2017-03-29,4.993932038834951
2017-03-30,4.993932038834951
2017-03-31,2.9963592233009706
2017-04-01,1.9975728155339807
2017-04-02,2.9927184466019416
2017-04-03,2.9927184466019416
2017-04-04,2.9927184466019416
2017-04-05,2.9927184466019416
2017-04-06,3.9902912621359223
2017-04-07,2.9927184466019416
2017-04-08,1.9951456310679612
2017-04-09,0.9975728155339806
2017-04-10,1.9951456310679612
2017-04-11,1.9951456310679612
2017-04-12,1.9951456310679612
2017-04-13,2.9927184466019416
2017-04-14,3.9902912621359223
2017-04-15,1.9951456310679612
2017-04-16,0.9975728155339806
2017-04-17,1.9951456310679612
2017-04-18,2.9927184466019416
2017-04-19,2.9927184466019416
2017-04-20,7.980582524271845
2017-04-21,4.987864077669903
2017-04-22,3.9902912621359223
2017-04-23,2.9927184466019416
2017-04-24,2.9927184466019416
2017-04-25,2.9927184466019416
2017-04-26,2.9927184466019416
2017-04-27,3.9902912621359223
2017-04-28,8.978155339805825
2017-04-29,1.9951456310679612
2017-04-30,1.9951456310679612
2017-05-01,4.987864077669903
2017-05-02,4.987864077669903
2017-05-03,4.987864077669903
2017-05-04,24.939320388349515
2017-05-05,34.91504854368932
2017-05-06,18.953883495145632
2017-05-07,9.975728155339805
2017-05-08,7.980582524271845
2017-05-09,6.983009708737864
2017-05-10,5.985436893203883
2017-05-11,3.9902912621359223
2017-05-12,3.9902912621359223
2017-05-13,2.9927184466019416
2017-05-14,1.9951456310679612
2017-05-15,3.9902912621359223
2017-05-16,3.9902912621359223
2017-05-17,3.9902912621359223
2017-05-18,2.9927184466019416
2017-05-19,2.9927184466019416
2017-05-20,1.9951456310679612
2017-05-21,1.9951456310679612
2017-05-22,4.987864077669903
2017-05-23,2.9927184466019416
2017-05-24,3.9902912621359223
2017-05-25,5.985436893203883
2017-05-26,2.9927184466019416
2017-05-27,1.9951456310679612
2017-05-28,2.9927184466019416
2017-05-29,1.9951456310679612
2017-05-30,2.9927184466019416
2017-05-31,4.987864077669903
2017-06-01,2.9927184466019416
2017-06-02,3.9902912621359223
2017-06-03,1.9951456310679612
