date,speech
2016-11-01,8.03886925795053
2016-11-02,8.0
2016-11-03,9.0
2016-11-04,8.0
2016-11-05,6.0
2016-11-06,7.0
2016-11-07,9.0
2016-11-08,10.0
2016-11-09,100.0
2016-11-10,29.0
2016-11-11,13.0
2016-11-12,10.0
2016-11-13,11.0
2016-11-14,11.0
2016-11-15,10.0
2016-11-16,10.0
2016-11-17,10.0
2016-11-18,8.0
2016-11-19,7.0
2016-11-20,8.0
2016-11-21,10.0
2016-11-22,9.0
2016-11-23,8.0
2016-11-24,8.0
2016-11-25,6.0
2016-11-26,6.0
2016-11-27,7.0
2016-11-28,8.0
2016-11-29,8.0
2016-11-30,9.0
2016-12-01,9.0
2016-12-02,8.0
2016-12-03,6.0
2016-12-04,6.0
2016-12-05,8.0
2016-12-06,8.0
2016-12-07,9.0
2016-12-08,8.0
2016-12-09,7.0
2016-12-10,5.0
2016-12-11,6.0
2016-12-12,7.0
2016-12-13,7.0
2016-12-14,7.0
2016-12-15,7.0
2016-12-16,7.0
2016-12-17,5.0
2016-12-18,5.0
2016-12-19,6.0
2016-12-20,6.0
2016-12-21,5.0
2016-12-22,5.0
2016-12-23,5.0
2016-12-24,5.0
2016-12-25,5.0
2016-12-26,5.0
2016-12-27,5.0
2016-12-28,6.0
2016-12-29,6.0
2016-12-30,5.0
2016-12-31,13.0
2017-01-01,6.0
2017-01-02,6.0
2017-01-03,6.0
2017-01-04,7.0
2017-01-05,7.0
2017-01-06,7.0
2017-01-07,7.0
2017-01-08,7.0
2017-01-09,17.0
2017-01-10,16.0
2017-01-11,30.0
2017-01-12,14.0
2017-01-13,10.0
2017-01-14,8.0
2017-01-15,8.0
2017-01-16,10.0
2017-01-17,14.0
2017-01-18,11.0
2017-01-19,11.0
2017-01-20,30.0
2017-01-21,24.0
2017-01-22,18.0
2017-01-23,15.0
2017-01-24,14.0
2017-01-25,14.0
2017-01-26,12.0
2017-01-27,9.0
2017-01-28,7.0
2017-01-29,8.0
2017-01-30,10.0
2017-01-31,10.0
2017-02-01,10.0
2017-02-02,10.0
2017-02-03,8.0
2017-02-04,6.0
2017-02-05,7.0
2017-02-06,8.0
2017-02-07,9.0
2017-02-08,10.0
2017-02-09,9.0
2017-02-10,8.0
2017-02-11,6.0
2017-02-12,7.0
2017-02-13,11.0
2017-02-14,9.0
2017-02-15,8.0
2017-02-16,9.0
2017-02-17,8.0
2017-02-18,7.0
2017-02-19,7.0
2017-02-20,8.0
2017-02-21,9.0
2017-02-22,10.0
2017-02-23,8.0
2017-02-24,8.0
2017-02-25,7.0
2017-02-26,7.0
2017-02-27,13.0
2017-02-28,12.0
2017-03-01,24.63163064833006
2017-03-02,11.823182711198427
2017-03-03,8.746070726915521
2017-03-04,6.154223968565816
2017-03-05,6.8968565815324165
2017-03-06,8.246070726915521
2017-03-07,8.86738703339882
2017-03-08,8.988703339882122
2017-03-09,8.00343811394892
2017-03-10,6.8968565815324165
2017-03-11,5.290275049115914
2017-03-12,5.911591355599214
2017-03-13,7.018172888015718
2017-03-14,7.139489194499018
2017-03-15,7.139489194499018
2017-03-16,7.139489194499018
2017-03-17,6.154223968565816
2017-03-18,5.790275049115914
2017-03-19,6.154223968565816
2017-03-20,7.139489194499018
2017-03-21,8.12475442043222
2017-03-22,8.00343811394892
2017-03-23,7.882121807465619
2017-03-24,7.018172888015718
2017-03-25,5.790275049115914
2017-03-26,5.911591355599214
2017-03-27,7.018172888015718
2017-03-28,7.139489194499018
2017-03-29,7.882121807465619
2017-03-30,7.018172888015718
2017-03-31,6.154223968565816
2017-04-01,4.926326129666012
2017-04-02,5.580550098231828
2017-04-03,6.793713163064833
2017-04-04,7.0363457760314345
2017-04-05,7.0363457760314345
2017-04-06,7.0363457760314345
2017-04-07,6.551080550098232
2017-04-08,4.852652259332023
2017-04-09,5.095284872298625
2017-04-10,6.551080550098232
2017-04-11,6.793713163064833
2017-04-12,6.551080550098232
2017-04-13,6.06581532416503
2017-04-14,5.337917485265226
2017-04-15,4.610019646365423
2017-04-16,4.852652259332023
2017-04-17,6.308447937131631
2017-04-18,7.0363457760314345
2017-04-19,7.278978388998036
2017-04-20,7.278978388998036
2017-04-21,6.793713163064833
2017-04-22,5.580550098231828
2017-04-23,6.06581532416503
2017-04-24,8.24950884086444
2017-04-25,8.00687622789784
2017-04-26,8.00687622789784
2017-04-27,8.734774066797643
2017-04-28,7.278978388998036
2017-04-29,5.580550098231828
2017-04-30,6.308447937131631
2017-05-01,8.00687622789784
2017-05-02,7.5216110019646365
2017-05-03,7.278978388998036
2017-05-04,7.5216110019646365
2017-05-05,6.793713163064833
2017-05-06,5.095284872298625
2017-05-07,5.823182711198428
2017-05-08,7.764243614931238
2017-05-09,7.5216110019646365
2017-05-10,7.764243614931238
2017-05-11,7.5216110019646365
2017-05-12,6.551080550098232
2017-05-13,6.06581532416503
2017-05-14,6.308447937131631
2017-05-15,7.278978388998036
2017-05-16,7.5216110019646365
2017-05-17,7.764243614931238
2017-05-18,7.5216110019646365
2017-05-19,6.308447937131631
2017-05-20,5.337917485265226
2017-05-21,8.492141453831042
2017-05-22,8.977406679764243
2017-05-23,7.764243614931238
2017-05-24,7.278978388998036
2017-05-25,7.278978388998036
2017-05-26,7.764243614931238
2017-05-27,6.06581532416503
2017-05-28,5.580550098231828
2017-05-29,6.06581532416503
2017-05-30,6.793713163064833
2017-05-31,6.793713163064833
2017-06-01,6.793713163064833
2017-06-02,6.551080550098232
2017-06-03,5.095284872298625
