date,donald trump suit
2016-11-03,11.0
2016-11-04,30.0
2016-11-05,16.0
2016-11-06,36.0
2016-11-07,12.0
2016-11-08,37.0
2016-11-09,100.0
2016-11-10,71.0
2016-11-11,58.0
2016-11-12,30.0
2016-11-13,32.0
2016-11-14,30.0
2016-11-15,10.0
2016-11-16,30.0
2016-11-17,14.0
2016-11-18,25.0
2016-11-19,26.0
2016-11-20,22.0
2016-11-21,22.0
2016-11-22,13.0
2016-11-23,14.0
2016-11-24,11.0
2016-11-25,3.0
2016-11-26,7.0
2016-11-27,5.0
2016-11-28,13.0
2016-11-29,6.0
2016-11-30,3.0
2016-12-01,12.0
2016-12-02,6.0
2016-12-03,7.0
2016-12-04,9.0
2016-12-05,10.0
2016-12-06,9.0
2016-12-07,10.0
2016-12-08,6.0
2016-12-09,6.0
2016-12-10,8.0
2016-12-11,4.0
2016-12-12,4.0
2016-12-13,6.0
2016-12-14,10.0
2016-12-15,6.0
2016-12-16,6.0
2016-12-17,4.0
2016-12-18,7.0
2016-12-19,6.0
2016-12-20,6.0
2016-12-21,8.0
2016-12-22,5.0
2016-12-23,7.0
2016-12-24,8.0
2016-12-25,4.0
2016-12-26,5.0
2016-12-27,3.0
2016-12-28,0.0
2016-12-29,8.0
2016-12-30,10.0
2016-12-31,11.0
2017-01-01,8.0
2017-01-02,3.0
2017-01-03,6.0
2017-01-04,6.0
2017-01-05,11.0
2017-01-06,6.0
2017-01-07,12.0
2017-01-08,5.0
2017-01-09,13.0
2017-01-10,10.0
2017-01-11,12.0
2017-01-12,6.0
2017-01-13,7.0
2017-01-14,10.0
2017-01-15,10.0
2017-01-16,16.0
2017-01-17,22.0
2017-01-18,15.0
2017-01-19,16.0
2017-01-20,87.0
2017-01-21,71.0
2017-01-22,36.0
2017-01-23,24.0
2017-01-24,30.0
2017-01-25,20.0
2017-01-26,18.0
2017-01-27,47.0
2017-01-28,36.0
2017-01-29,17.0
2017-01-30,25.0
2017-01-31,16.0
2017-02-01,16.0
2017-02-02,17.0
2017-02-03,7.0
2017-02-04,20.0
2017-02-05,13.0
2017-02-06,17.0
2017-02-07,14.0
2017-02-08,7.0
2017-02-09,16.0
2017-02-10,16.0
2017-02-11,13.0
2017-02-12,7.0
2017-02-13,4.0
2017-02-14,13.0
2017-02-15,12.0
2017-02-16,10.0
2017-02-17,14.0
2017-02-18,15.0
2017-02-19,7.0
2017-02-20,4.0
2017-02-21,10.0
2017-02-22,17.0
2017-02-23,10.0
2017-02-24,6.0
2017-02-25,7.0
2017-02-26,7.0
2017-02-27,12.0
2017-02-28,10.0
2017-03-01,17.575
2017-03-02,11.34
2017-03-03,9.629999999999999
2017-03-04,7.226666666666667
2017-03-05,16.171666666666667
2017-03-06,13.961666666666666
2017-03-07,11.739166666666666
2017-03-08,5.411666666666667
2017-03-09,8.545833333333334
2017-03-10,6.63
2017-03-11,1.5
2017-03-12,4.113333333333333
2017-03-13,4.7225
2017-03-14,1.4116666666666666
2017-03-15,5.428333333333333
2017-03-16,5.1175
2017-03-17,5.835833333333333
2017-03-18,5.6258333333333335
2017-03-19,5.4325
2017-03-20,7.323333333333333
2017-03-21,6.2225
2017-03-22,6.2225
2017-03-23,11.646666666666667
2017-03-24,11.360833333333332
2017-03-25,7.440833333333333
2017-03-26,8.134166666666665
2017-03-27,7.134166666666666
2017-03-28,7.634166666666666
2017-03-29,6.411666666666667
2017-03-30,3.6174999999999997
2017-03-31,5.5125
2017-04-01,5.92
2017-04-02,6.453333333333333
2017-04-03,8.469999999999999
2017-04-04,8.469999999999999
2017-04-05,2.8233333333333333
2017-04-06,10.083333333333332
2017-04-07,4.4366666666666665
2017-04-08,3.2266666666666666
2017-04-09,6.8566666666666665
2017-04-10,8.671666666666667
2017-04-11,5.6466666666666665
2017-04-12,10.083333333333332
2017-04-13,3.025
2017-04-14,4.84
2017-04-15,8.671666666666667
2017-04-16,6.8566666666666665
2017-04-17,4.4366666666666665
2017-04-18,4.234999999999999
2017-04-19,5.6466666666666665
2017-04-20,4.234999999999999
2017-04-21,7.461666666666666
2017-04-22,6.654999999999999
2017-04-23,6.453333333333333
2017-04-24,8.469999999999999
2017-04-25,9.881666666666666
2017-04-26,6.8566666666666665
2017-04-27,4.234999999999999
2017-04-28,8.873333333333333
2017-04-29,8.268333333333333
2017-04-30,3.4283333333333332
2017-05-01,4.638333333333334
2017-05-02,5.445
2017-05-03,5.6466666666666665
2017-05-04,2.8233333333333333
2017-05-05,5.848333333333333
2017-05-06,3.2266666666666666
2017-05-07,3.2266666666666666
2017-05-08,2.8233333333333333
2017-05-09,2.8233333333333333
2017-05-10,8.469999999999999
2017-05-11,4.234999999999999
2017-05-12,8.873333333333333
2017-05-13,5.041666666666666
2017-05-14,20.166666666666664
2017-05-15,2.8233333333333333
2017-05-16,5.6466666666666665
2017-05-17,4.234999999999999
2017-05-18,2.8233333333333333
2017-05-19,4.4366666666666665
2017-05-20,11.696666666666665
2017-05-21,5.041666666666666
2017-05-22,8.469999999999999
2017-05-23,5.6466666666666665
2017-05-24,5.6466666666666665
2017-05-25,8.873333333333333
2017-05-26,9.276666666666667
2017-05-27,6.8566666666666665
2017-05-28,3.4283333333333332
2017-05-29,6.05
2017-05-30,5.848333333333333
2017-05-31,12.906666666666666
2017-06-01,7.26
2017-06-02,9.075
2017-06-03,3.4283333333333332
