date,obama stupid
2016-11-04,15.0
2016-11-05,21.0
2016-11-06,24.0
2016-11-07,25.0
2016-11-08,14.0
2016-11-09,96.0
2016-11-10,76.0
2016-11-11,87.0
2016-11-12,67.0
2016-11-13,33.0
2016-11-14,18.0
2016-11-15,14.0
2016-11-16,21.0
2016-11-17,15.0
2016-11-18,26.0
2016-11-19,33.0
2016-11-20,37.0
2016-11-21,7.0
2016-11-22,21.0
2016-11-23,14.0
2016-11-24,30.0
2016-11-25,15.0
2016-11-26,20.0
2016-11-27,24.0
2016-11-28,7.0
2016-11-29,17.0
2016-11-30,25.0
2016-12-01,14.0
2016-12-02,15.0
2016-12-03,8.0
2016-12-04,12.0
2016-12-05,7.0
2016-12-06,0.0
2016-12-07,21.0
2016-12-08,18.0
2016-12-09,15.0
2016-12-10,24.0
2016-12-11,17.0
2016-12-12,11.0
2016-12-13,28.0
2016-12-14,7.0
2016-12-15,11.0
2016-12-16,27.0
2016-12-17,38.0
2016-12-18,25.0
2016-12-19,22.0
2016-12-20,22.0
2016-12-21,26.0
2016-12-22,15.0
2016-12-23,28.0
2016-12-24,23.0
2016-12-25,23.0
2016-12-26,16.0
2016-12-27,26.0
2016-12-28,38.0
2016-12-29,15.0
2016-12-30,24.0
2016-12-31,35.0
2017-01-01,27.0
2017-01-02,23.0
2017-01-03,14.0
2017-01-04,11.0
2017-01-05,29.0
2017-01-06,41.0
2017-01-07,28.0
2017-01-08,12.0
2017-01-09,28.0
2017-01-10,21.0
2017-01-11,45.0
2017-01-12,28.0
2017-01-13,25.0
2017-01-14,28.0
2017-01-15,28.0
2017-01-16,17.0
2017-01-17,21.0
2017-01-18,21.0
2017-01-19,35.0
2017-01-20,67.0
2017-01-21,100.0
2017-01-22,28.0
2017-01-23,34.0
2017-01-24,28.0
2017-01-25,24.0
2017-01-26,21.0
2017-01-27,32.0
2017-01-28,16.0
2017-01-29,24.0
2017-01-30,21.0
2017-01-31,10.0
2017-02-01,34.0
2017-02-02,49.0
2017-02-03,14.0
2017-02-04,20.0
2017-02-05,12.0
2017-02-06,41.0
2017-02-07,14.0
2017-02-08,17.0
2017-02-09,27.0
2017-02-10,71.0
2017-02-11,8.0
2017-02-12,8.0
2017-02-13,17.0
2017-02-14,10.0
2017-02-15,24.0
2017-02-16,17.0
2017-02-17,25.0
2017-02-18,16.0
2017-02-19,16.0
2017-02-20,17.0
2017-02-21,34.0
2017-02-22,7.0
2017-02-23,10.0
2017-02-24,0.0
2017-02-25,8.0
2017-02-26,16.0
2017-02-27,17.0
2017-02-28,25.0
2017-03-01,18.334379358437936
2017-03-02,10.261854951185494
2017-03-03,13.95955369595537
2017-03-04,27.725244072524408
2017-03-05,17.322175732217573
2017-03-06,16.866457461645744
2017-03-07,18.17712691771269
2017-03-08,16.906903765690377
2017-03-09,17.06415620641562
2017-03-10,20.87866108786611
2017-03-11,11.818340306834031
2017-03-12,17.20536959553696
2017-03-13,13.334379358437936
2017-03-14,12.03207810320781
2017-03-15,10.302301255230127
2017-03-16,5.032078103207811
2017-03-17,23.03591352859135
2017-03-18,13.931311018131101
2017-03-19,5.818340306834031
2017-03-20,8.53207810320781
2017-03-21,13.53207810320781
2017-03-22,8.302301255230127
2017-03-23,27.52370990237099
2017-03-24,9.116806136680614
2017-03-25,11.975592747559276
2017-03-26,16.019874476987447
2017-03-27,5.0
2017-03-28,18.56415620641562
2017-03-29,8.45955369595537
2017-03-30,19.41910739191074
2017-03-31,10.616806136680614
2017-04-01,3.931311018131102
2017-04-02,23.9023709902371
2017-04-03,10.37866108786611
2017-04-04,6.91910739191074
2017-04-05,27.04741980474198
2017-04-06,0.0
2017-04-07,17.926778242677827
2017-04-08,16.039748953974897
2017-04-09,24.216875871687588
2017-04-10,6.91910739191074
2017-04-11,10.37866108786611
2017-04-12,10.693165969316597
2017-04-13,14.467224546722456
2017-04-14,15.725244072524408
2017-04-15,16.66875871687587
2017-04-16,8.177126917712693
2017-04-17,7.233612273361228
2017-04-18,0.0
2017-04-19,6.604602510460252
2017-04-20,6.91910739191074
2017-04-21,10.693165969316597
2017-04-22,11.95118549511855
2017-04-23,0.0
2017-04-24,13.83821478382148
2017-04-25,23.587866108786613
2017-04-26,6.604602510460252
2017-04-27,13.83821478382148
2017-04-28,21.386331938633194
2017-04-29,11.95118549511855
2017-04-30,0.0
2017-05-01,7.548117154811716
2017-05-02,27.36192468619247
2017-05-03,6.91910739191074
2017-05-04,13.52370990237099
2017-05-05,21.386331938633194
2017-05-06,24.216875871687588
2017-05-07,16.039748953974897
2017-05-08,13.83821478382148
2017-05-09,13.83821478382148
2017-05-10,13.52370990237099
2017-05-11,6.91910739191074
2017-05-12,21.386331938633194
2017-05-13,7.862622036262204
2017-05-14,8.177126917712693
2017-05-15,10.37866108786611
2017-05-16,20.44281729428173
2017-05-17,6.91910739191074
2017-05-18,10.37866108786611
2017-05-19,7.233612273361228
2017-05-20,8.177126917712693
2017-05-21,16.354253835425386
2017-05-22,16.98326359832636
2017-05-23,10.064156206415621
2017-05-24,10.37866108786611
2017-05-25,14.467224546722456
2017-05-26,15.096234309623432
2017-05-27,12.580195258019526
2017-05-28,16.66875871687587
2017-05-29,0.0
2017-05-30,10.37866108786611
2017-05-31,10.37866108786611
2017-06-01,14.152719665271967
2017-06-02,18.241283124128312
2017-06-03,24.531380753138077
