date,trump treason
2017-01-22,7.591549295774648
2017-01-23,4.830985915492958
2017-01-24,6.211267605633802
2017-01-25,3.4507042253521125
2017-01-26,3.4507042253521125
2017-01-27,10.352112676056338
2017-01-28,9.661971830985916
2017-01-29,14.492957746478872
2017-01-30,9.661971830985916
2017-01-31,5.52112676056338
2017-02-01,6.211267605633802
2017-02-02,5.52112676056338
2017-02-03,5.52112676056338
2017-02-04,4.830985915492958
2017-02-05,5.52112676056338
2017-02-06,2.76056338028169
2017-02-07,3.4507042253521125
2017-02-08,3.4507042253521125
2017-02-09,2.0704225352112675
2017-02-10,2.0704225352112675
2017-02-11,10.352112676056338
2017-02-12,4.140845070422535
2017-02-13,2.0704225352112675
2017-02-14,21.394366197183096
2017-02-15,69.01408450704226
2017-02-16,55.2112676056338
2017-02-17,23.464788732394364
2017-02-18,9.661971830985916
2017-02-19,10.352112676056338
2017-02-20,6.211267605633802
2017-02-21,5.52112676056338
2017-02-22,5.52112676056338
2017-02-23,2.76056338028169
2017-02-24,6.901408450704225
2017-02-25,4.140845070422535
2017-02-26,2.76056338028169
2017-02-27,4.140845070422535
2017-02-28,2.0704225352112675
2017-03-01,4.737216778934476
2017-03-02,8.770897121861605
2017-03-03,8.479409063074097
2017-03-04,5.055496019595836
2017-03-05,7.072336191059399
2017-03-06,9.12936313533374
2017-03-07,9.846295162278015
2017-03-08,5.745636864666258
2017-03-09,8.492804654011023
2017-03-10,8.120943049601959
2017-03-11,4.006889161053276
2017-03-12,4.405541947336191
2017-03-13,3.7421922841396205
2017-03-14,4.073867115737905
2017-03-15,2.0168401714635635
2017-03-16,3.0654470300061236
2017-03-17,4.750612369871401
2017-03-18,2.0302357624004896
2017-03-19,1.6851653398652784
2017-03-20,24.403015921616653
2017-03-21,63.53368034292712
2017-03-22,44.29332516840171
2017-03-23,45.010257195345986
2017-03-24,33.16051745254133
2017-03-25,23.75306184935701
2017-03-26,17.90026025719534
2017-03-27,14.158067973055722
2017-03-28,13.893371096142069
2017-03-29,8.094151867728106
2017-03-30,8.120943049601959
2017-03-31,16.878444580526637
2017-04-01,8.770897121861605
2017-04-02,8.623545621555419
2017-04-03,4.643447642375994
2017-04-04,8.623545621555419
2017-04-05,5.306797305572565
2017-04-06,4.643447642375994
2017-04-07,5.306797305572565
2017-04-08,2.6533986527862825
2017-04-09,3.9800979791794235
2017-04-10,2.6533986527862825
2017-04-11,2.6533986527862825
2017-04-12,1.9900489895897118
2017-04-13,2.6533986527862825
2017-04-14,5.306797305572565
2017-04-15,2.6533986527862825
2017-04-16,3.9800979791794235
2017-04-17,7.960195958358847
2017-04-18,5.306797305572565
2017-04-19,1.9900489895897118
2017-04-20,1.9900489895897118
2017-04-21,1.3266993263931413
2017-04-22,1.3266993263931413
2017-04-23,1.3266993263931413
2017-04-24,1.3266993263931413
2017-04-25,1.9900489895897118
2017-04-26,2.6533986527862825
2017-04-27,2.6533986527862825
2017-04-28,2.6533986527862825
2017-04-29,2.6533986527862825
2017-04-30,1.9900489895897118
2017-05-01,1.9900489895897118
2017-05-02,0.6633496631965706
2017-05-03,1.3266993263931413
2017-05-04,2.6533986527862825
2017-05-05,0.0
2017-05-06,1.3266993263931413
2017-05-07,0.6633496631965706
2017-05-08,3.3167483159828532
2017-05-09,4.643447642375994
2017-05-10,17.247091243110837
2017-05-11,11.940293937538272
2017-05-12,9.95024494794856
2017-05-13,5.306797305572565
2017-05-14,3.9800979791794235
2017-05-15,14.593692590324554
2017-05-16,36.484231475811384
2017-05-17,15.257042253521124
2017-05-18,14.593692590324554
2017-05-19,7.296846295162277
2017-05-20,6.6334966319657065
2017-05-21,3.3167483159828532
2017-05-22,3.3167483159828532
2017-05-23,5.306797305572565
2017-05-24,4.643447642375994
2017-05-25,3.3167483159828532
2017-05-26,1.3266993263931413
2017-05-27,7.296846295162277
2017-05-28,5.306797305572565
2017-05-29,7.296846295162277
2017-05-30,4.643447642375994
2017-05-31,4.643447642375994
2017-06-01,5.306797305572565
2017-06-02,5.306797305572565
2017-06-03,2.6533986527862825
